1 quatro quatro 2 NUM nummod
221 confirmada confirmar 22 VERB conj
222 e e 223 CCONJ cc
223 ampliada ampliar 221 VERB conj
224 ele ele 225 PRON nsubj
225 ficara ficar 221 VERB conj
226 fora fora 225 ADV advmod
227 de de 229 ADP case
228 as o 229 DET det
229 eleicoes eleicoe 226 NOUN nmod
230 de de 231 ADP case
231 2018 2018 229 NUM nmod
232 e e 235 CCONJ cc
233 com com 234 ADP case
234 ele ele 235 PRON nmod
235 levara levar 44 VERB conj
236 mais mais 237 ADV advmod
237 tres tres 238 NUM nummod
238 expresidentes expresidente 235 NOUN obj
239 que que 241 PRON nsubj
240 lhe lhe 241 PRON iobj
241 foram foram 238 VERB acl:relcl
242 muito muito 243 ADV advmod
243 proximos proximo 241 ADJ xcomp
244 durante durante 246 ADP case
245 os o 246 DET det
246 anos ano 56 NOUN nmod
247 em em 248 ADP case
248 que que 251 PRON nmod
249 o o 250 DET det
250 petismo petismo 251 NOUN nsubj
251 conduziu conduzir 246 VERB acl:relcl
252 os o 253 DET det
253 rumos rumo 251 NOUN obj
254 politicos politico 253 ADJ amod
255 de de 257 ADP case
256 o o 257 DET det
257 brasil brasil 253 NOUN nmod
258 pesa pesar 235 VERB ccomp
259 sobre sobre 261 ADP case
260 michel michel 261 ADJ amod
261 temer temer 258 NOUN nmod
262 fortissimos fortissimo 263 ADJ amod
263 indicios indicios 258 NOUN nsubj
264 de de 265 ADP case
265 corrupcao corrupcao 263 NOUN nmod
266 passiva passivo 265 ADJ amod
267 organizacao organizacao 263 NOUN appos
268 criminosa criminoso 267 ADJ amod
269 e e 270 CCONJ cc
270 obstrucao obstrucao 267 NOUN conj
271 de de 272 ADP case
272 justica justica 270 NOUN nmod
273 somente somente 276 ADV advmod
274 com com 276 ADP case
275 as o 276 DET det
276 provas prova 258 NOUN nmod
277 levantadas levantar 276 VERB acl
278 ate ate 279 ADP mark
279 agora agora 277 ADV nmod
280 ele ele 282 PRON nsubj
281 pode pode 282 AUX aux
282 pegar pegar 241 VERB advcl
283 ate ate 284 ADV advmod
284 33 33 285 NUM nummod
285 anos ano 282 NOUN obj
286 de de 287 ADP case
287 cadeia cadeia 285 NOUN nmod
288 contra contra 289 ADP case
289 dilma dilma 282 NOUN nmod
290 vana vana 289 NOUN appos
291 rousseff rousseff 290 NOUN flat
292 pesa pesar 314 VERB conj
293 mais mais 294 ADV advmod
294 fortemente fortemente 292 ADV advmod
295 a o 296 DET det
296 acusacao acusacao 292 NOUN obj
297 de de 298 ADP case
298 tentativa tentativa 296 NOUN nmod
299 de de 300 ADP case
300 obstrucao obstrucao 298 NOUN nmod
301 de de 303 ADP case
302 a o 303 DET det
303 justica justica 300 NOUN nmod
304 tal tal 305 DET det
305 acusacao acusacao 314 NOUN nsubj
306 fundamenta fundamentar 427 VERB acl:relcl
307 por por 309 ADP case
308 a o 309 DET det
309 policia policia 306 NOUN nmod
310 federal federal 309 ADJ amod
311 de de 313 ADP case
312 o o 313 DET det
313 brasil brasil 309 NOUN nmod
314 aponta apontar 235 VERB parataxis
315 tentativa tentativa 314 NOUN obj
316 de de 317 ADP mark
317 blindar blindar 315 VERB nmod
318 o o 319 DET det
319 expresidente expresidente 317 NOUN obj
320 lula lulo 319 ADJ amod
321 e e 155 CCONJ cc
322 barrar barrar 317 VERB conj
323 os o 324 DET det
324 processos processo 322 NOUN obj
325 em em 326 ADP case
326 que que 241 PRON nmod
327 ele ele 241 PRON nsubj
328 esta esta 324 VERB acl:relcl
329 envolvido envolvido 241 ADJ xcomp
330 em em 332 ADP case
331 a o 332 DET det
332 operacao operacao 329 NOUN nmod
333 lava lava 332 ADJ appos
334 jato jato 333 NOUN flat
335 a a 337 ADP case
336 o o 337 DET det
337 nomealo nomealo 363 NOUN nmod
338 como como 339 ADP case
339 ministro ministro 337 NOUN nmod
340 embora embora 344 CCONJ mark
341 contra contra 342 ADP case
342 dilma dilma 344 NOUN nmod
343 ainda ainda 344 ADV advmod
344 existam existir 258 VERB advcl
345 investigacoes investigacoe 344 NOUN nsubj
346 sobre sobre 348 ADP case
347 o o 348 DET det
348 caixa caixa 345 NOUN nmod
349 dois dois 348 NUM appos
350 em em 352 ADP case
351 suas suas 352 DET det:poss
352 campanhas campanha 251 NOUN nmod
353 eleitorais eleitoral 352 ADJ amod
354 ela ela 258 PRON nsubj
355 e e 356 CCONJ cc
356 a a 409 PRON conj
357 que que 358 PRON nsubj
358 possui possuir 356 VERB acl:relcl
359 mais mais 360 DET det
360 chances chance 358 NOUN obj
361 de de 363 ADP mark
362 se se 363 PRON obj
363 livrar livrar 360 VERB nmod
364 de de 366 ADP case
365 as o 366 DET det
366 garras garra 363 NOUN nmod
367 de de 369 ADP case
368 a o 369 DET det
369 justica justica 366 NOUN nmod
370 caso caso 372 CCONJ mark
371 seja ser 372 AUX aux:pass
372 condenada condenar 282 VERB advcl
373 por por 374 ADP case
374 obstrucao obstrucao 372 NOUN nmod
375 de de 377 ADP case
376 a o 377 DET det
377 justica justica 374 NOUN nmod
378 sua sua 379 DET det:poss
379 pena pena 397 NOUN nsubj:pass
380 sera sera 314 VERB advcl
381 de de 384 ADP case
382 ate ate 383 ADV advmod
383 3 3 384 NUM nummod
384 anos ano 380 NOUN nmod
385 de de 386 ADP case
386 reclusao reclusao 384 NOUN nmod
387 como como 344 CCONJ mark
388 as o 389 DET det
389 penas penas 344 NOUN nsubj
390 inferiores inferior 389 ADJ amod
391 a a 393 ADP case
392 4 4 393 NUM nummod
393 anos ano 390 NOUN nmod
394 de de 395 ADP case
395 reclusao reclusao 393 NOUN nmod
396 sao sao 397 AUX aux:pass
397 substituidas substituidas 380 VERB advcl
398 por por 399 ADP case
399 penas penas 397 NOUN nmod
400 sao sao 401 AUX aux:pass
401 substituidas substituidas 380 VERB advcl
402 por por 403 ADP case
403 prestacao prestacao 401 NOUN nmod
404 de de 405 ADP case
405 servicos servico 403 NOUN nmod
406 a a 407 ADP case
407 comunidade comunidade 403 NOUN nmod
408 ela ela 409 PRON nsubj
409 precisa precisar 56 VERB parataxis
410 de de 413 ADP case
411 mais mais 412 ADV advmod
412 uma uma 413 NUM nummod
413 condenacao condenacao 409 NOUN nmod
414 para para 418 ADP mark
415 de de 416 ADP case
416 fato fato 418 NOUN nmod
417 se se 418 PRON expl:pv
418 juntar juntar 409 VERB advcl
419 a a 421 ADP case
420 o o 421 DET det
421 time time 418 NOUN nmod
422 de de 424 ADP case
423 os o 424 DET det
424 expresidentes expresidente 421 NOUN nmod
425 presos preso 424 ADJ amod
426 o o 427 DET det
427 expresidente expresidente 418 NOUN nsubj
428 fernando fernando 427 NOUN appos
429 collor collor 428 NOUN flat
430 de de 431 ADP case
431 melo melo 428 NOUN nmod
432 ptcal ptcal 104 ADJ amod
