1 justica justica 4 NOUN nsubj
132 instituto instituto 129 NOUN nmod
133 lula lula 132 ADJ amod
134 sejam ser 135 AUX aux:pass
135 comunicados comunicar 112 VERB ccomp
136 de de 138 ADP case
137 a o 138 DET det
138 medida medida 135 NOUN nmod
139 cautelar cautelar 138 ADJ amod
140 ainda ainda 143 ADV advmod
141 segundo segundo 143 ADP case
142 o o 143 DET det
143 juiz juiz 357 NOUN nmod
144 o o 146 DET det
145 proprio proprio 146 ADJ amod
146 lula lula 147 NOUN nsubj
147 mencionou mencionar 68 VERB parataxis
148 em em 149 ADP case
149 depoimento depoimento 147 NOUN nmod
150 que que 151 PRON nsubj
151 chamava chamar 149 VERB acl:relcl
152 pessoas pessoa 151 NOUN obj
153 para para 154 ADP mark
154 conversar conversar 151 VERB advcl
155 em em 157 ADP case
156 a o 157 DET det
157 sede sede 154 NOUN nmod
158 de de 160 ADP case
159 o o 160 DET det
160 instituto instituto 157 NOUN nmod
161 que que 163 PRON nsubj:pass
162 era era 163 AUX aux:pass
163 tratado tratar 46 VERB acl:relcl
164 por por 166 ADP case
165 o o 166 DET det
166 petista petista 163 NOUN nmod
167 como como 168 ADP case
168 posto posto 163 NOUN nmod
169 de de 171 ADP case
170 o o 171 DET det
171 ipiranga ipiranga 168 NOUN nmod
172 em em 173 ADP case
173 referencia referencia 25 NOUN nmod
174 a a 176 ADP case
175 o o 176 DET det
176 fato fato 173 NOUN nmod
177 de de 180 ADP mark
178 a o 179 DET det
179 entidade entidade 180 NOUN nsubj
180 estar estar 176 VERB nmod
181 localizada localizado 180 ADJ xcomp
182 em em 185 ADP case
183 o o 185 DET det
184 tradicional tradicional 185 ADJ amod
185 bairro bairro 181 NOUN nmod
186 de de 188 ADP case
187 o o 188 DET det
188 ipiranga ipiranga 185 NOUN nmod
189 para para 190 ADP mark
190 discutir discutir 180 VERB advcl
191 assuntos assunto 190 NOUN obj
192 que que 194 PRON nsubj
193 nao nao 194 ADV advmod
194 tinham ter 191 VERB acl:relcl
195 relacao relacao 194 NOUN obj
196 com com 197 ADP case
197 assuntos assunto 195 NOUN nmod
198 sociais social 197 ADJ amod
199 o o 67 DET det
200 magistrado magistrado 296 NOUN nsubj
201 destacou destacar 68 VERB ccomp
202 que que 228 CCONJ mark
203 essas essas 204 DET det
204 conversas conversas 228 NOUN nsubj
205 com com 206 ADP case
206 aliados aliado 204 NOUN nmod
207 ocorriam ocorrer 201 VERB ccomp
208 em em 210 ADP case
209 o o 210 DET det
210 instituto instituto 207 NOUN nmod
211 sem sem 213 ADP case
212 qualquer qualquer 213 DET det
213 agendamento agendamento 207 NOUN nmod
214 ou ou 215 CCONJ cc
215 transparencia transparencia 213 NOUN conj
216 em em 218 ADP case
217 suas suas 218 DET det:poss
218 atividades atividade 63 NOUN nmod
219 soares soar 221 ADJ nsubj
220 leite leite 219 NOUN flat
221 observou observar 68 VERB ccomp
222 que que 228 CCONJ mark
223 o o 224 DET det
224 expresidente expresidente 228 NOUN nsubj
225 de de 227 ADP case
226 a o 227 DET det
227 republica republica 224 NOUN nmod
228 convidou convidar 221 VERB ccomp
229 ate ate 230 ADV advmod
230 mesmo mesmo 231 ADV advmod
231 investigados investigado 228 NOUN obj
232 por por 234 ADP case
233 a o 234 DET det
234 operacao operacao 231 NOUN nmod
235 lava lava 234 NOUN appos
236 jato jato 235 NOUN flat
237 como como 239 ADP case
238 o o 239 DET det
239 senador senador 231 NOUN nmod
240 cassado cassado 239 ADJ amod
241 delcidio delcidio 239 NOUN appos
242 de de 244 ADP case
243 o o 244 DET det
244 amaral amaral 239 NOUN nmod
245 sem sem 246 ADP case
246 partidoms partidom 163 NOUN nmod
247 para para 248 ADP case
248 reunioes reunioe 357 NOUN nmod
249 em em 251 ADP case
250 o o 251 DET det
251 instituto instituto 248 NOUN nmod
252 nao nao 254 ADV advmod
253 se se 254 PART expl:pv
254 sabe saber 68 VERB ccomp
255 o o 256 DET det
256 teor teor 254 NOUN nsubj
257 de de 262 ADP case
258 o o 259 DET det
259 que que 262 PRON mark
260 ali ali 262 ADV advmod
261 foi foi 262 AUX aux:pass
262 tratado tratar 256 VERB nmod
263 mas mas 265 CCONJ cc
264 por por 265 ADP case
265 depoimentos depoimento 254 NOUN nmod
266 testemunhais testemunhal 265 ADJ amod
267 mais mais 268 ADV advmod
268 especificamente especificamente 296 ADV advmod
269 o o 270 DET det
270 depoimento depoimento 254 NOUN nsubj
271 de de 273 ADP case
272 o o 273 DET det
273 expresidente expresidente 270 NOUN nmod
274 de de 276 ADP case
275 a o 276 DET det
276 construtora construtor 273 NOUN nmod
277 oas oas 276 NOUN appos
278 leo leo 276 NOUN appos
279 pinheiro pinheiro 278 NOUN flat
280 prestado prestar 276 VERB acl
281 perante perante 283 ADP case
282 a o 283 DET det
283 vara vara 56 NOUN nmod
284 federal federal 283 ADJ amod
285 em em 286 ADP case
286 curitiba curitiba 283 NOUN nmod
287 bem bem 289 ADV case
288 como como 287 ADP fixed
289 o o 296 PRON nmod
290 de de 292 ADP case
291 varias varias 292 DET det
292 investigacoes investigacoe 289 NOUN nmod
293 em em 295 ADP case
294 seu seu 295 DET det:poss
295 desfavor desfavor 292 NOUN nmod
296 ha ha 201 VERB conj
297 veementes veemente 298 ADJ amod
298 indicios indicios 296 NOUN obj
299 de de 300 ADP case
300 delitos delito 298 NOUN nmod
301 criminais criminal 300 ADJ amod
302 incluindo incluir 298 VERB acl
303 o o 304 DET det
304 descrito descrito 302 NOUN obj
305 nesta nesta 306 ADP case
306 denuncia denuncia 304 NOUN nmod
307 que que 311 PRON nsubj:pass
308 podem podem 311 AUX aux
309 ter ter 311 AUX aux
310 sido ser 311 AUX aux:pass
311 iniciados iniciar 306 VERB acl:relcl
312 ou ou 313 CCONJ cc
313 instigados instigar 311 VERB conj
314 naquele naquele 315 ADP case
315 local local 311 NOUN nmod
316 enfatizou enfatizar 201 VERB ccomp
317 de de 318 ADP case
318 acordo acordo 316 NOUN nmod
319 com com 321 ADP case
320 a o 321 DET det
321 forcatarefa forcatarefa 318 NOUN nmod
322 de de 324 ADP case
323 a o 324 DET det
324 operacao operacao 321 NOUN nmod
325 lava lava 324 NOUN flat
326 jato jato 325 NOUN flat
327 a o 328 DET det
328 odebrecht odebrecht 329 NOUN nsubj
329 adquiriu adquirir 221 VERB ccomp
330 um um 331 DET det
331 terreno terreno 329 NOUN obj
332 para para 337 ADP mark
333 que que 337 CCONJ mark
334 o o 335 DET det
335 instituto instituto 337 NOUN nsubj
336 lula lula 335 ADJ amod
337 construisse construir 329 VERB advcl
338 uma um 340 DET det
339 nova novo 340 ADJ amod
340 sede sede 337 NOUN obj
341 em em 342 ADP case
342 troca troca 337 NOUN nmod
343 de de 344 ADP case
344 contratos contrato 342 NOUN nmod
345 firmados firmar 344 VERB acl
346 por por 348 ADP case
347 a o 348 DET det
348 empreiteira empreiteiro 345 NOUN nmod
349 com com 351 ADP case
350 a o 351 DET det
351 petrobras petrobra 348 NOUN nmod
352 a o 354 DET det
353 nova novo 354 ADJ amod
354 sede sede 357 NOUN nsubj
355 porem porem 357 AUX advmod
356 nao nao 357 ADV advmod
357 saiu sair 329 VERB advcl
358 de de 360 ADP case
359 o o 360 DET det
360 papel papel 357 NOUN nmod
