1 saiba saber 86 VERB parataxis
223 filhas filho 219 NOUN conj
224 depois depois 227 ADV advmod
225 ele ele 227 PRON nsubj
226 vai ir 227 AUX aux
227 resolver resolver 30 VERB conj
228 seu seu 229 DET det:poss
229 futuro futuro 227 NOUN obj
230 em em 232 ADP case
231 a o 232 DET det
232 televisao televisao 227 NOUN nmod
233 especulase especulase 44 VERB conj
234 que que 242 CCONJ mark
235 seu seu 236 DET det:poss
236 futuro futuro 242 NOUN nsubj:pass
237 em em 239 ADP case
238 a o 239 DET det
239 tv tv 236 NOUN nmod
240 estaria estar 242 AUX aux
241 sendo ser 242 AUX aux:pass
242 desenhado desenhar 233 VERB ccomp
243 em em 244 ADP case
244 parceria parceria 242 NOUN nmod
245 com com 247 ADP case
246 a o 247 DET det
247 tv tv 244 NOUN nmod
248 record record 247 NOUN flat
249 a o 250 DET det
250 globo globo 252 NOUN nsubj
251 estaria estar 252 AUX aux
252 trazendo trazer 233 VERB ccomp
253 rodrigo rodrigo 252 NOUN obj
254 faro faro 253 NOUN flat
255 e e 282 CCONJ cc
256 o o 282 DET det
257 contraataque contraataque 252 NOUN nsubj
258 de de 260 ADP case
259 a o 260 DET det
260 record record 257 NOUN nmod
261 seria seria 252 AUX conj
262 levar levar 66 VERB conj
263 para para 265 ADP case
264 a o 265 DET det
265 tv tv 262 NOUN nmod
266 de de 268 ADP case
267 o o 268 DET det
268 bispo bispo 265 NOUN nmod
269 os o 270 DET det
270 jornalistas jornalista 262 NOUN nsubj
271 evaristo evaristo 270 NOUN appos
272 costa costa 271 NOUN flat
273 e e 282 CCONJ cc
274 de de 275 ADP case
275 acordo acordo 282 NOUN nmod
276 com com 278 ADP case
277 o o 278 DET det
278 colunista colunista 275 NOUN nmod
279 evaristo evaristo 278 PROPN appos
280 vai ir 282 AUX aux
281 se se 282 PRON obj
282 reunir reunir 169 VERB conj
283 com com 285 ADP case
284 a o 285 DET det
285 direcao direcao 282 NOUN nmod
286 de de 288 ADP case
287 a o 288 DET det
288 globo globo 285 NOUN nmod
289 em em 291 ADP case
290 a o 291 DET det
291 semana semana 282 NOUN nmod
292 que que 293 PRON nsubj
293 vem vir 291 VERB acl:relcl
294 quando quando 293 ADV advmod
295 a o 296 DET det
296 emissora emissora 293 NOUN nsubj
297 deve dever 282 AUX aux
298 se se 282 PRON expl:pv
