1 urgente urgente 2 ADJ amod
260 recursos recurso 258 NOUN nmod
261 publicos publico 260 ADJ amod
262 destinados destinar 255 VERB acl
263 a a 264 ADP mark
264 enriquecer enriquecer 262 VERB nmod
265 ilicitamente ilicitamente 264 ADV advmod
266 bem bem 268 ADV advmod
267 como como 266 CCONJ fixed
268 visando visar 350 VERB advcl
269 a o 270 DET det
270 perpetuacao perpetuacao 268 NOUN obj
271 criminosa criminoso 270 ADJ amod
272 em em 275 ADP case
273 o o 275 DET det
274 poder poder 275 NOUN nmod
275 comprar comprar 181 VERB advcl
276 apoio apoio 275 NOUN obj
277 parlamentar parlamentar 276 ADJ amod
278 e e 279 CCONJ cc
279 financiar financiar 275 VERB conj
280 caras caro 281 ADJ amod
281 campanhas campanha 279 NOUN obj
282 eleitorais eleitoral 281 ADJ amod
283 escreveram escrever 91 VERB acl:relcl
284 os o 285 DET det
285 procuradores procurador 283 NOUN nsubj
286 lula lula 289 NOUN nsubj
287 era era 289 AUX cop
288 o o 289 DET det
289 maestro maestro 346 NOUN ccomp
290 dessa dessa 292 ADP case
291 grande grande 292 ADJ amod
292 orquestra orquestra 289 NOUN nmod
293 chegou chegar 295 AUX aux
294 a a 295 ADP mark
295 dizer dizer 289 VERB parataxis
296 em em 298 ADP case
297 a o 298 DET det
298 ocasiao ocasiao 295 NOUN nmod
299 o o 300 DET det
300 coordenador coordenador 295 NOUN nsubj
301 de de 303 ADP case
302 a o 303 DET det
303 forcatarefa forcatarefa 300 NOUN nmod
304 deltan deltan 300 NOUN appos
305 dallagnol dallagnol 304 ADJ flat
306 de de 307 ADP case
307 acordo acordo 312 NOUN nmod
308 com com 310 ADP case
309 a o 310 DET det
310 denuncia denuncia 307 NOUN nmod
311 lula lula 399 ADJ nsubj
312 recebeu receber 91 VERB acl:relcl
313 r r 312 NOUN obj
314 37 37 315 NUM nummod
315 milhoes milhoes 313 NUM nummod
316 em em 317 ADP case
317 vantagens vantagem 312 NOUN nmod
318 indevidas indevido 317 ADJ amod
319 pagas pagar 317 VERB acl
320 por por 322 ADP case
321 a o 322 DET det
322 oas oas 319 NOUN nmod
323 a o 325 DET det
324 maior maior 325 ADJ amod
325 parcela parcela 250 NOUN nsubj
326 r r 325 NOUN appos
327 11 11 328 NUM nummod
328 milhao milhao 326 NUM nummod
329 corresponde corresponder 346 VERB ccomp
330 a a 332 ADP case
331 o o 332 DET det
332 valor valor 329 NOUN nmod
333 estimado estimar 332 VERB acl
334 de de 336 ADP case
335 o o 336 DET det
336 triplex triplex 332 NOUN nmod
337 cujas cujas 338 DET det
338 obras obra 340 NOUN nsubj:pass
339 foram foram 340 AUX aux:pass
340 concluidas concluir 420 VERB acl:relcl
341 por por 343 ADP case
342 a o 343 DET det
343 empreiteira empreiteiro 340 NOUN nmod
344 os o 345 DET det
345 procuradores procurador 427 NOUN nsubj
346 sustentaram sustentar 91 VERB acl:relcl
347 ainda ainda 427 ADV advmod
348 que que 350 CCONJ mark
349 companhia companhia 350 NOUN nsubj
350 gastou gastar 346 VERB ccomp
351 r r 350 NOUN obj
352 926 926 353 NUM nummod
353 mil mil 351 NUM nummod
354 para para 355 ADP mark
355 reformar reformar 350 VERB advcl
356 o o 357 DET det
357 apartamento apartamento 355 NOUN obj
358 e e 360 CCONJ cc
359 outros outros 360 DET det
360 r r 427 NOUN nsubj
361 350 350 362 NUM nummod
362 mil mil 360 NUM nummod
363 para para 364 ADP mark
364 instalar instalar 350 VERB advcl
365 moveis moveis 364 NOUN obj
366 planejados planejar 365 VERB acl
367 em em 369 ADP case
368 a o 369 DET det
369 unidade unidade 366 NOUN nmod
370 sempre sempre 371 ADV advmod
371 seguindo seguir 364 VERB acl
372 projeto projeto 371 NOUN obj
373 aprovado aprovar 442 VERB acl
374 por por 376 ADP case
375 a o 376 DET det
376 familia familia 373 NOUN nmod
377 lula lulo 376 ADJ amod
378 a o 379 DET det
379 acusacao acusacao 52 NOUN nsubj
380 inclui incluir 52 VERB parataxis
381 r r 380 NOUN obj
382 13 13 383 NUM nummod
383 milhao milhao 381 NUM nummod
384 que que 387 PRON obj
385 a o 386 DET det
386 oas oas 387 NOUN nsubj
387 desembolsou desembolsar 381 VERB acl:relcl
388 para para 389 ADP mark
389 pagar pagar 387 VERB advcl
390 uma um 391 DET det
391 empresa empresa 389 NOUN obj
392 contratada contratar 391 VERB acl
393 para para 394 ADP mark
394 armazenar armazenar 392 VERB advcl
395 bens bem 394 NOUN obj
396 que que 399 PRON obj
397 o o 398 DET det
398 petista petista 399 NOUN nsubj
399 levou levar 391 VERB acl:relcl
400 para para 401 ADP case
401 sao sao 399 NOUN nmod
402 paulo paulo 401 NOUN flat
403 apos apos 404 ADP mark
404 deixar deixar 399 VERB advcl
405 a o 406 DET det
406 presidencia presidencia 404 NOUN obj
407 de de 409 ADP case
408 a o 409 DET det
409 republica republica 406 NOUN nmod
410 desde desde 412 ADP case
411 o o 412 DET det
412 inicio inicio 329 NOUN nmod
413 de de 415 ADP case
414 a o 415 DET det
415 investigacao investigacao 412 NOUN nmod
416 que que 417 PRON nsubj
417 deu dar 415 VERB acl:relcl
418 origem origem 417 NOUN obj
419 a a 420 ADP case
420 sentenca sentenca 417 NOUN iobj
421 agora agora 422 ADV advmod
422 proferida proferir 420 VERB acl
423 por por 424 ADP case
424 moro moro 422 NOUN nmod
425 lula lula 427 NOUN nsubj
426 sempre sempre 427 ADV advmod
427 negou negar 346 VERB ccomp
428 ter ter 429 AUX aux
429 recebido receber 427 VERB xcomp
430 vantagens vantagem 429 NOUN obj
431 de de 433 ADP case
432 a o 433 DET det
433 oas oas 430 NOUN nmod
434 o o 435 DET det
435 expresidente expresidente 438 NOUN nsubj
436 ainda ainda 438 ADV advmod
437 e e 438 CCONJ cc
438 reu reu 427 VERB conj
439 em em 442 ADP case
440 outros outros 442 DET det
441 quatro quatro 442 NUM nummod
442 processos processo 438 NOUN nmod
