1 80 80 3 NUM nummod
276 de de 278 ADP case
277 a o 278 DET det
278 asia asia 275 NOUN nmod
279 em em 281 ADP case
280 a o 281 DET det
281 noite noite 73 NOUN nmod
282 de de 285 ADP case
283 o o 285 DET det
284 ultimo ultimo 285 ADJ amod
285 sabado sabado 281 PROPN nmod
286 o o 287 DET det
287 sistema sistema 292 NOUN nsubj:pass
288 de de 289 ADP case
289 aviso aviso 287 NOUN nmod
290 defcon defcon 287 ADJ appos
291 foi foi 292 AUX aux:pass
292 aumentado aumentar 299 VERB ccomp
293 para para 295 ADP case
294 o o 295 DET det
295 nivel nivel 292 NOUN nmod
296 4 4 295 NUM appos
297 um um 298 DET det
298 relatorio relatorio 323 NOUN nsubj
299 informou informar 9 VERB parataxis
300 que que 311 CCONJ mark
301 enquanto enquanto 303 CCONJ mark
302 nao nao 303 ADV advmod
303 houver haver 311 VERB advcl
304 uma um 305 DET det
305 ameaca ameaca 303 NOUN obj
306 nuclear nuclear 305 ADJ amod
307 iminente iminente 305 ADJ amod
308 os o 309 DET det
309 eventos evento 311 NOUN nsubj
310 deverao dever 311 AUX aux
311 exigir exigir 299 VERB ccomp
312 o o 313 DET det
313 maximo maximo 311 NOUN obj
314 de de 315 ADP case
315 atencao atencao 313 NOUN nmod
316 possivel possivel 315 ADJ amod
317 em em 319 ADP case
318 o o 319 DET det
319 entanto entanto 323 ADV nmod
320 o o 321 DET det
321 documento documento 323 NOUN nsubj
322 tambem tambem 323 ADV advmod
323 afirma afirmar 299 VERB conj
324 que que 311 CCONJ mark
325 em em 326 ADP case
326 paises paise 311 NOUN nmod
327 como como 329 ADP case
328 a o 329 DET det
329 coreia coreia 326 NOUN nmod
330 de de 332 ADP case
331 o o 332 DET det
332 norte norte 329 NOUN nmod
333 e e 323 VERB ccomp
334 extremamente extremamente 335 ADV advmod
335 dificil dificil 323 ADJ xcomp
336 de de 338 ADP mark
337 se se 338 PRON expl:pv
338 determinar determinar 335 VERB nmod
339 o o 340 DET det
340 que que 338 PRON obj
341 e e 351 CCONJ cc
342 ou ou 351 CCONJ cc
343 nao nao 351 ADV advmod
344 real real 340 ADJ conj
345 o o 346 DET det
346 nivel nivel 351 NOUN nsubj
347 de de 348 ADP case
348 desinformacao desinformacao 346 NOUN nmod
349 e e 351 CCONJ cc
350 muito muito 351 ADV advmod
351 alto alto 340 ADJ amod
