1 ha ha 4 VERB advcl
242 quartel quartel 264 NOUN nmod
243 a a 244 ADP mark
244 partir partir 218 VERB nmod
245 de de 246 ADP case
246 15 15 244 NUM nmod
247 de de 248 ADP case
248 janeiro janeiro 246 PROPN nmod
249 de de 250 ADP case
250 1968 1968 248 NUM nmod
251 passou passar 255 AUX aux
252 a a 255 ADP mark
253 ser ser 255 AUX cop
254 o o 255 DET det
255 soldado soldado 4 NOUN parataxis
256 n n 255 NOUN appos
257 1803 1803 256 NUM appos
258 soldado soldado 255 NOUN appos
259 exemplar exemplar 258 ADJ amod
260 durante durante 262 ADP case
261 sua sua 262 DET det:poss
262 vida vida 264 NOUN nmod
263 militar militar 262 ADJ amod
264 cumpriu cumprir 255 VERB advcl
265 o o 267 DET det
266 seu seu 267 DET det:poss
267 dever dever 264 NOUN obj
268 com com 270 ADP case
269 o o 270 DET det
270 exercito exercito 267 NOUN nmod
271 e e 274 CCONJ cc
272 com com 274 ADP case
273 o o 274 DET det
274 brasil brasil 270 NOUN conj
275 em em 277 ADP case
276 a o 277 DET det
277 madrugada madrugada 264 NOUN nmod
278 fria frio 277 ADJ amod
279 e e 280 CCONJ cc
280 nublada nublado 278 ADJ conj
281 de de 283 ADP case
282 o o 283 DET det
283 dia dia 222 NOUN nmod
284 26 26 283 NUM nmod
285 de de 286 ADP case
286 junho junho 284 PROPN nmod
287 de de 288 ADP case
288 1968 1968 286 NUM nmod
289 em em 291 ADP case
290 o o 291 DET det
291 quartel quartel 264 NOUN nmod
292 general general 291 ADJ amod
293 de de 295 ADP case
294 o o 295 DET det
295 ii ii 291 PROPN nmod
296 exercito exercito 295 NOUN flat
297 o o 298 DET det
298 silencio silencio 218 NOUN nsubj:pass
299 e e 301 CCONJ cc
300 a o 301 DET det
301 tranquilidade tranquilidade 298 NOUN conj
302 eram eram 255 VERB cop
303 visiveis visivel 317 ADJ xcomp
304 oficiais oficial 264 NOUN nsubj
305 sargentos sargento 304 ADJ amod
306 e e 307 CCONJ cc
307 soldados soldado 305 NOUN conj
308 dormiam dormer 453 VERB acl:relcl
309 e e 310 CCONJ cc
310 descansavam descansar 308 VERB conj
311 em em 314 ADP case
312 os o 314 DET det
313 seus seus 314 DET det:poss
314 postos posto 310 NOUN nmod
315 as o 316 DET det
316 sentinelas sentinela 317 NOUN nsubj
317 estavam estar 255 VERB conj
318 atentas atento 317 ADJ xcomp
319 zelando zelar 317 VERB acl
320 por por 322 ADP case
321 a o 322 DET det
322 vida vida 319 NOUN nmod
323 de de 325 ADP case
324 seus seus 325 DET det:poss
325 companheiros companheiro 322 NOUN nmod
326 e e 327 CCONJ cc
327 protegendo proteger 319 VERB conj
328 as o 329 DET det
329 instalacoes instalacoe 327 NOUN obj
330 de de 332 ADP case
331 o o 332 DET det
332 qg qg 329 NOUN nmod
333 pois pois 336 CCONJ mark
334 o o 335 DET det
335 periodo periodo 336 NOUN nsubj
336 era era 520 VERB advcl
337 conturbado conturbado 336 ADJ xcomp
338 as o 339 DET det
339 guaritas guarita 340 NOUN nsubj
340 estavam estar 520 VERB ccomp
341 guarnecidas guarnecido 340 ADJ xcomp
342 por por 344 ADP case
343 jovens jovem 344 ADJ amod
344 soldados soldado 341 NOUN nmod
345 que que 350 PRON nsubj
346 a a 349 ADP case
347 os o 349 DET det
348 18 18 349 NUM nummod
349 anos ano 350 NOUN nmod
350 cumpriam cumprir 344 VERB acl:relcl
351 com com 183 ADP case
352 o o 183 DET det
353 dever dever 350 NOUN nmod
354 prestando prestar 544 VERB acl
355 o o 356 DET det
356 servico servico 354 NOUN obj
357 militar militar 356 ADJ amod
358 obrigatorio obrigatorio 356 ADJ amod
359 todos todos 360 PRON nsubj
360 pertenciam pertencer 344 VERB acl:relcl
361 a a 363 ADP case
362 o o 363 DET det
363 efetivo efetivo 360 NOUN nmod
364 de de 367 ADP case
365 o o 367 DET det
366 4 4 367 NUM nummod
367 ri ri 363 PROPN nmod
368 e e 370 CCONJ cc
369 se se 370 PRON obj
370 apresentaram apresentar 264 VERB conj
371 em em 374 ADP case
372 os o 374 DET det
373 primeiros primeiro 374 ADJ amod
374 dias dia 370 NOUN nmod
375 de de 376 ADP case
376 janeiro janeiro 374 PROPN nmod
377 entre entre 378 ADP case
378 eles eles 264 PRON nmod
379 mario mario 264 NOUN nsubj
380 kosel kosel 379 PROPN flat
381 filho filho 379 ADJ flat
382 tinham ter 453 VERB conj
383 portanto portanto 384 ADV advmod
384 seis seis 385 NUM nummod
385 meses mês 264 NOUN obj
386 de de 387 ADP case
387 instrucao instrucao 385 NOUN nmod
388 e e 390 CCONJ cc
389 de de 390 ADP case
390 servico servico 387 NOUN conj
391 em em 393 ADP case
392 as o 393 DET det
393 fileiras fileira 180 NOUN nmod
394 de de 396 ADP case
395 o o 396 DET det
396 exercito exercito 393 NOUN nmod
397 durante durante 399 ADP case
398 a o 399 DET det
399 instrucao instrucao 494 NOUN nmod
400 eram eram 520 AUX aux:pass
401 continuamente continuamente 402 ADV advmod
402 alertados alertado 317 ADJ xcomp
403 a a 404 ADP case
404 respeito respeito 402 NOUN nmod
405 de de 407 ADP case
406 a o 407 DET det
407 situacao situacao 404 NOUN nmod
408 que que 411 PRON obj
409 o o 410 DET det
410 pais pais 169 NOUN nsubj:pass
411 atravessava atravessar 407 VERB acl:relcl
412 sabiam saber 407 VERB acl:relcl
413 que que 418 CCONJ mark
414 nessas nessas 415 ADP case
415 ocasioes ocasioes 418 NOUN nmod
416 os o 417 DET det
417 quarteis quartei 418 NOUN nsubj
418 sao sao 412 VERB ccomp
419 muito muito 420 ADV advmod
420 visados visado 418 ADJ xcomp
421 como como 423 ADP case
422 possiveis possivel 423 ADJ amod
423 alvos alvo 420 NOUN nmod
424 para para 426 ADP case
425 as o 426 DET det
426 acoes acoe 423 NOUN nmod
427 terroristas terrorista 426 ADJ amod
428 alem alem 218 ADV advmod
429 disso disso 428 X fixed
430 todos todos 218 PRON nsubj:pass
431 foram foram 520 AUX aux:pass
432 alertados alertar 4 VERB parataxis
433 e e 434 CCONJ cc
434 souberam saber 199 VERB conj
435 de de 437 ADP case
436 os o 437 DET det
437 detalhes detalhe 434 NOUN nmod
438 de de 440 ADP case
439 o o 440 DET det
440 assalto assalto 437 NOUN nmod
441 a a 443 ADP case
442 o o 443 DET det
443 hospital hospital 440 NOUN nmod
444 militar militar 443 ADJ amod
445 quatro quatro 446 NUM nummod
446 dias dia 447 NOUN nmod
447 antes antes 520 ADV advmod
448 pois pois 453 CCONJ mark
449 as o 450 DET det
450 vitimas vitimas 520 NOUN nsubj:pass
451 eram eram 453 AUX cop
452 seus seus 453 DET det:poss
453 colegas colega 218 NOUN advcl
454 de de 457 ADP case
455 o o 457 DET det
456 4 4 457 ADJ amod
457 ri ri 453 NOUN nmod
458 unidade unidade 222 NOUN appos
459 de de 461 ADP case
460 o o 461 DET det
461 exercito exercito 458 NOUN nmod
462 onde onde 463 ADV advmod
463 servia servir 72 VERB acl:relcl
464 lamarca lamarca 463 NOUN nsubj
465 que que 467 PRON nsubj
466 ja ja 467 ADV advmod
467 pertencia pertencer 464 VERB acl:relcl
468 a a 469 ADP case
469 vanguarda vanguarda 467 NOUN nmod
470 popular popular 469 ADJ amod
471 revolucionaria revolucionario 469 ADJ amod
472 vpr vpr 473 AUX cop
473 organizacao organizacao 222 NOUN appos
474 terrorista terrorista 473 ADJ amod
475 autora autor 473 NOUN appos
476 de de 478 ADP case
477 o o 478 DET det
478 assalto assalto 475 NOUN nmod
479 e e 480 CCONJ cc
480 uma uma 222 PRON conj
481 de de 484 ADP case
482 as o 484 DET det
483 mais mais 484 DET det
484 violentas violento 480 NOUN nmod
485 quando quando 520 CCONJ mark
486 o o 487 DET det
487 soldado soldado 520 NOUN nsubj:pass
488 mario mario 487 NOUN appos
489 kosel kosel 488 NOUN flat
490 filho filho 488 ADJ flat
491 e e 493 CCONJ cc
492 seus seus 493 DET det:poss
493 colegas colega 157 NOUN conj
494 assumiram assumir 317 VERB advcl
495 o o 496 DET det
496 servico servico 494 NOUN obj
497 de de 498 ADP case
498 guarda guarda 496 NOUN nmod
499 em em 501 ADP case
500 o o 501 DET det
501 quartel quartel 494 NOUN nmod
502 general general 501 ADJ amod
503 de de 506 ADP case
504 o o 506 DET det
505 ii ii 506 ADJ amod
506 exercito exercito 92 NOUN nmod
507 hoje hoje 508 ADV advmod
508 comando comando 501 NOUN appos
509 militar militar 508 ADJ amod
510 de de 512 ADP case
511 o o 512 DET det
512 sudeste sudeste 508 NOUN nmod
513 em em 515 ADP case
514 o o 515 DET det
515 ibirapuera ibirapuera 508 NOUN nmod
516 em em 517 ADP case
517 sao sao 515 NOUN nmod
518 paulo paulo 517 NOUN flat
519 foram foram 520 AUX aux:pass
520 instruidos instruir 255 VERB acl:relcl
521 quanto quanto 520 ADV advmod
522 a a 524 ADP case
523 os o 524 DET det
524 procedimentos procedimento 521 NOUN nmod
525 em em 526 ADP case
526 caso caso 319 NOUN nmod
527 de de 529 ADP case
528 um um 529 DET det
529 ataque ataque 526 NOUN nmod
530 as as 531 ADP case
531 instalacoes instalacoe 529 NOUN nmod
532 de de 534 ADP case
533 o o 534 DET det
534 quartel quartel 531 NOUN nmod
535 todos todos 536 PRON nsubj
536 estavam estar 480 VERB acl:relcl
537 tensos tenso 536 ADJ xcomp
538 e e 539 CCONJ cc
539 ansiosos ansioso 537 ADJ conj
540 mal mal 541 ADV advmod
541 sabiam saber 536 VERB conj
542 que que 418 CCONJ mark
543 um um 544 DET det
544 grupo grupo 360 NOUN nsubj
545 de de 547 ADP case
546 dez dez 547 NUM nummod
547 terroristas terrorista 544 NOUN nmod
548 entre entre 549 ADP case
549 eles eles 350 PRON nmod
1 duas duas 2 NUM nummod
2 mulheres mulher 3 NOUN nsubj
3 rodavam rodar 0 VERB root
4 em em 7 ADP case
5 um um 7 DET det
6 pequeno pequeno 7 ADJ amod
7 caminhao caminhao 3 NOUN nmod
8 carregado carregar 7 VERB acl
9 com com 11 ADP case
10 50 50 11 NUM nummod
11 quilos quilo 8 NOUN nmod
12 de de 13 ADP case
13 dinamite dinamite 11 NOUN nmod
14 e e 24 CCONJ cc
15 mais mais 16 ADV advmod
16 tres tres 17 NUM nummod
17 fuscas fusca 24 NOUN nsubj
18 em em 20 ADP case
19 a o 20 DET det
20 direcao direcao 17 NOUN nmod
21 de de 23 ADP case
22 o o 23 DET det
23 qg qg 20 NOUN nmod
24 tinham ter 3 VERB conj
25 a o 26 DET det
26 missao missao 24 NOUN obj
27 de de 28 ADP mark
28 causar causar 26 VERB nmod
29 vitimas vitima 28 NOUN obj
30 e e 31 CCONJ cc
31 danos dano 29 NOUN conj
32 materiais material 31 ADJ amod
33 a a 35 ADP case
34 o o 35 DET det
35 quartel quartel 28 NOUN nmod
36 general general 35 ADJ amod
37 tinham ter 3 VERB conj
38 por por 39 ADP case
39 objetivo objetivo 37 NOUN nmod
40 a o 41 DET det
41 propaganda propaganda 37 NOUN obj
42 de de 44 ADP case
43 a o 44 DET det
44 luta luta 41 NOUN nmod
45 armada armado 44 ADJ amod
46 por por 47 ADP case
47 medo medo 37 NOUN nmod
48 e e 52 CCONJ cc
49 por por 50 ADP case
50 covardia covardia 47 NOUN conj
51 nao nao 52 ADV advmod
52 tiveram ter 3 VERB conj
53 a o 54 DET det
54 coragem coragem 52 NOUN obj
55 de de 56 ADP mark
56 atacalo atacalo 54 NOUN nmod
57 de de 59 ADP case
58 outro outro 59 DET det
59 modo modo 56 NOUN nmod
60 que que 62 PRON mark
61 nao nao 62 ADV advmod
62 fosse fosse 209 VERB advcl
63 por por 65 ADP case
64 um um 65 DET det
65 ato ato 62 NOUN nmod
66 de de 67 ADP case
67 terror terror 65 NOUN nmod
68 fanatizados fanatizado 467 ADJ amod
69 seguiam seguir 3 VERB parataxis
70 os o 71 DET det
71 ensinamentos ensinamento 69 NOUN obj
72 de de 74 ADP case
73 seu seu 74 DET det:poss
74 lider lider 71 NOUN nmod
75 carlos carlo 74 NOUN appos
76 marighella marighella 74 NOUN flat
77 que que 82 PRON nsubj
78 em em 81 ADP case
79 o o 81 DET det
80 seu seu 81 DET det:poss
81 minimanual minimanual 82 NOUN nmod
82 dizia dizer 74 VERB acl:relcl
83 o o 84 DET det
84 terrorismo terrorismo 82 NOUN obj
85 e e 87 CCONJ cc
86 uma um 87 DET det
87 arma arma 476 NOUN conj
88 a a 89 ADP case
89 que que 94 PRON nmod
90 jamais jamais 94 ADV advmod
91 o o 92 DET det
92 revolucionario revolucionario 94 NOUN nsubj
93 pode pode 94 AUX aux
94 renunciar renunciar 87 VERB acl:relcl
95 ser ser 96 AUX cop
96 assaltante assaltante 94 NOUN xcomp
97 ou ou 98 CCONJ cc
98 terrorista terrorista 96 ADJ conj
99 e e 101 CCONJ cc
100 uma um 101 DET det
101 condicao condicao 244 NOUN conj
102 que que 103 PRON nsubj
103 enobrece enobrecer 101 VERB acl:relcl
104 qualquer qualquer 105 DET det
105 homem homem 103 NOUN nsubj
106 honrado honrar 105 VERB acl
107 as o 108 DET det
108 4h30 4h30 103 NUM nmod
109 a o 110 DET det
110 madrugada madrugada 103 NOUN nsubj
111 estava estar 191 VERB ccomp
112 mais mais 113 ADV advmod
113 fria frio 111 ADJ xcomp
114 e e 117 CCONJ cc
115 com com 117 ADP case
116 menos menos 117 DET det
117 visibilidade visibilidade 113 NOUN conj
118 nessa nessa 119 ADP case
119 hora hora 175 NOUN nmod
120 uma um 258 DET det
121 sentinela sentinela 122 NOUN nsubj
122 atirou atirar 220 VERB conj
123 em em 125 ADP case
124 uma um 125 DET det
125 caminhonete caminhão 122 NOUN nmod
126 que que 127 PRON nsubj
127 passava passar 125 VERB acl:relcl
128 em em 130 ADP case
129 a o 130 DET det
130 avenida avenida 127 NOUN nmod
131 marechal marechal 130 ADJ amod
132 stenio stenio 130 NOUN appos
133 albuquerque albuquerque 132 NOUN flat
134 lima lima 132 ADJ flat
135 em em 137 ADP case
136 os o 137 DET det
137 fundos fundos 127 NOUN nmod
138 de de 140 ADP case
139 o o 140 DET det
140 qg qg 137 NOUN nmod
141 e e 142 CCONJ cc
142 tentava tentar 220 VERB conj
143 penetrar penetrar 142 VERB xcomp
144 em em 146 ADP case
145 o o 146 DET det
146 quartel quartel 143 NOUN nmod
147 desgovernada desgovernado 146 ADJ amod
148 batera bater 3 VERB conj
149 ainda ainda 152 ADV advmod
150 em em 152 ADP case
151 a o 152 DET det
152 rua rua 148 NOUN nmod
153 contra contra 155 ADP case
154 um um 155 DET det
155 poste poste 148 NOUN nmod
156 as o 157 DET det
157 sentinelas sentinela 158 NOUN nsubj
158 viram viram 3 VERB conj
159 quando quando 162 CCONJ mark
160 um um 161 DET det
161 homem homem 162 NOUN nsubj
162 saltou saltar 158 VERB advcl
163 desse desse 164 ADP case
164 veiculo veiculo 162 NOUN nmod
165 em em 166 ADP case
166 movimento movimento 162 NOUN nmod
167 e e 168 CCONJ cc
168 fugiu fugir 220 VERB conj
169 correndo correr 168 VERB acl
170 o o 171 DET det
171 soldado soldado 175 NOUN nsubj
172 edson edson 171 NOUN appos
173 roberto roberto 172 NOUN flat
174 rufino rufino 172 ADJ amod
175 disparou disparar 3 VERB conj
176 seis seis 177 NUM nummod
177 tiros tiro 175 NOUN obj
178 contra contra 180 ADP case
179 o o 180 DET det
180 veiculo veiculo 175 NOUN nmod
181 mario mario 180 PROPN appos
182 kosel kosel 181 PROPN flat
183 filho filho 181 PROPN flat
184 com com 186 ADP case
185 seu seu 186 DET det:poss
186 desejo desejo 175 NOUN nmod
187 de de 188 ADP mark
188 ajudar ajudar 186 VERB nmod
189 o o 190 DET det
190 proximo proximo 188 NOUN obj
191 pensando pensar 52 VERB acl
192 que que 194 CCONJ mark
193 se se 194 PRON expl:pv
194 tratava tratar 191 VERB ccomp
195 de de 197 ADP case
196 um um 197 DET det
197 acidente acidente 194 NOUN nmod
198 de de 199 ADP case
199 transito transito 197 NOUN nmod
200 saiu sair 191 VERB ccomp
201 de de 204 ADP case
202 o o 204 DET det
203 seu seu 204 DET det:poss
204 posto posto 200 NOUN nmod
205 com com 209 ADP mark
206 a a 205 DET fixed
207 intencao intencao 205 NOUN fixed
208 de de 205 ADP fixed
209 socorrer socorrer 200 VERB advcl
210 algum algum 212 DET det
211 provavel provavel 212 ADJ amod
212 ferido ferido 209 NOUN obj
213 a a 216 ADP case
214 o o 216 DET det
215 se se 216 PRON expl:pv
216 aproximar aproximar 274 VERB advcl
217 uma um 219 DET det
218 violenta violento 219 ADJ amod
219 explosao explosao 216 NOUN nsubj
220 provocou provocar 52 VERB advcl
221 destruicao destruicao 220 NOUN obj
222 e e 223 CCONJ cc
223 morte morte 221 NOUN conj
224 em em 226 ADP case
225 um um 226 DET det
226 raio raio 220 NOUN nmod
227 de de 229 ADP case
228 300 300 229 NUM nummod
229 metros metro 226 NOUN nmod
230 passados passar 158 VERB acl
231 alguns alguns 232 DET det
232 minutos minuto 230 NOUN nmod
233 quando quando 242 CCONJ mark
234 a o 235 DET det
235 fumaca fumaca 240 NOUN nsubj
236 e e 238 CCONJ cc
237 a o 238 DET det
238 poeira poeira 235 NOUN conj
239 se se 240 PRON expl:pv
240 dissiparam dissipar 209 VERB advcl
241 foi foi 242 AUX aux:pass
242 encontrado encontrar 274 VERB advcl
243 o o 244 DET det
244 corpo corpo 351 NOUN nsubj:pass
245 de de 247 ADP case
246 o o 247 DET det
247 soldado soldado 244 NOUN nmod
248 kozel kozel 247 ADJ appos
249 totalmente totalmente 250 ADV advmod
250 dilacerado dilacerado 247 ADJ amod
251 o o 252 DET det
252 coronel coronel 351 NOUN nsubj:pass
253 eldes eldes 252 NOUN appos
254 de de 255 ADP case
255 souza souza 253 NOUN nmod
256 guedes guede 255 ADJ amod
257 os o 258 DET det
258 soldados soldado 220 NOUN nsubj
259 joao joao 258 NOUN appos
260 fernandes fernande 259 NOUN flat
261 de de 262 ADP case
262 souza souza 259 NOUN nmod
263 luiz luiz 258 NOUN appos
264 roberto roberto 263 NOUN flat
265 juliano juliano 263 ADJ amod
266 edson edson 263 NOUN appos
267 roberto roberto 266 NOUN flat
268 rufino rufino 269 ADJ amod
269 henrique henrique 461 NOUN nsubj
270 chaicowski chaicowski 269 NOUN flat
271 e e 272 CCONJ cc
272 ricardo ricardo 269 NOUN conj
273 charbeau charbeau 272 NOUN flat
274 ficaram ficar 52 VERB conj
275 muito muito 276 ADV advmod
276 feridos ferido 274 ADJ xcomp
277 os o 278 DET det
278 danos dano 220 NOUN nsubj
279 em em 281 ADP case
280 o o 281 DET det
281 qg qg 278 NOUN nmod
282 foram foram 158 VERB ccomp
283 muito muito 284 ADV advmod
284 grandes grande 282 ADJ xcomp
285 consumavase consumavase 220 NOUN nmod
286 mais mais 287 ADV advmod
287 um um 288 NUM nummod
288 ato ato 220 NOUN nsubj
289 terrorista terrorista 288 ADJ amod
290 de de 292 ADP case
291 a o 292 DET det
292 vanguarda vanguarda 288 NOUN nmod
293 popular popular 292 ADJ amod
294 revolucionaria revolucionario 292 ADJ amod
295 vpr vpr 148 NOUN nsubj
296 em em 298 ADP case
297 o o 298 DET det
298 atentado atentado 300 NOUN nmod
299 foram foram 300 AUX aux:pass
300 utilizados utilizar 220 VERB parataxis
301 tres tres 302 NUM nummod
302 automoveis automovel 220 NOUN nsubj
303 volkswagen volkswagen 302 NOUN appos
304 fusca fusca 303 NOUN flat
305 e e 307 CCONJ cc
306 uma uma 307 NUM nummod
307 camionete camionete 302 NOUN conj
308 o o 309 DET det
309 atentado atentado 312 NOUN nsubj
310 so so 312 ADV advmod
311 nao nao 312 ADV advmod
312 fez fazer 158 VERB conj
313 mais mais 314 DET det
314 vitimas vitima 312 NOUN obj
315 porque porque 335 CCONJ mark
316 o o 317 DET det
317 carrobomba carrobomba 319 NOUN nsubj
318 nao nao 319 ADV advmod
319 conseguiu conseguir 351 VERB advcl
320 penetrar penetrar 319 VERB xcomp
321 em em 323 ADP case
322 o o 323 DET det
323 quartelgeneral quartelgeneral 320 NOUN nmod
324 por por 326 ADP mark
325 ter ter 326 AUX aux
326 batido bater 320 VERB advcl
327 em em 329 ADP case
