1 delator delator 5 NOUN nsubj
186 miranda miranda 185 ADJ amod
187 diretor diretor 194 NOUN nsubj
188 de de 190 ADP case
189 a o 190 DET det
190 utc utc 187 NOUN nmod
191 em em 193 ADP case
192 o o 193 DET det
193 rj rj 187 NOUN nmod
194 estava estar 27 VERB ccomp
195 bastante bastante 196 ADV advmod
196 tenso tenso 194 ADJ xcomp
197 por por 199 ADP case
198 os o 199 DET det
199 r r 196 NOUN nmod
200 300 300 201 NUM nummod
201 mil mil 199 NUM nummod
202 ele ele 203 PRON nsubj
203 disse dizer 27 VERB ccomp
204 ter ter 205 AUX aux
205 estranhado estranhar 203 VERB xcomp
206 a o 207 DET det
207 ansiedade ansiedade 205 NOUN obj
208 de de 209 ADP case
209 miranda miranda 207 NOUN nmod
210 e e 211 CCONJ cc
211 quis querer 205 VERB conj
212 saber saber 211 VERB xcomp
213 o o 214 DET det
214 motivo motivo 212 NOUN obj
215 de de 217 ADP case
216 o o 217 DET det
217 nervosismo nervosismo 214 NOUN nmod
218 o o 219 DET det
219 diretor diretor 232 NOUN nsubj
220 teria ter 221 AUX aux
221 reclamado reclamar 27 VERB ccomp
222 que que 224 CCONJ mark
223 nao nao 224 ADV advmod
224 aguentava aguentar 221 VERB ccomp
225 mais mais 224 ADV advmod
226 a o 227 DET det
227 pessoa pessoa 224 NOUN obj
228 lhe lhe 229 PRON iobj
229 cobrando cobrar 53 VERB acl
230 tanto tanto 232 ADV advmod
231 rocha rocha 232 NOUN nsubj
232 perguntou perguntar 221 VERB conj
233 a a 235 ADP case
234 o o 235 DET det
235 diretor diretor 232 NOUN iobj
236 quem quem 232 PRON ccomp
237 seria seria 236 AUX cop
238 essa essa 239 DET det
239 pessoa pessoa 236 NOUN nsubj
240 o o 241 DET det
241 diretor diretor 236 NOUN nsubj
242 respondeu responder 221 VERB ccomp
243 e e 251 CCONJ cc
244 o o 245 DET det
245 aecio aecio 251 NOUN nsubj
246 neves neve 245 NOUN flat
247 em em 249 ADP case
248 a o 249 DET det
249 epoca epoca 53 NOUN nmod
250 rocha rocha 251 NOUN nsubj
251 disse dizer 295 VERB conj
252 que que 253 CCONJ mark
253 manifestou manifestar 251 VERB ccomp
254 estranheza estranheza 253 NOUN obj
255 sobre sobre 257 ADP case
256 o o 257 DET det
257 local local 254 NOUN nmod
258 de de 260 ADP case
259 a o 260 DET det
260 entrega entrega 257 NOUN nmod
261 ser ser 263 AUX cop
262 o o 263 DET det
263 rio rio 212 NOUN ccomp
264 de de 265 ADP case
265 janeiro janeiro 263 PROPN nmod
266 ja ja 273 ADV mark
267 que que 316 CCONJ fixed
268 aecio aecio 273 PROPN nsubj
269 e e 271 CCONJ cc
270 de de 271 ADP case
271 mg mg 268 NOUN conj
272 miranda miranda 271 ADJ amod
273 respondeu responder 232 VERB advcl
274 ele ele 253 PRON nsubj
275 tem ter 221 VERB ccomp
276 um um 277 DET det
277 apartamento apartamento 275 NOUN obj
278 e e 279 CCONJ cc
279 vive vive 236 VERB conj
280 aqui aqui 279 ADV advmod
281 em em 283 ADP case
282 o o 283 DET det
283 rio rio 279 NOUN nmod
284 de de 285 ADP case
285 janeiro janeiro 283 PROPN nmod
286 assessoria assessoria 279 NOUN obj
287 de de 288 ADP case
288 aecio aecio 286 NOUN nmod
289 a o 290 DET det
290 assessoria assessoria 295 NOUN nsubj
291 de de 293 ADP case
292 o o 293 DET det
293 senador senador 290 NOUN nmod
294 aecio aecio 293 PROPN appos
295 disse dizer 89 VERB parataxis
296 que que 297 CCONJ mark
297 considera considerar 295 VERB ccomp
298 absurda absurdo 297 ADJ xcomp
299 e e 300 CCONJ cc
300 irresponsavel irresponsavel 298 ADJ conj
301 a o 302 DET det
302 citacao citacao 253 NOUN obj
303 a a 305 ADP case
304 seu seu 305 DET det:poss
305 nome nome 302 NOUN nmod
306 sem sem 308 ADP case
307 nenhum nenhum 308 DET det
308 tipo tipo 302 NOUN nmod
309 de de 310 ADP case
310 prova prova 308 NOUN nmod
311 e e 315 CCONJ cc
312 mais mais 313 ADV advmod
313 uma uma 315 NUM nummod
314 falsa falso 315 ADJ amod
315 denuncia denuncia 143 NOUN conj
316 com com 320 ADP mark
317 o o 316 DET fixed
318 objetivo objetivo 316 NOUN fixed
319 de de 316 ADP fixed
320 tentar tentar 295 VERB advcl
321 constranger constranger 320 VERB xcomp
322 o o 323 DET det
323 psdb psdb 321 PROPN obj
324 confundir confundir 321 VERB xcomp
325 a o 326 DET det
326 opiniao opiniao 324 NOUN obj
327 publica publico 326 ADJ amod
328 e e 329 CCONJ cc
329 desviar desviar 324 VERB conj
330 o o 331 DET det
331 foco foco 329 NOUN obj
332 de de 334 ADP case
333 as o 334 DET det
334 investigacoes investigacoe 331 NOUN nmod
335 a o 336 DET det
336 assessoria assessoria 337 NOUN nsubj
337 disse dizer 295 VERB conj
338 que que 346 CCONJ mark
339 ricardo ricardo 340 ADJ amod
340 pessoa pessoa 346 NOUN nsubj
341 dono dono 143 NOUN appos
342 de de 344 ADP case
343 a o 344 DET det
344 utc utc 341 NOUN nmod
345 nao nao 346 ADV advmod
346 incluiu incluir 337 VERB ccomp
347 aecio aecio 346 NOUN obj
348 em em 350 ADP case
349 a o 350 DET det
350 lista lista 346 NOUN nmod
351 de de 353 ADP mark
352 quem quem 353 PRON nsubj
353 recebeu receber 350 VERB nmod
354 recursos recurso 353 NOUN obj
355 de de 357 ADP case
356 a o 357 DET det
357 empresa empresa 354 NOUN nmod
358 em em 360 ADP case
359 o o 360 DET det
360 esquema esquema 353 NOUN nmod
361 de de 363 ADP case
362 a o 363 DET det
363 petrobras petrobra 360 NOUN nmod
