1 vazou vazar 0 VERB root
312 40 40 310 NUM nmod
313 os o 314 DET det
314 detalhes detalhe 253 NOUN nsubj
315 sobre sobre 317 ADP case
316 os o 317 DET det
317 inqueritos inquerito 300 NOUN nmod
318 devem devem 320 AUX aux
319 ser ser 320 AUX aux:pass
320 concluidos concluir 129 VERB acl:relcl
321 ate ate 323 ADP case
322 esta esta 323 DET det
323 segundafeira segundafeira 320 NOUN nmod
324 6 6 323 NUM appos
325 em em 326 ADP case
326 brasilia brasilia 323 NOUN nmod
327 o o 328 DET det
328 procuradorgeral procuradorgeral 330 NOUN nsubj
329 vai ir 330 AUX aux
330 sugerir sugerir 100 VERB parataxis
331 diligencias diligencia 330 NOUN obj
332 incluindo incluir 331 VERB acl
333 depoimentos depoimento 332 NOUN obj
334 e e 335 CCONJ cc
335 quebra quebra 333 NOUN conj
336 de de 337 ADP case
337 sigilos sigilo 335 NOUN nmod
338 bancarios bancario 337 ADJ amod
339 e e 340 CCONJ cc
340 fiscal fiscal 338 ADJ conj
341 a a 343 ADP case
342 o o 343 DET det
343 todo todo 458 NOUN nmod
344 cerca cerca 346 ADV advmod
345 de de 344 ADP case
346 850 850 347 NUM nummod
347 depoimentos depoimento 485 NOUN nsubj
348 de de 350 ADP case
349 77 77 350 NUM nummod
350 executivos executivo 347 NOUN nmod
351 de de 353 ADP case
352 a o 353 DET det
353 odebrecht odebrecht 350 NOUN nmod
354 foram foram 355 AUX aux:pass
355 analisados analisar 446 VERB acl:relcl
356 muitos muitos 355 PRON nsubj:pass
357 deles deles 471 X nmod
358 contem contar 446 VERB acl:relcl
359 fatos fato 358 NOUN obj
360 semelhantes semelhante 359 ADJ amod
361 outros outros 364 PRON nsubj:pass
362 podem podem 364 AUX aux
363 ser ser 364 AUX aux:pass
364 anexados anexar 359 VERB acl:relcl
365 a a 366 ADP case
366 investigacoes investigacoe 364 NOUN nmod
367 ja ja 369 ADV advmod
368 em em 369 ADP case
369 andamento andamento 366 NOUN nmod
370 hipoteses hipotese 364 NOUN nsubj:pass
371 de de 372 ADP case
372 acordo acordo 370 NOUN nmod
373 com com 375 ADP mark
374 quem quem 375 PRON nsubj
375 tem ter 372 VERB nmod
376 acesso acesso 375 NOUN obj
377 as as 378 ADP case
378 delacoes delacoe 376 NOUN nmod
379 janot janot 378 PROPN appos
380 e e 382 CCONJ cc
381 sua sua 382 DET det:poss
382 equipe equipe 379 NOUN conj
383 estudam estudar 372 VERB acl:relcl
384 ainda ainda 383 ADV advmod
385 a o 386 DET det
386 viabilidade viabilidade 383 NOUN obj
387 juridica juridico 386 ADJ amod
388 de de 389 ADP mark
389 incluir incluir 386 VERB nmod
390 ou ou 391 CCONJ cc
391 nao nao 389 ADV conj
392 o o 393 DET det
393 nome nome 389 NOUN obj
394 de de 396 ADP case
395 o o 396 DET det
396 presidente presidente 393 NOUN nmod
397 michel michel 396 ADJ appos
398 temer temer 396 NOUN flat
399 como como 400 ADP case
400 alvo alvo 51 NOUN nmod
401 de de 402 ADP case
402 inquerito inquerito 400 NOUN nmod
403 as o 404 DET det
404 delacoes delacoe 51 NOUN nsubj
405 de de 407 ADP case
406 a o 407 DET det
407 odebrecht odebrecht 404 PROPN nmod
408 incluem incluir 1 VERB parataxis
409 o o 410 DET det
410 peemedebista peemedebista 408 NOUN obj
411 em em 412 ADP case
412 episodios episodio 408 NOUN nmod
413 quando quando 416 CCONJ mark
414 ele ele 416 PRON nsubj
415 era era 416 AUX cop
416 vicepresidente vicepresidente 412 NOUN acl:relcl
417 por por 418 ADP case
418 exemplo exemplo 416 NOUN nmod
419 um um 420 DET det
420 jantar jantar 408 NOUN obj
421 em em 423 ADP case
422 o o 423 DET det
423 palacio palacio 420 NOUN nmod
424 de de 426 ADP case
425 o o 426 DET det
426 jaburu jaburu 423 NOUN nmod
427 com com 428 ADP case
428 marcelo marcelo 420 NOUN nmod
429 odebrecht odebrecht 428 PROPN flat
430 em em 431 ADP case
431 2014 2014 428 NUM nmod
432 e e 253 CCONJ cc
433 quando quando 436 CCONJ advmod
434 ainda ainda 436 ADV advmod
435 era era 436 AUX cop
436 deputado deputado 408 NOUN conj
437 e e 438 CCONJ cc
438 candidato candidato 436 NOUN conj
439 a a 440 ADP case
440 vice vice 438 NOUN nmod
441 de de 443 ADP case
442 a o 443 DET det
443 petista petista 438 NOUN nmod
444 em em 446 ADP case
445 2010 2010 446 NUM nummod
446 ano ano 436 NOUN nmod
447 em em 448 ADP case
448 que que 450 PRON nmod
449 teria ter 450 AUX aux
450 participado participar 446 VERB acl:relcl
451 de de 453 ADP case
452 uma um 453 DET det
453 reuniao reuniao 450 NOUN nmod
454 com com 456 ADP case
455 a o 456 DET det
456 empreiteira empreiteiro 453 NOUN nmod
457 para para 458 ADP mark
458 discutir discutir 450 VERB advcl
459 repasse repasse 458 NOUN obj
460 de de 461 ADP case
461 recursos recurso 459 NOUN nmod
462 a a 463 ADP case
463 discussao discussao 459 NOUN nmod
464 interna interno 463 ADJ amod
465 em em 467 ADP case
466 a o 467 DET det
467 pgr pgr 463 NOUN nmod
468 e e 478 CCONJ cc
469 se se 478 CCONJ mark
470 o o 471 DET det
471 cargo cargo 478 NOUN nsubj:pass
472 de de 473 ADP case
473 vice vice 471 NOUN nmod
474 pode pode 478 AUX aux
475 ser ser 478 AUX aux:pass
476 considerado considerar 478 AUX cop
477 um um 478 DET det
478 mandato mandato 450 NOUN conj
479 presidencial presidencial 478 ADJ amod
480 nesse nesse 481 ADP case
481 caso caso 478 NOUN nmod
482 o o 483 DET det
483 stf stf 485 NOUN nsubj
484 pode pode 485 AUX aux
485 autorizar autorizar 168 VERB conj
486 a o 487 DET det
487 investigacao investigacao 485 NOUN obj
488 de de 490 ADP case
489 a o 490 DET det
490 participacao participacao 487 NOUN nmod
491 de de 492 ADP case
492 temer temer 490 NOUN nmod
493 em em 495 ADP case
494 o o 495 DET det
495 jantar jantar 490 NOUN nmod
496 de de 497 ADP case
497 2014 2014 495 NUM nmod
