# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = confira as 7 bombas de delcidio do amaral que vao estremecer brasilia 1 dilma atuou para a nomeacao de cervero na petrobras delcidio diz que dilma teve participacao efetiva na nomeacao de nestor cervero para a br distribuidora isso contraria o que era sabido antes que a nomeacao de cervero era obra de lula e do expresidente do pt jose eduardo dutra o pagamento de r 50 mil ao exdiretor da petrobras nestor cervero que levou a prisao de delcidio do amaral teria sido ordenado por lula segundo o parlamentar o objetivo da mesada era proteger jose carlos bumlai o pecuarista amigo do expresidente em reuniao com ricardo lewandowski em portugal cuja justificativa oficial foi a discussao sobre reajustes de salarios no judiciario na nomeacao do desembargador marcelo navarro ao stj que atuaria para a soltura de marcelo odebrecht e otavio marques de azevedo e na tentativa nao consumada de nomear nelson schaefer tambem para o stj com o mesmo objetivo delcidio teria se reunido com azevedo no palacio do planalto e na ocasiao azevedo teria dado o sinal de que seguiria as orientacoes navarro votou pela liberacao dos empreiteiros mas perdeu a disputa por 4x1 dilma tinha pleno conhecimento de todo o processo de aquisicao da refinaria a aquisicao foi feita com conhecimento de todos sem excecao diz o senador na delacao o negocio gerou prejuizo bilionario a estatal e foi firmado quando dilma presidia o conselho de administracao da empresa a tramitacao do processo de aquisicao de pasadena durou um dia entre a reuniao da diretoria executiva e o conselho de administracao relata a delacao segundo cervero a tentativa de lula de silenciar uma testemunha com dinheiro nao foi inedita o mesmo procedimento teria sido feito para o operador do mensalao marcos valerio na ocasiao em 2006 lula agiu junto com o exministro antonio palocci para articular o pagamento de r 220 milhoes a valerio a cpi que investiga a compra de medidas provisorias durante a gestao lula e um dos temas que mais aflige o expresidente segundo a delacao delcidio relata que lula pediu ao senador que a comissao nao convocasse mauro marcondes e cristiana martoni para depor ambos sao lobistas e foram presos no ambito da operacao zelotes marcondes e o proprietario da empresa que pagou r 1 5 milhao por uma consultoria feita pelo filho de lula um esquema operado pelo empresario adir assad preso na lava jato fez com que empresas firmassem contratos com assad que depois repassaria verbas a campanha de dilma o processo seria orientado pelo tesoureiro da campanha jose de filippi junior
1	confira	conferir	VERB	VERB	_	0	root	_	TokenRange=0:7
53	cervero	cervero	NOUN	NOUN	_	51	nmod	_	TokenRange=283:290
54	era	_	AUX	AUX	_	55	cop	_	TokenRange=291:294
55	obra	obra	NOUN	NOUN	_	43	advcl	_	TokenRange=295:299
56	de	de	ADP	ADP	_	57	case	_	TokenRange=300:302
57	lula	lula	NOUN	NOUN	_	55	nmod	_	TokenRange=303:307
58	e	e	CCONJ	CONJ	_	61	cc	_	TokenRange=308:309
59-60	do	_	_	_	_	_	_	_	TokenRange=310:312
59	de	de	ADP	ADP	_	61	case	_	_
60	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	61	det	_	_
61	expresidente	expresidente	NOUN	NOUN	_	57	conj	_	TokenRange=313:325
62-63	do	_	_	_	_	_	_	_	TokenRange=326:328
62	de	de	ADP	ADP	_	64	case	_	_
63	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	64	det	_	_
64	pt	_	NOUN	NOUN	_	61	nmod	_	TokenRange=329:331
65	jose	jose	NOUN	NOUN	_	61	appos	_	TokenRange=332:336
66	eduardo	eduardo	NOUN	NOUN	_	65	flat	_	TokenRange=337:344
67	dutra	_	ADJ	ADJ	_	65	flat	_	TokenRange=345:350
68	o	o	DET	DET	_	69	det	_	TokenRange=351:352
69	pagamento	pagamento	NOUN	NOUN	_	328	nsubj	_	TokenRange=353:362
70	de	de	ADP	ADP	_	71	case	_	TokenRange=363:365
71	r	r	NOUN	NOUN	_	69	nmod	_	TokenRange=366:367
72	50	_	NUM	NUM	NumType=Card	73	nummod	_	TokenRange=368:370
73	mil	_	NUM	NUM	NumType=Card	71	nummod	_	TokenRange=371:374
74-75	ao	_	_	_	_	_	_	_	TokenRange=375:377
74	a	a	ADP	ADP	_	76	case	_	_
75	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	76	det	_	_
76	exdiretor	exdiretor	NOUN	NOUN	_	328	iobj	_	TokenRange=378:387
77-78	da	_	_	_	_	_	_	_	TokenRange=388:390
77	de	de	ADP	ADP	_	79	case	_	_
78	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	79	det	_	_
79	petrobras	petrobra	NOUN	NOUN	_	76	nmod	_	TokenRange=391:400
80	nestor	nestor	NOUN	NOUN	_	76	appos	_	TokenRange=401:407
81	cervero	cervero	NOUN	NOUN	_	80	flat	_	TokenRange=408:415
82	que	_	PRON	PRON	_	83	nsubj	_	TokenRange=416:419
83	levou	levar	VERB	VERB	_	346	acl:relcl	_	TokenRange=420:425
84	a	o	DET	DET	_	85	det	_	TokenRange=426:427
85	prisao	prisao	NOUN	NOUN	_	83	obj	_	TokenRange=428:434
86	de	de	ADP	ADP	_	87	case	_	TokenRange=435:437
87	delcidio	delcidio	NOUN	NOUN	_	85	nmod	_	TokenRange=438:446
88-89	do	_	_	_	_	_	_	_	TokenRange=447:449
88	de	de	ADP	ADP	_	90	case	_	_
89	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	90	det	_	_
90	amaral	amaral	NOUN	NOUN	_	87	nmod	_	TokenRange=450:456
91	teria	ter	AUX	AUX	_	93	aux	_	TokenRange=457:462
92	sido	ser	AUX	AUX	_	93	aux:pass	_	TokenRange=463:467
93	ordenado	ordenar	VERB	VERB	_	1	parataxis	_	TokenRange=468:476
94	por	por	ADP	ADP	_	95	case	_	TokenRange=477:480
95	lula	lula	NOUN	NOUN	_	93	nmod	_	TokenRange=481:485
96	segundo	_	ADP	ADP	_	98	case	_	TokenRange=486:493
97	o	o	DET	DET	_	98	det	_	TokenRange=494:495
98	parlamentar	parlamentar	NOUN	NOUN	_	328	nmod	_	TokenRange=496:507
99	o	o	DET	DET	_	100	det	_	TokenRange=508:509
100	objetivo	objetivo	NOUN	NOUN	_	328	nsubj	_	TokenRange=510:518
101-102	da	_	_	_	_	_	_	_	TokenRange=519:521
101	de	de	ADP	ADP	_	103	case	_	_
102	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	103	det	_	_
103	mesada	mesada	NOUN	NOUN	_	100	nmod	_	TokenRange=522:528
104	era	_	AUX	AUX	_	100	cop	_	TokenRange=529:532
105	proteger	proteger	VERB	VERB	_	100	csubj	_	TokenRange=533:541
106	jose	jose	NOUN	NOUN	_	443	obj	_	TokenRange=542:546
107	carlos	carlo	NOUN	NOUN	_	106	flat	_	TokenRange=547:553
108	bumlai	_	NOUN	NOUN	_	106	flat	_	TokenRange=554:560
109	o	o	DET	DET	_	110	det	_	TokenRange=561:562
110	pecuarista	pecuarista	NOUN	NOUN	_	106	appos	_	TokenRange=563:573
111	amigo	amigo	NOUN	NOUN	_	110	flat	_	TokenRange=574:579
112-113	do	_	_	_	_	_	_	_	TokenRange=580:582
112	de	de	ADP	ADP	_	114	case	_	_
113	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	114	det	_	_
114	expresidente	expresidente	NOUN	NOUN	_	111	nmod	_	TokenRange=583:595
115	em	em	ADP	ADP	_	116	case	_	TokenRange=596:598
116	reuniao	reuniao	NOUN	NOUN	_	105	nmod	_	TokenRange=599:606
117	com	com	ADP	ADP	_	118	case	_	TokenRange=607:610
118	ricardo	ricardo	NOUN	NOUN	_	116	nmod	_	TokenRange=611:618
119	lewandowski	_	PROPN	PNOUN	_	118	flat	_	TokenRange=619:630
120	em	em	ADP	ADP	_	121	case	_	TokenRange=631:633
121	portugal	portugal	NOUN	NOUN	_	118	nmod	_	TokenRange=634:642
122	cuja	_	DET	DET	_	123	det	_	TokenRange=643:647
123	justificativa	_	NOUN	NOUN	_	248	nsubj	_	TokenRange=648:661
124	oficial	oficial	ADJ	ADJ	_	123	amod	_	TokenRange=662:669
125	foi	_	AUX	AUX	_	127	cop	_	TokenRange=670:673
126	a	o	DET	DET	_	127	det	_	TokenRange=674:675
127	discussao	discussao	NOUN	NOUN	_	26	ccomp	_	TokenRange=676:685
128	sobre	_	ADP	ADP	_	129	case	_	TokenRange=686:691
129	reajustes	reajuste	NOUN	NOUN	_	127	nmod	_	TokenRange=692:701
130	de	de	ADP	ADP	_	131	case	_	TokenRange=702:704
131	salarios	salario	NOUN	NOUN	_	129	nmod	_	TokenRange=705:713
132-133	no	_	_	_	_	_	_	_	TokenRange=714:716
132	em	em	ADP	ADP	_	134	case	_	_
133	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	134	det	_	_
134	judiciario	judiciario	NOUN	NOUN	_	129	nmod	_	TokenRange=717:727
135-136	na	_	_	_	_	_	_	_	TokenRange=728:730
135	em	em	ADP	ADP	_	137	case	_	_
136	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	137	det	_	_
137	nomeacao	nomeacao	NOUN	NOUN	_	127	nmod	_	TokenRange=731:739
138-139	do	_	_	_	_	_	_	_	TokenRange=740:742
138	de	de	ADP	ADP	_	140	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	140	det	_	_
140	desembargador	desembargador	NOUN	NOUN	_	137	nmod	_	TokenRange=743:756
141	marcelo	marcelo	NOUN	NOUN	_	140	appos	_	TokenRange=757:764
142	navarro	navarro	NOUN	NOUN	_	141	flat	_	TokenRange=765:772
143-144	ao	_	_	_	_	_	_	_	TokenRange=773:775
143	a	a	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	stj	_	NOUN	NOUN	_	140	nmod	_	TokenRange=776:779
146	que	_	PRON	PRON	_	147	nsubj	_	TokenRange=780:783
147	atuaria	atuar	VERB	VERB	_	140	acl:relcl	_	TokenRange=784:791
148	para	para	ADP	ADP	_	150	case	_	TokenRange=792:796
149	a	o	DET	DET	_	150	det	_	TokenRange=797:798
150	soltura	soltura	NOUN	NOUN	_	147	nmod	_	TokenRange=799:806
151	de	de	ADP	ADP	_	152	case	_	TokenRange=807:809
152	marcelo	marcelo	NOUN	NOUN	_	150	nmod	_	TokenRange=810:817
153	odebrecht	_	PROPN	PNOUN	_	152	flat	_	TokenRange=818:827
154	e	e	CCONJ	CONJ	_	155	cc	_	TokenRange=828:829
155	otavio	otavio	NOUN	NOUN	_	152	conj	_	TokenRange=830:836
156	marques	marque	NOUN	NOUN	_	155	flat	_	TokenRange=837:844
157	de	de	ADP	ADP	_	158	case	_	TokenRange=845:847
158	azevedo	_	NOUN	NOUN	_	141	nmod	_	TokenRange=848:855
159	e	e	CCONJ	CONJ	_	162	cc	_	TokenRange=856:857
160-161	na	_	_	_	_	_	_	_	TokenRange=858:860
160	em	em	ADP	ADP	_	162	case	_	_
161	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	162	det	_	_
162	tentativa	_	NOUN	NOUN	_	127	conj	_	TokenRange=861:870
163	nao	nao	ADV	ADV	Polarity=Neg	164	advmod	_	TokenRange=871:874
164	consumada	consumar	VERB	VERB	_	162	acl	_	TokenRange=875:884
165	de	_	ADP	ADP	_	166	mark	_	TokenRange=885:887
166	nomear	nomear	VERB	VERB	_	164	nmod	_	TokenRange=888:894
167	nelson	_	NOUN	NOUN	_	166	obj	_	TokenRange=895:901
168	schaefer	_	PROPN	PNOUN	_	167	flat	_	TokenRange=902:910
169	tambem	tambem	ADV	ADV	_	248	advmod	_	TokenRange=911:917
170	para	para	ADP	ADP	_	172	case	_	TokenRange=918:922
171	o	o	DET	DET	_	172	det	_	TokenRange=923:924
172	stj	_	NOUN	NOUN	_	166	nmod	_	TokenRange=925:928
173	com	com	ADP	ADP	_	176	case	_	TokenRange=929:932
174	o	o	DET	DET	_	176	det	_	TokenRange=933:934
175	mesmo	mesmo	ADJ	ADJ	_	176	amod	_	TokenRange=935:940
176	objetivo	objetivo	NOUN	NOUN	_	233	nmod	_	TokenRange=941:949
177	delcidio	delcidio	NOUN	NOUN	_	275	nsubj	_	TokenRange=950:958
178	teria	ter	AUX	AUX	_	180	aux	_	TokenRange=959:964
179	se	_	PRON	PRON	_	180	obj	_	TokenRange=965:967
180	reunido	reunir	VERB	VERB	_	1	conj	_	TokenRange=968:975
181	com	com	ADP	ADP	_	182	case	_	TokenRange=976:979
182	azevedo	_	NOUN	NOUN	_	180	nmod	_	TokenRange=980:987
183-184	no	_	_	_	_	_	_	_	TokenRange=988:990
183	em	em	ADP	ADP	_	185	case	_	_
184	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	185	det	_	_
185	palacio	palacio	NOUN	NOUN	_	180	nmod	_	TokenRange=991:998
186-187	do	_	_	_	_	_	_	_	TokenRange=999:1001
186	de	de	ADP	ADP	_	188	case	_	_
187	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	188	det	_	_
188	planalto	planalto	NOUN	NOUN	_	185	nmod	_	TokenRange=1002:1010
189	e	e	CCONJ	CONJ	_	195	cc	_	TokenRange=1011:1012
190-191	na	_	_	_	_	_	_	_	TokenRange=1013:1015
190	em	em	ADP	ADP	_	192	case	_	_
191	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	192	det	_	_
192	ocasiao	ocasiao	NOUN	NOUN	_	195	nmod	_	TokenRange=1016:1023
193	azevedo	_	NOUN	NOUN	_	195	nsubj	_	TokenRange=1024:1031
194	teria	ter	AUX	AUX	_	195	aux	_	TokenRange=1032:1037
195	dado	dar	VERB	VERB	_	43	conj	_	TokenRange=1038:1042
196	o	o	DET	DET	_	197	det	_	TokenRange=1043:1044
197	sinal	sinal	NOUN	NOUN	_	195	obj	_	TokenRange=1045:1050
198	de	_	ADP	ADP	_	200	mark	_	TokenRange=1051:1053
199	que	que	CCONJ	CONJ	_	200	mark	_	TokenRange=1054:1057
200	seguiria	seguir	VERB	VERB	_	197	nmod	_	TokenRange=1058:1066
201	as	o	DET	DET	_	202	det	_	TokenRange=1067:1069
202	orientacoes	_	NOUN	NOUN	_	200	obj	_	TokenRange=1070:1081
203	navarro	navarro	NOUN	NOUN	_	202	appos	_	TokenRange=1082:1089
204	votou	votar	VERB	VERB	_	44	acl:relcl	_	TokenRange=1090:1095
205-206	pela	_	_	_	_	_	_	_	TokenRange=1096:1100
205	por	por	ADP	ADP	_	207	case	_	_
206	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	207	det	_	_
207	liberacao	liberacao	NOUN	NOUN	_	204	nmod	_	TokenRange=1101:1110
208-209	dos	_	_	_	_	_	_	_	TokenRange=1111:1114
208	de	de	ADP	ADP	_	210	case	_	_
209	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	210	det	_	_
210	empreiteiros	empreiteiro	NOUN	NOUN	_	207	nmod	_	TokenRange=1115:1127
211	mas	mas	CCONJ	CONJ	_	212	cc	_	TokenRange=1128:1131
212	perdeu	perder	VERB	VERB	_	233	conj	_	TokenRange=1132:1138
213	a	o	DET	DET	_	214	det	_	TokenRange=1139:1140
214	disputa	disputa	NOUN	NOUN	_	212	obj	_	TokenRange=1141:1148
215	por	por	ADP	ADP	_	217	case	_	TokenRange=1149:1152
216	4x1	_	NUM	NUM	NumType=Card	217	nummod	_	TokenRange=1153:1156
217	dilma	dilma	NOUN	NOUN	_	348	nmod	_	TokenRange=1157:1162
218	tinha	ter	VERB	VERB	_	195	conj	_	TokenRange=1163:1168
219	pleno	pleno	ADJ	ADJ	_	220	amod	_	TokenRange=1169:1174
220	conhecimento	conhecimento	NOUN	NOUN	_	348	obj	_	TokenRange=1175:1187
221	de	de	ADP	ADP	_	224	case	_	TokenRange=1188:1190
222	todo	_	DET	DET	_	224	det	_	TokenRange=1191:1195
223	o	o	DET	DET	_	224	det	_	TokenRange=1196:1197
224	processo	processo	NOUN	NOUN	_	220	nmod	_	TokenRange=1198:1206
225	de	de	ADP	ADP	_	226	case	_	TokenRange=1207:1209
226	aquisicao	aquisicao	NOUN	NOUN	_	224	nmod	_	TokenRange=1210:1219
227-228	da	_	_	_	_	_	_	_	TokenRange=1220:1222
227	de	de	ADP	ADP	_	229	case	_	_
228	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	229	det	_	_
229	refinaria	refinaria	NOUN	NOUN	_	226	nmod	_	TokenRange=1223:1232
230	a	o	DET	DET	_	231	det	_	TokenRange=1233:1234
231	aquisicao	aquisicao	NOUN	NOUN	_	233	nsubj:pass	_	TokenRange=1235:1244
232	foi	_	AUX	AUX	_	233	aux:pass	_	TokenRange=1245:1248
233	feita	_	VERB	VERB	_	240	ccomp	_	TokenRange=1249:1254
234	com	com	ADP	ADP	_	235	case	_	TokenRange=1255:1258
235	conhecimento	conhecimento	NOUN	NOUN	_	233	nmod	_	TokenRange=1259:1271
236	de	de	ADP	ADP	_	237	case	_	TokenRange=1272:1274
237	todos	_	PRON	PRON	_	235	nmod	_	TokenRange=1275:1280
238	sem	_	ADP	ADP	_	239	case	_	TokenRange=1281:1284
239	excecao	excecao	NOUN	NOUN	_	233	nmod	_	TokenRange=1285:1292
240	diz	dizer	VERB	VERB	_	43	parataxis	_	TokenRange=1293:1296
241	o	o	DET	DET	_	242	det	_	TokenRange=1297:1298
242	senador	senador	NOUN	NOUN	_	240	nsubj	_	TokenRange=1299:1306
243-244	na	_	_	_	_	_	_	_	TokenRange=1307:1309
243	em	em	ADP	ADP	_	245	case	_	_
244	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	245	det	_	_
245	delacao	delacao	NOUN	NOUN	_	233	nmod	_	TokenRange=1310:1317
246	o	o	DET	DET	_	247	det	_	TokenRange=1318:1319
247	negocio	negocio	NOUN	NOUN	_	248	nsubj	_	TokenRange=1320:1327
248	gerou	gerar	VERB	VERB	_	240	ccomp	_	TokenRange=1328:1333
249	prejuizo	prejuizo	NOUN	NOUN	_	248	obj	_	TokenRange=1334:1342
250	bilionario	bilionario	ADJ	ADJ	_	249	amod	_	TokenRange=1343:1353
251	a	_	ADP	ADP	_	252	case	_	TokenRange=1354:1355
252	estatal	estatal	NOUN	NOUN	_	248	iobj	_	TokenRange=1356:1363
253	e	e	CCONJ	CONJ	_	255	cc	_	TokenRange=1364:1365
254	foi	_	AUX	AUX	_	255	aux:pass	_	TokenRange=1366:1369
255	firmado	firmar	VERB	VERB	_	248	conj	_	TokenRange=1370:1377
256	quando	_	CCONJ	CONJ	_	258	mark	_	TokenRange=1378:1384
257	dilma	_	NOUN	NOUN	_	258	nsubj	_	TokenRange=1385:1390
258	presidia	presidir	VERB	VERB	_	195	advcl	_	TokenRange=1391:1399
259	o	o	DET	DET	_	260	det	_	TokenRange=1400:1401
260	conselho	conselho	NOUN	NOUN	_	258	obj	_	TokenRange=1402:1410
261	de	de	ADP	ADP	_	262	case	_	TokenRange=1411:1413
262	administracao	administracao	NOUN	NOUN	_	260	nmod	_	TokenRange=1414:1427
263-264	da	_	_	_	_	_	_	_	TokenRange=1428:1430
263	de	de	ADP	ADP	_	265	case	_	_
264	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	265	det	_	_
265	empresa	empresa	NOUN	NOUN	_	260	nmod	_	TokenRange=1431:1438
266	a	o	DET	DET	_	267	det	_	TokenRange=1439:1440
267	tramitacao	tramitacao	NOUN	NOUN	_	275	nsubj	_	TokenRange=1441:1451
268-269	do	_	_	_	_	_	_	_	TokenRange=1452:1454
268	de	de	ADP	ADP	_	270	case	_	_
269	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	270	det	_	_
270	processo	processo	NOUN	NOUN	_	267	nmod	_	TokenRange=1455:1463
271	de	de	ADP	ADP	_	272	case	_	TokenRange=1464:1466
272	aquisicao	aquisicao	NOUN	NOUN	_	270	nmod	_	TokenRange=1467:1476
273	de	de	ADP	ADP	_	274	case	_	TokenRange=1477:1479
274	pasadena	_	NOUN	NOUN	_	272	nmod	_	TokenRange=1480:1488
275	durou	durar	VERB	VERB	_	407	acl:relcl	_	TokenRange=1489:1494
276	um	_	NUM	NUM	NumType=Card	277	nummod	_	TokenRange=1495:1497
277	dia	dia	NOUN	NOUN	_	275	nmod	_	TokenRange=1498:1501
278	entre	_	ADP	ADP	_	280	case	_	TokenRange=1502:1507
279	a	o	DET	DET	_	280	det	_	TokenRange=1508:1509
280	reuniao	reuniao	NOUN	NOUN	_	275	nmod	_	TokenRange=1510:1517
281-282	da	_	_	_	_	_	_	_	TokenRange=1518:1520
281	de	de	ADP	ADP	_	283	case	_	_
282	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	283	det	_	_
283	diretoria	diretoria	NOUN	NOUN	_	280	nmod	_	TokenRange=1521:1530
284	executiva	executivo	ADJ	ADJ	_	283	amod	_	TokenRange=1531:1540
285	e	e	CCONJ	CONJ	_	287	cc	_	TokenRange=1541:1542
286	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	287	det	_	TokenRange=1543:1544
287	conselho	conselho	NOUN	NOUN	_	283	conj	_	TokenRange=1545:1553
288	de	de	ADP	ADP	_	289	case	_	TokenRange=1554:1556
289	administracao	administracao	NOUN	NOUN	_	287	nmod	_	TokenRange=1557:1570
290	relata	relatar	VERB	VERB	_	439	conj	_	TokenRange=1571:1577
