# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = saiba o que marcela e alexandre de moraes fizeram e pode destruir a reputacao do presidente marcela temer e o ministro alexandre de moraes possuem um recente passado em comum este fato que pode vir a tona nos proximos dias podera por fim aos planos de alexandre de moraes de chegar ao stf e de michel temer continuar presidente o juiz hilmar castelo branco raposo filho da 21 vara civel do tribunal de justica do distrito federal proibiu o jornal folha de spaulo e outros veiculos da imprensa de reproduzir informacoes sobre o caso do hacker que chantageou o casal temer apos clonar o celular da primeiradama marcela a ordem foi dada atendendo a pedido de advogados de marcela depois que a folha publicou nesta sextafeira 10 a mensagem enviada pelo hacker pedindo r 300 mil para nao divulgar um audio que segundo ele colocaria o nome de michel temer na lama claudio julio tognolli e jornalista ha 35 anos e ja passou por veja jornal da tarde caros amigos joyce pascowitch rolling stone galileu consultor juridico radios cbn eldorado e jovem pan e folha de s paulo em sua decisao publicada as 18h56 desta sexta o juiz argumenta que a inviolabilidade da intimidade de marcela tem resguardo legal claro a medida foi concedida em carater de urgencia o caso aconteceu em abril de 2016 no audio segundo relatorio da policia federal sobre a investigacao marcela falava com o irmao karlo augusto araujo sobre um marqueteiro que faz a parte baixo nivel do marido quem cuidou do caso na epoca foi o entao secretario de seguranca
1	saiba	saber	VERB	VERB	_	0	root	_	TokenRange=0:5
183	amigos	amigo	NOUN	NOUN	_	283	appos	_	TokenRange=948:954
184	joyce	joyce	NOUN	NOUN	_	283	appos	_	TokenRange=955:960
185	pascowitch	_	NOUN	NOUN	_	184	flat	_	TokenRange=961:971
186	rolling	_	NOUN	NOUN	_	187	amod	_	TokenRange=972:979
187	stone	_	NOUN	NOUN	_	184	flat	_	TokenRange=980:985
188	galileu	_	ADJ	ADJ	_	189	flat	_	TokenRange=986:993
189	consultor	consultor	NOUN	NOUN	_	26	obj	_	TokenRange=994:1003
190	juridico	juridico	ADJ	ADJ	_	189	amod	_	TokenRange=1004:1012
191	radios	radio	NOUN	NOUN	_	189	appos	_	TokenRange=1013:1019
192	cbn	_	X	NOUN	_	189	appos	_	TokenRange=1020:1023
193	eldorado	eldorado	NOUN	NOUN	_	192	flat	_	TokenRange=1024:1032
194	e	e	CCONJ	CONJ	_	195	cc	_	TokenRange=1033:1034
195	jovem	jovem	NOUN	NOUN	_	193	conj	_	TokenRange=1035:1040
196	pan	_	NOUN	NOUN	_	195	flat	_	TokenRange=1041:1044
197	e	e	CCONJ	CONJ	_	198	cc	_	TokenRange=1045:1046
198	folha	folha	NOUN	NOUN	_	192	conj	_	TokenRange=1047:1052
199	de	de	ADP	ADP	_	200	case	_	TokenRange=1053:1055
200	s	s	NOUN	NOUN	_	198	nmod	_	TokenRange=1056:1057
201	paulo	paulo	NOUN	NOUN	_	200	flat	_	TokenRange=1058:1063
202	em	em	ADP	ADP	_	204	case	_	TokenRange=1064:1066
203	sua	_	DET	DET	_	204	det:poss	_	TokenRange=1067:1070
204	decisao	decisao	NOUN	NOUN	_	134	nmod	_	TokenRange=1071:1078
205	publicada	publicar	VERB	VERB	_	204	acl	_	TokenRange=1079:1088
206	as	o	DET	DET	_	207	det	_	TokenRange=1089:1091
207	18h56	_	NUM	NUM	NumType=Card	205	nmod	_	TokenRange=1092:1097
208	desta	_	ADP	ADP	_	209	case	_	TokenRange=1098:1103
209	sexta	_	PROPN	PNOUN	_	207	nmod	_	TokenRange=1104:1109
210	o	o	DET	DET	_	211	det	_	TokenRange=1110:1111
211	juiz	juiz	NOUN	NOUN	_	212	nsubj	_	TokenRange=1112:1116
212	argumenta	argumentar	VERB	VERB	_	1	parataxis	_	TokenRange=1117:1126
213	que	que	CCONJ	CONJ	_	221	mark	_	TokenRange=1127:1130
214	a	o	DET	DET	_	215	det	_	TokenRange=1131:1132
215	inviolabilidade	inviolabilidade	NOUN	NOUN	_	43	nsubj	_	TokenRange=1133:1148
216-217	da	_	_	_	_	_	_	_	TokenRange=1149:1151
216	de	de	ADP	ADP	_	218	case	_	_
217	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	218	det	_	_
218	intimidade	intimidade	NOUN	NOUN	_	215	nmod	_	TokenRange=1152:1162
219	de	de	ADP	ADP	_	220	case	_	TokenRange=1163:1165
220	marcela	marcela	NOUN	NOUN	_	218	nmod	_	TokenRange=1166:1173
221	tem	ter	VERB	VERB	_	212	ccomp	_	TokenRange=1174:1177
222	resguardo	resguardo	NOUN	NOUN	_	221	obj	_	TokenRange=1178:1187
223	legal	legal	ADJ	ADJ	_	222	amod	_	TokenRange=1188:1193
224	claro	claro	ADJ	ADJ	_	228	advmod	_	TokenRange=1194:1199
225	a	o	DET	DET	_	226	det	_	TokenRange=1200:1201
226	medida	medida	NOUN	NOUN	_	228	nsubj:pass	_	TokenRange=1202:1208
227	foi	_	AUX	AUX	_	228	aux:pass	_	TokenRange=1209:1212
228	concedida	conceder	VERB	VERB	_	212	ccomp	_	TokenRange=1213:1222
229	em	em	ADP	ADP	_	230	case	_	TokenRange=1223:1225
230	carater	carater	NOUN	NOUN	_	228	nmod	_	TokenRange=1226:1233
231	de	de	ADP	ADP	_	232	case	_	TokenRange=1234:1236
232	urgencia	urgencia	NOUN	NOUN	_	230	nmod	_	TokenRange=1237:1245
233	o	o	DET	DET	_	234	det	_	TokenRange=1246:1247
234	caso	caso	NOUN	NOUN	_	235	nsubj	_	TokenRange=1248:1252
235	aconteceu	acontecer	VERB	VERB	_	212	ccomp	_	TokenRange=1253:1262
236	em	em	ADP	ADP	_	237	case	_	TokenRange=1263:1265
237	abril	_	PROPN	PNOUN	_	235	nmod	_	TokenRange=1266:1271
238	de	de	ADP	ADP	_	239	case	_	TokenRange=1272:1274
239	2016	_	NUM	NUM	NumType=Card	237	nmod	_	TokenRange=1275:1279
240-241	no	_	_	_	_	_	_	_	TokenRange=1280:1282
240	em	em	ADP	ADP	_	242	case	_	_
241	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	242	det	_	_
242	audio	audio	NOUN	NOUN	_	253	nmod	_	TokenRange=1283:1288
243	segundo	_	ADP	ADP	_	244	case	_	TokenRange=1289:1296
244	relatorio	relatorio	NOUN	NOUN	_	253	nmod	_	TokenRange=1297:1306
245-246	da	_	_	_	_	_	_	_	TokenRange=1307:1309
245	de	de	ADP	ADP	_	247	case	_	_
246	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	247	det	_	_
247	policia	policia	NOUN	NOUN	_	244	nmod	_	TokenRange=1310:1317
248	federal	federal	ADJ	ADJ	_	247	amod	_	TokenRange=1318:1325
249	sobre	_	ADP	ADP	_	251	case	_	TokenRange=1326:1331
250	a	o	DET	DET	_	251	det	_	TokenRange=1332:1333
251	investigacao	investigacao	NOUN	NOUN	_	244	nmod	_	TokenRange=1334:1346
252	marcela	marcela	NOUN	NOUN	_	253	nsubj	_	TokenRange=1347:1354
253	falava	falar	VERB	VERB	_	212	ccomp	_	TokenRange=1355:1361
254	com	com	ADP	ADP	_	256	case	_	TokenRange=1362:1365
255	o	o	DET	DET	_	256	det	_	TokenRange=1366:1367
256	irmao	irmao	NOUN	NOUN	_	253	nmod	_	TokenRange=1368:1373
257	karlo	_	NOUN	NOUN	_	256	appos	_	TokenRange=1374:1379
258	augusto	augusto	NOUN	NOUN	_	257	flat	_	TokenRange=1380:1387
259	araujo	araujo	ADJ	ADJ	_	257	flat	_	TokenRange=1388:1394
260	sobre	_	ADP	ADP	_	262	case	_	TokenRange=1395:1400
261	um	um	DET	DET	_	262	det	_	TokenRange=1401:1403
262	marqueteiro	marqueteiro	NOUN	NOUN	_	253	nmod	_	TokenRange=1404:1415
263	que	_	PRON	PRON	_	264	nsubj	_	TokenRange=1416:1419
264	faz	fazer	VERB	VERB	_	262	acl:relcl	_	TokenRange=1420:1423
265	a	o	DET	DET	_	266	det	_	TokenRange=1424:1425
266	parte	parte	NOUN	NOUN	_	264	obj	_	TokenRange=1426:1431
267	baixo	baixo	ADJ	ADJ	_	268	amod	_	TokenRange=1432:1437
268	nivel	_	NOUN	NOUN	_	266	appos	_	TokenRange=1438:1443
269-270	do	_	_	_	_	_	_	_	TokenRange=1444:1446
269	de	de	ADP	ADP	_	271	case	_	_
270	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	271	det	_	_
271	marido	marido	NOUN	NOUN	_	266	nmod	_	TokenRange=1447:1453
272	quem	_	PRON	PRON	_	273	nsubj	_	TokenRange=1454:1458
273	cuidou	cuidar	VERB	VERB	_	105	acl:relcl	_	TokenRange=1459:1465
274-275	do	_	_	_	_	_	_	_	TokenRange=1466:1468
274	de	de	ADP	ADP	_	276	case	_	_
275	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	276	det	_	_
276	caso	caso	NOUN	NOUN	_	273	nmod	_	TokenRange=1469:1473
277-278	na	_	_	_	_	_	_	_	TokenRange=1474:1476
277	em	em	ADP	ADP	_	279	case	_	_
278	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	279	det	_	_
279	epoca	epoca	NOUN	NOUN	_	273	nmod	_	TokenRange=1477:1482
280	foi	_	AUX	AUX	_	283	cop	_	TokenRange=1483:1486
281	o	o	DET	DET	_	283	det	_	TokenRange=1487:1488
282	entao	entao	ADJ	ADJ	_	283	amod	_	TokenRange=1489:1494
283	secretario	_	NOUN	NOUN	_	253	parataxis	_	TokenRange=1495:1505
284	de	de	ADP	ADP	_	285	case	_	TokenRange=1506:1508
285	seguranca	_	NOUN	NOUN	_	283	nmod	_	SpacesAfter=\s\s|TokenRange=1509:1518

