# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = relatorio da pf aponta que lula recebeu vantagens em obras feitas em cuba republica dominicana e angola a pf esta investigando a relacao entre o expresidente lula e emprestimos do bndes feitos com a intervencao do ministerio de desenvolvimento industria e comercio durante a gestao do petista a informacao e do portal jota noticias investigadores da pf indicam que lula incorreu em conduta tipificada no codigo penal pois teria usado do seu prestigio politico e da sua condicao de expresidente para influenciar governos estrangeiros e interferir nos procedimentos de financiamento do bndes tudo em prol da odebrecht as obras do porto mariel em cuba aparecem entre as investigacoes o jota informou que os investigadores apontam que lula atuava como verdadeiro lobista da construtora odebrecht nos paises visitados defendendo os interesses da empresa e promovendoa junto aos governos estrangeiros e ao bndes ha indicios de que ao longo dos anos de 2011 e 2014 o expresidente teria recebido vantagens economicas indevidas direta e indiretamente do conglomerado odebrecht a pretexto de influir em atos praticados por agentes publicos estrangeiros notadamente na republica dominicana cuba e angola alem de facilitar e/ou agilizar o tramite de procedimentos de financiamentos de interesse do conglomerado referido no ambito do bndes nota dos investigadores sobre o bndes sao fartos os elementos que apontam no sentido de que lula tambem influenciava a atuacao do bndes facilitando a concessao de financiamentos aos paises que contratariam a odebrecht o documento diz ainda esta interferencia explicita do governo e de luiz inacio lula da silva e pessoas ligadas a ele nas decisoes do bndes transparece em trechos da delacao premiada do senador delcidio do amaral republica dominicana investigadores apontam que os emprestimos do bndes a republica dominicana aumentaram consideravelmente nos anos de 2013 2014 e 2015 conclui o documento houve portanto substancial aumento da atuacao do bndes na republica dominicana apos a visita de lula ao pais a comitiva de lula ao pais entre 31/5 a 2/6/2011 foi recepcionada por jose dirceu e marcelo odebreht nota instituto lula lula sempre atuou dentro da lei em defesa do brasil como fazem expresidentes em todo o mundo por isso mesmo lula nao e parte da operacao policial desta manha nem poderia ser
1	relatorio	relatorio	NOUN	NOUN	_	5	nsubj	_	TokenRange=0:9
38-39	do	_	_	_	_	_	_	_	TokenRange=211:213
38	de	de	ADP	ADP	_	40	case	_	_
39	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	40	det	_	_
40	ministerio	ministerio	NOUN	NOUN	_	37	nmod	_	TokenRange=214:224
41	de	de	ADP	ADP	_	42	case	_	TokenRange=225:227
42	desenvolvimento	desenvolvimento	NOUN	NOUN	_	40	nmod	_	TokenRange=228:243
43	industria	industrio	ADJ	ADJ	_	42	amod	_	TokenRange=244:253
44	e	e	CCONJ	CONJ	_	45	cc	_	TokenRange=254:255
45	comercio	comercio	NOUN	NOUN	_	43	conj	_	TokenRange=256:264
46	durante	_	ADP	ADP	_	48	case	_	TokenRange=265:272
47	a	o	DET	DET	_	48	det	_	TokenRange=273:274
48	gestao	gestao	NOUN	NOUN	_	34	nmod	_	TokenRange=275:281
49-50	do	_	_	_	_	_	_	_	TokenRange=282:284
49	de	de	ADP	ADP	_	51	case	_	_
50	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	51	det	_	_
51	petista	petista	NOUN	NOUN	_	48	nmod	_	TokenRange=285:292
52	a	_	ADP	ADP	_	53	case	_	TokenRange=293:294
53	informacao	informacao	NOUN	NOUN	_	51	nmod	_	TokenRange=295:305
54	e	e	CCONJ	CONJ	_	57	cc	_	TokenRange=306:307
55-56	do	_	_	_	_	_	_	_	TokenRange=308:310
55	de	de	ADP	ADP	_	57	case	_	_
56	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	57	det	_	_
57	portal	portal	NOUN	NOUN	_	51	conj	_	TokenRange=311:317
58	jota	jota	NOUN	NOUN	_	57	appos	_	TokenRange=318:322
59	noticias	_	NOUN	NOUN	_	57	amod	_	TokenRange=323:331
60	investigadores	investigador	NOUN	NOUN	_	57	appos	_	TokenRange=332:346
61-62	da	_	_	_	_	_	_	_	TokenRange=347:349
61	de	de	ADP	ADP	_	63	case	_	_
62	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	63	det	_	_
63	pf	_	NOUN	NOUN	_	60	nmod	_	TokenRange=350:352
64	indicam	indicar	VERB	VERB	_	5	parataxis	_	TokenRange=353:360
65	que	que	CCONJ	CONJ	_	67	mark	_	TokenRange=361:364
66	lula	_	NOUN	NOUN	_	67	nsubj	_	TokenRange=365:369
67	incorreu	incorrer	VERB	VERB	_	64	ccomp	_	TokenRange=370:378
68	em	em	ADP	ADP	_	69	case	_	TokenRange=379:381
69	conduta	conduta	NOUN	NOUN	_	67	nmod	_	TokenRange=382:389
70	tipificada	tipificar	VERB	VERB	_	69	acl	_	TokenRange=390:400
71-72	no	_	_	_	_	_	_	_	TokenRange=401:403
71	em	em	ADP	ADP	_	73	case	_	_
72	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	73	det	_	_
73	codigo	codigo	NOUN	NOUN	_	70	nmod	_	TokenRange=404:410
74	penal	penal	ADJ	ADJ	_	73	amod	_	TokenRange=411:416
75	pois	_	CCONJ	CONJ	_	77	mark	_	TokenRange=417:421
76	teria	ter	AUX	AUX	_	77	aux	_	TokenRange=422:427
77	usado	usar	VERB	VERB	_	67	advcl	_	TokenRange=428:433
78-79	do	_	_	_	_	_	_	_	TokenRange=434:436
78	de	de	ADP	ADP	_	81	case	_	_
79	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	81	det	_	_
80	seu	_	DET	DET	_	81	det:poss	_	TokenRange=437:440
81	prestigio	prestigio	NOUN	NOUN	_	77	nmod	_	TokenRange=441:450
82	politico	politico	ADJ	ADJ	_	81	amod	_	TokenRange=451:459
83	e	e	CCONJ	CONJ	_	87	cc	_	TokenRange=460:461
84-85	da	_	_	_	_	_	_	_	TokenRange=462:464
84	de	de	ADP	ADP	_	87	case	_	_
85	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
86	sua	_	DET	DET	_	87	det:poss	_	TokenRange=465:468
87	condicao	condicao	NOUN	NOUN	_	81	conj	_	TokenRange=469:477
88	de	de	ADP	ADP	_	89	case	_	TokenRange=478:480
89	expresidente	expresidente	NOUN	NOUN	_	87	nmod	_	TokenRange=481:493
90	para	_	ADP	ADP	_	91	mark	_	TokenRange=494:498
91	influenciar	influenciar	VERB	VERB	_	383	advcl	_	TokenRange=499:510
92	governos	governo	NOUN	NOUN	_	91	obj	_	TokenRange=511:519
93	estrangeiros	estrangeiro	ADJ	ADJ	_	92	amod	_	TokenRange=520:532
94	e	e	CCONJ	CONJ	_	95	cc	_	TokenRange=533:534
95	interferir	interferir	VERB	VERB	_	209	conj	_	TokenRange=535:545
96-97	nos	_	_	_	_	_	_	_	TokenRange=546:549
96	em	em	ADP	ADP	_	98	case	_	_
97	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	98	det	_	_
98	procedimentos	procedimento	NOUN	NOUN	_	95	nmod	_	TokenRange=550:563
99	de	de	ADP	ADP	_	100	case	_	TokenRange=564:566
100	financiamento	financiamento	NOUN	NOUN	_	98	nmod	_	TokenRange=567:580
101-102	do	_	_	_	_	_	_	_	TokenRange=581:583
101	de	de	ADP	ADP	_	103	case	_	_
102	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	103	det	_	_
103	bndes	bndes	NOUN	NOUN	_	343	nmod	_	TokenRange=584:589
104	tudo	_	PRON	PRON	_	280	appos	_	TokenRange=590:594
105	em	em	ADP	ADP	_	106	case	_	TokenRange=595:597
106	prol	prol	NOUN	NOUN	_	194	nmod	_	TokenRange=598:602
107-108	da	_	_	_	_	_	_	_	TokenRange=603:605
107	de	de	ADP	ADP	_	109	case	_	_
108	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	109	det	_	_
109	odebrecht	_	NOUN	NOUN	_	106	nmod	_	TokenRange=606:615
110	as	o	DET	DET	_	111	det	_	TokenRange=616:618
111	obras	obra	NOUN	NOUN	_	223	nsubj	_	TokenRange=619:624
112-113	do	_	_	_	_	_	_	_	TokenRange=625:627
112	de	de	ADP	ADP	_	114	case	_	_
113	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	114	det	_	_
114	porto	_	NOUN	NOUN	_	111	nmod	_	TokenRange=628:633
115	mariel	mariel	ADJ	ADJ	_	114	amod	_	TokenRange=634:640
116	em	em	ADP	ADP	_	117	case	_	TokenRange=641:643
117	cuba	cuba	NOUN	NOUN	_	114	nmod	_	TokenRange=644:648
118	aparecem	aparecer	VERB	VERB	_	64	ccomp	_	TokenRange=649:657
119	entre	_	ADP	ADP	_	121	case	_	TokenRange=658:663
120	as	o	DET	DET	_	121	det	_	TokenRange=664:666
121	investigacoes	investigacoe	NOUN	NOUN	_	118	nmod	_	TokenRange=667:680
122	o	o	DET	DET	_	123	det	_	TokenRange=681:682
123	jota	jota	NOUN	NOUN	_	237	nsubj	_	TokenRange=683:687
124	informou	informar	VERB	VERB	_	5	parataxis	_	TokenRange=688:696
125	que	que	CCONJ	CONJ	_	383	mark	_	TokenRange=697:700
126	os	o	DET	DET	_	127	det	_	TokenRange=701:703
127	investigadores	investigador	NOUN	NOUN	_	383	nsubj	_	TokenRange=704:718
128	apontam	apontar	VERB	VERB	_	314	ccomp	_	TokenRange=719:726
129	que	que	CCONJ	CONJ	_	131	mark	_	TokenRange=727:730
130	lula	_	NOUN	NOUN	_	131	nsubj	_	TokenRange=731:735
131	atuava	atuar	VERB	VERB	_	128	ccomp	_	TokenRange=736:742
132	como	como	ADP	ADP	_	134	case	_	TokenRange=743:747
133	verdadeiro	verdadeiro	ADJ	ADJ	_	134	amod	_	TokenRange=748:758
134	lobista	lobista	NOUN	NOUN	_	131	nmod	_	TokenRange=759:766
135-136	da	_	_	_	_	_	_	_	TokenRange=767:769
135	de	de	ADP	ADP	_	137	case	_	_
136	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	137	det	_	_
137	construtora	construtor	NOUN	NOUN	_	134	nmod	_	TokenRange=770:781
138	odebrecht	_	PROPN	PNOUN	_	137	appos	_	TokenRange=782:791
139-140	nos	_	_	_	_	_	_	_	TokenRange=792:795
139	em	em	ADP	ADP	_	141	case	_	_
140	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	141	det	_	_
141	paises	paise	NOUN	NOUN	_	131	nmod	_	TokenRange=796:802
142	visitados	visitar	VERB	VERB	_	141	acl	_	TokenRange=803:812
143	defendendo	defender	VERB	VERB	_	131	acl	_	TokenRange=813:823
144	os	o	DET	DET	_	145	det	_	TokenRange=824:826
145	interesses	interesse	NOUN	NOUN	_	143	obj	_	TokenRange=827:837
146-147	da	_	_	_	_	_	_	_	TokenRange=838:840
146	de	de	ADP	ADP	_	148	case	_	_
147	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	148	det	_	_
148	empresa	empresa	NOUN	NOUN	_	145	nmod	_	TokenRange=841:848
149	e	e	CCONJ	CONJ	_	150	cc	_	TokenRange=849:850
150	promovendoa	promovendoar	VERB	VERB	_	177	conj	_	TokenRange=851:862
151	junto	junto	ADV	ADV	_	150	advmod	_	TokenRange=863:868
152-153	aos	_	_	_	_	_	_	_	TokenRange=869:872
152	a	a	ADP	ADP	_	154	case	_	_
153	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	154	det	_	_
154	governos	governo	NOUN	NOUN	_	151	nmod	_	TokenRange=873:881
155	estrangeiros	estrangeiro	ADJ	ADJ	_	154	amod	_	TokenRange=882:894
156	e	e	CCONJ	CONJ	_	159	cc	_	TokenRange=895:896
157-158	ao	_	_	_	_	_	_	_	TokenRange=897:899
157	a	a	ADP	ADP	_	159	case	_	_
158	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	159	det	_	_
159	bndes	bndes	NOUN	NOUN	_	154	conj	_	TokenRange=900:905
160	ha	_	VERB	VERB	_	64	conj	_	TokenRange=906:908
161	indicios	indicio	NOUN	NOUN	_	160	obj	_	TokenRange=909:917
162	de	_	ADP	ADP	_	177	mark	_	TokenRange=918:920
163	que	que	CCONJ	CONJ	_	177	mark	_	TokenRange=921:924
164-165	ao	_	_	_	_	_	_	_	TokenRange=925:927
164	a	a	ADP	ADP	_	166	case	_	_
165	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	166	det	_	_
166	longo	longo	NOUN	NOUN	_	177	nmod	_	TokenRange=928:933
167-168	dos	_	_	_	_	_	_	_	TokenRange=934:937
167	de	de	ADP	ADP	_	169	case	_	_
168	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	169	det	_	_
169	anos	ano	NOUN	NOUN	_	166	nmod	_	TokenRange=938:942
170	de	de	ADP	ADP	_	171	case	_	TokenRange=943:945
171	2011	_	NUM	NUM	NumType=Card	169	nmod	_	TokenRange=946:950
172	e	e	CCONJ	CONJ	_	173	cc	_	TokenRange=951:952
173	2014	_	NUM	NUM	NumType=Card	171	conj	_	TokenRange=953:957
174	o	o	DET	DET	_	175	det	_	TokenRange=958:959
175	expresidente	expresidente	NOUN	NOUN	_	177	nsubj	_	TokenRange=960:972
176	teria	ter	AUX	AUX	_	177	aux	_	TokenRange=973:978
177	recebido	receber	VERB	VERB	_	161	nmod	_	TokenRange=979:987
178	vantagens	vantagem	NOUN	NOUN	_	177	obj	_	TokenRange=988:997
179	economicas	economico	ADJ	ADJ	_	178	amod	_	TokenRange=998:1008
180	indevidas	indevido	ADJ	ADJ	_	178	amod	_	TokenRange=1009:1018
181	direta	direto	ADJ	ADJ	_	178	amod	_	TokenRange=1019:1025
182	e	e	CCONJ	CONJ	_	376	cc	_	TokenRange=1026:1027
183	indiretamente	indiretamente	ADV	ADV	_	181	conj	_	TokenRange=1028:1041
184-185	do	_	_	_	_	_	_	_	TokenRange=1042:1044
184	de	de	ADP	ADP	_	186	case	_	_
185	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	186	det	_	_
186	conglomerado	conglomerado	NOUN	NOUN	_	81	nmod	_	TokenRange=1045:1057
187	odebrecht	_	PROPN	PNOUN	_	186	appos	_	TokenRange=1058:1067
188	a	_	ADP	ADP	_	77	mark	_	TokenRange=1068:1069
189	pretexto	pretexto	NOUN	NOUN	_	188	fixed	_	TokenRange=1070:1078
190	de	_	ADP	ADP	_	188	fixed	_	TokenRange=1079:1081
191	influir	influir	VERB	VERB	_	207	nmod	_	TokenRange=1082:1089
192	em	em	ADP	ADP	_	193	case	_	TokenRange=1090:1092
193	atos	ato	NOUN	NOUN	_	191	nmod	_	TokenRange=1093:1097
194	praticados	praticar	VERB	VERB	_	193	acl	_	TokenRange=1098:1108
195	por	por	ADP	ADP	_	196	case	_	TokenRange=1109:1112
196	agentes	agente	NOUN	NOUN	_	194	nmod	_	TokenRange=1113:1120
197	publicos	publico	ADJ	ADJ	_	196	amod	_	TokenRange=1121:1129
198	estrangeiros	estrangeiro	ADJ	ADJ	_	196	amod	_	TokenRange=1130:1142
199	notadamente	notadamente	ADV	ADV	_	202	advmod	_	TokenRange=1143:1154
200-201	na	_	_	_	_	_	_	_	TokenRange=1155:1157
200	em	em	ADP	ADP	_	202	case	_	_
201	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	202	det	_	_
202	republica	_	NOUN	NOUN	_	51	nmod	_	TokenRange=1158:1167
203	dominicana	dominicano	ADJ	ADJ	_	202	amod	_	TokenRange=1168:1178
204	cuba	cuba	NOUN	NOUN	_	57	appos	_	TokenRange=1179:1183
205	e	e	CCONJ	CONJ	_	206	cc	_	TokenRange=1184:1185
206	angola	_	NOUN	NOUN	_	204	conj	_	TokenRange=1186:1192
207	alem	alem	ADV	ADV	_	177	advmod	_	TokenRange=1193:1197
208	de	_	ADP	ADP	_	209	mark	_	TokenRange=1198:1200
209	facilitar	facilitar	VERB	VERB	_	207	nmod	_	TokenRange=1201:1210
210	e/ou	e/ou	CCONJ	CONJ	_	211	cc	_	TokenRange=1211:1215
211	agilizar	agilizar	VERB	VERB	_	209	conj	_	TokenRange=1216:1224
212	o	o	DET	DET	_	213	det	_	TokenRange=1225:1226
213	tramite	tramite	NOUN	NOUN	_	209	obj	_	TokenRange=1227:1234
214	de	de	ADP	ADP	_	215	case	_	TokenRange=1235:1237
215	procedimentos	procedimento	NOUN	NOUN	_	213	nmod	_	TokenRange=1238:1251
216	de	de	ADP	ADP	_	217	case	_	TokenRange=1252:1254
217	financiamentos	financiamento	NOUN	NOUN	_	215	nmod	_	TokenRange=1255:1269
218	de	de	ADP	ADP	_	219	case	_	TokenRange=1270:1272
219	interesse	interesse	NOUN	NOUN	_	217	nmod	_	TokenRange=1273:1282
220-221	do	_	_	_	_	_	_	_	TokenRange=1283:1285
220	de	de	ADP	ADP	_	222	case	_	_
221	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	222	det	_	_
222	conglomerado	conglomerado	NOUN	NOUN	_	219	nmod	_	TokenRange=1286:1298
223	referido	referir	VERB	VERB	_	222	acl	_	TokenRange=1299:1307
224-225	no	_	_	_	_	_	_	_	TokenRange=1308:1310
224	em	em	ADP	ADP	_	226	case	_	_
225	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	226	det	_	_
226	ambito	ambito	NOUN	NOUN	_	223	nmod	_	TokenRange=1311:1317
227-228	do	_	_	_	_	_	_	_	TokenRange=1318:1320
227	de	de	ADP	ADP	_	229	case	_	_
228	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	229	det	_	_
229	bndes	bndes	NOUN	NOUN	_	226	nmod	_	TokenRange=1321:1326
230	nota	nota	NOUN	NOUN	_	237	nsubj	_	TokenRange=1327:1331
231-232	dos	_	_	_	_	_	_	_	TokenRange=1332:1335
231	de	de	ADP	ADP	_	233	case	_	_
232	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	233	det	_	_
233	investigadores	investigador	NOUN	NOUN	_	230	nmod	_	TokenRange=1336:1350
234	sobre	_	ADP	ADP	_	236	case	_	TokenRange=1351:1356
235	o	o	DET	DET	_	236	det	_	TokenRange=1357:1358
236	bndes	bndes	NOUN	NOUN	_	230	nmod	_	TokenRange=1359:1364
237	sao	_	VERB	VERB	_	64	ccomp	_	TokenRange=1365:1368
238	fartos	farto	ADJ	ADJ	_	237	xcomp	_	TokenRange=1369:1375
239	os	o	DET	DET	_	240	det	_	TokenRange=1376:1378
240	elementos	elemento	NOUN	NOUN	_	237	nsubj	_	TokenRange=1379:1388
241	que	_	PRON	PRON	_	242	nsubj	_	TokenRange=1389:1392
242	apontam	apontar	VERB	VERB	_	240	acl:relcl	_	TokenRange=1393:1400
243-244	no	_	_	_	_	_	_	_	TokenRange=1401:1403
243	em	em	ADP	ADP	_	245	case	_	_
244	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	245	det	_	_
245	sentido	sentido	NOUN	NOUN	_	242	nmod	_	TokenRange=1404:1411
246	de	_	ADP	ADP	_	250	mark	_	TokenRange=1412:1414
247	que	que	CCONJ	CONJ	_	250	mark	_	TokenRange=1415:1418
248	lula	_	NOUN	NOUN	_	250	nsubj	_	TokenRange=1419:1423
249	tambem	tambem	ADV	ADV	_	250	advmod	_	TokenRange=1424:1430
250	influenciava	influenciar	VERB	VERB	_	161	nmod	_	TokenRange=1431:1443
251	a	o	DET	DET	_	252	det	_	TokenRange=1444:1445
252	atuacao	atuacao	NOUN	NOUN	_	250	obj	_	TokenRange=1446:1453
253-254	do	_	_	_	_	_	_	_	TokenRange=1454:1456
253	de	de	ADP	ADP	_	255	case	_	_
254	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	255	det	_	_
255	bndes	bndes	NOUN	NOUN	_	252	nmod	_	TokenRange=1457:1462
256	facilitando	facilitar	VERB	VERB	_	273	acl	_	TokenRange=1463:1474
257	a	o	DET	DET	_	258	det	_	TokenRange=1475:1476
258	concessao	concessao	NOUN	NOUN	_	256	obj	_	TokenRange=1477:1486
259	de	de	ADP	ADP	_	260	case	_	TokenRange=1487:1489
260	financiamentos	financiamento	NOUN	NOUN	_	258	nmod	_	TokenRange=1490:1504
261-262	aos	_	_	_	_	_	_	_	TokenRange=1505:1508
261	a	a	ADP	ADP	_	263	case	_	_
262	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	263	det	_	_
263	paises	paise	NOUN	NOUN	_	258	nmod	_	TokenRange=1509:1515
264	que	_	PRON	PRON	_	265	nsubj	_	TokenRange=1516:1519
265	contratariam	contratar	VERB	VERB	_	263	acl:relcl	_	TokenRange=1520:1532
266	a	o	DET	DET	_	267	det	_	TokenRange=1533:1534
267	odebrecht	odebrecht	NOUN	NOUN	_	265	obj	_	TokenRange=1535:1544
268	o	o	DET	DET	_	269	det	_	TokenRange=1545:1546
269	documento	documento	NOUN	NOUN	_	270	nsubj	_	TokenRange=1547:1556
270	diz	dizer	VERB	VERB	_	314	ccomp	_	TokenRange=1557:1560
271	ainda	ainda	ADV	ADV	_	383	advmod	_	TokenRange=1561:1566
272	esta	_	DET	DET	_	273	det	_	TokenRange=1567:1571
273	interferencia	interferencia	NOUN	NOUN	_	383	nsubj	_	TokenRange=1572:1585
274	explicita	explicito	ADJ	ADJ	_	273	amod	_	TokenRange=1586:1595
275-276	do	_	_	_	_	_	_	_	TokenRange=1596:1598
275	de	de	ADP	ADP	_	277	case	_	_
276	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	277	det	_	_
277	governo	governo	NOUN	NOUN	_	273	nmod	_	TokenRange=1599:1606
278	e	e	CCONJ	CONJ	_	280	cc	_	TokenRange=1607:1608
279	de	de	ADP	ADP	_	280	case	_	TokenRange=1609:1611
280	luiz	luiz	NOUN	NOUN	_	277	conj	_	TokenRange=1612:1616
281	inacio	_	ADJ	ADJ	_	280	amod	_	TokenRange=1617:1623
282	lula	_	NOUN	NOUN	_	280	appos	_	TokenRange=1624:1628
283-284	da	_	_	_	_	_	_	_	TokenRange=1629:1631
283	de	de	ADP	ADP	_	285	case	_	_
284	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	285	det	_	_
285	silva	silva	NOUN	NOUN	_	280	nmod	_	TokenRange=1632:1637
286	e	e	CCONJ	CONJ	_	287	cc	_	TokenRange=1638:1639
287	pessoas	pessoa	NOUN	NOUN	_	277	conj	_	TokenRange=1640:1647
288	ligadas	ligado	ADJ	ADJ	_	287	amod	_	TokenRange=1648:1655
289	a	_	ADP	ADP	_	290	case	_	TokenRange=1656:1657
290	ele	_	PRON	PRON	_	288	nmod	_	TokenRange=1658:1661
291-292	nas	_	_	_	_	_	_	_	TokenRange=1662:1665
291	em	em	ADP	ADP	_	293	case	_	_
