# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na camara e no senado ja se fala que as forcas armadas poderao assumir o poder estou saindo da camara federal nesse momento o clima em brasilia esta quente buzinaco quebraquebra nas ruas uma crise ha um grande temor de que a democra cia conquistada com muitas lagrimas se perca pela incompetencia desse governo ja se fala nos bastidores da camara e do senado de as forcas armadas assumirem o poder deste pais e necessario que as pessoas vao as ruas para que dilma renuncie e se mantenha a democracia confira o video do deputado
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
35	em	em	ADP	ADP	_	37	case	_	_
36	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	37	det	_	_
37	ruas	rua	NOUN	NOUN	_	33	nmod	_	TokenRange=182:186
38	uma	um	DET	DET	_	39	det	_	TokenRange=187:190
39	crise	crise	NOUN	NOUN	_	40	nsubj	_	TokenRange=191:196
40	ha	har	VERB	VERB	_	10	parataxis	_	TokenRange=197:199
41	um	um	DET	DET	_	43	det	_	TokenRange=200:202
42	grande	grande	ADJ	ADJ	_	43	amod	_	TokenRange=203:209
43	temor	temor	NOUN	NOUN	_	40	obj	_	TokenRange=210:215
44	de	_	ADP	ADP	_	54	mark	_	TokenRange=216:218
45	que	que	CCONJ	CONJ	_	54	mark	_	TokenRange=219:222
46	a	o	DET	DET	_	47	det	_	TokenRange=223:224
47	democra	democra	NOUN	NOUN	_	54	nsubj	_	TokenRange=225:232
48	cia	_	NOUN	NOUN	_	47	flat	_	TokenRange=233:236
49	conquistada	conquistar	VERB	VERB	_	47	acl	_	TokenRange=237:248
50	com	com	ADP	ADP	_	52	case	_	TokenRange=249:252
51	muitas	_	DET	DET	_	52	det	_	TokenRange=253:259
52	lagrimas	lagrima	NOUN	NOUN	_	49	nmod	_	TokenRange=260:268
53	se	_	PRON	PRON	_	54	expl:pv	_	TokenRange=269:271
54	perca	perder	VERB	VERB	_	43	nmod	_	TokenRange=272:277
55-56	pela	_	_	_	_	_	_	_	TokenRange=278:282
55	por	por	ADP	ADP	_	57	case	_	_
56	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	57	det	_	_
57	incompetencia	incompetencia	NOUN	NOUN	_	54	nmod	_	TokenRange=283:296
58	desse	_	ADP	ADP	_	59	case	_	TokenRange=297:302
59	governo	governo	NOUN	NOUN	_	57	nmod	_	TokenRange=303:310
60	ja	ja	ADV	ADV	_	62	advmod	_	TokenRange=311:313
61	se	_	PART	PRT	_	62	expl:pv	_	TokenRange=314:316
62	fala	_	VERB	VERB	_	40	parataxis	_	TokenRange=317:321
63-64	nos	_	_	_	_	_	_	_	TokenRange=322:325
63	em	em	ADP	ADP	_	65	case	_	_
64	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	65	det	_	_
65	bastidores	bastidor	NOUN	NOUN	_	62	nmod	_	TokenRange=326:336
66-67	da	_	_	_	_	_	_	_	TokenRange=337:339
66	de	de	ADP	ADP	_	68	case	_	_
67	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	68	det	_	_
68	camara	camara	NOUN	NOUN	_	65	nmod	_	TokenRange=340:346
69	e	e	CCONJ	CONJ	_	72	cc	_	TokenRange=347:348
70-71	do	_	_	_	_	_	_	_	TokenRange=349:351
70	de	de	ADP	ADP	_	72	case	_	_
71	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	72	det	_	_
72	senado	senado	NOUN	NOUN	_	68	conj	_	TokenRange=352:358
73	de	de	ADP	ADP	_	75	case	_	TokenRange=359:361
74	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	75	det	_	TokenRange=362:364
75	forcas	forca	NOUN	NOUN	_	77	nmod	_	TokenRange=365:371
76	armadas	armado	ADJ	ADJ	_	75	amod	_	TokenRange=372:379
77	assumirem	assumir	VERB	VERB	_	62	csubj	_	TokenRange=380:389
78	o	o	DET	DET	_	79	det	_	TokenRange=390:391
79	poder	poder	NOUN	NOUN	_	77	obj	_	TokenRange=392:397
80	deste	_	ADP	ADP	_	81	case	_	TokenRange=398:403
81	pais	_	NOUN	NOUN	_	79	nmod	_	TokenRange=404:408
82	e	e	CCONJ	CONJ	_	83	cc	_	TokenRange=409:410
83	necessario	necessario	ADJ	ADJ	_	62	conj	_	TokenRange=411:421
84	que	que	CCONJ	CONJ	_	87	mark	_	TokenRange=422:425
85	as	o	DET	DET	_	86	det	_	TokenRange=426:428
86	pessoas	pessoa	NOUN	NOUN	_	87	nsubj	_	TokenRange=429:436
87	vao	ir	VERB	VERB	_	62	csubj	_	TokenRange=437:440
88	as	o	DET	DET	_	89	det	_	TokenRange=441:443
89	ruas	rua	NOUN	NOUN	_	87	obj	_	TokenRange=444:448
90	para	_	ADP	ADP	_	93	mark	_	TokenRange=449:453
91	que	_	CCONJ	CONJ	_	90	fixed	_	TokenRange=454:457
92	dilma	_	NOUN	NOUN	_	93	nsubj	_	TokenRange=458:463
93	renuncie	renunciar	VERB	VERB	_	87	advcl	_	TokenRange=464:472
94	e	e	CCONJ	CONJ	_	96	cc	_	TokenRange=473:474
95	se	_	PRON	PRON	_	96	expl:pv	_	TokenRange=475:477
96	mantenha	manter	VERB	VERB	_	93	conj	_	TokenRange=478:486
97	a	o	DET	DET	_	98	det	_	TokenRange=487:488
98	democracia	democracia	NOUN	NOUN	_	96	nsubj	_	TokenRange=489:499
99	confira	conferir	VERB	VERB	_	93	conj	_	TokenRange=500:507
100	o	o	DET	DET	_	101	det	_	TokenRange=508:509
101	video	video	NOUN	NOUN	_	99	nsubj	_	TokenRange=510:515
102-103	do	_	_	_	_	_	_	_	TokenRange=516:518
102	de	de	ADP	ADP	_	104	case	_	_
103	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
104	deputado	deputado	NOUN	NOUN	_	101	nmod	_	SpacesAfter=\s\s|TokenRange=519:527

