# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = virou bagunca aluno de universidade publica tira a roupa durante aula e alega estar fazendo arte apos a polemica o queermuseu aquela exposicao de supostas obras de arte que o banco santander patrocinou um aluno da universidade federal de goias ufg decidiu transformar uma aula de arte em atentado ao pudor o caso aconteceu no dia 13/09 durante a aula de arte contemporanea na faculdade de artes visuais fav juliano ribeiro moraes o professor tratou o acontecimento como brincadeira e levou tudo na esportiva faziamos um debate sobre peter thomas o artista que fez a capa do disco sgt peppers dos beatles ele o aluno me perguntou se eu considerava a tal capa como arte eu respondi que sim entao ele me questionou se tudo pode ser considerado arte respondi que tudo depende do artista contou o professor o aluno entao saiu da sala tirou a camiseta e a saia sim e isso mesmo que voce leu ele estava de saia ate ai tudo bem problema do aluno e retornou para sua cadeira pelado e com um chapeu durante 20 minutos ele permaneceu pelado na sala considerando que sua atitude era arte os demais colegas de sala ignoraram o suposto artista peladao entao ele saiu se vestiu e voltou ostentando a camiseta e saia com que havia chegado na faculdade sera que esse mesmo aluno tem o costume de fazer arte dentro da casa de seus pais sera que ele almoca ou janta pelado na presenca de seus avos sera que ele teria coragem de fazer arte dentro de uma delegacia de policia sinceramente transformaram as faculdades publicas em verdadeiros antros de promiscuidade a questao nao e ser ou nao ser conservador ou liberal o fato e que sua liberdade termina onde comeca a dos outros vamos deixar de ser hipocritas esse cidadao merecia no minimo uma supensao da faculdade
1	virou	virar	VERB	VERB	_	0	root	_	TokenRange=0:5
85	levou	levar	VERB	VERB	_	254	conj	_	TokenRange=484:489
86	tudo	_	PRON	PRON	_	85	obj	_	TokenRange=490:494
87-88	na	_	_	_	_	_	_	_	TokenRange=495:497
87	em	em	ADP	ADP	_	89	case	_	_
88	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	89	det	_	_
89	esportiva	_	NOUN	NOUN	_	85	nmod	_	TokenRange=498:507
90	faziamos	faziar	VERB	VERB	_	43	conj	_	TokenRange=508:516
91	um	um	DET	DET	_	92	det	_	TokenRange=517:519
92	debate	debate	NOUN	NOUN	_	90	obj	_	TokenRange=520:526
93	sobre	_	ADP	ADP	_	94	case	_	TokenRange=527:532
94	peter	_	NOUN	NOUN	_	92	nmod	_	TokenRange=533:538
95	thomas	_	NOUN	NOUN	_	94	flat	_	TokenRange=539:545
96	o	o	DET	DET	_	97	det	_	TokenRange=546:547
97	artista	artista	NOUN	NOUN	_	94	appos	_	TokenRange=548:555
98	que	_	PRON	PRON	_	99	nsubj	_	TokenRange=556:559
99	fez	fazer	VERB	VERB	_	97	acl:relcl	_	TokenRange=560:563
100	a	o	DET	DET	_	101	det	_	TokenRange=564:565
101	capa	capa	NOUN	NOUN	_	99	obj	_	TokenRange=566:570
102-103	do	_	_	_	_	_	_	_	TokenRange=571:573
102	de	de	ADP	ADP	_	104	case	_	_
103	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
104	disco	disco	NOUN	NOUN	_	101	nmod	_	TokenRange=574:579
105	sgt	_	NOUN	NOUN	_	104	appos	_	TokenRange=580:583
106	peppers	_	NOUN	NOUN	_	104	flat	_	TokenRange=584:591
107-108	dos	_	_	_	_	_	_	_	TokenRange=592:595
107	de	de	ADP	ADP	_	109	case	_	_
108	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	109	det	_	_
109	beatles	beatle	NOUN	NOUN	_	104	nmod	_	TokenRange=596:603
110	ele	_	PRON	PRON	_	114	nsubj	_	TokenRange=604:607
111	o	o	DET	DET	_	112	det	_	TokenRange=608:609
112	aluno	aluno	NOUN	NOUN	_	114	nsubj	_	TokenRange=610:615
113	me	_	PRON	PRON	_	114	iobj	_	TokenRange=616:618
114	perguntou	perguntar	VERB	VERB	_	1	conj	_	TokenRange=619:628
115	se	_	CCONJ	CONJ	_	117	mark	_	TokenRange=629:631
116	eu	_	PRON	PRON	_	117	nsubj	_	TokenRange=632:634
117	considerava	considerar	VERB	VERB	_	114	ccomp	_	TokenRange=635:646
118	a	o	DET	DET	_	120	det	_	TokenRange=647:648
119	tal	_	DET	DET	_	120	det	_	TokenRange=649:652
120	capa	capa	NOUN	NOUN	_	117	obj	_	TokenRange=653:657
121	como	como	ADP	ADP	_	122	case	_	TokenRange=658:662
122	arte	arte	NOUN	NOUN	_	120	nmod	_	TokenRange=663:667
123	eu	_	PRON	PRON	_	124	nsubj	_	TokenRange=668:670
124	respondi	responder	VERB	VERB	_	114	ccomp	_	TokenRange=671:679
125	que	que	CCONJ	CONJ	_	124	mark	_	TokenRange=680:683
126	sim	sim	ADV	ADV	_	124	advmod	_	TokenRange=684:687
127	entao	entao	ADV	ADV	_	130	advmod	_	TokenRange=688:693
128	ele	_	PRON	PRON	_	130	nsubj	_	TokenRange=694:697
129	me	_	PRON	PRON	_	130	iobj	_	TokenRange=698:700
130	questionou	questionar	VERB	VERB	_	124	ccomp	_	TokenRange=701:711
131	se	_	CCONJ	CONJ	_	135	mark	_	TokenRange=712:714
132	tudo	_	PRON	PRON	_	135	nsubj:pass	_	TokenRange=715:719
133	pode	_	AUX	AUX	_	135	aux	_	TokenRange=720:724
134	ser	ser	AUX	AUX	_	135	aux:pass	_	TokenRange=725:728
135	considerado	considerar	VERB	AUX	_	130	ccomp	_	TokenRange=729:740
136	arte	arte	NOUN	NOUN	_	135	nsubj:pass	_	TokenRange=741:745
137	respondi	responder	VERB	VERB	_	198	ccomp	_	TokenRange=746:754
138	que	que	CCONJ	CONJ	_	140	mark	_	TokenRange=755:758
139	tudo	_	PRON	PRON	_	140	nsubj	_	TokenRange=759:763
140	depende	depender	VERB	VERB	_	137	ccomp	_	TokenRange=764:771
141-142	do	_	_	_	_	_	_	_	TokenRange=772:774
141	de	de	ADP	ADP	_	143	case	_	_
142	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	143	det	_	_
143	artista	artista	NOUN	NOUN	_	140	nmod	_	TokenRange=775:782
144	contou	contar	VERB	VERB	_	137	ccomp	_	TokenRange=783:789
145	o	o	DET	DET	_	146	det	_	TokenRange=790:791
146	professor	professor	NOUN	NOUN	_	209	nsubj	_	TokenRange=792:801
147	o	o	DET	DET	_	148	det	_	TokenRange=802:803
148	aluno	aluno	NOUN	NOUN	_	209	nsubj	_	TokenRange=804:809
149	entao	entao	ADV	ADV	_	150	advmod	_	TokenRange=810:815
150	saiu	sair	VERB	VERB	_	137	ccomp	_	TokenRange=816:820
151-152	da	_	_	_	_	_	_	_	TokenRange=821:823
151	de	de	ADP	ADP	_	153	case	_	_
152	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	153	det	_	_
153	sala	sala	NOUN	NOUN	_	150	nmod	_	TokenRange=824:828
154	tirou	tirar	VERB	VERB	_	43	xcomp	_	TokenRange=829:834
155	a	o	DET	DET	_	156	det	_	TokenRange=835:836
156	camiseta	camiseta	NOUN	NOUN	_	154	obj	_	TokenRange=837:845
157	e	e	CCONJ	CONJ	_	159	cc	_	TokenRange=846:847
158	a	o	DET	DET	_	159	det	_	TokenRange=848:849
159	saia	sair	VERB	VERB	_	154	conj	_	TokenRange=850:854
160	sim	sim	ADV	ADV	_	159	advmod	_	TokenRange=855:858
161	e	e	CCONJ	CONJ	_	159	cc	_	TokenRange=859:860
162	isso	_	PRON	PRON	_	159	conj	_	TokenRange=861:865
163	mesmo	mesmo	ADV	ADV	_	159	advmod	_	TokenRange=866:871
164	que	que	CCONJ	CONJ	_	166	mark	_	TokenRange=872:875
165	voce	_	PRON	PRON	_	166	nsubj	_	TokenRange=876:880
166	leu	ler	VERB	VERB	_	33	conj	_	TokenRange=881:884
167	ele	_	PRON	PRON	_	168	nsubj	_	TokenRange=885:888
168	estava	estar	VERB	VERB	_	43	conj	_	TokenRange=889:895
169	de	de	ADP	ADP	_	170	case	_	TokenRange=896:898
170	saia	saia	NOUN	NOUN	_	168	nmod	_	TokenRange=899:903
171	ate	_	ADP	ADP	_	172	mark	_	TokenRange=904:907
172	ai	_	ADV	ADV	_	170	nmod	_	TokenRange=908:910
173	tudo	_	PRON	PRON	_	175	nsubj	_	TokenRange=911:915
174	bem	bem	ADV	ADV	_	175	advmod	_	TokenRange=916:919
175	problema	problema	NOUN	NOUN	_	43	obj	_	TokenRange=920:928
176-177	do	_	_	_	_	_	_	_	TokenRange=929:931
176	de	de	ADP	ADP	_	178	case	_	_
177	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	178	det	_	_
178	aluno	aluno	NOUN	NOUN	_	175	nmod	_	TokenRange=932:937
179	e	e	CCONJ	CONJ	_	180	cc	_	TokenRange=938:939
180	retornou	retornar	VERB	VERB	_	279	conj	_	TokenRange=940:948
181	para	para	ADP	ADP	_	183	case	_	TokenRange=949:953
182	sua	_	DET	DET	_	183	det:poss	_	TokenRange=954:957
183	cadeira	cadeira	NOUN	NOUN	_	180	nmod	_	TokenRange=958:965
184	pelado	pelado	ADJ	ADJ	_	183	amod	_	TokenRange=966:972
185	e	e	CCONJ	CONJ	_	188	cc	_	TokenRange=973:974
186	com	com	ADP	ADP	_	188	case	_	TokenRange=975:978
187	um	um	DET	DET	_	188	det	_	TokenRange=979:981
188	chapeu	chapeu	NOUN	NOUN	_	184	conj	_	TokenRange=982:988
189	durante	_	ADP	ADP	_	191	case	_	TokenRange=989:996
190	20	_	NUM	NUM	NumType=Card	191	nummod	_	TokenRange=997:999
191	minutos	minuto	NOUN	NOUN	_	193	nmod	_	TokenRange=1000:1007
192	ele	_	PRON	PRON	_	193	nsubj	_	TokenRange=1008:1011
193	permaneceu	permanecer	VERB	VERB	_	124	conj	_	TokenRange=1012:1022
194	pelado	pelado	ADJ	ADJ	_	193	xcomp	_	TokenRange=1023:1029
195-196	na	_	_	_	_	_	_	_	TokenRange=1030:1032
195	em	em	ADP	ADP	_	197	case	_	_
196	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	197	det	_	_
197	sala	sala	NOUN	NOUN	_	193	nmod	_	TokenRange=1033:1037
198	considerando	considerar	VERB	VERB	_	193	acl	_	TokenRange=1038:1050
199	que	que	CCONJ	CONJ	_	203	mark	_	TokenRange=1051:1054
200	sua	_	DET	DET	_	201	det:poss	_	TokenRange=1055:1058
201	atitude	atitude	NOUN	NOUN	_	203	nsubj	_	TokenRange=1059:1066
202	era	_	AUX	AUX	_	203	cop	_	TokenRange=1067:1070
203	arte	arte	NOUN	NOUN	_	198	ccomp	_	TokenRange=1071:1075
204	os	o	DET	DET	_	206	det	_	TokenRange=1076:1078
205	demais	_	DET	DET	_	206	det	_	TokenRange=1079:1085
206	colegas	colega	NOUN	NOUN	_	203	nsubj	_	TokenRange=1086:1093
207	de	de	ADP	ADP	_	208	case	_	TokenRange=1094:1096
208	sala	sala	NOUN	NOUN	_	206	nmod	_	TokenRange=1097:1101
209	ignoraram	ignorar	VERB	VERB	_	137	ccomp	_	TokenRange=1102:1111
210	o	o	DET	DET	_	212	det	_	TokenRange=1112:1113
211	suposto	suposto	ADJ	ADJ	_	212	amod	_	TokenRange=1114:1121
212	artista	artista	NOUN	NOUN	_	209	obj	_	TokenRange=1122:1129
213	peladao	_	ADJ	ADJ	_	212	amod	_	TokenRange=1130:1137
214	entao	entao	ADV	ADV	_	216	advmod	_	TokenRange=1138:1143
215	ele	_	PRON	PRON	_	216	nsubj	_	TokenRange=1144:1147
216	saiu	sair	VERB	VERB	_	43	conj	_	TokenRange=1148:1152
217	se	_	PRON	PRON	_	218	obj	_	TokenRange=1153:1155
218	vestiu	vestir	VERB	VERB	_	216	xcomp	_	TokenRange=1156:1162
219	e	e	CCONJ	CONJ	_	159	cc	_	TokenRange=1163:1164
220	voltou	voltar	AUX	AUX	_	221	aux	_	TokenRange=1165:1171
221	ostentando	ostentar	VERB	VERB	_	43	conj	_	TokenRange=1172:1182
222	a	o	DET	DET	_	223	det	_	TokenRange=1183:1184
223	camiseta	camiseta	NOUN	NOUN	_	221	obj	_	TokenRange=1185:1193
224	e	e	CCONJ	CONJ	_	225	cc	_	TokenRange=1194:1195
225	saia	sair	VERB	VERB	_	221	conj	_	TokenRange=1196:1200
226	com	com	ADP	ADP	_	227	case	_	TokenRange=1201:1204
227	que	_	PRON	PRON	_	229	nmod	_	TokenRange=1205:1208
228	havia	haver	AUX	AUX	_	229	aux	_	TokenRange=1209:1214
229	chegado	chegar	VERB	VERB	_	225	ccomp	_	TokenRange=1215:1222
230-231	na	_	_	_	_	_	_	_	TokenRange=1223:1225
230	em	em	ADP	ADP	_	232	case	_	_
231	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	232	det	_	_
232	faculdade	faculdade	NOUN	NOUN	_	229	nmod	_	TokenRange=1226:1235
233	sera	_	AUX	AUX	_	43	conj	_	TokenRange=1236:1240
234	que	que	CCONJ	CONJ	_	238	mark	_	TokenRange=1241:1244
235	esse	_	DET	DET	_	237	det	_	TokenRange=1245:1249
236	mesmo	mesmo	ADJ	ADJ	_	237	amod	_	TokenRange=1250:1255
237	aluno	aluno	NOUN	NOUN	_	238	nsubj	_	TokenRange=1256:1261
238	tem	ter	VERB	VERB	_	264	csubj	_	TokenRange=1262:1265
239	o	o	DET	DET	_	240	det	_	TokenRange=1266:1267
240	costume	costume	NOUN	NOUN	_	238	obj	_	TokenRange=1268:1275
241	de	_	ADP	ADP	_	242	mark	_	TokenRange=1276:1278
242	fazer	fazer	VERB	VERB	_	240	nmod	_	TokenRange=1279:1284
243	arte	arte	NOUN	NOUN	_	242	obj	_	TokenRange=1285:1289
244	dentro	dentro	ADV	ADV	_	44	advmod	_	TokenRange=1290:1296
245-246	da	_	_	_	_	_	_	_	TokenRange=1297:1299
245	de	de	ADP	ADP	_	247	case	_	_
246	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	247	det	_	_
247	casa	casa	NOUN	NOUN	_	244	nmod	_	TokenRange=1300:1304
248	de	de	ADP	ADP	_	250	case	_	TokenRange=1305:1307
249	seus	_	DET	DET	_	250	det:poss	_	TokenRange=1308:1312
250	pais	_	NOUN	NOUN	_	247	nmod	_	TokenRange=1313:1317
251	sera	_	VERB	VERB	_	264	cop	_	TokenRange=1318:1322
252	que	que	CCONJ	CONJ	_	254	mark	_	TokenRange=1323:1326
253	ele	_	PRON	PRON	_	254	nsubj	_	TokenRange=1327:1330
254	almoca	almocar	VERB	VERB	_	264	csubj	_	TokenRange=1331:1337
255	ou	ou	CCONJ	CONJ	_	256	cc	_	TokenRange=1338:1340
256	janta	jantar	VERB	VERB	_	254	conj	_	TokenRange=1341:1346
257	pelado	pelado	NOUN	NOUN	_	256	obj	_	TokenRange=1347:1353
258-259	na	_	_	_	_	_	_	_	TokenRange=1354:1356
258	em	em	ADP	ADP	_	260	case	_	_
259	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	260	det	_	_
260	presenca	presenca	NOUN	NOUN	_	256	nmod	_	TokenRange=1357:1365
261	de	de	ADP	ADP	_	263	case	_	TokenRange=1366:1368
262	seus	_	DET	DET	_	263	det:poss	_	TokenRange=1369:1373
263	avos	avo	NOUN	NOUN	_	260	nmod	_	TokenRange=1374:1378
264	sera	_	VERB	VERB	_	79	conj	_	TokenRange=1379:1383
265	que	que	CCONJ	CONJ	_	267	mark	_	TokenRange=1384:1387
266	ele	_	PRON	PRON	_	267	nsubj	_	TokenRange=1388:1391
267	teria	ter	VERB	VERB	_	264	csubj	_	TokenRange=1392:1397
268	coragem	coragem	NOUN	NOUN	_	267	obj	_	TokenRange=1398:1405
269	de	_	ADP	ADP	_	270	mark	_	TokenRange=1406:1408
270	fazer	fazer	VERB	VERB	_	268	nmod	_	TokenRange=1409:1414
271	arte	arte	NOUN	NOUN	_	270	obj	_	TokenRange=1415:1419
272	dentro	dentro	ADV	ADV	_	270	advmod	_	TokenRange=1420:1426
273	de	de	ADP	ADP	_	275	case	_	TokenRange=1427:1429
274	uma	um	DET	DET	_	275	det	_	TokenRange=1430:1433
275	delegacia	delegacia	NOUN	NOUN	_	272	nmod	_	TokenRange=1434:1443
276	de	de	ADP	ADP	_	277	case	_	TokenRange=1444:1446
277	policia	policia	NOUN	NOUN	_	275	nmod	_	TokenRange=1447:1454
278	sinceramente	sinceramente	ADV	ADV	_	279	advmod	_	TokenRange=1455:1467
279	transformaram	transformar	VERB	VERB	_	264	csubj	_	TokenRange=1468:1481
280	as	o	DET	DET	_	281	det	_	TokenRange=1482:1484
281	faculdades	faculdade	NOUN	NOUN	_	279	obj	_	TokenRange=1485:1495
282	publicas	publico	ADJ	ADJ	_	281	amod	_	TokenRange=1496:1504
283	em	em	ADP	ADP	_	285	case	_	TokenRange=1505:1507
284	verdadeiros	verdadeiro	ADJ	ADJ	_	285	amod	_	TokenRange=1508:1519
285	antros	antro	NOUN	NOUN	_	279	nmod	_	TokenRange=1520:1526
286	de	de	ADP	ADP	_	287	case	_	TokenRange=1527:1529
287	promiscuidade	promiscuidade	NOUN	NOUN	_	285	nmod	_	TokenRange=1530:1543
288	a	o	DET	DET	_	289	det	_	TokenRange=1544:1545
289	questao	questao	NOUN	NOUN	_	279	nsubj	_	TokenRange=1546:1553
290	nao	nao	ADV	ADV	Polarity=Neg	279	advmod	_	TokenRange=1554:1557
291	e	e	CCONJ	CONJ	_	292	cc	_	TokenRange=1558:1559
292	ser	ser	VERB	VERB	_	289	conj	_	TokenRange=1560:1563
293	ou	ou	CCONJ	CONJ	_	294	cc	_	TokenRange=1564:1566
294	nao	nao	ADV	ADV	Polarity=Neg	296	conj	_	TokenRange=1567:1570
295	ser	ser	VERB	VERB	_	279	xcomp	_	TokenRange=1571:1574
296	conservador	conservador	ADJ	ADJ	_	295	xcomp	_	TokenRange=1575:1586
297	ou	ou	CCONJ	CONJ	_	298	cc	_	TokenRange=1587:1589
298	liberal	liberal	ADJ	ADJ	_	296	conj	_	TokenRange=1590:1597
299	o	o	DET	DET	_	300	det	_	TokenRange=1598:1599
300	fato	fato	NOUN	NOUN	_	193	nsubj	_	TokenRange=1600:1604
301	e	e	CCONJ	CONJ	_	193	cc	_	TokenRange=1605:1606
302	que	que	CCONJ	CONJ	_	315	mark	_	TokenRange=1607:1610
303	sua	_	DET	DET	_	304	det:poss	_	TokenRange=1611:1614
304	liberdade	liberdade	NOUN	NOUN	_	305	nsubj	_	TokenRange=1615:1624
305	termina	terminar	VERB	VERB	_	124	conj	_	TokenRange=1625:1632
306	onde	onde	ADV	ADV	_	307	advmod	_	TokenRange=1633:1637
307	comeca	comecar	VERB	VERB	_	305	ccomp	_	TokenRange=1638:1644
308	a	_	PRON	PRON	_	307	nsubj	_	TokenRange=1645:1646
309-310	dos	_	_	_	_	_	_	_	TokenRange=1647:1650
309	de	de	ADP	ADP	_	311	case	_	_
310	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	311	det	_	_
311	outros	_	PRON	PRON	_	308	nmod	_	TokenRange=1651:1657
312	vamos	ir	AUX	AUX	_	315	aux	_	TokenRange=1658:1663
313	deixar	deixar	AUX	AUX	_	315	aux	_	TokenRange=1664:1670
314	de	_	ADP	ADP	_	315	mark	_	TokenRange=1671:1673
315	ser	ser	VERB	VERB	_	198	ccomp	_	TokenRange=1674:1677
316	hipocritas	hipocrita	ADJ	ADJ	_	315	xcomp	_	TokenRange=1678:1688
317	esse	_	DET	DET	_	318	det	_	TokenRange=1689:1693
318	cidadao	cidadao	NOUN	NOUN	_	319	nsubj	_	TokenRange=1694:1701
319	merecia	merecer	VERB	VERB	_	124	ccomp	_	TokenRange=1702:1709
320-321	no	_	_	_	_	_	_	_	TokenRange=1710:1712
