# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = pediram para nao citar o nome do presidente no microfone a que ponto chegou o brasil aos 76 anos de idade ele ostenta o cargo maximo da nacao brasileira e tem que se esconder por domenico goncalves garcia de braganca/portugal nasci em portugal e me naturalizei brazuca ao casar com o amor de minha vida com quem estou ha 28 anos hoje presenciei minha patria irma sofrendo com o velorio das criancas da chapecoense durante meus 68 anos de vida jamais presenciei um pais tao unido por uma causa unica foi lindo e uma pena que essa uniao tenha sido causada por uma tragedia acompanhei pela tv a cabo todo o sofrimento de um povo por varias horas eu pude me sentir um verdadeiro brasileiro nunca tinha ouvido falar da cidade de chapeco ate acontecer uma tragedia de proporcoes mundiais a dor do brasil me doeu na alma orei pelos jovens que se foram tao cedo me emocionei com a voz do famoso cid moreira citando versos da biblia durante a cerimonia de despedida dos herois da chapecoense de todas as cenas que presenciei diante da tv a que mais me chamou a atencao foi assistir um presidente da republica encolhido em um canto como se fosse um nada um ze ninguem todo povo carece de um lider conversei com minha esposa e fiquei desolado ao ver o que fizeram com o brasil de imediato peguei meu celular e liguei para alguns contatos pessoais ja que minha companheira e uma exfuncionaria do itamaraty a resposta que obtive leia abaixo amigo quando o cerimonial da presidencia da republica chegou na cidade de chapeco a primeira coisa que fizeram foi procurar as autoridades locais e exigir uma unica coisa nao mencionem o nome do presidente da republica em hipotese alguma a tristeza tomou conta de mim e choramos eu e minha esposa o que fizeram com o brasil
1	pediram	pedir	VERB	VERB	_	0	root	_	TokenRange=0:7
22	anos	ano	NOUN	NOUN	_	16	nmod	_	TokenRange=92:96
23	de	de	ADP	ADP	_	24	case	_	TokenRange=97:99
24	idade	idade	NOUN	NOUN	_	22	nmod	_	TokenRange=100:105
25	ele	_	PRON	PRON	_	26	nsubj	_	TokenRange=106:109
26	ostenta	ostentar	VERB	VERB	_	1	parataxis	_	TokenRange=110:117
27	o	o	DET	DET	_	28	det	_	TokenRange=118:119
28	cargo	cargo	NOUN	NOUN	_	26	obj	_	TokenRange=120:125
29	maximo	maximo	ADJ	ADJ	_	28	amod	_	TokenRange=126:132
30-31	da	_	_	_	_	_	_	_	TokenRange=133:135
30	de	de	ADP	ADP	_	32	case	_	_
31	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	32	det	_	_
32	nacao	nacao	NOUN	NOUN	_	28	nmod	_	TokenRange=136:141
33	brasileira	brasileiro	ADJ	ADJ	_	32	amod	_	TokenRange=142:152
34	e	e	CCONJ	CONJ	_	38	cc	_	TokenRange=153:154
35	tem	ter	AUX	AUX	_	38	aux	_	TokenRange=155:158
36	que	que	CCONJ	CONJ	_	38	mark	_	TokenRange=159:162
37	se	_	PRON	PRON	_	38	obj	_	TokenRange=163:165
38	esconder	esconder	VERB	VERB	_	26	conj	_	TokenRange=166:174
39	por	por	ADP	ADP	_	40	case	_	TokenRange=175:178
40	domenico	domenico	NOUN	NOUN	_	38	nmod	_	TokenRange=179:187
41	goncalves	_	NOUN	NOUN	_	40	flat	_	TokenRange=188:197
42	garcia	garcia	NOUN	NOUN	_	40	flat	_	TokenRange=198:204
43	de	de	ADP	ADP	_	44	case	_	TokenRange=205:207
44	braganca/portugal	_	NOUN	NOUN	_	42	nmod	_	TokenRange=208:225
45	nasci	nascir	VERB	VERB	_	38	conj	_	TokenRange=226:231
46	em	em	ADP	ADP	_	47	case	_	TokenRange=232:234
47	portugal	portugal	NOUN	NOUN	_	45	nmod	_	TokenRange=235:243
48	e	e	CCONJ	CONJ	_	50	cc	_	TokenRange=244:245
49	me	_	PRON	PRON	_	50	obj	_	TokenRange=246:248
50	naturalizei	naturalizar	VERB	VERB	_	170	conj	_	TokenRange=249:260
51	brazuca	brazuco	ADJ	ADJ	_	50	xcomp	_	TokenRange=261:268
52-53	ao	_	_	_	_	_	_	_	TokenRange=269:271
52	a	a	ADP	ADP	_	54	case	_	_
53	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	54	det	_	_
54	casar	casar	VERB	VERB	_	170	advcl	_	TokenRange=272:277
55	com	com	ADP	ADP	_	57	case	_	TokenRange=278:281
56	o	o	DET	DET	_	57	det	_	TokenRange=282:283
57	amor	amor	NOUN	NOUN	_	54	nmod	_	TokenRange=284:288
58	de	de	ADP	ADP	_	60	case	_	TokenRange=289:291
59	minha	_	DET	DET	_	60	det:poss	_	TokenRange=292:297
60	vida	vida	NOUN	NOUN	_	57	nmod	_	TokenRange=298:302
61	com	com	ADP	ADP	_	62	case	_	TokenRange=303:306
62	quem	_	PRON	PRON	_	63	nmod	_	TokenRange=307:311
63	estou	estar	VERB	VERB	_	57	acl:relcl	_	TokenRange=312:317
64	ha	_	VERB	VERB	_	63	advcl	_	TokenRange=318:320
65	28	_	NUM	NUM	NumType=Card	66	nummod	_	TokenRange=321:323
66	anos	ano	NOUN	NOUN	_	64	nmod	_	TokenRange=324:328
67	hoje	hoje	ADV	ADV	_	170	advmod	_	TokenRange=329:333
68	presenciei	presenciar	VERB	VERB	_	1	conj	_	TokenRange=334:344
69	minha	_	DET	DET	_	70	det:poss	_	TokenRange=345:350
70	patria	patria	NOUN	NOUN	_	170	obj	_	TokenRange=351:357
71	irma	irmo	NOUN	NOUN	_	70	amod	_	TokenRange=358:362
72	sofrendo	sofrer	VERB	VERB	_	170	acl	_	TokenRange=363:371
73	com	com	ADP	ADP	_	75	case	_	TokenRange=372:375
74	o	o	DET	DET	_	75	det	_	TokenRange=376:377
75	velorio	velorio	NOUN	NOUN	_	72	nmod	_	TokenRange=378:385
76-77	das	_	_	_	_	_	_	_	TokenRange=386:389
76	de	de	ADP	ADP	_	78	case	_	_
77	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	78	det	_	_
78	criancas	crianca	NOUN	NOUN	_	75	nmod	_	TokenRange=390:398
79-80	da	_	_	_	_	_	_	_	TokenRange=399:401
79	de	de	ADP	ADP	_	81	case	_	_
80	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	81	det	_	_
81	chapecoense	chapecoense	NOUN	NOUN	_	78	nmod	_	TokenRange=402:413
82	durante	_	ADP	ADP	_	85	case	_	TokenRange=414:421
83	meus	_	DET	DET	_	85	det:poss	_	TokenRange=422:426
84	68	_	NUM	NUM	NumType=Card	85	nummod	_	TokenRange=427:429
85	anos	ano	NOUN	NOUN	_	72	nmod	_	TokenRange=430:434
86	de	de	ADP	ADP	_	87	case	_	TokenRange=435:437
87	vida	vida	NOUN	NOUN	_	85	nmod	_	TokenRange=438:442
88	jamais	jamais	ADV	ADV	_	89	advmod	_	TokenRange=443:449
89	presenciei	presenciar	VERB	VERB	_	1	conj	_	TokenRange=450:460
90	um	um	DET	DET	_	91	det	_	TokenRange=461:463
91	pais	_	NOUN	NOUN	_	89	obj	_	TokenRange=464:468
92	tao	tao	ADV	ADV	_	93	advmod	_	TokenRange=469:472
93	unido	unido	ADJ	ADJ	_	91	amod	_	TokenRange=473:478
94	por	por	ADP	ADP	_	96	case	_	TokenRange=479:482
95	uma	um	DET	DET	_	96	det	_	TokenRange=483:486
96	causa	causa	NOUN	NOUN	_	93	nmod	_	TokenRange=487:492
97	unica	unico	ADJ	ADJ	_	96	amod	_	TokenRange=493:498
98	foi	_	VERB	VERB	_	1	parataxis	_	TokenRange=499:502
99	lindo	lindo	ADJ	ADJ	_	98	xcomp	_	TokenRange=503:508
100	e	e	CCONJ	CONJ	_	102	cc	_	TokenRange=509:510
101	uma	um	DET	DET	_	102	det	_	TokenRange=511:514
102	pena	_	NOUN	NOUN	_	98	conj	_	TokenRange=515:519
103	que	que	CCONJ	CONJ	_	108	mark	_	TokenRange=520:523
104	essa	_	DET	DET	_	105	det	_	TokenRange=524:528
105	uniao	uniao	NOUN	NOUN	_	108	nsubj:pass	_	TokenRange=529:534
106	tenha	ter	AUX	AUX	_	108	aux	_	TokenRange=535:540
107	sido	ser	AUX	AUX	_	108	aux:pass	_	TokenRange=541:545
108	causada	causar	VERB	VERB	_	102	csubj	_	TokenRange=546:553
109	por	por	ADP	ADP	_	111	case	_	TokenRange=554:557
110	uma	um	DET	DET	_	111	det	_	TokenRange=558:561
111	tragedia	tragedia	NOUN	NOUN	_	108	nmod	_	TokenRange=562:570
112	acompanhei	acompanhar	VERB	VERB	_	111	appos	_	TokenRange=571:581
113-114	pela	_	_	_	_	_	_	_	TokenRange=582:586
113	por	por	ADP	ADP	_	115	case	_	_
114	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	115	det	_	_
115	tv	tv	NOUN	NOUN	_	112	nmod	_	TokenRange=587:589
116	a	_	ADP	ADP	_	117	case	_	TokenRange=590:591
117	cabo	cabo	NOUN	NOUN	_	112	nmod	_	TokenRange=592:596
118	todo	_	DET	DET	_	120	det	_	TokenRange=597:601
119	o	o	DET	DET	_	120	det	_	TokenRange=602:603
120	sofrimento	sofrimento	NOUN	NOUN	_	312	obj	_	TokenRange=604:614
121	de	de	ADP	ADP	_	123	case	_	TokenRange=615:617
122	um	um	DET	DET	_	123	det	_	TokenRange=618:620
123	povo	povo	NOUN	NOUN	_	120	nmod	_	TokenRange=621:625
124	por	por	ADP	ADP	_	126	case	_	TokenRange=626:629
125	varias	_	DET	DET	_	126	det	_	TokenRange=630:636
126	horas	hora	NOUN	NOUN	_	130	nmod	_	TokenRange=637:642
127	eu	_	PRON	PRON	_	130	nsubj	_	TokenRange=643:645
128	pude	poder	AUX	AUX	_	130	aux	_	TokenRange=646:650
129	me	_	PRON	PRON	_	130	iobj	_	TokenRange=651:653
130	sentir	sentir	VERB	VERB	_	200	conj	_	TokenRange=654:660
131	um	um	DET	DET	_	133	det	_	TokenRange=661:663
132	verdadeiro	verdadeiro	ADJ	ADJ	_	133	amod	_	TokenRange=664:674
133	brasileiro	brasileiro	NOUN	NOUN	_	130	obj	_	TokenRange=675:685
134	nunca	nunca	ADV	ADV	_	136	advmod	_	TokenRange=686:691
135	tinha	ter	AUX	AUX	_	136	aux	_	TokenRange=692:697
136	ouvido	ouvir	VERB	VERB	_	130	ccomp	_	TokenRange=698:704
137	falar	falar	VERB	VERB	_	136	xcomp	_	TokenRange=705:710
138-139	da	_	_	_	_	_	_	_	TokenRange=711:713
138	de	de	ADP	ADP	_	140	case	_	_
139	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	140	det	_	_
140	cidade	cidade	NOUN	NOUN	_	137	nmod	_	TokenRange=714:720
141	de	de	ADP	ADP	_	142	case	_	TokenRange=721:723
142	chapeco	chapeco	NOUN	NOUN	_	140	nmod	_	TokenRange=724:731
143	ate	_	ADP	ADP	_	144	mark	_	TokenRange=732:735
144	acontecer	acontecer	VERB	VERB	_	213	advcl	_	TokenRange=736:745
145	uma	um	DET	DET	_	146	det	_	TokenRange=746:749
146	tragedia	tragedia	NOUN	NOUN	_	144	nsubj	_	TokenRange=750:758
147	de	de	ADP	ADP	_	148	case	_	TokenRange=759:761
148	proporcoes	proporcoe	NOUN	NOUN	_	146	nmod	_	TokenRange=762:772
149	mundiais	mundial	ADJ	ADJ	_	148	amod	_	TokenRange=773:781
150	a	o	DET	DET	_	151	det	_	TokenRange=782:783
151	dor	dor	NOUN	NOUN	_	156	nsubj	_	TokenRange=784:787
152-153	do	_	_	_	_	_	_	_	TokenRange=788:790
152	de	de	ADP	ADP	_	154	case	_	_
153	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	154	det	_	_
154	brasil	brasil	NOUN	NOUN	_	151	nmod	_	TokenRange=791:797
155	me	_	PRON	PRON	_	156	obj	_	TokenRange=798:800
156	doeu	doar	VERB	VERB	_	40	acl:relcl	_	TokenRange=801:805
157-158	na	_	_	_	_	_	_	_	TokenRange=806:808
157	em	em	ADP	ADP	_	159	case	_	_
158	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	159	det	_	_
159	alma	alma	NOUN	NOUN	_	156	nmod	_	TokenRange=809:813
160	orei	_	VERB	VERB	_	156	ccomp	_	TokenRange=814:818
161-162	pelos	_	_	_	_	_	_	_	TokenRange=819:824
161	por	por	ADP	ADP	_	163	case	_	_
162	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	163	det	_	_
163	jovens	jovem	NOUN	NOUN	_	160	nmod	_	TokenRange=825:831
164	que	_	PRON	PRON	_	170	nsubj	_	TokenRange=832:835
165	se	_	PRON	PRON	_	170	expl:pv	_	TokenRange=836:838
166	foram	_	VERB	VERB	_	233	cop	_	TokenRange=839:844
167	tao	tao	ADV	ADV	_	168	advmod	_	TokenRange=845:848
168	cedo	cedo	ADV	ADV	_	233	advmod	_	TokenRange=849:853
169	me	_	PRON	PRON	_	170	obj	_	TokenRange=854:856
170	emocionei	emocionar	VERB	VERB	_	163	acl:relcl	_	TokenRange=857:866
171	com	com	ADP	ADP	_	173	case	_	TokenRange=867:870
172	a	o	DET	DET	_	173	det	_	TokenRange=871:872
173	voz	voz	NOUN	NOUN	_	170	nmod	_	TokenRange=873:876
174-175	do	_	_	_	_	_	_	_	TokenRange=877:879
174	de	de	ADP	ADP	_	177	case	_	_
175	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	177	det	_	_
176	famoso	famoso	ADJ	ADJ	_	177	amod	_	TokenRange=880:886
177	cid	_	NOUN	NOUN	_	173	nmod	_	TokenRange=887:890
178	moreira	_	NOUN	NOUN	_	177	flat	_	TokenRange=891:898
179	citando	citar	VERB	VERB	_	170	acl	_	TokenRange=899:906
180	versos	verso	NOUN	NOUN	_	179	obj	_	TokenRange=907:913
181-182	da	_	_	_	_	_	_	_	TokenRange=914:916
181	de	de	ADP	ADP	_	183	case	_	_
182	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	183	det	_	_
183	biblia	biblia	NOUN	NOUN	_	180	nmod	_	TokenRange=917:923
184	durante	_	ADP	ADP	_	186	case	_	TokenRange=924:931
185	a	o	DET	DET	_	186	det	_	TokenRange=932:933
186	cerimonia	cerimonia	NOUN	NOUN	_	72	nmod	_	TokenRange=934:943
187	de	de	ADP	ADP	_	188	case	_	TokenRange=944:946
188	despedida	_	NOUN	NOUN	_	186	nmod	_	TokenRange=947:956
189-190	dos	_	_	_	_	_	_	_	TokenRange=957:960
189	de	de	ADP	ADP	_	191	case	_	_
190	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	191	det	_	_
191	herois	heroi	NOUN	NOUN	_	188	nmod	_	TokenRange=961:967
192-193	da	_	_	_	_	_	_	_	TokenRange=968:970
192	de	de	ADP	ADP	_	194	case	_	_
193	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	194	det	_	_
194	chapecoense	chapecoense	NOUN	NOUN	_	191	nmod	_	TokenRange=971:982
195	de	de	ADP	ADP	_	198	case	_	TokenRange=983:985
196	todas	_	DET	DET	_	198	det	_	TokenRange=986:991
197	as	o	DET	DET	_	198	det	_	TokenRange=992:994
198	cenas	cena	NOUN	NOUN	_	68	nmod	_	TokenRange=995:1000
199	que	_	PRON	PRON	_	200	obj	_	TokenRange=1001:1004
200	presenciei	presenciar	VERB	VERB	_	198	acl:relcl	_	TokenRange=1005:1015
201	diante	diante	ADV	ADV	_	200	advmod	_	TokenRange=1016:1022
202-203	da	_	_	_	_	_	_	_	TokenRange=1023:1025
202	de	de	ADP	ADP	_	204	case	_	_
203	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	204	det	_	_
204	tv	tv	NOUN	NOUN	_	201	nmod	_	TokenRange=1026:1028
205	a	_	PRON	PRON	_	200	nmod	_	TokenRange=1029:1030
206	que	_	PRON	PRON	_	209	nsubj	_	TokenRange=1031:1034
207	mais	mais	ADV	ADV	_	209	advmod	_	TokenRange=1035:1039
208	me	_	PRON	PRON	_	209	iobj	_	TokenRange=1040:1042
209	chamou	chamar	VERB	VERB	_	205	acl:relcl	_	TokenRange=1043:1049
210	a	o	DET	DET	_	211	det	_	TokenRange=1050:1051
211	atencao	atencao	NOUN	NOUN	_	209	obj	_	TokenRange=1052:1059
212	foi	_	AUX	AUX	_	213	aux	_	TokenRange=1060:1063
213	assistir	assistir	VERB	VERB	_	136	ccomp	_	TokenRange=1064:1072
214	um	um	DET	DET	_	215	det	_	TokenRange=1073:1075
215	presidente	presidente	NOUN	NOUN	_	213	obj	_	TokenRange=1076:1086
216-217	da	_	_	_	_	_	_	_	TokenRange=1087:1089
216	de	de	ADP	ADP	_	218	case	_	_
217	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	218	det	_	_
218	republica	_	NOUN	NOUN	_	215	nmod	_	TokenRange=1090:1099
219	encolhido	encolher	VERB	VERB	_	215	acl	_	TokenRange=1100:1109
220	em	em	ADP	ADP	_	222	case	_	TokenRange=1110:1112
221	um	um	DET	DET	_	222	det	_	TokenRange=1113:1115
222	canto	canto	NOUN	NOUN	_	219	nmod	_	TokenRange=1116:1121
223	como	_	CCONJ	CONJ	_	227	mark	_	TokenRange=1122:1126
224	se	_	CCONJ	CONJ	_	223	fixed	_	TokenRange=1127:1129
225	fosse	_	AUX	AUX	_	227	cop	_	TokenRange=1130:1135
226	um	um	DET	DET	_	227	det	_	TokenRange=1136:1138
227	nada	_	PRON	PRON	_	156	advcl	_	TokenRange=1139:1143
228	um	um	DET	DET	_	229	det	_	TokenRange=1144:1146
229	ze	_	NOUN	NOUN	_	233	nmod	_	TokenRange=1147:1149
230	ninguem	_	DET	DET	_	233	nsubj	_	TokenRange=1150:1157
231	todo	_	DET	DET	_	232	det	_	TokenRange=1158:1162
232	povo	povo	NOUN	NOUN	_	233	nsubj	_	TokenRange=1163:1167
233	carece	carecer	VERB	VERB	_	156	ccomp	_	TokenRange=1168:1174
234	de	de	ADP	ADP	_	236	case	_	TokenRange=1175:1177
235	um	um	DET	DET	_	236	det	_	TokenRange=1178:1180
236	lider	lider	NOUN	NOUN	_	233	nmod	_	TokenRange=1181:1186
237	conversei	conversar	VERB	VERB	_	170	parataxis	_	TokenRange=1187:1196
238	com	com	ADP	ADP	_	240	case	_	TokenRange=1197:1200
239	minha	_	DET	DET	_	240	det:poss	_	TokenRange=1201:1206
240	esposa	esposo	NOUN	NOUN	_	237	nmod	_	TokenRange=1207:1213
241	e	e	CCONJ	CONJ	_	50	cc	_	TokenRange=1214:1215
242	fiquei	ficar	VERB	VERB	_	237	conj	_	TokenRange=1216:1222
243	desolado	desolado	ADJ	ADJ	_	50	xcomp	_	TokenRange=1223:1231
244-245	ao	_	_	_	_	_	_	_	TokenRange=1232:1234
244	a	a	ADP	ADP	_	246	case	_	_
245	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	246	det	_	_
246	ver	ver	VERB	VERB	_	170	advcl	_	TokenRange=1235:1238
247	o	_	PRON	PRON	_	246	obj	_	TokenRange=1239:1240
248	que	_	PRON	PRON	_	249	obj	_	TokenRange=1241:1244
249	fizeram	fazer	VERB	VERB	_	247	acl:relcl	_	TokenRange=1245:1252
250	com	com	ADP	ADP	_	252	case	_	TokenRange=1253:1256
251	o	o	DET	DET	_	252	det	_	TokenRange=1257:1258
252	brasil	brasil	NOUN	NOUN	_	249	nmod	_	TokenRange=1259:1265
253	de	_	ADP	ADP	_	254	mark	_	TokenRange=1266:1268
254	imediato	imediato	NOUN	NOUN	_	170	nmod	_	TokenRange=1269:1277
255	peguei	pegar	VERB	VERB	_	170	conj	_	TokenRange=1278:1284
256	meu	_	DET	DET	_	257	det:poss	_	TokenRange=1285:1288
257	celular	_	NOUN	NOUN	_	255	obj	_	TokenRange=1289:1296
258	e	e	CCONJ	CONJ	_	259	cc	_	TokenRange=1297:1298
259	liguei	ligar	VERB	VERB	_	255	conj	_	TokenRange=1299:1305
260	para	para	ADP	ADP	_	262	case	_	TokenRange=1306:1310
261	alguns	_	DET	DET	_	262	det	_	TokenRange=1311:1317
262	contatos	contato	NOUN	NOUN	_	259	nmod	_	TokenRange=1318:1326
263	pessoais	pessoal	ADJ	ADJ	_	262	amod	_	TokenRange=1327:1335
264	ja	ja	ADV	ADV	_	290	mark	_	TokenRange=1336:1338
265	que	_	CCONJ	CONJ	_	264	fixed	_	TokenRange=1339:1342
266	minha	_	DET	DET	_	267	det:poss	_	TokenRange=1343:1348
267	companheira	companheiro	NOUN	NOUN	_	290	nsubj	_	TokenRange=1349:1360
268	e	e	AUX	AUX	_	270	cop	_	TokenRange=1361:1362
269	uma	um	DET	DET	_	270	det	_	TokenRange=1363:1366
270	exfuncionaria	exfuncionaria	NOUN	NOUN	_	255	conj	_	TokenRange=1367:1380
271-272	do	_	_	_	_	_	_	_	TokenRange=1381:1383
271	de	de	ADP	ADP	_	273	case	_	_
272	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	273	det	_	_
273	itamaraty	itamaraty	NOUN	NOUN	_	270	nmod	_	TokenRange=1384:1393
274	a	o	DET	DET	_	275	det	_	TokenRange=1394:1395
275	resposta	resposta	NOUN	NOUN	_	259	obj	_	TokenRange=1396:1404
276	que	_	PRON	PRON	_	300	obj	_	TokenRange=1405:1408
277	obtive	obter	VERB	VERB	_	275	acl:relcl	_	TokenRange=1409:1415
278	leia	ler	VERB	VERB	_	275	acl:relcl	_	TokenRange=1416:1420
279	abaixo	abaixo	ADV	ADV	_	280	advmod	_	TokenRange=1421:1427
280	amigo	amigo	NOUN	NOUN	_	278	obj	_	TokenRange=1428:1433
281	quando	_	CCONJ	CONJ	_	290	mark	_	TokenRange=1434:1440
282	o	o	DET	DET	_	283	det	_	TokenRange=1441:1442
283	cerimonial	cerimonial	NOUN	NOUN	_	290	nsubj	_	TokenRange=1443:1453
284-285	da	_	_	_	_	_	_	_	TokenRange=1454:1456
284	de	de	ADP	ADP	_	286	case	_	_
285	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	286	det	_	_
286	presidencia	presidencia	NOUN	NOUN	_	283	nmod	_	TokenRange=1457:1468
287-288	da	_	_	_	_	_	_	_	TokenRange=1469:1471
287	de	de	ADP	ADP	_	289	case	_	_
288	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	289	det	_	_
289	republica	_	NOUN	NOUN	_	286	nmod	_	TokenRange=1472:1481
290	chegou	chegar	VERB	VERB	_	200	advcl	_	TokenRange=1482:1488
291-292	na	_	_	_	_	_	_	_	TokenRange=1489:1491
291	em	em	ADP	ADP	_	293	case	_	_
292	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	293	det	_	_
293	cidade	cidade	NOUN	NOUN	_	290	nmod	_	TokenRange=1492:1498
294	de	de	ADP	ADP	_	295	case	_	TokenRange=1499:1501
295	chapeco	chapeco	NOUN	NOUN	_	293	nmod	_	TokenRange=1502:1509
296	a	o	DET	DET	_	298	det	_	TokenRange=1510:1511
297	primeira	primeiro	ADJ	ADJ	_	298	amod	_	TokenRange=1512:1520
298	coisa	coisa	NOUN	NOUN	_	278	obj	_	TokenRange=1521:1526
299	que	_	PRON	PRON	_	300	obj	_	TokenRange=1527:1530
300	fizeram	fazer	VERB	VERB	_	298	acl:relcl	_	TokenRange=1531:1538
301	foi	_	AUX	AUX	_	298	cop	_	TokenRange=1539:1542
302	procurar	procurar	VERB	VERB	_	298	csubj	_	TokenRange=1543:1551
303	as	o	DET	DET	_	304	det	_	TokenRange=1552:1554
304	autoridades	autoridade	NOUN	NOUN	_	302	obj	_	TokenRange=1555:1566
305	locais	local	ADJ	ADJ	_	304	amod	_	TokenRange=1567:1573
306	e	e	CCONJ	CONJ	_	307	cc	_	TokenRange=1574:1575
307	exigir	exigir	VERB	VERB	_	302	conj	_	TokenRange=1576:1582
308	uma	um	DET	DET	_	310	det	_	TokenRange=1583:1586
309	unica	unico	ADJ	ADJ	_	310	amod	_	TokenRange=1587:1592
310	coisa	coisa	NOUN	NOUN	_	307	obj	_	TokenRange=1593:1598
311	nao	nao	ADV	ADV	Polarity=Neg	312	advmod	_	TokenRange=1599:1602
312	mencionem	mencionar	VERB	VERB	_	310	acl:inf	_	TokenRange=1603:1612
313	o	o	DET	DET	_	314	det	_	TokenRange=1613:1614
314	nome	nome	NOUN	NOUN	_	312	obj	_	TokenRange=1615:1619
