# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = hugo chaves elogia dilma e uma grande companheira inclusive sequestrou um embaixador americano dilma rousseff e o sequestro do embaixador americano e assassinato do capitao chandler e bom lembrar para os esquecidos que a atual presidente dilma roussef tambem atuava na subversaoela talvez possa contar muito bem como por exemplo foi o atentado terrorista ao cmdo do entao ii ex hoje cmse quando investiram com um caminhao contra a guarita do corpo da guarda matando um sentinela sd koessel e ferindo outros assista o video por orion alencastro outubro de 2011 o empenho do governo tupiniquim pela criacao da comissao da verdade abre uma esperanca para a casa branca e o departamento de estado receber a visita da sra rousseff com o pedido de desculpas ao presidente barack obama pelo sequestro do embaixador americano charles albright e assassinato do capitao charles chandler em 12 de outubro de 1968 o seu antecessor mr lula da silva com sua habitual magnanimidade pediu desculpas aos africanos pelo escravagismo que os negros sofreram no brasil a comissao da verdade tera como relator o senador aluisio nunes ferreira filho veterano terrorista da alianca de libertacao nacional que tambem se envolveu nas operacoes do sequestro do embaixador e fuzilamento do capitao chandler entre outros crimes hoje desfrutando dos louros da anistia com saudades das tardes em paris
1	hugo	hugo	ADJ	ADJ	_	2	amod	_	TokenRange=0:4
26	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	27	det	_	_
27	capitao	capitao	NOUN	NOUN	_	24	nmod	_	TokenRange=165:172
28	chandler	chandler	ADJ	ADJ	_	27	appos	_	TokenRange=173:181
29	e	e	CCONJ	CONJ	_	31	cc	_	TokenRange=182:183
30	bom	bom	ADJ	ADJ	_	31	xcomp	_	TokenRange=184:187
31	lembrar	lembrar	VERB	VERB	_	10	conj	_	TokenRange=188:195
32	para	para	ADP	ADP	_	34	case	_	TokenRange=196:200
33	os	o	DET	DET	_	34	det	_	TokenRange=201:203
34	esquecidos	esquecido	NOUN	NOUN	_	31	nmod	_	TokenRange=204:214
35	que	que	CCONJ	CONJ	_	42	mark	_	TokenRange=215:218
36	a	o	DET	DET	_	38	det	_	TokenRange=219:220
37	atual	atual	ADJ	ADJ	_	38	amod	_	TokenRange=221:226
38	presidente	presidente	NOUN	NOUN	_	42	nsubj	_	TokenRange=227:237
39	dilma	_	ADJ	ADJ	_	38	appos	_	TokenRange=238:243
40	roussef	_	VERB	VERB	_	38	amod	_	TokenRange=244:251
41	tambem	tambem	ADV	ADV	_	42	advmod	_	TokenRange=252:258
42	atuava	atuar	VERB	VERB	_	31	ccomp	_	TokenRange=259:265
43-44	na	_	_	_	_	_	_	_	TokenRange=266:268
43	em	em	ADP	ADP	_	45	case	_	_
44	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	45	det	_	_
45	subversaoela	subversaoela	NOUN	NOUN	_	42	nmod	_	TokenRange=269:281
46	talvez	talvez	ADV	ADV	_	48	advmod	_	TokenRange=282:288
47	possa	_	AUX	AUX	_	48	aux	_	TokenRange=289:294
48	contar	contar	VERB	VERB	_	3	conj	_	TokenRange=295:301
49	muito	muito	ADV	ADV	_	50	advmod	_	TokenRange=302:307
50	bem	bem	ADV	ADV	_	48	advmod	_	TokenRange=308:311
51	como	_	CCONJ	CONJ	_	69	mark	_	TokenRange=312:316
52	por	por	ADP	ADP	_	53	case	_	TokenRange=317:320
53	exemplo	exemplo	NOUN	NOUN	_	69	nmod	_	TokenRange=321:328
54	foi	_	AUX	AUX	_	177	cop	_	TokenRange=329:332
55	o	o	DET	DET	_	56	det	_	TokenRange=333:334
56	atentado	atentado	NOUN	NOUN	_	177	nsubj	_	TokenRange=335:343
57	terrorista	terrorista	ADJ	ADJ	_	56	amod	_	TokenRange=344:354
58-59	ao	_	_	_	_	_	_	_	TokenRange=355:357
58	a	a	ADP	ADP	_	60	case	_	_
59	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	60	det	_	_
60	cmdo	cmdo	NOUN	NOUN	_	56	nmod	_	TokenRange=358:362
61-62	do	_	_	_	_	_	_	_	TokenRange=363:365
61	de	de	ADP	ADP	_	64	case	_	_
62	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	64	det	_	_
63	entao	entao	ADV	ADV	_	64	advmod	_	TokenRange=366:371
64	ii	_	X	PRT	_	60	nmod	_	TokenRange=372:374
65	ex	_	PART	PRT	_	64	flat	_	TokenRange=375:377
66	hoje	hoje	ADV	ADV	_	64	flat	_	TokenRange=378:382
67	cmse	_	NOUN	NOUN	_	64	flat	_	TokenRange=383:387
68	quando	_	CCONJ	CONJ	_	69	mark	_	TokenRange=388:394
69	investiram	investir	VERB	VERB	_	197	advcl	_	TokenRange=395:405
70	com	com	ADP	ADP	_	72	case	_	TokenRange=406:409
71	um	um	DET	DET	_	72	det	_	TokenRange=410:412
72	caminhao	caminhao	NOUN	NOUN	_	69	nmod	_	TokenRange=413:421
73	contra	_	ADP	ADP	_	75	case	_	TokenRange=422:428
74	a	o	DET	DET	_	75	det	_	TokenRange=429:430
75	guarita	guarita	NOUN	NOUN	_	72	nmod	_	TokenRange=431:438
76-77	do	_	_	_	_	_	_	_	TokenRange=439:441
76	de	de	ADP	ADP	_	78	case	_	_
77	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	78	det	_	_
78	corpo	corpo	NOUN	NOUN	_	75	nmod	_	TokenRange=442:447
79-80	da	_	_	_	_	_	_	_	TokenRange=448:450
79	de	de	ADP	ADP	_	81	case	_	_
80	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	81	det	_	_
81	guarda	guarda	NOUN	NOUN	_	78	nmod	_	TokenRange=451:457
82	matando	matar	VERB	VERB	_	56	acl	_	TokenRange=458:465
83	um	um	DET	DET	_	84	det	_	TokenRange=466:468
84	sentinela	sentinela	NOUN	NOUN	_	82	obj	_	TokenRange=469:478
85	sd	_	X	NOUN	_	84	appos	_	TokenRange=479:481
86	koessel	_	NOUN	NOUN	_	96	flat	_	TokenRange=482:489
87	e	e	CCONJ	CONJ	_	88	cc	_	TokenRange=490:491
88	ferindo	ferir	VERB	VERB	_	69	conj	_	TokenRange=492:499
89	outros	_	PRON	PRON	_	88	obj	_	TokenRange=500:506
90	assista	assistir	VERB	VERB	_	114	conj	_	TokenRange=507:514
91	o	o	DET	DET	_	92	det	_	TokenRange=515:516
92	video	video	NOUN	NOUN	_	90	obj	_	TokenRange=517:522
93	por	por	ADP	ADP	_	94	case	_	TokenRange=523:526
94	orion	_	NOUN	NOUN	_	92	nmod	_	TokenRange=527:532
95	alencastro	alencastro	NOUN	NOUN	_	94	appos	_	TokenRange=533:543
96	outubro	_	PROPN	PNOUN	_	95	appos	_	TokenRange=544:551
97	de	de	ADP	ADP	_	98	case	_	TokenRange=552:554
98	2011	_	NUM	NUM	NumType=Card	96	nmod	_	TokenRange=555:559
99	o	o	DET	DET	_	100	det	_	TokenRange=560:561
100	empenho	empenho	NOUN	NOUN	_	114	nsubj	_	TokenRange=562:569
101-102	do	_	_	_	_	_	_	_	TokenRange=570:572
101	de	de	ADP	ADP	_	103	case	_	_
102	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	103	det	_	_
103	governo	governo	NOUN	NOUN	_	100	nmod	_	TokenRange=573:580
104	tupiniquim	tupiniquim	ADJ	ADJ	_	103	amod	_	TokenRange=581:591
105-106	pela	_	_	_	_	_	_	_	TokenRange=592:596
105	por	por	ADP	ADP	_	107	case	_	_
106	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	107	det	_	_
107	criacao	criacao	NOUN	NOUN	_	100	nmod	_	TokenRange=597:604
108-109	da	_	_	_	_	_	_	_	TokenRange=605:607
108	de	de	ADP	ADP	_	110	case	_	_
109	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	110	det	_	_
110	comissao	comissao	NOUN	NOUN	_	107	nmod	_	TokenRange=608:616
111-112	da	_	_	_	_	_	_	_	TokenRange=617:619
111	de	de	ADP	ADP	_	113	case	_	_
112	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	113	det	_	_
113	verdade	verdade	NOUN	NOUN	_	110	nmod	_	TokenRange=620:627
114	abre	abrir	VERB	VERB	_	3	parataxis	_	TokenRange=628:632
115	uma	um	DET	DET	_	116	det	_	TokenRange=633:636
116	esperanca	esperanca	NOUN	NOUN	_	114	obj	_	TokenRange=637:646
117	para	para	ADP	ADP	_	119	case	_	TokenRange=647:651
118	a	o	DET	DET	_	119	det	_	TokenRange=652:653
119	casa	casa	NOUN	NOUN	_	114	nmod	_	TokenRange=654:658
120	branca	branco	ADJ	ADJ	_	119	amod	_	TokenRange=659:665
121	e	e	CCONJ	CONJ	_	126	cc	_	TokenRange=666:667
122	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	126	det	_	TokenRange=668:669
123	departamento	departamento	NOUN	NOUN	_	126	nsubj	_	TokenRange=670:682
124	de	de	ADP	ADP	_	125	case	_	TokenRange=683:685
125	estado	estado	NOUN	NOUN	_	123	nmod	_	TokenRange=686:692
126	receber	receber	VERB	VERB	_	114	conj	_	TokenRange=693:700
127	a	o	DET	DET	_	128	det	_	TokenRange=701:702
128	visita	visita	NOUN	NOUN	_	126	obj	_	TokenRange=703:709
129-130	da	_	_	_	_	_	_	_	TokenRange=710:712
129	de	de	ADP	ADP	_	131	case	_	_
130	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	131	det	_	_
131	sra	_	NOUN	NOUN	_	128	nmod	_	TokenRange=713:716
132	rousseff	rousseff	NOUN	NOUN	_	131	flat	_	TokenRange=717:725
133	com	com	ADP	ADP	_	135	case	_	TokenRange=726:729
134	o	o	DET	DET	_	135	det	_	TokenRange=730:731
135	pedido	pedido	NOUN	NOUN	_	128	nmod	_	TokenRange=732:738
136	de	de	ADP	ADP	_	137	case	_	TokenRange=739:741
137	desculpas	desculpa	NOUN	NOUN	_	135	nmod	_	TokenRange=742:751
138-139	ao	_	_	_	_	_	_	_	TokenRange=752:754
138	a	a	ADP	ADP	_	140	case	_	_
139	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	140	det	_	_
140	presidente	presidente	NOUN	NOUN	_	137	nmod	_	TokenRange=755:765
141	barack	barack	ADJ	ADJ	_	140	appos	_	TokenRange=766:772
142	obama	_	NOUN	NOUN	_	140	flat	_	TokenRange=773:778
143-144	pelo	_	_	_	_	_	_	_	TokenRange=779:783
143	por	por	ADP	ADP	_	145	case	_	_
144	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	145	det	_	_
145	sequestro	sequestro	NOUN	NOUN	_	135	nmod	_	TokenRange=784:793
146-147	do	_	_	_	_	_	_	_	TokenRange=794:796
146	de	de	ADP	ADP	_	148	case	_	_
147	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	148	det	_	_
148	embaixador	embaixador	NOUN	NOUN	_	145	nmod	_	TokenRange=797:807
149	americano	americano	ADJ	ADJ	_	148	amod	_	TokenRange=808:817
150	charles	_	NOUN	NOUN	_	148	appos	_	TokenRange=818:825
151	albright	_	PROPN	PNOUN	_	150	flat	_	TokenRange=826:834
152	e	e	CCONJ	CONJ	_	153	cc	_	TokenRange=835:836
153	assassinato	assassinato	NOUN	NOUN	_	135	conj	_	TokenRange=837:848
154-155	do	_	_	_	_	_	_	_	TokenRange=849:851
154	de	de	ADP	ADP	_	156	case	_	_
155	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	156	det	_	_
156	capitao	capitao	NOUN	NOUN	_	153	nmod	_	TokenRange=852:859
157	charles	_	NOUN	NOUN	_	156	appos	_	TokenRange=860:867
158	chandler	_	PROPN	PNOUN	_	157	flat	_	TokenRange=868:876
159	em	em	ADP	ADP	_	160	case	_	TokenRange=877:879
160	12	_	NUM	NUM	NumType=Card	153	nmod	_	TokenRange=880:882
161	de	de	ADP	ADP	_	162	case	_	TokenRange=883:885
162	outubro	_	PROPN	PNOUN	_	160	nmod	_	TokenRange=886:893
163	de	de	ADP	ADP	_	164	case	_	TokenRange=894:896
164	1968	_	NUM	NUM	NumType=Card	162	nmod	_	TokenRange=897:901
165	o	o	DET	DET	_	167	det	_	TokenRange=902:903
166	seu	_	DET	DET	_	167	det:poss	_	TokenRange=904:907
167	antecessor	antecessor	NOUN	NOUN	_	177	nsubj	_	TokenRange=908:918
168	mr	_	NOUN	NOUN	_	167	appos	_	TokenRange=919:921
169	lula	_	PROPN	PNOUN	_	168	flat	_	TokenRange=922:926
170-171	da	_	_	_	_	_	_	_	TokenRange=927:929
170	de	de	ADP	ADP	_	172	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	172	det	_	_
172	silva	silva	NOUN	NOUN	_	168	nmod	_	TokenRange=930:935
173	com	com	ADP	ADP	_	176	case	_	TokenRange=936:939
174	sua	_	DET	DET	_	176	det:poss	_	TokenRange=940:943
175	habitual	habitual	ADJ	ADJ	_	176	amod	_	TokenRange=944:952
176	magnanimidade	magnanimidade	NOUN	NOUN	_	56	nmod	_	TokenRange=953:966
177	pediu	pedir	VERB	VERB	_	3	conj	_	TokenRange=967:972
178	desculpas	desculpa	NOUN	NOUN	_	177	obj	_	TokenRange=973:982
179-180	aos	_	_	_	_	_	_	_	TokenRange=983:986
179	a	a	ADP	ADP	_	181	case	_	_
180	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	181	det	_	_
181	africanos	africano	NOUN	NOUN	_	177	iobj	_	TokenRange=987:996
182-183	pelo	_	_	_	_	_	_	_	TokenRange=997:1001
182	por	por	ADP	ADP	_	184	case	_	_
183	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	184	det	_	_
184	escravagismo	escravagismo	NOUN	NOUN	_	177	nmod	_	TokenRange=1002:1014
185	que	_	PRON	PRON	_	188	obj	_	TokenRange=1015:1018
186	os	o	DET	DET	_	187	det	_	TokenRange=1019:1021
187	negros	negro	NOUN	NOUN	_	188	nsubj	_	TokenRange=1022:1028
188	sofreram	sofrer	VERB	VERB	_	184	acl:relcl	_	TokenRange=1029:1037
189-190	no	_	_	_	_	_	_	_	TokenRange=1038:1040
189	em	em	ADP	ADP	_	191	case	_	_
190	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	191	det	_	_
191	brasil	brasil	NOUN	NOUN	_	188	nmod	_	TokenRange=1041:1047
192	a	o	DET	DET	_	193	det	_	TokenRange=1048:1049
193	comissao	comissao	NOUN	NOUN	_	197	nsubj	_	TokenRange=1050:1058
194-195	da	_	_	_	_	_	_	_	TokenRange=1059:1061
194	de	de	ADP	ADP	_	196	case	_	_
195	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	196	det	_	_
196	verdade	verdade	NOUN	NOUN	_	193	nmod	_	TokenRange=1062:1069
197	tera	terar	VERB	VERB	_	177	parataxis	_	TokenRange=1070:1074
198	como	como	ADP	ADP	_	199	case	_	TokenRange=1075:1079
199	relator	relator	NOUN	NOUN	_	197	nmod	_	TokenRange=1080:1087
200	o	o	DET	DET	_	201	det	_	TokenRange=1088:1089
201	senador	senador	NOUN	NOUN	_	197	obj	_	TokenRange=1090:1097
202	aluisio	aluisio	NOUN	NOUN	_	201	appos	_	TokenRange=1098:1105
203	nunes	_	NOUN	NOUN	_	202	flat	_	TokenRange=1106:1111
204	ferreira	_	ADJ	ADJ	_	202	amod	_	TokenRange=1112:1120
205	filho	filho	NOUN	NOUN	_	202	flat	_	TokenRange=1121:1126
206	veterano	veterano	ADJ	ADJ	_	201	amod	_	TokenRange=1127:1135
207	terrorista	terrorista	ADJ	ADJ	_	201	amod	_	TokenRange=1136:1146
208-209	da	_	_	_	_	_	_	_	TokenRange=1147:1149
208	de	de	ADP	ADP	_	210	case	_	_
209	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	210	det	_	_
210	alianca	alianca	NOUN	NOUN	_	201	nmod	_	TokenRange=1150:1157
211	de	de	ADP	ADP	_	212	case	_	TokenRange=1158:1160
212	libertacao	libertacao	NOUN	NOUN	_	210	nmod	_	TokenRange=1161:1171
213	nacional	nacional	ADJ	ADJ	_	212	amod	_	TokenRange=1172:1180
214	que	_	PRON	PRON	_	217	nsubj	_	TokenRange=1181:1184
215	tambem	tambem	ADV	ADV	_	217	advmod	_	TokenRange=1185:1191
216	se	_	PRON	PRON	_	217	obj	_	TokenRange=1192:1194
217	envolveu	envolver	VERB	VERB	_	201	acl:relcl	_	TokenRange=1195:1203
218-219	nas	_	_	_	_	_	_	_	TokenRange=1204:1207
218	em	em	ADP	ADP	_	220	case	_	_
219	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	220	det	_	_
220	operacoes	operacoe	NOUN	NOUN	_	217	nmod	_	TokenRange=1208:1217
221-222	do	_	_	_	_	_	_	_	TokenRange=1218:1220
221	de	de	ADP	ADP	_	223	case	_	_
222	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	223	det	_	_
223	sequestro	sequestro	NOUN	NOUN	_	220	nmod	_	TokenRange=1221:1230
224-225	do	_	_	_	_	_	_	_	TokenRange=1231:1233
224	de	de	ADP	ADP	_	226	case	_	_
225	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	226	det	_	_
226	embaixador	embaixador	NOUN	NOUN	_	223	nmod	_	TokenRange=1234:1244
227	e	e	CCONJ	CONJ	_	228	cc	_	TokenRange=1245:1246
228	fuzilamento	fuzilamento	NOUN	NOUN	_	226	conj	_	TokenRange=1247:1258
229-230	do	_	_	_	_	_	_	_	TokenRange=1259:1261
229	de	de	ADP	ADP	_	231	case	_	_
230	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	231	det	_	_
231	capitao	capitao	NOUN	NOUN	_	228	nmod	_	TokenRange=1262:1269
232	chandler	_	NOUN	NOUN	_	231	appos	_	TokenRange=1270:1278
233	entre	_	ADP	ADP	_	235	case	_	TokenRange=1279:1284
234	outros	_	DET	DET	_	235	det	_	TokenRange=1285:1291
235	crimes	crime	NOUN	NOUN	_	217	nmod	_	TokenRange=1292:1298
236	hoje	hoje	ADV	ADV	_	237	advmod	_	TokenRange=1299:1303
237	desfrutando	desfrutar	VERB	VERB	_	217	acl	_	TokenRange=1304:1315
238-239	dos	_	_	_	_	_	_	_	TokenRange=1316:1319
238	de	de	ADP	ADP	_	240	case	_	_
239	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	240	det	_	_
240	louros	louro	NOUN	NOUN	_	237	nmod	_	TokenRange=1320:1326
241-242	da	_	_	_	_	_	_	_	TokenRange=1327:1329
241	de	de	ADP	ADP	_	243	case	_	_
242	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	243	det	_	_
243	anistia	anistia	NOUN	NOUN	_	240	nmod	_	TokenRange=1330:1337
244	com	com	ADP	ADP	_	245	case	_	TokenRange=1338:1341
245	saudades	saudade	NOUN	NOUN	_	237	nmod	_	TokenRange=1342:1350
246-247	das	_	_	_	_	_	_	_	TokenRange=1351:1354
246	de	de	ADP	ADP	_	248	case	_	_
247	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	248	det	_	_
248	tardes	tarde	NOUN	NOUN	_	245	nmod	_	TokenRange=1355:1361
249	em	em	ADP	ADP	_	250	case	_	TokenRange=1362:1364
250	paris	_	NOUN	NOUN	_	248	nmod	_	TokenRange=1365:1370

