# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = quebrapau no senado parlamentar chama colega para briga vamos la fora a baixaria teve inicio agora pouco quando o senador ronaldo caiado afirmou que havia uma reportagem informando que dilma iria destruir documentos e apagar registros dos computadores do governo antes de ser afastada do cargo inconformado com a fala de caiado o senador petista lindbergh farias disse o senador oposicionista e mentiroso e propaga informacao falsa imagina isso e crime o senador caiado esta mentindo a essa hora disse lindbergh caiado nao gostou da fala e xingou o petista vamos falar la fora seu mer lindbergh retrucou o senhor nao esta falando com os funcionarios das suas fazendas a sessao da comissao do impeachment foi interrompida para que os senadores se acalmassem
1	quebrapau	quebrapar	VERB	VERB	_	0	root	_	TokenRange=0:9
17	agora	agora	ADV	ADV	_	15	advmod	_	TokenRange=93:98
18	pouco	pouco	ADV	ADV	_	15	advmod	_	TokenRange=99:104
19	quando	_	CCONJ	CONJ	_	24	mark	_	TokenRange=105:111
20	o	o	DET	DET	_	21	det	_	TokenRange=112:113
21	senador	senador	NOUN	NOUN	_	24	nsubj	_	TokenRange=114:121
22	ronaldo	ronaldo	ADJ	ADJ	_	21	amod	_	TokenRange=122:129
23	caiado	caiado	NOUN	NOUN	_	21	flat	_	TokenRange=130:136
24	afirmou	afirmar	VERB	VERB	_	15	advcl	_	TokenRange=137:144
25	que	que	CCONJ	CONJ	_	26	mark	_	TokenRange=145:148
26	havia	haver	VERB	VERB	_	24	ccomp	_	TokenRange=149:154
27	uma	um	DET	DET	_	28	det	_	TokenRange=155:158
28	reportagem	reportagem	NOUN	NOUN	_	26	obj	_	TokenRange=159:169
29	informando	informar	VERB	VERB	_	28	acl	_	TokenRange=170:180
30	que	que	CCONJ	CONJ	_	33	mark	_	TokenRange=181:184
31	dilma	_	NOUN	NOUN	_	33	nsubj	_	TokenRange=185:190
32	iria	_	AUX	AUX	_	33	aux	_	TokenRange=191:195
33	destruir	destruir	VERB	VERB	_	29	ccomp	_	TokenRange=196:204
34	documentos	documento	NOUN	NOUN	_	33	obj	_	TokenRange=205:215
35	e	e	CCONJ	CONJ	_	36	cc	_	TokenRange=216:217
36	apagar	apagar	VERB	VERB	_	33	conj	_	TokenRange=218:224
37	registros	registro	NOUN	NOUN	_	36	obj	_	TokenRange=225:234
38-39	dos	_	_	_	_	_	_	_	TokenRange=235:238
38	de	de	ADP	ADP	_	40	case	_	_
39	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	40	det	_	_
40	computadores	computador	NOUN	NOUN	_	37	nmod	_	TokenRange=239:251
41-42	do	_	_	_	_	_	_	_	TokenRange=252:254
41	de	de	ADP	ADP	_	43	case	_	_
42	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	43	det	_	_
43	governo	governo	NOUN	NOUN	_	40	nmod	_	TokenRange=255:262
44	antes	antes	ADV	ADV	_	47	mark	_	TokenRange=263:268
45	de	_	ADP	ADP	_	44	fixed	_	TokenRange=269:271
46	ser	ser	AUX	AUX	_	47	aux:pass	_	TokenRange=272:275
47	afastada	afastar	VERB	VERB	_	26	advcl	_	TokenRange=276:284
48-49	do	_	_	_	_	_	_	_	TokenRange=285:287
48	de	de	ADP	ADP	_	50	case	_	_
49	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	50	det	_	_
50	cargo	cargo	NOUN	NOUN	_	47	nmod	_	TokenRange=288:293
51	inconformado	inconformar	VERB	VERB	_	47	acl	_	TokenRange=294:306
52	com	com	ADP	ADP	_	54	case	_	TokenRange=307:310
53	a	o	DET	DET	_	54	det	_	TokenRange=311:312
54	fala	_	NOUN	NOUN	_	51	nmod	_	TokenRange=313:317
55	de	de	ADP	ADP	_	56	case	_	TokenRange=318:320
56	caiado	caiado	NOUN	NOUN	_	54	nmod	_	TokenRange=321:327
57	o	o	DET	DET	_	58	det	_	TokenRange=328:329
58	senador	senador	NOUN	NOUN	_	62	nsubj	_	TokenRange=330:337
59	petista	petista	ADJ	ADJ	_	58	amod	_	TokenRange=338:345
60	lindbergh	_	NOUN	NOUN	_	58	appos	_	TokenRange=346:355
61	farias	faria	NOUN	NOUN	_	58	amod	_	TokenRange=356:362
62	disse	dizer	VERB	VERB	_	29	ccomp	_	TokenRange=363:368
63	o	o	DET	DET	_	64	det	_	TokenRange=369:370
64	senador	senador	NOUN	NOUN	_	33	obj	_	TokenRange=371:378
65	oposicionista	oposicionista	ADJ	ADJ	_	64	amod	_	TokenRange=379:392
66	e	e	CCONJ	CONJ	_	67	cc	_	TokenRange=393:394
67	mentiroso	mentiroso	ADJ	ADJ	_	65	conj	_	TokenRange=395:404
68	e	e	CCONJ	CONJ	_	69	cc	_	TokenRange=405:406
69	propaga	propagar	VERB	VERB	_	33	conj	_	TokenRange=407:414
70	informacao	informacao	NOUN	NOUN	_	69	obj	_	TokenRange=415:425
71	falsa	falso	ADJ	ADJ	_	70	amod	_	TokenRange=426:431
72	imagina	imaginar	VERB	VERB	_	62	conj	_	TokenRange=432:439
73	isso	_	PRON	PRON	_	72	obj	_	TokenRange=440:444
74	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=445:446
75	crime	crime	NOUN	NOUN	_	73	conj	_	TokenRange=447:452
76	o	o	DET	DET	_	77	det	_	TokenRange=453:454
77	senador	senador	NOUN	NOUN	_	72	nsubj	_	TokenRange=455:462
78	caiado	caiado	ADJ	ADJ	_	77	amod	_	TokenRange=463:469
79	esta	_	AUX	AUX	_	80	aux	_	TokenRange=470:474
80	mentindo	mentir	VERB	VERB	_	77	acl:relcl	_	TokenRange=475:483
81	a	_	ADP	ADP	_	83	case	_	TokenRange=484:485
82	essa	_	DET	DET	_	83	det	_	TokenRange=486:490
83	hora	hora	NOUN	NOUN	_	80	nmod	_	TokenRange=491:495
84	disse	dizer	VERB	VERB	_	62	conj	_	TokenRange=496:501
85	lindbergh	lindbergh	NOUN	NOUN	_	88	nsubj	_	TokenRange=502:511
86	caiado	caiado	ADJ	ADJ	_	85	amod	_	TokenRange=512:518
87	nao	nao	ADV	ADV	Polarity=Neg	88	advmod	_	TokenRange=519:522
88	gostou	gostar	VERB	VERB	_	84	ccomp	_	TokenRange=523:529
89-90	da	_	_	_	_	_	_	_	TokenRange=530:532
89	de	de	ADP	ADP	_	91	case	_	_
90	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	91	det	_	_
91	fala	_	NOUN	NOUN	_	88	nmod	_	TokenRange=533:537
92	e	e	CCONJ	CONJ	_	93	cc	_	TokenRange=538:539
93	xingou	xingar	VERB	VERB	_	88	conj	_	TokenRange=540:546
94	o	o	DET	DET	_	95	det	_	TokenRange=547:548
95	petista	petista	NOUN	NOUN	_	93	obj	_	TokenRange=549:556
96	vamos	ir	AUX	AUX	_	97	aux	_	TokenRange=557:562
97	falar	falar	VERB	VERB	_	93	ccomp	_	TokenRange=563:568
98	la	_	PRON	PRON	_	99	nsubj	_	TokenRange=569:571
99	fora	fora	ADV	ADV	_	97	advmod	_	TokenRange=572:576
100	seu	_	DET	DET	_	101	det:poss	_	TokenRange=577:580
101	mer	mer	NOUN	NOUN	_	97	obj	_	TokenRange=581:584
102	lindbergh	_	NOUN	NOUN	_	101	appos	_	TokenRange=585:594
103	retrucou	retrucar	VERB	VERB	_	97	conj	_	TokenRange=595:603
104	o	o	DET	DET	_	105	det	_	TokenRange=604:605
105	senhor	senhor	NOUN	NOUN	_	103	obj	_	TokenRange=606:612
106	nao	nao	ADV	ADV	Polarity=Neg	108	advmod	_	TokenRange=613:616
107	esta	_	AUX	AUX	_	108	aux	_	TokenRange=617:621
108	falando	falar	VERB	VERB	_	103	ccomp	_	TokenRange=622:629
109	com	com	ADP	ADP	_	111	case	_	TokenRange=630:633
110	os	o	DET	DET	_	111	det	_	TokenRange=634:636
111	funcionarios	funcionario	NOUN	NOUN	_	108	nmod	_	TokenRange=637:649
112-113	das	_	_	_	_	_	_	_	TokenRange=650:653
112	de	de	ADP	ADP	_	115	case	_	_
113	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	115	det	_	_
114	suas	_	DET	DET	_	115	det:poss	_	TokenRange=654:658
115	fazendas	fazenda	NOUN	NOUN	_	111	nmod	_	TokenRange=659:667
116	a	o	DET	DET	_	117	det	_	TokenRange=668:669
117	sessao	sessao	NOUN	NOUN	_	131	nsubj	_	TokenRange=670:676
118-119	da	_	_	_	_	_	_	_	TokenRange=677:679
118	de	de	ADP	ADP	_	120	case	_	_
119	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	120	det	_	_
120	comissao	comissao	NOUN	NOUN	_	117	nmod	_	TokenRange=680:688
121-122	do	_	_	_	_	_	_	_	TokenRange=689:691
121	de	de	ADP	ADP	_	123	case	_	_
122	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	123	det	_	_
123	impeachment	impeachment	NOUN	NOUN	_	120	nmod	_	TokenRange=692:703
124	foi	_	AUX	AUX	_	125	aux:pass	_	TokenRange=704:707
125	interrompida	interromper	VERB	VERB	_	62	parataxis	_	TokenRange=708:720
126	para	_	ADP	ADP	_	131	mark	_	TokenRange=721:725
127	que	_	CCONJ	CONJ	_	126	fixed	_	TokenRange=726:729
128	os	o	DET	DET	_	129	det	_	TokenRange=730:732
129	senadores	senador	NOUN	NOUN	_	131	nsubj	_	TokenRange=733:742
130	se	_	PRON	PRON	_	131	obj	_	TokenRange=743:745
131	acalmassem	acalmar	VERB	VERB	_	125	advcl	_	TokenRange=746:756

