# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = conheca o jovem delator que esta causando panico no pmdb figuroes corruptos nao escaparao da cadeia mesmo com o foro privilegiado muitos congressistas estao sob a expectativa de ter suas prisoes decretadas a qualquer momento pelo ministro edson fachin relator da lavajato no stf a pgr procuradoria geral da republica ja solicitou a prisao de alguns investigados do pmdb informacoes do jornalista claudio humberto confirmaram que fachin estaria buscando apoio dos colegas do stf para concretizar sua decisao fontes proximas a pgr garantem que ha muito a ser revelado e de teor ainda mais grave contra michel temer o acordo de delacao premiada de expedito esta causando panico na cupula do pmdb alguns figuroes ja sabem que nao escaparao da cadeia did que e filho do delator sergio machado ofereceu aos investigadores da operacao lava jato o caminho do dinheiro roubado da transpetro subsidiaria da petrobras a transpetro foi presidida pelo pai de did pelo periodo de 11 anos o relator da lava jato no stf e o responsavel por homologar a delacao de pai e filho que inclui tambem a devolucao dos recursos desviados por expedito e seu pai sergio os numeros poderao chegar a centenas de milhoes
1	conheca	conhecar	VERB	VERB	_	0	root	_	TokenRange=0:7
54	de	de	ADP	ADP	_	56	case	_	_
55	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	56	det	_	_
56	republica	_	NOUN	NOUN	_	51	nmod	_	TokenRange=307:316
57	ja	ja	ADV	ADV	_	58	advmod	_	TokenRange=317:319
58	solicitou	solicitar	VERB	VERB	_	1	conj	_	TokenRange=320:329
59	a	o	DET	DET	_	60	det	_	TokenRange=330:331
60	prisao	prisao	NOUN	NOUN	_	58	obj	_	TokenRange=332:338
61	de	de	ADP	ADP	_	63	case	_	TokenRange=339:341
62	alguns	_	DET	DET	_	63	det	_	TokenRange=342:348
63	investigados	investigado	NOUN	NOUN	_	60	nmod	_	TokenRange=349:361
64-65	do	_	_	_	_	_	_	_	TokenRange=362:364
64	de	de	ADP	ADP	_	66	case	_	_
65	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	66	det	_	_
66	pmdb	_	NOUN	NOUN	_	63	nmod	_	TokenRange=365:369
67	informacoes	informacoe	NOUN	NOUN	_	169	nsubj:pass	_	TokenRange=370:381
68-69	do	_	_	_	_	_	_	_	TokenRange=382:384
68	de	de	ADP	ADP	_	70	case	_	_
69	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	70	det	_	_
70	jornalista	jornalista	NOUN	NOUN	_	67	nmod	_	TokenRange=385:395
71	claudio	claudio	NOUN	NOUN	_	70	appos	_	TokenRange=396:403
72	humberto	humberto	NOUN	NOUN	_	70	flat	_	TokenRange=404:412
73	confirmaram	confirmar	VERB	VERB	_	1	parataxis	_	TokenRange=413:424
74	que	que	CCONJ	CONJ	_	77	mark	_	TokenRange=425:428
75	fachin	_	NOUN	NOUN	_	77	nsubj	_	TokenRange=429:435
76	estaria	estar	AUX	AUX	_	77	aux	_	TokenRange=436:443
77	buscando	buscar	VERB	VERB	_	73	ccomp	_	TokenRange=444:452
78	apoio	apoio	NOUN	NOUN	_	77	obj	_	TokenRange=453:458
79-80	dos	_	_	_	_	_	_	_	TokenRange=459:462
79	de	de	ADP	ADP	_	81	case	_	_
80	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	81	det	_	_
81	colegas	colega	NOUN	NOUN	_	78	nmod	_	TokenRange=463:470
82-83	do	_	_	_	_	_	_	_	TokenRange=471:473
82	de	de	ADP	ADP	_	84	case	_	_
83	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	84	det	_	_
84	stf	stf	NOUN	NOUN	_	81	nmod	_	TokenRange=474:477
85	para	_	ADP	ADP	_	86	mark	_	TokenRange=478:482
86	concretizar	concretizar	VERB	VERB	_	77	advcl	_	TokenRange=483:494
87	sua	_	DET	DET	_	88	det:poss	_	TokenRange=495:498
88	decisao	decisao	NOUN	NOUN	_	86	obj	_	TokenRange=499:506
89	fontes	fonte	NOUN	NOUN	_	86	obj	_	TokenRange=507:513
90	proximas	proximo	ADJ	ADJ	_	89	amod	_	TokenRange=514:522
91	a	_	ADP	ADP	_	92	case	_	TokenRange=523:524
92	pgr	_	NOUN	NOUN	_	90	nmod	_	TokenRange=525:528
93	garantem	garantir	VERB	VERB	_	198	acl:relcl	_	TokenRange=529:537
94	que	que	CCONJ	CONJ	_	95	mark	_	TokenRange=538:541
95	ha	_	VERB	VERB	_	93	ccomp	_	TokenRange=542:544
96	muito	_	PRON	PRON	_	95	obj	_	TokenRange=545:550
97	a	_	ADP	ADP	_	99	mark	_	TokenRange=551:552
98	ser	ser	AUX	AUX	_	99	aux:pass	_	TokenRange=553:556
99	revelado	revelar	VERB	VERB	_	96	nmod	_	TokenRange=557:565
100	e	e	CCONJ	CONJ	_	102	cc	_	TokenRange=566:567
101	de	de	ADP	ADP	_	102	case	_	TokenRange=568:570
102	teor	teor	NOUN	NOUN	_	99	conj	_	TokenRange=571:575
103	ainda	ainda	ADV	ADV	_	104	advmod	_	TokenRange=576:581
104	mais	mais	ADV	ADV	_	105	advmod	_	TokenRange=582:586
105	grave	grave	ADJ	ADJ	_	102	amod	_	TokenRange=587:592
106	contra	_	ADP	ADP	_	107	case	_	TokenRange=593:599
107	michel	michel	DET	DET	_	99	nmod	_	TokenRange=600:606
108	temer	temer	NOUN	NOUN	_	102	nmod	_	TokenRange=607:612
109	o	o	DET	DET	_	110	det	_	TokenRange=613:614
110	acordo	acordo	NOUN	NOUN	_	202	nsubj	_	TokenRange=615:621
111	de	de	ADP	ADP	_	112	case	_	TokenRange=622:624
112	delacao	delacao	NOUN	NOUN	_	110	nmod	_	TokenRange=625:632
113	premiada	premiar	VERB	VERB	_	112	acl	_	TokenRange=633:641
114	de	de	ADP	ADP	_	115	case	_	TokenRange=642:644
115	expedito	expedito	NOUN	NOUN	_	112	nmod	_	TokenRange=645:653
116	esta	_	AUX	AUX	_	117	aux	_	TokenRange=654:658
117	causando	causar	VERB	VERB	_	208	acl:relcl	_	TokenRange=659:667
118	panico	panico	NOUN	NOUN	_	117	obj	_	TokenRange=668:674
119-120	na	_	_	_	_	_	_	_	TokenRange=675:677
119	em	em	ADP	ADP	_	121	case	_	_
120	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	121	det	_	_
121	cupula	cupula	NOUN	NOUN	_	117	nmod	_	TokenRange=678:684
122-123	do	_	_	_	_	_	_	_	TokenRange=685:687
122	de	de	ADP	ADP	_	124	case	_	_
123	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	124	det	_	_
124	pmdb	_	NOUN	NOUN	_	121	nmod	_	TokenRange=688:692
125	alguns	_	DET	DET	_	126	det	_	TokenRange=693:699
126	figuroes	figuroe	NOUN	NOUN	_	26	nsubj	_	TokenRange=700:708
127	ja	ja	ADV	ADV	_	128	advmod	_	TokenRange=709:711
128	sabem	saber	VERB	VERB	_	1	parataxis	_	TokenRange=712:717
129	que	que	CCONJ	CONJ	_	131	mark	_	TokenRange=718:721
130	nao	nao	ADV	ADV	Polarity=Neg	131	advmod	_	TokenRange=722:725
131	escaparao	escapar	VERB	VERB	_	128	ccomp	_	TokenRange=726:735
132-133	da	_	_	_	_	_	_	_	TokenRange=736:738
132	de	de	ADP	ADP	_	134	case	_	_
133	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	134	det	_	_
134	cadeia	cadeia	NOUN	NOUN	_	131	nmod	_	TokenRange=739:745
135	did	did	NOUN	NOUN	_	40	appos	_	TokenRange=746:749
136	que	_	PRON	PRON	_	144	nsubj	_	TokenRange=750:753
137	e	e	CCONJ	CONJ	_	138	cc	_	TokenRange=754:755
138	filho	filho	NOUN	NOUN	_	135	conj	_	TokenRange=756:761
139-140	do	_	_	_	_	_	_	_	TokenRange=762:764
139	de	de	ADP	ADP	_	141	case	_	_
140	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	141	det	_	_
141	delator	delator	NOUN	NOUN	_	138	nmod	_	TokenRange=765:772
142	sergio	sergio	NOUN	NOUN	_	141	appos	_	TokenRange=773:779
143	machado	machado	NOUN	NOUN	_	142	flat	_	TokenRange=780:787
144	ofereceu	oferecer	VERB	VERB	_	31	ccomp	_	TokenRange=788:796
145-146	aos	_	_	_	_	_	_	_	TokenRange=797:800
145	a	a	ADP	ADP	_	147	case	_	_
146	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	147	det	_	_
147	investigadores	investigador	NOUN	NOUN	_	144	iobj	_	TokenRange=801:815
148-149	da	_	_	_	_	_	_	_	TokenRange=816:818
148	de	de	ADP	ADP	_	150	case	_	_
149	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	150	det	_	_
150	operacao	operacao	NOUN	NOUN	_	147	nmod	_	TokenRange=819:827
151	lava	lava	NOUN	NOUN	_	150	appos	_	TokenRange=828:832
152	jato	jato	NOUN	NOUN	_	151	flat	_	TokenRange=833:837
153	o	o	DET	DET	_	154	det	_	TokenRange=838:839
154	caminho	caminho	NOUN	NOUN	_	144	obj	_	TokenRange=840:847
155-156	do	_	_	_	_	_	_	_	TokenRange=848:850
155	de	de	ADP	ADP	_	157	case	_	_
156	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	157	det	_	_
157	dinheiro	dinheiro	NOUN	NOUN	_	154	nmod	_	TokenRange=851:859
158	roubado	roubar	VERB	VERB	_	157	acl	_	TokenRange=860:867
159-160	da	_	_	_	_	_	_	_	TokenRange=868:870
159	de	de	ADP	ADP	_	161	case	_	_
160	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	161	det	_	_
161	transpetro	transpetro	NOUN	NOUN	_	154	nmod	_	TokenRange=871:881
162	subsidiaria	subsidiaria	ADJ	ADJ	_	161	amod	_	TokenRange=882:893
163-164	da	_	_	_	_	_	_	_	TokenRange=894:896
163	de	de	ADP	ADP	_	165	case	_	_
164	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	165	det	_	_
165	petrobras	petrobra	NOUN	NOUN	_	161	nmod	_	TokenRange=897:906
166	a	o	DET	DET	_	167	det	_	TokenRange=907:908
167	transpetro	transpetro	NOUN	NOUN	_	169	nsubj:pass	_	TokenRange=909:919
168	foi	_	AUX	AUX	_	169	aux:pass	_	TokenRange=920:923
169	presidida	presidir	VERB	VERB	_	73	ccomp	_	TokenRange=924:933
170-171	pelo	_	_	_	_	_	_	_	TokenRange=934:938
170	por	por	ADP	ADP	_	172	case	_	_
171	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	172	det	_	_
172	pai	pai	NOUN	NOUN	_	169	nmod	_	TokenRange=939:942
173	de	de	ADP	ADP	_	174	case	_	TokenRange=943:945
174	did	_	PROPN	PNOUN	_	172	nmod	_	TokenRange=946:949
175-176	pelo	_	_	_	_	_	_	_	TokenRange=950:954
175	por	por	ADP	ADP	_	177	case	_	_
176	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	177	det	_	_
177	periodo	periodo	NOUN	NOUN	_	169	nmod	_	TokenRange=955:962
178	de	de	ADP	ADP	_	180	case	_	TokenRange=963:965
179	11	_	NUM	NUM	NumType=Card	180	nummod	_	TokenRange=966:968
180	anos	ano	NOUN	NOUN	_	177	nmod	_	TokenRange=969:973
181	o	o	DET	DET	_	182	det	_	TokenRange=974:975
182	relator	relator	NOUN	NOUN	_	169	nsubj:pass	_	TokenRange=976:983
183-184	da	_	_	_	_	_	_	_	TokenRange=984:986
183	de	de	ADP	ADP	_	185	case	_	_
184	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	185	det	_	_
185	lava	lava	NOUN	NOUN	_	182	nmod	_	TokenRange=987:991
186	jato	jato	ADJ	ADJ	_	185	amod	_	TokenRange=992:996
187-188	no	_	_	_	_	_	_	_	TokenRange=997:999
187	em	em	ADP	ADP	_	189	case	_	_
188	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	189	det	_	_
189	stf	_	NOUN	NOUN	_	185	nmod	_	TokenRange=1000:1003
190	e	e	CCONJ	CONJ	_	192	cc	_	TokenRange=1004:1005
191	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	192	det	_	TokenRange=1006:1007
192	responsavel	responsavel	NOUN	NOUN	_	182	conj	_	TokenRange=1008:1019
193	por	_	ADP	ADP	_	194	mark	_	TokenRange=1020:1023
194	homologar	homologar	VERB	VERB	_	192	nmod	_	TokenRange=1024:1033
195	a	o	DET	DET	_	196	det	_	TokenRange=1034:1035
196	delacao	delacao	NOUN	NOUN	_	194	obj	_	TokenRange=1036:1043
197	de	de	ADP	ADP	_	198	case	_	TokenRange=1044:1046
198	pai	pai	NOUN	NOUN	_	196	nmod	_	TokenRange=1047:1050
199	e	e	CCONJ	CONJ	_	200	cc	_	TokenRange=1051:1052
200	filho	filho	NOUN	NOUN	_	198	conj	_	TokenRange=1053:1058
201	que	_	PRON	PRON	_	202	nsubj	_	TokenRange=1059:1062
202	inclui	incluir	VERB	VERB	_	89	acl:relcl	_	TokenRange=1063:1069
203	tambem	tambem	ADV	ADV	_	202	advmod	_	TokenRange=1070:1076
204	a	o	DET	DET	_	205	det	_	TokenRange=1077:1078
205	devolucao	devolucao	NOUN	NOUN	_	202	obj	_	TokenRange=1079:1088
206-207	dos	_	_	_	_	_	_	_	TokenRange=1089:1092
206	de	de	ADP	ADP	_	208	case	_	_
207	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	208	det	_	_
208	recursos	recurso	NOUN	NOUN	_	205	nmod	_	TokenRange=1093:1101
209	desviados	desviar	VERB	VERB	_	208	acl	_	TokenRange=1102:1111
210	por	por	ADP	ADP	_	211	case	_	TokenRange=1112:1115
211	expedito	expedito	NOUN	NOUN	_	209	nmod	_	TokenRange=1116:1124
212	e	e	CCONJ	CONJ	_	214	cc	_	TokenRange=1125:1126
213	seu	_	DET	DET	_	214	det:poss	_	TokenRange=1127:1130
214	pai	pai	NOUN	NOUN	_	211	conj	_	TokenRange=1131:1134
215	sergio	sergio	NOUN	NOUN	_	214	amod	_	TokenRange=1135:1141
216	os	o	DET	DET	_	217	det	_	TokenRange=1142:1144
217	numeros	numero	NOUN	NOUN	_	219	nsubj	_	TokenRange=1145:1152
218	poderao	poder	AUX	AUX	_	219	aux	_	TokenRange=1153:1160
219	chegar	chegar	VERB	VERB	_	93	ccomp	_	TokenRange=1161:1167
220	a	_	ADP	ADP	_	223	case	_	TokenRange=1168:1169
221	centenas	_	NUM	NUM	NumType=Card	223	nummod	_	TokenRange=1170:1178
222	de	de	ADP	ADP	_	223	case	_	TokenRange=1179:1181
223	milhoes	_	NUM	NUM	NumType=Card	219	nmod	_	TokenRange=1182:1189

