# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = saiba o que anda tirando o sono de lula processos estao a um passo de curitiba teori zavascki ministro do stf esta providenciando a remessa dos inqueritos de lula para a republica de curitiba os processos cairao nas maos implacaveis do juiz sergio moro revelou o site giba um lula e seus advogados estao acompanhando de perto o encaminhamento o que aumenta ao extremo seu grau de preocupacao sobre uma possivel prisao o expresidente esta abatido e muito preocupado outros processos envolvendo seus familiares tambem serao julgados pela 13a vara federal de curitiba a cupula do partido nao confirmou a retomada do cancer mas afirma que lula tem dores e forte depressao o instituto lula disse que a doenca nao voltou a atacar o expresidente
1	saiba	saber	VERB	VERB	_	0	root	_	TokenRange=0:5
34	republica	_	NOUN	NOUN	_	29	nmod	_	TokenRange=170:179
35	de	de	ADP	ADP	_	36	case	_	TokenRange=180:182
36	curitiba	curitiba	NOUN	NOUN	_	34	nmod	_	TokenRange=183:191
37	os	o	DET	DET	_	38	det	_	TokenRange=192:194
38	processos	processo	NOUN	NOUN	_	24	nsubj	_	TokenRange=195:204
39	cairao	_	VERB	VERB	_	24	conj	_	TokenRange=205:211
40-41	nas	_	_	_	_	_	_	_	TokenRange=212:215
40	em	em	ADP	ADP	_	42	case	_	_
41	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	42	det	_	_
42	maos	mao	NOUN	NOUN	_	39	nmod	_	TokenRange=216:220
43	implacaveis	implacavel	ADJ	ADJ	_	42	amod	_	TokenRange=221:232
44-45	do	_	_	_	_	_	_	_	TokenRange=233:235
44	de	de	ADP	ADP	_	46	case	_	_
45	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	46	det	_	_
46	juiz	juiz	NOUN	NOUN	_	29	nmod	_	TokenRange=236:240
47	sergio	sergio	NOUN	NOUN	_	46	appos	_	TokenRange=241:247
48	moro	moro	NOUN	NOUN	_	46	flat	_	TokenRange=248:252
49	revelou	revelar	VERB	VERB	_	24	parataxis	_	TokenRange=253:260
50	o	o	DET	DET	_	51	det	_	TokenRange=261:262
51	site	site	NOUN	NOUN	_	49	obj	_	TokenRange=263:267
52	giba	giba	NOUN	NOUN	_	51	appos	_	TokenRange=268:272
53	um	um	DET	DET	_	54	det	_	TokenRange=273:275
54	lula	_	NOUN	NOUN	_	39	nsubj	_	TokenRange=276:280
55	e	e	CCONJ	CONJ	_	57	cc	_	TokenRange=281:282
56	seus	_	DET	DET	_	57	det:poss	_	TokenRange=283:287
57	advogados	advogado	NOUN	NOUN	_	54	conj	_	TokenRange=288:297
58	estao	_	AUX	AUX	_	59	aux	_	TokenRange=298:303
59	acompanhando	acompanhar	VERB	VERB	_	39	conj	_	TokenRange=304:316
60	de	_	ADP	ADP	_	61	mark	_	TokenRange=317:319
61	perto	perto	ADV	ADV	_	59	nmod	_	TokenRange=320:325
62	o	o	DET	DET	_	63	det	_	TokenRange=326:327
63	encaminhamento	encaminhamento	NOUN	NOUN	_	59	obj	_	TokenRange=328:342
64	o	o	PRON	PRON	_	65	det	_	TokenRange=343:344
65	que	_	PRON	PRON	_	66	nsubj	_	TokenRange=345:348
66	aumenta	aumentar	VERB	VERB	_	49	ccomp	_	TokenRange=349:356
67-68	ao	_	_	_	_	_	_	_	TokenRange=357:359
67	a	a	ADP	ADP	_	69	case	_	_
68	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	69	det	_	_
69	extremo	extremo	NOUN	NOUN	_	66	nmod	_	TokenRange=360:367
70	seu	_	DET	DET	_	71	det:poss	_	TokenRange=368:371
71	grau	grau	NOUN	NOUN	_	66	obj	_	TokenRange=372:376
72	de	de	ADP	ADP	_	73	case	_	TokenRange=377:379
73	preocupacao	preocupacao	NOUN	NOUN	_	71	nmod	_	TokenRange=380:391
74	sobre	_	ADP	ADP	_	77	case	_	TokenRange=392:397
75	uma	um	DET	DET	_	77	det	_	TokenRange=398:401
76	possivel	possivel	ADJ	ADJ	_	77	amod	_	TokenRange=402:410
77	prisao	prisao	NOUN	NOUN	_	73	nmod	_	TokenRange=411:417
78	o	o	DET	DET	_	79	det	_	TokenRange=418:419
79	expresidente	expresidente	NOUN	NOUN	_	80	nsubj	_	TokenRange=420:432
80	esta	_	VERB	VERB	_	29	acl:relcl	_	TokenRange=433:437
81	abatido	abatido	ADJ	ADJ	_	80	xcomp	_	TokenRange=438:445
82	e	e	CCONJ	CONJ	_	84	cc	_	TokenRange=446:447
83	muito	muito	ADV	ADV	_	84	advmod	_	TokenRange=448:453
84	preocupado	preocupado	ADJ	ADJ	_	81	conj	_	TokenRange=454:464
85	outros	_	DET	DET	_	86	det	_	TokenRange=465:471
86	processos	processo	NOUN	NOUN	_	92	nsubj:pass	_	TokenRange=472:481
87	envolvendo	envolver	VERB	VERB	_	86	acl	_	TokenRange=482:492
88	seus	_	DET	DET	_	89	det:poss	_	TokenRange=493:497
89	familiares	familiar	NOUN	NOUN	_	87	obj	_	TokenRange=498:508
90	tambem	tambem	ADV	ADV	_	92	advmod	_	TokenRange=509:515
91	serao	ser	AUX	AUX	_	92	aux:pass	_	TokenRange=516:521
92	julgados	julgar	VERB	VERB	_	80	conj	_	TokenRange=522:530
93-94	pela	_	_	_	_	_	_	_	TokenRange=531:535
93	por	por	ADP	ADP	_	96	case	_	_
94	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	96	det	_	_
95	13a	_	ADJ	ADJ	_	96	amod	_	TokenRange=536:539
96	vara	vara	NOUN	NOUN	_	92	nmod	_	TokenRange=540:544
97	federal	federal	ADJ	ADJ	_	96	amod	_	TokenRange=545:552
98	de	de	ADP	ADP	_	99	case	_	TokenRange=553:555
99	curitiba	curitiba	NOUN	NOUN	_	96	nmod	_	TokenRange=556:564
100	a	o	DET	DET	_	101	det	_	TokenRange=565:566
101	cupula	cupula	NOUN	NOUN	_	92	nsubj:pass	_	TokenRange=567:573
102-103	do	_	_	_	_	_	_	_	TokenRange=574:576
102	de	de	ADP	ADP	_	104	case	_	_
103	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	104	det	_	_
104	partido	partido	NOUN	NOUN	_	101	nmod	_	TokenRange=577:584
105	nao	nao	ADV	ADV	Polarity=Neg	106	advmod	_	TokenRange=585:588
106	confirmou	confirmar	VERB	VERB	_	49	ccomp	_	TokenRange=589:598
107	a	o	DET	DET	_	108	det	_	TokenRange=599:600
108	retomada	retomada	NOUN	NOUN	_	106	obj	_	TokenRange=601:609
109-110	do	_	_	_	_	_	_	_	TokenRange=610:612
109	de	de	ADP	ADP	_	111	case	_	_
110	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	111	det	_	_
111	cancer	cancer	NOUN	NOUN	_	108	nmod	_	TokenRange=613:619
112	mas	mas	CCONJ	CONJ	_	113	cc	_	TokenRange=620:623
113	afirma	afirmar	VERB	VERB	_	106	conj	_	TokenRange=624:630
114	que	que	CCONJ	CONJ	_	116	mark	_	TokenRange=631:634
115	lula	_	NOUN	NOUN	_	116	nsubj	_	TokenRange=635:639
116	tem	ter	VERB	VERB	_	113	ccomp	_	TokenRange=640:643
117	dores	dor	NOUN	NOUN	_	116	obj	_	TokenRange=644:649
118	e	e	CCONJ	CONJ	_	120	cc	_	TokenRange=650:651
119	forte	forte	ADJ	ADJ	_	120	amod	_	TokenRange=652:657
120	depressao	depressao	NOUN	NOUN	_	117	conj	_	TokenRange=658:667
121	o	o	DET	DET	_	122	det	_	TokenRange=668:669
122	instituto	instituto	NOUN	NOUN	_	124	nsubj	_	TokenRange=670:679
123	lula	_	NOUN	NOUN	_	122	appos	_	TokenRange=680:684
124	disse	dizer	VERB	VERB	_	113	conj	_	TokenRange=685:690
125	que	que	CCONJ	CONJ	_	131	mark	_	TokenRange=691:694
126	a	o	DET	DET	_	127	det	_	TokenRange=695:696
127	doenca	doenca	NOUN	NOUN	_	131	nsubj	_	TokenRange=697:703
128	nao	nao	ADV	ADV	Polarity=Neg	131	advmod	_	TokenRange=704:707
129	voltou	voltar	AUX	AUX	_	131	aux	_	TokenRange=708:714
130	a	_	ADP	ADP	_	131	mark	_	TokenRange=715:716
131	atacar	atacar	VERB	VERB	_	124	ccomp	_	TokenRange=717:723
132	o	o	DET	DET	_	133	det	_	TokenRange=724:725
133	expresidente	expresidente	NOUN	NOUN	_	131	obj	_	TokenRange=726:738

