# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = pressupor que lula nao sera preso seria como contar com a continuacao da impunidade no pais o mandado de conducao coercitiva emitido pelo juiz moro contra o expresidente lula na ultima sexta 04 foi apenas um procedimento padrao que antecede novas etapas de um processo de investigacao as provas obtidas na residencia de lula de seus familiares e amigos incluindo computadores celulares e outros arquivos serao confrontadas com outros elementos que ja se encontram em poder dos peritos da forcatarefa em curitiba patricia carvalho de brasilia para o diario do brasil a policia federal sabia exatamente o que procurar quando cumpriu os mandados de busca e apreensao em varios enderecos ligados a lula o ministerio publico federal esta reunindo documentos para comprovar que lula sabia de tudo e se beneficiou de todas as operacoes criminosas e nao foi somente o expresidente familiares amigos e membros do partido dos trabalhadores poderao ser incriminados em uma proxima fase da operacao lavajato o mp foi enfatico no documento divulgado durante a deflagracao da 24 fase da lava jato o material detalha uma serie suspeitas que pesam contra o expresidente lula hoje nos estamos analisando evidencias de que o expresidente e sua familia receberam vantagens para eventualmente consecucao de atos dentro do governo diz carlos fernando lima procurador da republica para os procuradores da lava jato o expresidente lula alem de lider partidario era o responsavel pela decisao de quem seriam os diretores da petrobras e foi um dos principais beneficiarios dos delitos de acordo com o mp surgiram evidencias de que os crimes o enriqueceram e financiaram campanhas eleitorais e o caixa de sua agremiacao politica e a oposicao que nao faca festa novas fases da lavajato virao e ninguem escapara das delacoes premiadas quando grande parte do pt estiver atras das grades
1	pressupor	pressupor	VERB	VERB	_	7	csubj	_	TokenRange=0:9
35	ultima	_	ADJ	ADJ	_	36	amod	_	TokenRange=178:184
36	sexta	_	PROPN	PNOUN	_	24	nmod	_	TokenRange=185:190
37	04	_	NUM	NUM	NumType=Card	36	nmod	_	TokenRange=191:193
38	foi	_	AUX	AUX	_	41	cop	_	TokenRange=194:197
39	apenas	apenas	ADV	ADV	_	41	advmod	_	TokenRange=198:204
40	um	um	DET	DET	_	41	det	_	TokenRange=205:207
41	procedimento	procedimento	NOUN	NOUN	_	7	parataxis	_	TokenRange=208:220
42	padrao	padrao	ADJ	ADJ	_	41	amod	_	TokenRange=221:227
43	que	_	PRON	PRON	_	44	nsubj	_	TokenRange=228:231
44	antecede	anteceder	VERB	VERB	_	41	acl:relcl	_	TokenRange=232:240
45	novas	novo	ADJ	ADJ	_	46	amod	_	TokenRange=241:246
46	etapas	etapa	NOUN	NOUN	_	44	obj	_	TokenRange=247:253
47	de	de	ADP	ADP	_	49	case	_	TokenRange=254:256
48	um	um	DET	DET	_	49	det	_	TokenRange=257:259
49	processo	processo	NOUN	NOUN	_	46	nmod	_	TokenRange=260:268
50	de	de	ADP	ADP	_	51	case	_	TokenRange=269:271
51	investigacao	investigacao	NOUN	NOUN	_	49	nmod	_	TokenRange=272:284
52	as	o	DET	DET	_	53	det	_	TokenRange=285:287
53	provas	prova	NOUN	NOUN	_	127	nsubj	_	TokenRange=288:294
54	obtidas	obter	VERB	VERB	_	53	acl	_	TokenRange=295:302
55-56	na	_	_	_	_	_	_	_	TokenRange=303:305
55	em	em	ADP	ADP	_	57	case	_	_
56	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	57	det	_	_
57	residencia	residencia	NOUN	NOUN	_	54	nmod	_	TokenRange=306:316
58	de	de	ADP	ADP	_	59	case	_	TokenRange=317:319
59	lula	lula	NOUN	NOUN	_	57	nmod	_	TokenRange=320:324
60	de	de	ADP	ADP	_	62	case	_	TokenRange=325:327
61	seus	_	DET	DET	_	62	det:poss	_	TokenRange=328:332
62	familiares	familiar	NOUN	NOUN	_	57	nmod	_	TokenRange=333:343
63	e	e	CCONJ	CONJ	_	64	cc	_	TokenRange=344:345
64	amigos	amigo	NOUN	NOUN	_	62	conj	_	TokenRange=346:352
65	incluindo	incluir	VERB	VERB	_	53	acl	_	TokenRange=353:362
66	computadores	computador	NOUN	NOUN	_	65	obj	_	TokenRange=363:375
67	celulares	celular	ADJ	ADJ	_	66	amod	_	TokenRange=376:385
68	e	e	CCONJ	CONJ	_	70	cc	_	TokenRange=386:387
69	outros	_	DET	DET	_	70	det	_	TokenRange=388:394
70	arquivos	arquivo	NOUN	NOUN	_	66	conj	_	TokenRange=395:403
71	serao	_	AUX	AUX	_	72	aux:pass	_	TokenRange=404:409
72	confrontadas	confrontar	VERB	VERB	_	41	conj	_	TokenRange=410:422
73	com	com	ADP	ADP	_	75	case	_	TokenRange=423:426
74	outros	_	DET	DET	_	75	det	_	TokenRange=427:433
75	elementos	elemento	NOUN	NOUN	_	72	nmod	_	TokenRange=434:443
76	que	_	PRON	PRON	_	79	nsubj	_	TokenRange=444:447
77	ja	ja	ADV	ADV	_	79	advmod	_	TokenRange=448:450
78	se	_	PART	PRT	_	79	expl:pv	_	TokenRange=451:453
79	encontram	encontrar	VERB	VERB	_	75	acl:relcl	_	TokenRange=454:463
80	em	em	ADP	ADP	_	81	case	_	TokenRange=464:466
81	poder	poder	NOUN	NOUN	_	79	nmod	_	TokenRange=467:472
82-83	dos	_	_	_	_	_	_	_	TokenRange=473:476
82	de	de	ADP	ADP	_	84	case	_	_
83	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	84	det	_	_
84	peritos	perito	NOUN	NOUN	_	81	nmod	_	TokenRange=477:484
85-86	da	_	_	_	_	_	_	_	TokenRange=485:487
85	de	de	ADP	ADP	_	87	case	_	_
86	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
87	forcatarefa	forcatarefa	NOUN	NOUN	_	84	nmod	_	TokenRange=488:499
88	em	em	ADP	ADP	_	89	case	_	TokenRange=500:502
89	curitiba	curitiba	NOUN	NOUN	_	79	nmod	_	TokenRange=503:511
90	patricia	patricia	NOUN	NOUN	_	57	appos	_	TokenRange=512:520
91	carvalho	carvalho	NOUN	NOUN	_	90	flat	_	TokenRange=521:529
92	de	de	ADP	ADP	_	93	case	_	TokenRange=530:532
93	brasilia	brasilia	NOUN	NOUN	_	90	nmod	_	TokenRange=533:541
94	para	para	ADP	ADP	_	96	case	_	TokenRange=542:546
95	o	o	DET	DET	_	96	det	_	TokenRange=547:548
96	diario	diario	NOUN	NOUN	_	162	nmod	_	TokenRange=549:555
97-98	do	_	_	_	_	_	_	_	TokenRange=556:558
97	de	de	ADP	ADP	_	99	case	_	_
98	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	99	det	_	_
99	brasil	brasil	NOUN	NOUN	_	96	nmod	_	TokenRange=559:565
100	a	o	DET	DET	_	101	det	_	TokenRange=566:567
101	policia	policia	NOUN	NOUN	_	103	nsubj	_	TokenRange=568:575
102	federal	federal	ADJ	ADJ	_	101	amod	_	TokenRange=576:583
103	sabia	saber	VERB	VERB	_	7	parataxis	_	TokenRange=584:589
104	exatamente	exatamente	ADV	ADV	_	103	advmod	_	TokenRange=590:600
105	o	_	PRON	PRON	_	103	obj	_	TokenRange=601:602
106	que	_	PRON	PRON	_	79	obj	_	TokenRange=603:606
107	procurar	procurar	VERB	VERB	_	105	acl:relcl	_	TokenRange=607:615
108	quando	_	CCONJ	CONJ	_	109	mark	_	TokenRange=616:622
109	cumpriu	cumprir	VERB	VERB	_	215	advcl	_	TokenRange=623:630
110	os	o	DET	DET	_	111	det	_	TokenRange=631:633
111	mandados	mandado	NOUN	NOUN	_	109	obj	_	TokenRange=634:642
112	de	de	ADP	ADP	_	113	case	_	TokenRange=643:645
113	busca	busca	NOUN	NOUN	_	111	nmod	_	TokenRange=646:651
114	e	e	CCONJ	CONJ	_	115	cc	_	TokenRange=652:653
115	apreensao	apreensao	NOUN	NOUN	_	113	conj	_	TokenRange=654:663
116	em	em	ADP	ADP	_	118	case	_	TokenRange=664:666
117	varios	_	DET	DET	_	118	det	_	TokenRange=667:673
118	enderecos	endereco	NOUN	NOUN	_	24	nmod	_	TokenRange=674:683
119	ligados	ligar	VERB	VERB	_	118	acl	_	TokenRange=684:691
120	a	_	ADP	ADP	_	121	case	_	TokenRange=692:693
121	lula	lula	NOUN	NOUN	_	119	nmod	_	TokenRange=694:698
122	o	o	DET	DET	_	123	det	_	TokenRange=699:700
123	ministerio	ministerio	NOUN	NOUN	_	250	nsubj	_	TokenRange=701:711
124	publico	_	ADJ	ADJ	_	123	amod	_	TokenRange=712:719
125	federal	federal	ADJ	ADJ	_	123	amod	_	TokenRange=720:727
126	esta	_	AUX	AUX	_	127	aux	_	TokenRange=728:732
127	reunindo	reunir	VERB	VERB	_	41	acl:relcl	_	TokenRange=733:741
128	documentos	documento	NOUN	NOUN	_	127	obj	_	TokenRange=742:752
129	para	_	ADP	ADP	_	130	mark	_	TokenRange=753:757
130	comprovar	comprovar	VERB	VERB	_	127	advcl	_	TokenRange=758:767
131	que	que	CCONJ	CONJ	_	133	mark	_	TokenRange=768:771
132	lula	_	NOUN	NOUN	_	133	nsubj	_	TokenRange=772:776
133	sabia	saber	VERB	VERB	_	130	ccomp	_	TokenRange=777:782
134	de	de	ADP	ADP	_	135	case	_	TokenRange=783:785
135	tudo	_	PRON	PRON	_	133	nmod	_	TokenRange=786:790
136	e	e	CCONJ	CONJ	_	138	cc	_	TokenRange=791:792
137	se	_	PRON	PRON	_	138	obj	_	TokenRange=793:795
138	beneficiou	beneficiar	VERB	VERB	_	133	conj	_	TokenRange=796:806
139	de	de	ADP	ADP	_	142	case	_	TokenRange=807:809
140	todas	_	DET	DET	_	142	det	_	TokenRange=810:815
141	as	o	DET	DET	_	142	det	_	TokenRange=816:818
142	operacoes	operacoe	NOUN	NOUN	_	138	nmod	_	TokenRange=819:828
143	criminosas	criminoso	ADJ	ADJ	_	142	amod	_	TokenRange=829:839
144	e	e	CCONJ	CONJ	_	173	cc	_	TokenRange=840:841
145	nao	nao	ADV	ADV	Polarity=Neg	146	advmod	_	TokenRange=842:845
146	foi	_	VERB	VERB	_	173	conj	_	TokenRange=846:849
147	somente	somente	ADV	ADV	_	79	advmod	_	TokenRange=850:857
148	o	o	DET	DET	_	149	det	_	TokenRange=858:859
149	expresidente	expresidente	NOUN	NOUN	_	308	nsubj	_	TokenRange=860:872
150	familiares	familiar	ADJ	ADJ	_	149	amod	_	TokenRange=873:883
151	amigos	amigo	NOUN	NOUN	_	149	appos	_	TokenRange=884:890
152	e	e	CCONJ	CONJ	_	153	cc	_	TokenRange=891:892
153	membros	membro	NOUN	NOUN	_	151	conj	_	TokenRange=893:900
154-155	do	_	_	_	_	_	_	_	TokenRange=901:903
154	de	de	ADP	ADP	_	156	case	_	_
155	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	156	det	_	_
156	partido	partido	NOUN	NOUN	_	153	nmod	_	TokenRange=904:911
157-158	dos	_	_	_	_	_	_	_	TokenRange=912:915
157	de	de	ADP	ADP	_	159	case	_	_
158	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	159	det	_	_
159	trabalhadores	trabalhador	NOUN	NOUN	_	156	nmod	_	TokenRange=916:929
160	poderao	poder	AUX	AUX	_	162	aux	_	TokenRange=930:937
161	ser	ser	AUX	AUX	_	162	aux:pass	_	TokenRange=938:941
162	incriminados	incriminar	VERB	VERB	_	133	conj	_	TokenRange=942:954
163	em	em	ADP	ADP	_	166	case	_	TokenRange=955:957
164	uma	um	DET	DET	_	166	det	_	TokenRange=958:961
165	proxima	proximo	ADJ	ADJ	_	166	amod	_	TokenRange=962:969
166	fase	fase	NOUN	NOUN	_	162	nmod	_	TokenRange=970:974
167-168	da	_	_	_	_	_	_	_	TokenRange=975:977
167	de	de	ADP	ADP	_	169	case	_	_
168	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	169	det	_	_
169	operacao	operacao	NOUN	NOUN	_	166	nmod	_	TokenRange=978:986
170	lavajato	lavajato	NOUN	NOUN	_	169	flat	_	TokenRange=987:995
171	o	o	DET	DET	_	172	det	_	TokenRange=996:997
172	mp	mp	NOUN	NOUN	_	173	nsubj	_	TokenRange=998:1000
173	foi	_	VERB	VERB	_	7	conj	_	TokenRange=1001:1004
174	enfatico	enfatico	ADJ	ADJ	_	173	xcomp	_	TokenRange=1005:1013
175-176	no	_	_	_	_	_	_	_	TokenRange=1014:1016
175	em	em	ADP	ADP	_	177	case	_	_
176	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	177	det	_	_
177	documento	documento	NOUN	NOUN	_	174	nmod	_	TokenRange=1017:1026
178	divulgado	divulgar	VERB	VERB	_	177	acl	_	TokenRange=1027:1036
179	durante	_	ADP	ADP	_	181	case	_	TokenRange=1037:1044
180	a	o	DET	DET	_	181	det	_	TokenRange=1045:1046
181	deflagracao	deflagracao	NOUN	NOUN	_	178	nmod	_	TokenRange=1047:1058
182-183	da	_	_	_	_	_	_	_	TokenRange=1059:1061
182	de	de	ADP	ADP	_	185	case	_	_
183	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	185	det	_	_
184	24	_	NUM	NUM	NumType=Card	185	nummod	_	TokenRange=1062:1064
185	fase	fase	NOUN	NOUN	_	181	nmod	_	TokenRange=1065:1069
186-187	da	_	_	_	_	_	_	_	TokenRange=1070:1072
186	de	de	ADP	ADP	_	188	case	_	_
187	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	188	det	_	_
188	lava	lava	NOUN	NOUN	_	185	nmod	_	TokenRange=1073:1077
189	jato	jato	ADJ	ADJ	_	188	amod	_	TokenRange=1078:1082
190	o	o	DET	DET	_	191	det	_	TokenRange=1083:1084
191	material	material	NOUN	NOUN	_	192	nsubj	_	TokenRange=1085:1093
192	detalha	detalhar	VERB	VERB	_	41	acl:relcl	_	TokenRange=1094:1101
193	uma	um	DET	DET	_	195	det	_	TokenRange=1102:1105
194	serie	_	NOUN	NOUN	_	195	amod	_	TokenRange=1106:1111
195	suspeitas	_	NOUN	NOUN	_	192	obj	_	TokenRange=1112:1121
196	que	_	PRON	PRON	_	197	nsubj	_	TokenRange=1122:1125
197	pesam	pesar	VERB	VERB	_	195	acl:relcl	_	TokenRange=1126:1131
198	contra	_	ADP	ADP	_	200	case	_	TokenRange=1132:1138
199	o	o	DET	DET	_	200	det	_	TokenRange=1139:1140
200	expresidente	expresidente	NOUN	NOUN	_	197	nmod	_	TokenRange=1141:1153
201	lula	lula	ADJ	ADJ	_	200	flat	_	TokenRange=1154:1158
202	hoje	hoje	ADV	ADV	_	206	advmod	_	TokenRange=1159:1163
203-204	nos	_	_	_	_	_	_	_	TokenRange=1164:1167
203	em	em	ADP	ADP	_	225	case	_	_
204	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	206	det	_	_
205	estamos	estar	AUX	AUX	_	206	aux	_	TokenRange=1168:1175
206	analisando	analisar	VERB	VERB	_	44	advcl	_	TokenRange=1176:1186
207	evidencias	_	NOUN	NOUN	_	206	obj	_	TokenRange=1187:1197
208	de	_	ADP	ADP	_	215	mark	_	TokenRange=1198:1200
209	que	que	CCONJ	CONJ	_	215	mark	_	TokenRange=1201:1204
210	o	o	DET	DET	_	211	det	_	TokenRange=1205:1206
211	expresidente	expresidente	NOUN	NOUN	_	215	nsubj	_	TokenRange=1207:1219
212	e	e	CCONJ	CONJ	_	214	cc	_	TokenRange=1220:1221
213	sua	_	DET	DET	_	214	det:poss	_	TokenRange=1222:1225
214	familia	familia	NOUN	NOUN	_	211	conj	_	TokenRange=1226:1233
215	receberam	receber	VERB	VERB	_	207	nmod	_	TokenRange=1234:1243
216	vantagens	vantagem	NOUN	NOUN	_	215	obj	_	TokenRange=1244:1253
217	para	_	ADP	ADP	_	219	case	_	TokenRange=1254:1258
218	eventualmente	eventualmente	ADV	ADV	_	219	advmod	_	TokenRange=1259:1272
219	consecucao	consecucao	NOUN	NOUN	_	216	nmod	_	TokenRange=1273:1283
220	de	de	ADP	ADP	_	221	case	_	TokenRange=1284:1286
221	atos	ato	NOUN	NOUN	_	219	nmod	_	TokenRange=1287:1291
222	dentro	dentro	ADV	ADV	_	215	advmod	_	TokenRange=1292:1298
223-224	do	_	_	_	_	_	_	_	TokenRange=1299:1301
223	de	de	ADP	ADP	_	225	case	_	_
224	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	225	det	_	_
225	governo	governo	NOUN	NOUN	_	222	nmod	_	TokenRange=1302:1309
226	diz	dizer	VERB	VERB	_	41	acl:relcl	_	TokenRange=1310:1313
227	carlos	carlo	NOUN	NOUN	_	250	nsubj	_	TokenRange=1314:1320
228	fernando	fernando	NOUN	NOUN	_	227	appos	_	TokenRange=1321:1329
229	lima	lima	ADJ	ADJ	_	228	flat	_	TokenRange=1330:1334
230	procurador	procurador	NOUN	NOUN	_	227	appos	_	TokenRange=1335:1345
231-232	da	_	_	_	_	_	_	_	TokenRange=1346:1348
231	de	de	ADP	ADP	_	233	case	_	_
232	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	233	det	_	_
233	republica	_	NOUN	NOUN	_	230	nmod	_	TokenRange=1349:1358
234	para	para	ADP	ADP	_	236	case	_	TokenRange=1359:1363
235	os	o	DET	DET	_	236	det	_	TokenRange=1364:1366
236	procuradores	procurador	NOUN	NOUN	_	215	nmod	_	TokenRange=1367:1379
237-238	da	_	_	_	_	_	_	_	TokenRange=1380:1382
237	de	de	ADP	ADP	_	239	case	_	_
238	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	239	det	_	_
239	lava	lava	NOUN	NOUN	_	236	nmod	_	TokenRange=1383:1387
240	jato	jato	ADJ	ADJ	_	239	amod	_	TokenRange=1388:1392
241	o	o	DET	DET	_	242	det	_	TokenRange=1393:1394
242	expresidente	expresidente	NOUN	NOUN	_	250	nsubj	_	TokenRange=1395:1407
243	lula	lula	ADJ	ADJ	_	242	amod	_	TokenRange=1408:1412
244	alem	alem	ADV	ADV	_	250	advmod	_	TokenRange=1413:1417
245	de	de	ADP	ADP	_	246	case	_	TokenRange=1418:1420
246	lider	lider	NOUN	NOUN	_	244	nmod	_	TokenRange=1421:1426
247	partidario	partidario	ADJ	ADJ	_	246	amod	_	TokenRange=1427:1437
248	era	_	AUX	AUX	_	250	cop	_	TokenRange=1438:1441
249	o	o	DET	DET	_	250	det	_	TokenRange=1442:1443
250	responsavel	responsavel	NOUN	NOUN	_	41	acl:relcl	_	TokenRange=1444:1455
251-252	pela	_	_	_	_	_	_	_	TokenRange=1456:1460
251	por	por	ADP	ADP	_	253	case	_	_
252	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	253	det	_	_
253	decisao	decisao	NOUN	NOUN	_	250	nmod	_	TokenRange=1461:1468
254	de	_	ADP	ADP	_	255	mark	_	TokenRange=1469:1471
255	quem	_	PRON	PRON	_	253	nmod	_	TokenRange=1472:1476
256	seriam	_	AUX	AUX	_	255	cop	_	TokenRange=1477:1483
257	os	o	DET	DET	_	258	det	_	TokenRange=1484:1486
258	diretores	diretor	NOUN	NOUN	_	255	nsubj	_	TokenRange=1487:1496
259-260	da	_	_	_	_	_	_	_	TokenRange=1497:1499
259	de	de	ADP	ADP	_	261	case	_	_
260	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	261	det	_	_
261	petrobras	petrobra	NOUN	NOUN	_	258	nmod	_	TokenRange=1500:1509
262	e	e	CCONJ	CONJ	_	264	cc	_	TokenRange=1510:1511
263	foi	_	AUX	AUX	_	264	cop	_	TokenRange=1512:1515
264	um	_	PRON	PRON	_	250	conj	_	TokenRange=1516:1518
265-266	dos	_	_	_	_	_	_	_	TokenRange=1519:1522
265	de	de	ADP	ADP	_	268	case	_	_
266	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	268	det	_	_
267	principais	principal	ADJ	ADJ	_	268	amod	_	TokenRange=1523:1533
268	beneficiarios	beneficiario	NOUN	NOUN	_	264	nmod	_	TokenRange=1534:1547
269-270	dos	_	_	_	_	_	_	_	TokenRange=1548:1551
269	de	de	ADP	ADP	_	271	case	_	_
270	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	271	det	_	_
271	delitos	delito	NOUN	NOUN	_	268	nmod	_	TokenRange=1552:1559
272	de	de	ADP	ADP	_	273	case	_	TokenRange=1560:1562
273	acordo	acordo	NOUN	NOUN	_	268	nmod	_	TokenRange=1563:1569
274	com	com	ADP	ADP	_	276	case	_	TokenRange=1570:1573
275	o	o	DET	DET	_	276	det	_	TokenRange=1574:1575
276	mp	mp	NOUN	NOUN	_	273	nmod	_	TokenRange=1576:1578
277	surgiram	surgir	VERB	VERB	_	250	conj	_	TokenRange=1579:1587
278	evidencias	_	NOUN	NOUN	_	250	nsubj	_	TokenRange=1588:1598
279	de	_	ADP	ADP	_	284	mark	_	TokenRange=1599:1601
280	que	que	CCONJ	CONJ	_	284	mark	_	TokenRange=1602:1605
281	os	o	DET	DET	_	282	det	_	TokenRange=1606:1608
282	crimes	crime	NOUN	NOUN	_	284	nsubj	_	TokenRange=1609:1615
283	o	_	PRON	PRON	_	284	obj	_	TokenRange=1616:1617
284	enriqueceram	enriquecer	VERB	VERB	_	278	nmod	_	TokenRange=1618:1630
285	e	e	CCONJ	CONJ	_	286	cc	_	TokenRange=1631:1632
286	financiaram	financiar	VERB	VERB	_	284	conj	_	TokenRange=1633:1644
287	campanhas	campanha	NOUN	NOUN	_	286	obj	_	TokenRange=1645:1654
288	eleitorais	eleitoral	ADJ	ADJ	_	287	amod	_	TokenRange=1655:1665
289	e	e	CCONJ	CONJ	_	291	cc	_	TokenRange=1666:1667
290	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	291	det	_	TokenRange=1668:1669
291	caixa	caixa	NOUN	NOUN	_	287	conj	_	TokenRange=1670:1675
292	de	de	ADP	ADP	_	294	case	_	TokenRange=1676:1678
293	sua	_	DET	DET	_	294	det:poss	_	TokenRange=1679:1682
294	agremiacao	agremiacao	NOUN	NOUN	_	291	nmod	_	TokenRange=1683:1693
295	politica	politico	ADJ	ADJ	_	294	amod	_	TokenRange=1694:1702
296	e	e	CCONJ	CONJ	_	298	cc	_	TokenRange=1703:1704
297	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	298	det	_	TokenRange=1705:1706
298	oposicao	_	NOUN	NOUN	_	75	conj	_	TokenRange=1707:1715
299	que	_	CCONJ	CONJ	_	301	mark	_	TokenRange=1716:1719
300	nao	nao	ADV	ADV	Polarity=Neg	301	advmod	_	TokenRange=1720:1723
301	faca	_	VERB	VERB	_	298	acl:relcl	_	TokenRange=1724:1728
302	festa	festa	NOUN	NOUN	_	301	obj	_	TokenRange=1729:1734
303	novas	novo	ADJ	ADJ	_	304	amod	_	TokenRange=1735:1740
304	fases	fase	NOUN	NOUN	_	301	nsubj	_	TokenRange=1741:1746
305-306	da	_	_	_	_	_	_	_	TokenRange=1747:1749
305	de	de	ADP	ADP	_	307	case	_	_
306	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	307	det	_	_
307	lavajato	lavajato	NOUN	NOUN	_	304	nmod	_	TokenRange=1750:1758
308	virao	_	VERB	VERB	_	284	conj	_	TokenRange=1759:1764
309	e	e	CCONJ	CONJ	_	311	cc	_	TokenRange=1765:1766
