# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = acabou maior consultoria dos eua afirma que michel temer estara na presidencia em maio com o agravamento da crise as chances de dilma permanecer no poder sao minimas a consultoria apontou que a unica opcao agora e o pt lula e dilma tentarem politizar as investigacoes desmoralizando o juiz sergio moro e a operacao lava jato a eurasia group consultoria especializada em cenarios politicos sediada nos eua aumentou de 65 para 75 as chances de impeachment da presidente dilma rousseff para barrar o impeachment na camara dos deputados dilma precisaria de 170 votos hoje ela so tem 30 votos
1	acabou	acabar	VERB	VERB	_	0	root	_	TokenRange=0:6
49	as	o	DET	DET	_	50	det	_	TokenRange=251:253
50	investigacoes	investigacoe	NOUN	NOUN	_	48	obj	_	TokenRange=254:267
51	desmoralizando	desmoralizar	VERB	VERB	_	47	acl	_	TokenRange=268:282
52	o	o	DET	DET	_	53	det	_	TokenRange=283:284
53	juiz	juiz	NOUN	NOUN	_	51	obj	_	TokenRange=285:289
54	sergio	sergio	NOUN	NOUN	_	53	appos	_	TokenRange=290:296
55	moro	moro	NOUN	NOUN	_	53	flat	_	TokenRange=297:301
56	e	e	CCONJ	CONJ	_	58	cc	_	TokenRange=302:303
57	a	o	DET	DET	_	58	det	_	TokenRange=304:305
58	operacao	operacao	NOUN	NOUN	_	53	conj	_	TokenRange=306:314
59	lava	lava	NOUN	NOUN	_	58	appos	_	TokenRange=315:319
60	jato	jato	NOUN	NOUN	_	59	flat	_	TokenRange=320:324
61	a	o	DET	DET	_	62	det	_	TokenRange=325:326
62	eurasia	eurasia	NOUN	NOUN	_	73	nsubj	_	TokenRange=327:334
63	group	_	NOUN	NOUN	_	62	flat	_	TokenRange=335:340
64	consultoria	consultoria	NOUN	NOUN	_	62	appos	_	TokenRange=341:352
65	especializada	especializar	VERB	VERB	_	64	acl	_	TokenRange=353:366
66	em	em	ADP	ADP	_	67	case	_	TokenRange=367:369
67	cenarios	cenario	NOUN	NOUN	_	65	nmod	_	TokenRange=370:378
68	politicos	politico	ADJ	ADJ	_	67	amod	_	TokenRange=379:388
69	sediada	sediar	VERB	VERB	_	64	acl	_	TokenRange=389:396
70-71	nos	_	_	_	_	_	_	_	TokenRange=397:400
70	em	em	ADP	ADP	_	72	case	_	_
71	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	72	det	_	_
72	eua	_	NOUN	NOUN	_	69	nmod	_	TokenRange=401:404
73	aumentou	aumentar	VERB	VERB	_	1	parataxis	_	TokenRange=405:413
74	de	de	ADP	ADP	_	75	case	_	TokenRange=414:416
75	65	_	NUM	NUM	NumType=Card	73	nmod	_	TokenRange=417:419
76	para	para	ADP	ADP	_	77	case	_	TokenRange=420:424
77	75	_	NUM	NUM	NumType=Card	75	nmod	_	TokenRange=425:427
78	as	o	DET	DET	_	79	det	_	TokenRange=428:430
79	chances	chance	NOUN	NOUN	_	73	nsubj	_	TokenRange=431:438
80	de	de	ADP	ADP	_	81	case	_	TokenRange=439:441
81	impeachment	impeachment	NOUN	NOUN	_	79	nmod	_	TokenRange=442:453
82-83	da	_	_	_	_	_	_	_	TokenRange=454:456
82	de	de	ADP	ADP	_	84	case	_	_
83	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	84	det	_	_
84	presidente	presidente	NOUN	NOUN	_	81	nmod	_	TokenRange=457:467
85	dilma	dilma	ADJ	ADJ	_	84	appos	_	TokenRange=468:473
86	rousseff	rousseff	ADJ	ADJ	_	85	amod	_	TokenRange=474:482
87	para	_	ADP	ADP	_	88	mark	_	TokenRange=483:487
88	barrar	barrar	VERB	VERB	_	98	advcl	_	TokenRange=488:494
89	o	o	DET	DET	_	90	det	_	TokenRange=495:496
90	impeachment	impeachment	NOUN	NOUN	_	88	obj	_	TokenRange=497:508
91-92	na	_	_	_	_	_	_	_	TokenRange=509:511
91	em	em	ADP	ADP	_	93	case	_	_
92	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	93	det	_	_
93	camara	camara	NOUN	NOUN	_	88	nmod	_	TokenRange=512:518
94-95	dos	_	_	_	_	_	_	_	TokenRange=519:522
94	de	de	ADP	ADP	_	96	case	_	_
95	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	96	det	_	_
96	deputados	deputado	NOUN	NOUN	_	93	nmod	_	TokenRange=523:532
97	dilma	dilma	NOUN	NOUN	_	98	nsubj	_	TokenRange=533:538
98	precisaria	precisar	VERB	VERB	_	73	parataxis	_	TokenRange=539:549
99	de	de	ADP	ADP	_	101	case	_	TokenRange=550:552
100	170	_	NUM	NUM	NumType=Card	101	nummod	_	TokenRange=553:556
101	votos	voto	NOUN	NOUN	_	98	nmod	_	TokenRange=557:562
102	hoje	hoje	ADV	ADV	_	105	advmod	_	TokenRange=563:567
103	ela	_	PRON	PRON	_	105	nsubj	_	TokenRange=568:571
104	so	so	ADV	ADV	_	105	advmod	_	TokenRange=572:574
105	tem	ter	VERB	VERB	_	98	parataxis	_	TokenRange=575:578
106	30	_	NUM	NUM	NumType=Card	107	nummod	_	TokenRange=579:581
107	votos	voto	NOUN	NOUN	_	105	obj	_	TokenRange=582:587

