# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = acabou lula e condenado por unanimidade em segunda instancia victor laus encerrou seu voto e seguiu gebran neto e leandro paulsen no julgamento do recurso de lula os 3 desembargadores aumentaram a pena determinada pelo juiz sergio moro que passa de 9 anos e meio para 12 anos e 1 mes de prisao com inicio de cumprimento em regime fechado o petista foi condenado pelos crimes de corrupcao e lavagem de dinheiro no caso do apartamento do guaruja a decisao unanime diminui a possibilidade de recursos do expresidente que podera ir para a cadeia em questao de meses
1	acabou	acabar	VERB	VERB	_	0	root	_	TokenRange=0:6
23	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	24	det	_	_
24	julgamento	julgamento	NOUN	NOUN	_	16	nmod	_	TokenRange=133:143
25-26	do	_	_	_	_	_	_	_	TokenRange=144:146
25	de	de	ADP	ADP	_	27	case	_	_
26	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	27	det	_	_
27	recurso	recurso	NOUN	NOUN	_	24	nmod	_	TokenRange=147:154
28	de	de	ADP	ADP	_	29	case	_	TokenRange=155:157
29	lula	lula	NOUN	NOUN	_	27	nmod	_	TokenRange=158:162
30	os	o	DET	DET	_	32	det	_	TokenRange=163:165
31	3	_	NUM	NUM	NumType=Card	32	nummod	_	TokenRange=166:167
32	desembargadores	desembargador	NOUN	NOUN	_	33	nsubj	_	TokenRange=168:183
33	aumentaram	aumentar	VERB	VERB	_	1	conj	_	TokenRange=184:194
34	a	o	DET	DET	_	35	det	_	TokenRange=195:196
35	pena	_	NOUN	NOUN	_	33	obj	_	TokenRange=197:201
36	determinada	determinar	VERB	VERB	_	35	acl	_	TokenRange=202:213
37-38	pelo	_	_	_	_	_	_	_	TokenRange=214:218
37	por	por	ADP	ADP	_	39	case	_	_
38	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	39	det	_	_
39	juiz	juiz	NOUN	NOUN	_	36	nmod	_	TokenRange=219:223
40	sergio	sergio	NOUN	NOUN	_	39	appos	_	TokenRange=224:230
41	moro	moro	NOUN	NOUN	_	39	flat	_	TokenRange=231:235
42	que	_	PRON	PRON	_	43	nsubj	_	TokenRange=236:239
43	passa	passar	VERB	VERB	_	35	acl:relcl	_	TokenRange=240:245
44	de	de	ADP	ADP	_	46	case	_	TokenRange=246:248
45	9	_	NUM	NUM	NumType=Card	46	nummod	_	TokenRange=249:250
46	anos	ano	NOUN	NOUN	_	43	nmod	_	TokenRange=251:255
47	e	e	CCONJ	CONJ	_	48	cc	_	TokenRange=256:257
48	meio	meio	NOUN	NOUN	_	46	conj	_	TokenRange=258:262
49	para	para	ADP	ADP	_	51	case	_	TokenRange=263:267
50	12	_	NUM	NUM	NumType=Card	51	nummod	_	TokenRange=268:270
51	anos	ano	NOUN	NOUN	_	43	nmod	_	TokenRange=271:275
52	e	e	CCONJ	CONJ	_	54	cc	_	TokenRange=276:277
53	1	_	NUM	NUM	NumType=Card	54	nummod	_	TokenRange=278:279
54	mes	me	NOUN	NOUN	_	51	conj	_	TokenRange=280:283
55	de	de	ADP	ADP	_	56	case	_	TokenRange=284:286
56	prisao	prisao	NOUN	NOUN	_	54	nmod	_	TokenRange=287:293
57	com	com	ADP	ADP	_	58	case	_	TokenRange=294:297
58	inicio	_	NOUN	NOUN	_	43	nmod	_	TokenRange=298:304
59	de	de	ADP	ADP	_	60	case	_	TokenRange=305:307
60	cumprimento	cumprimento	NOUN	NOUN	_	58	nmod	_	TokenRange=308:319
61	em	em	ADP	ADP	_	62	case	_	TokenRange=320:322
62	regime	regime	NOUN	NOUN	_	60	nmod	_	TokenRange=323:329
63	fechado	fechado	ADJ	ADJ	_	62	amod	_	TokenRange=330:337
64	o	o	DET	DET	_	65	det	_	TokenRange=338:339
65	petista	petista	NOUN	NOUN	_	67	nsubj:pass	_	TokenRange=340:347
66	foi	_	AUX	AUX	_	67	aux:pass	_	TokenRange=348:351
67	condenado	condenar	VERB	VERB	_	1	conj	_	TokenRange=352:361
68-69	pelos	_	_	_	_	_	_	_	TokenRange=362:367
68	por	por	ADP	ADP	_	70	case	_	_
69	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	70	det	_	_
70	crimes	crime	NOUN	NOUN	_	67	nmod	_	TokenRange=368:374
71	de	de	ADP	ADP	_	72	case	_	TokenRange=375:377
72	corrupcao	corrupcao	NOUN	NOUN	_	70	nmod	_	TokenRange=378:387
73	e	e	CCONJ	CONJ	_	74	cc	_	TokenRange=388:389
74	lavagem	lavagem	NOUN	NOUN	_	72	conj	_	TokenRange=390:397
75	de	de	ADP	ADP	_	76	case	_	TokenRange=398:400
76	dinheiro	dinheiro	NOUN	NOUN	_	74	nmod	_	TokenRange=401:409
77-78	no	_	_	_	_	_	_	_	TokenRange=410:412
77	em	em	ADP	ADP	_	79	case	_	_
78	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	79	det	_	_
79	caso	caso	NOUN	NOUN	_	67	nmod	_	TokenRange=413:417
80-81	do	_	_	_	_	_	_	_	TokenRange=418:420
80	de	de	ADP	ADP	_	82	case	_	_
81	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	82	det	_	_
82	apartamento	apartamento	NOUN	NOUN	_	79	nmod	_	TokenRange=421:432
83-84	do	_	_	_	_	_	_	_	TokenRange=433:435
83	de	de	ADP	ADP	_	85	case	_	_
84	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	85	det	_	_
85	guaruja	guaruja	NOUN	NOUN	_	82	nmod	_	TokenRange=436:443
86	a	o	DET	DET	_	87	det	_	TokenRange=444:445
87	decisao	decisao	NOUN	NOUN	_	89	nsubj	_	TokenRange=446:453
88	unanime	unanime	ADJ	ADJ	_	87	amod	_	TokenRange=454:461
89	diminui	diminuir	VERB	VERB	_	67	parataxis	_	TokenRange=462:469
90	a	o	DET	DET	_	91	det	_	TokenRange=470:471
91	possibilidade	possibilidade	NOUN	NOUN	_	89	obj	_	TokenRange=472:485
92	de	de	ADP	ADP	_	93	case	_	TokenRange=486:488
93	recursos	recurso	NOUN	NOUN	_	91	nmod	_	TokenRange=489:497
94-95	do	_	_	_	_	_	_	_	TokenRange=498:500
94	de	de	ADP	ADP	_	96	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	96	det	_	_
96	expresidente	expresidente	NOUN	NOUN	_	93	nmod	_	TokenRange=501:513
97	que	_	PRON	PRON	_	99	nsubj	_	TokenRange=514:517
98	podera	poder	AUX	AUX	_	99	aux	_	TokenRange=518:524
99	ir	ir	VERB	VERB	_	96	acl:relcl	_	TokenRange=525:527
100	para	para	ADP	ADP	_	102	case	_	TokenRange=528:532
101	a	o	DET	DET	_	102	det	_	TokenRange=533:534
102	cadeia	cadeia	NOUN	NOUN	_	99	nmod	_	TokenRange=535:541
103	em	em	ADP	ADP	_	104	case	_	TokenRange=542:544
104	questao	questao	NOUN	NOUN	_	99	nmod	_	TokenRange=545:552
105	de	de	ADP	ADP	_	106	case	_	TokenRange=553:555
106	meses	mês	NOUN	NOUN	_	104	nmod	_	TokenRange=556:561

