# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na bahia adolescente de 14 anos preve a propria morte e avisa amiga pelo whatsapp uma jovem de 14 anos foi encontrada morta no ultimo dia 20 no municipio de nova fatima na bahia segundo relatos o pai teria saido de casa e ao voltar encontrou a adolescente caida no quintal o jornal o dia informou que um dia antes de morrer a garota enviou algumas mensagens confusas para uma amiga atraves do whatsapp na conversa a jovem regina afirmava que temia por sua vida to sentindo que vou morrer hoje escreveu a policia civil de nova fatima disse que regina chegou a ser levada para o hospital mas nao resistiu e morreu o corpo foi encaminhado para o iml e passara por pericia medica para determinar as causas reais da morte veja o recado que regina enviou via whatsapp to sentindo que vou morrer hoje por que tomei um choque do cabo usb fazendo bati meu braco na pia fez um buraquinho e a panela quase explodiu no cabo usb
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
30	20	_	NUM	NUM	NumType=Card	29	nmod	_	TokenRange=138:140
31-32	no	_	_	_	_	_	_	_	TokenRange=141:143
31	em	em	ADP	ADP	_	33	case	_	_
32	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	33	det	_	_
33	municipio	municipio	NOUN	NOUN	_	24	nmod	_	TokenRange=144:153
34	de	de	ADP	ADP	_	36	case	_	TokenRange=154:156
35	nova	novo	ADJ	ADJ	_	36	amod	_	TokenRange=157:161
36	fatima	fatima	NOUN	NOUN	_	33	nmod	_	TokenRange=162:168
37-38	na	_	_	_	_	_	_	_	TokenRange=169:171
37	em	em	ADP	ADP	_	39	case	_	_
38	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	39	det	_	_
39	bahia	bahia	NOUN	NOUN	_	24	nmod	_	TokenRange=172:177
40	segundo	_	ADP	ADP	_	41	case	_	TokenRange=178:185
41	relatos	relato	NOUN	NOUN	_	45	nmod	_	TokenRange=186:193
42	o	o	DET	DET	_	43	det	_	TokenRange=194:195
43	pai	pai	NOUN	NOUN	_	45	nsubj	_	TokenRange=196:199
44	teria	ter	AUX	AUX	_	45	aux	_	TokenRange=200:205
45	saido	sair	VERB	VERB	_	8	conj	_	TokenRange=206:211
46	de	de	ADP	ADP	_	47	case	_	TokenRange=212:214
47	casa	casa	NOUN	NOUN	_	45	nmod	_	TokenRange=215:219
48	e	e	CCONJ	CONJ	_	52	cc	_	TokenRange=220:221
49-50	ao	_	_	_	_	_	_	_	TokenRange=222:224
49	a	a	ADP	ADP	_	51	case	_	_
50	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	51	det	_	_
51	voltar	voltar	VERB	VERB	_	52	advcl	_	TokenRange=225:231
52	encontrou	encontrar	VERB	VERB	_	45	conj	_	TokenRange=232:241
53	a	o	DET	DET	_	54	det	_	TokenRange=242:243
54	adolescente	adolescente	NOUN	NOUN	_	52	obj	_	TokenRange=244:255
55	caida	caida	ADJ	ADJ	_	54	acl	_	TokenRange=256:261
56-57	no	_	_	_	_	_	_	_	TokenRange=262:264
56	em	em	ADP	ADP	_	58	case	_	_
57	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	58	det	_	_
58	quintal	quintal	NOUN	NOUN	_	55	nmod	_	TokenRange=265:272
59	o	o	DET	DET	_	60	det	_	TokenRange=273:274
60	jornal	jornal	NOUN	NOUN	_	148	nsubj	_	TokenRange=275:281
61	o	o	DET	DET	_	62	det	_	TokenRange=282:283
62	dia	dia	NOUN	NOUN	_	60	appos	_	TokenRange=284:287
63	informou	informar	VERB	VERB	_	8	conj	_	TokenRange=288:296
64	que	que	CCONJ	CONJ	_	155	mark	_	TokenRange=297:300
65	um	_	NUM	DET	NumType=Card	66	nummod	_	TokenRange=301:303
66	dia	dia	NOUN	NOUN	_	67	nmod	_	TokenRange=304:307
67	antes	antes	ADV	ADV	_	69	mark	_	TokenRange=308:313
68	de	_	ADP	ADP	_	67	fixed	_	TokenRange=314:316
69	morrer	morrer	VERB	VERB	_	72	advcl	_	TokenRange=317:323
70	a	o	DET	DET	_	71	det	_	TokenRange=324:325
71	garota	garoto	NOUN	NOUN	_	69	nsubj	_	TokenRange=326:332
72	enviou	enviar	VERB	VERB	_	63	ccomp	_	TokenRange=333:339
73	algumas	_	DET	DET	_	74	det	_	TokenRange=340:347
74	mensagens	mensagem	NOUN	NOUN	_	72	obj	_	TokenRange=348:357
75	confusas	confuso	ADJ	ADJ	_	74	amod	_	TokenRange=358:366
76	para	para	ADP	ADP	_	78	case	_	TokenRange=367:371
77	uma	um	DET	DET	_	78	det	_	TokenRange=372:375
78	amiga	amigo	NOUN	NOUN	_	72	nmod	_	TokenRange=376:381
79	atraves	atraves	ADV	ADV	_	78	advmod	_	TokenRange=382:389
80-81	do	_	_	_	_	_	_	_	TokenRange=390:392
80	de	de	ADP	ADP	_	82	case	_	_
81	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	82	det	_	_
82	whatsapp	_	NOUN	NOUN	_	79	nmod	_	TokenRange=393:401
83-84	na	_	_	_	_	_	_	_	TokenRange=402:404
83	em	em	ADP	ADP	_	85	case	_	_
84	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	85	det	_	_
85	conversa	_	NOUN	NOUN	_	148	nmod	_	TokenRange=405:413
86	a	o	DET	DET	_	60	det	_	TokenRange=414:415
87	jovem	jovem	NOUN	NOUN	_	89	nsubj	_	TokenRange=416:421
88	regina	regino	NOUN	NOUN	_	89	nsubj	_	TokenRange=422:428
89	afirmava	afirmar	VERB	VERB	_	63	ccomp	_	TokenRange=429:437
90	que	que	CCONJ	CONJ	_	91	mark	_	TokenRange=438:441
91	temia	temer	VERB	VERB	_	89	ccomp	_	TokenRange=442:447
92	por	por	ADP	ADP	_	94	case	_	TokenRange=448:451
93	sua	_	DET	DET	_	94	det:poss	_	TokenRange=452:455
94	vida	vida	NOUN	NOUN	_	91	nmod	_	TokenRange=456:460
95	to	_	X	ADPPRON	_	96	nmod	_	TokenRange=461:463
96	sentindo	sentir	VERB	VERB	_	159	acl	_	TokenRange=464:472
97	que	que	CCONJ	CONJ	_	99	mark	_	TokenRange=473:476
98	vou	ir	AUX	AUX	_	99	aux	_	TokenRange=477:480
99	morrer	morrer	VERB	VERB	_	96	ccomp	_	TokenRange=481:487
100	hoje	hoje	ADV	ADV	_	99	advmod	_	TokenRange=488:492
101	escreveu	escrever	VERB	VERB	_	96	ccomp	_	TokenRange=493:501
102	a	o	DET	DET	_	103	det	_	TokenRange=502:503
103	policia	policia	NOUN	NOUN	_	173	nsubj	_	TokenRange=504:511
104	civil	civil	ADJ	ADJ	_	103	amod	_	TokenRange=512:517
105	de	de	ADP	ADP	_	107	case	_	TokenRange=518:520
106	nova	novo	ADJ	ADJ	_	107	amod	_	TokenRange=521:525
107	fatima	fatima	NOUN	NOUN	_	103	nmod	_	TokenRange=526:532
108	disse	dizer	VERB	VERB	_	8	parataxis	_	TokenRange=533:538
109	que	que	CCONJ	CONJ	_	114	mark	_	TokenRange=539:542
110	regina	_	NOUN	NOUN	_	114	nsubj:pass	_	TokenRange=543:549
111	chegou	chegar	AUX	AUX	_	114	aux	_	TokenRange=550:556
112	a	_	ADP	ADP	_	114	mark	_	TokenRange=557:558
113	ser	ser	AUX	AUX	_	114	aux:pass	_	TokenRange=559:562
114	levada	levar	VERB	VERB	_	108	ccomp	_	TokenRange=563:569
115	para	para	ADP	ADP	_	117	case	_	TokenRange=570:574
116	o	o	DET	DET	_	117	det	_	TokenRange=575:576
117	hospital	hospital	NOUN	NOUN	_	114	nmod	_	TokenRange=577:585
118	mas	mas	CCONJ	CONJ	_	120	cc	_	TokenRange=586:589
119	nao	nao	ADV	ADV	Polarity=Neg	120	advmod	_	TokenRange=590:593
120	resistiu	resistir	VERB	VERB	_	114	conj	_	TokenRange=594:602
121	e	e	CCONJ	CONJ	_	122	cc	_	TokenRange=603:604
122	morreu	morrer	VERB	VERB	_	173	conj	_	TokenRange=605:611
123	o	o	DET	DET	_	124	det	_	TokenRange=612:613
124	corpo	corpo	NOUN	NOUN	_	126	nsubj:pass	_	TokenRange=614:619
125	foi	_	AUX	AUX	_	126	aux:pass	_	TokenRange=620:623
126	encaminhado	encaminhar	VERB	VERB	_	108	conj	_	TokenRange=624:635
127	para	para	ADP	ADP	_	129	case	_	TokenRange=636:640
128	o	o	DET	DET	_	129	det	_	TokenRange=641:642
129	iml	_	NOUN	NOUN	_	126	nmod	_	TokenRange=643:646
130	e	e	CCONJ	CONJ	_	131	cc	_	TokenRange=647:648
131	passara	passar	VERB	VERB	_	45	conj	_	TokenRange=649:656
132	por	por	ADP	ADP	_	133	case	_	TokenRange=657:660
133	pericia	pericia	NOUN	NOUN	_	131	nmod	_	TokenRange=661:668
134	medica	medico	ADJ	ADJ	_	133	amod	_	TokenRange=669:675
135	para	_	ADP	ADP	_	136	mark	_	TokenRange=676:680
136	determinar	determinar	VERB	VERB	_	131	advcl	_	TokenRange=681:691
137	as	o	DET	DET	_	138	det	_	TokenRange=692:694
138	causas	causa	NOUN	NOUN	_	136	obj	_	TokenRange=695:701
139	reais	real	ADJ	ADJ	_	138	amod	_	TokenRange=702:707
140-141	da	_	_	_	_	_	_	_	TokenRange=708:710
140	de	de	ADP	ADP	_	142	case	_	_
141	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	142	det	_	_
142	morte	morte	NOUN	NOUN	_	138	nmod	_	TokenRange=711:716
143	veja	ver	VERB	VERB	_	8	conj	_	TokenRange=717:721
144	o	o	DET	DET	_	145	det	_	TokenRange=722:723
145	recado	recado	NOUN	NOUN	_	143	obj	_	TokenRange=724:730
146	que	_	PRON	PRON	_	148	obj	_	TokenRange=731:734
147	regina	_	NOUN	NOUN	_	148	nsubj	_	TokenRange=735:741
148	enviou	enviar	VERB	VERB	_	145	acl:relcl	_	TokenRange=742:748
149	via	_	ADP	ADP	_	150	case	_	TokenRange=749:752
150	whatsapp	_	NOUN	NOUN	_	148	nmod	_	TokenRange=753:761
151	to	_	X	ADPPRON	_	152	nmod	_	TokenRange=762:764
152	sentindo	sentir	VERB	VERB	_	148	acl	_	TokenRange=765:773
153	que	que	CCONJ	CONJ	_	155	mark	_	TokenRange=774:777
154	vou	ir	AUX	AUX	_	155	aux	_	TokenRange=778:781
155	morrer	morrer	VERB	VERB	_	152	ccomp	_	TokenRange=782:788
156	hoje	hoje	ADV	ADV	_	155	advmod	_	TokenRange=789:793
157	por	_	ADP	ADP	_	159	mark	_	TokenRange=794:797
158	que	_	CCONJ	CONJ	_	67	fixed	_	TokenRange=798:801
159	tomei	tomar	VERB	VERB	_	155	advcl	_	TokenRange=802:807
160	um	um	DET	DET	_	161	det	_	TokenRange=808:810
161	choque	choque	NOUN	NOUN	_	159	obj	_	TokenRange=811:817
162-163	do	_	_	_	_	_	_	_	TokenRange=818:820
162	de	de	ADP	ADP	_	164	case	_	_
163	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	164	det	_	_
164	cabo	cabo	NOUN	NOUN	_	161	nmod	_	TokenRange=821:825
165	usb	usb	NOUN	NOUN	_	164	flat	_	TokenRange=826:829
166	fazendo	fazer	VERB	VERB	_	159	acl	_	TokenRange=830:837
167	bati	batir	VERB	VERB	_	166	obj	_	TokenRange=838:842
168	meu	_	DET	DET	_	169	det:poss	_	TokenRange=843:846
169	braco	braco	NOUN	NOUN	_	167	obj	_	TokenRange=847:852
170-171	na	_	_	_	_	_	_	_	TokenRange=853:855
170	em	em	ADP	ADP	_	172	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	172	det	_	_
172	pia	pia	NOUN	NOUN	_	173	nmod	_	TokenRange=856:859
173	fez	fazer	VERB	VERB	_	89	conj	_	TokenRange=860:863
174	um	um	DET	DET	_	175	det	_	TokenRange=864:866
175	buraquinho	buraquinho	NOUN	NOUN	_	173	obj	_	TokenRange=867:877
176	e	e	CCONJ	CONJ	_	180	cc	_	TokenRange=878:879
177	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	180	det	_	TokenRange=880:881
178	panela	panela	NOUN	NOUN	_	180	nsubj	_	TokenRange=882:888
179	quase	quase	ADV	ADV	_	180	advmod	_	TokenRange=889:894
180	explodiu	explodir	VERB	VERB	_	173	conj	_	TokenRange=895:903
181-182	no	_	_	_	_	_	_	_	TokenRange=904:906
181	em	em	ADP	ADP	_	183	case	_	_
182	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	183	det	_	_
183	cabo	cabo	NOUN	NOUN	_	180	nmod	_	TokenRange=907:911
184	usb	_	PROPN	PNOUN	_	183	appos	_	TokenRange=912:915

