# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = lacrou medica de mg manda reposta para plantonista que debochou de paciente semianalfabeto um medico da cidade turistica de serra negra interior de sp foi demitido do trabalho apos debochar de um paciente semianalfabeto o plantonista do hospital santa rosa de lima publicou uma imagem em seu facebook tirando sarro da falta de estudo de um paciente uma imagem fala mais que mil palavras na foto o doutor preconceito mostra o receituario medico e comenta nao existe peleumonia e nem raoxis leia mais aqui a medica mineira julia rocha postou em sua pagina que e necessario ouvir os pacientes entendendo a linguagem popular ela escreveu existe peleumonia eu mesma ja vi varias incrusive com febre interna que o termometro num mostra disintiria quebranto mal olhado impingi cobreiro vento virado ispinhela caida eu to aqui pra mode atesta quem sabe o que tem e quem sente e eu quero ouvir oce desse jeitinho mode a gente se entende por que pra mim foi dada a chance de conhece as letra e os livro pra voce so deram chance de dize pode dize eu quero ouvir a postagem de julia ja ultrapassou os 151 mil compartilhamentos e mais de 69 mil comentarios alem do medico foram desligadas do hospital santa rosa de lima em sao paulo a enfermeira renata rodrigues e a recepcionista adrielli conti
1	lacrou	lacrar	VERB	VERB	_	0	root	_	TokenRange=0:6
64	fala	_	VERB	VERB	_	143	parataxis	_	TokenRange=360:364
65	mais	mais	ADV	ADV	_	67	advmod	_	TokenRange=365:369
66	que	_	ADP	ADP	_	65	case	_	TokenRange=370:373
67	mil	_	NUM	NUM	NumType=Card	68	nummod	_	TokenRange=374:377
68	palavras	palavra	NOUN	NOUN	_	64	obj	_	TokenRange=378:386
69-70	na	_	_	_	_	_	_	_	TokenRange=387:389
69	em	em	ADP	ADP	_	71	case	_	_
70	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	71	det	_	_
71	foto	foto	NOUN	NOUN	_	46	nmod	_	TokenRange=390:394
72	o	o	DET	DET	_	73	det	_	TokenRange=395:396
73	doutor	doutor	NOUN	NOUN	_	75	nsubj	_	TokenRange=397:403
74	preconceito	preconceito	NOUN	NOUN	_	73	flat	_	TokenRange=404:415
75	mostra	mostrar	VERB	VERB	_	143	parataxis	_	TokenRange=416:422
76	o	o	DET	DET	_	77	det	_	TokenRange=423:424
77	receituario	receituario	NOUN	NOUN	_	75	obj	_	TokenRange=425:436
78	medico	medico	ADJ	ADJ	_	77	amod	_	TokenRange=437:443
79	e	e	CCONJ	CONJ	_	80	cc	_	TokenRange=444:445
80	comenta	comentar	VERB	VERB	_	46	conj	_	TokenRange=446:453
81	nao	nao	ADV	ADV	Polarity=Neg	82	advmod	_	TokenRange=454:457
82	existe	existir	VERB	VERB	_	154	ccomp	_	TokenRange=458:464
83	peleumonia	peleumonia	NOUN	NOUN	_	82	nsubj	_	TokenRange=465:475
84	e	e	CCONJ	CONJ	_	182	cc	_	TokenRange=476:477
85	nem	_	ADV	ADV	_	86	cc	_	TokenRange=478:481
86	raoxis	_	NOUN	NOUN	_	83	conj	_	TokenRange=482:488
87	leia	ler	VERB	VERB	_	182	conj	_	TokenRange=489:493
88	mais	mais	ADV	ADV	_	89	advmod	_	TokenRange=494:498
89	aqui	aqui	ADV	ADV	_	87	advmod	_	TokenRange=499:503
90	a	o	DET	DET	_	91	det	_	TokenRange=504:505
91	medica	_	NOUN	NOUN	_	163	nsubj	_	TokenRange=506:512
92	mineira	mineiro	ADJ	ADJ	_	91	amod	_	TokenRange=513:520
93	julia	_	ADJ	NOUN	_	91	appos	_	TokenRange=521:526
94	rocha	rocha	NOUN	NOUN	_	93	flat	_	TokenRange=527:532
95	postou	postar	VERB	VERB	_	1	conj	_	TokenRange=533:539
96	em	em	ADP	ADP	_	98	case	_	TokenRange=540:542
97	sua	_	DET	DET	_	98	det:poss	_	TokenRange=543:546
98	pagina	pagina	NOUN	NOUN	_	95	nmod	_	TokenRange=547:553
99	que	que	CCONJ	CONJ	_	196	mark	_	TokenRange=554:557
100	e	_	CCONJ	CONJ	_	101	cc	_	TokenRange=558:559
101	necessario	necessario	ADJ	ADJ	_	173	xcomp	_	TokenRange=560:570
102	ouvir	ouvir	VERB	VERB	_	101	csubj	_	TokenRange=571:576
103	os	o	DET	DET	_	104	det	_	TokenRange=577:579
104	pacientes	paciente	NOUN	NOUN	_	102	obj	_	TokenRange=580:589
105	entendendo	entender	VERB	VERB	_	102	acl	_	TokenRange=590:600
106	a	o	DET	DET	_	107	det	_	TokenRange=601:602
107	linguagem	linguagem	NOUN	NOUN	_	105	obj	_	TokenRange=603:612
108	popular	popular	ADJ	ADJ	_	107	amod	_	TokenRange=613:620
109	ela	_	PRON	PRON	_	110	nsubj	_	TokenRange=621:624
110	escreveu	escrever	VERB	VERB	_	107	acl:relcl	_	TokenRange=625:633
111	existe	existir	VERB	VERB	_	110	ccomp	_	TokenRange=634:640
112	peleumonia	peleumonia	NOUN	NOUN	_	111	nsubj	_	TokenRange=641:651
113	eu	_	PRON	PRON	_	110	nsubj	_	TokenRange=652:654
114	mesma	mesmo	ADJ	ADJ	_	91	amod	_	TokenRange=655:660
115	ja	ja	ADV	ADV	_	116	advmod	_	TokenRange=661:663
116	vi	_	VERB	VERB	_	95	ccomp	_	TokenRange=664:666
117	varias	_	DET	DET	_	118	det	_	TokenRange=667:673
118	incrusive	incrusive	NOUN	NOUN	_	116	obj	_	TokenRange=674:683
119	com	com	ADP	ADP	_	120	case	_	TokenRange=684:687
120	febre	febre	NOUN	NOUN	_	118	nmod	_	TokenRange=688:693
121	interna	interno	ADJ	ADJ	_	120	amod	_	TokenRange=694:701
122	que	_	PRON	PRON	_	128	obj	_	TokenRange=702:705
123	o	o	DET	DET	_	124	det	_	TokenRange=706:707
124	termometro	termometro	NOUN	NOUN	_	128	nsubj	_	TokenRange=708:718
125-126	num	_	_	_	_	_	_	_	TokenRange=719:722
125	em	em	ADP	ADP	_	127	case	_	_
126	um	um	DET	DET	_	127	det	_	_
127	mostra	mostra	NOUN	NOUN	_	124	nmod	_	TokenRange=723:729
128	disintiria	disintir	VERB	VERB	_	120	acl:relcl	_	TokenRange=730:740
129	quebranto	quebranto	NOUN	NOUN	_	128	nsubj	_	TokenRange=741:750
130	mal	mal	ADV	ADV	_	131	advmod	_	TokenRange=751:754
131	olhado	olhado	ADJ	ADJ	_	129	amod	_	TokenRange=755:761
132	impingi	_	VERB	VERB	_	128	parataxis	_	TokenRange=762:769
133	cobreiro	cobreiro	NOUN	NOUN	_	132	obj	_	TokenRange=770:778
134	vento	vento	NOUN	NOUN	_	133	flat	_	TokenRange=779:784
135	virado	virado	ADJ	ADJ	_	133	amod	_	TokenRange=785:791
136	ispinhela	_	NOUN	NOUN	_	133	appos	_	TokenRange=792:801
137	caida	caida	ADJ	ADJ	_	136	amod	_	TokenRange=802:807
138	eu	_	PRON	PRON	_	139	nsubj	_	TokenRange=808:810
139	to	_	VERB	VERB	_	143	ccomp	_	TokenRange=811:813
140	aqui	aqui	ADV	ADV	_	27	advmod	_	TokenRange=814:818
141	pra	_	ADP	ADP	_	142	case	_	TokenRange=819:822
142	mode	_	NOUN	NOUN	_	140	nmod	_	TokenRange=823:827
143	atesta	_	VERB	VERB	_	27	parataxis	_	TokenRange=828:834
144	quem	_	PRON	PRON	_	145	nsubj	_	TokenRange=835:839
145	sabe	saber	VERB	VERB	_	143	ccomp	_	TokenRange=840:844
146	o	_	PRON	PRON	_	145	obj	_	TokenRange=845:846
147	que	_	PRON	PRON	_	148	obj	_	TokenRange=847:850
148	tem	ter	VERB	VERB	_	146	acl:relcl	_	TokenRange=851:854
149	e	e	CCONJ	CONJ	_	151	cc	_	TokenRange=855:856
150	quem	_	PRON	PRON	_	151	nsubj	_	TokenRange=857:861
151	sente	_	VERB	VERB	_	148	conj	_	TokenRange=862:867
152	e	e	CCONJ	CONJ	_	154	cc	_	TokenRange=868:869
153	eu	_	PRON	PRON	_	154	nsubj	_	TokenRange=870:872
154	quero	querer	VERB	VERB	_	143	conj	_	TokenRange=873:878
155	ouvir	ouvir	VERB	VERB	_	154	xcomp	_	TokenRange=879:884
156	oce	_	ADV	ADV	_	155	advmod	_	TokenRange=885:888
157	desse	_	ADP	ADP	_	158	case	_	TokenRange=889:894
158	jeitinho	_	NOUN	NOUN	_	156	nmod	_	TokenRange=895:903
159	mode	_	NOUN	NOUN	_	158	flat	_	TokenRange=904:908
160	a	o	DET	DET	_	161	det	_	TokenRange=909:910
161	gente	gente	NOUN	NOUN	_	163	nsubj	_	TokenRange=911:916
162	se	_	PRON	PRON	_	163	expl:pv	_	TokenRange=917:919
163	entende	entender	VERB	VERB	_	143	conj	_	TokenRange=920:927
164	por	_	ADP	ADP	_	165	case	_	TokenRange=928:931
165	que	_	PRON	PRON	_	169	nmod	_	TokenRange=932:935
166	pra	_	ADP	ADP	_	167	case	_	TokenRange=936:939
167	mim	_	PRON	PRON	_	169	nmod	_	TokenRange=940:943
168	foi	_	AUX	AUX	_	169	aux:pass	_	TokenRange=944:947
169	dada	dar	VERB	VERB	_	143	advcl	_	TokenRange=948:952
170	a	o	DET	DET	_	171	det	_	TokenRange=953:954
171	chance	chance	NOUN	NOUN	_	169	nsubj:pass	_	TokenRange=955:961
172	de	_	ADP	ADP	_	173	mark	_	TokenRange=962:964
173	conhece	conhecer	VERB	VERB	_	171	nmod	_	TokenRange=965:972
174	as	o	DET	DET	_	175	det	_	TokenRange=973:975
175	letra	letra	NOUN	NOUN	_	173	obj	_	TokenRange=976:981
176	e	e	CCONJ	CONJ	_	182	cc	_	TokenRange=982:983
177	os	o	DET	DET	_	178	det	_	TokenRange=984:986
178	livro	livro	NOUN	NOUN	_	189	nsubj	_	TokenRange=987:992
179	pra	_	ADP	ADP	_	180	case	_	TokenRange=993:996
180	voce	_	PRON	PRON	_	182	nmod	_	TokenRange=997:1001
181	so	so	ADV	ADV	_	182	advmod	_	TokenRange=1002:1004
182	deram	dar	VERB	VERB	_	173	conj	_	TokenRange=1005:1010
183	chance	chance	NOUN	NOUN	_	182	obj	_	TokenRange=1011:1017
184	de	_	ADP	ADP	_	185	mark	_	TokenRange=1018:1020
185	dize	dize	VERB	VERB	_	183	nmod	_	TokenRange=1021:1025
186	pode	_	AUX	AUX	_	187	aux	_	TokenRange=1026:1030
187	dize	dizar	VERB	VERB	_	182	conj	_	TokenRange=1031:1035
188	eu	_	PRON	PRON	_	189	nsubj	_	TokenRange=1036:1038
189	quero	querer	VERB	VERB	_	95	ccomp	_	TokenRange=1039:1044
190	ouvir	ouvir	VERB	VERB	_	189	xcomp	_	TokenRange=1045:1050
191	a	o	DET	DET	_	192	det	_	TokenRange=1051:1052
192	postagem	postagem	NOUN	NOUN	_	190	obj	_	TokenRange=1053:1061
193	de	de	ADP	ADP	_	194	case	_	TokenRange=1062:1064
194	julia	_	NOUN	NOUN	_	192	nmod	_	TokenRange=1065:1070
195	ja	ja	ADV	ADV	_	196	advmod	_	TokenRange=1071:1073
196	ultrapassou	ultrapassar	VERB	VERB	_	95	ccomp	_	TokenRange=1074:1085
197	os	o	DET	DET	_	200	det	_	TokenRange=1086:1088
198	151	_	NUM	NUM	NumType=Card	199	nummod	_	TokenRange=1089:1092
199	mil	_	NUM	NUM	NumType=Card	200	nummod	_	TokenRange=1093:1096
200	compartilhamentos	compartilhamento	NOUN	NOUN	_	196	obj	_	TokenRange=1097:1114
201	e	e	CCONJ	CONJ	_	206	cc	_	TokenRange=1115:1116
202	mais	mais	ADV	ADV	_	205	advmod	_	TokenRange=1117:1121
203	de	de	ADP	ADP	_	202	case	_	TokenRange=1122:1124
204	69	_	NUM	NUM	NumType=Card	205	nummod	_	TokenRange=1125:1127
205	mil	_	NUM	NUM	NumType=Card	206	nummod	_	TokenRange=1128:1131
206	comentarios	comentario	NOUN	NOUN	_	200	conj	_	TokenRange=1132:1143
207	alem	alem	ADV	ADV	_	212	advmod	_	TokenRange=1144:1148
208-209	do	_	_	_	_	_	_	_	TokenRange=1149:1151
208	de	de	ADP	ADP	_	210	case	_	_
209	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	210	det	_	_
210	medico	medico	NOUN	NOUN	_	207	nmod	_	TokenRange=1152:1158
211	foram	_	AUX	AUX	_	212	aux:pass	_	TokenRange=1159:1164
212	desligadas	desligar	VERB	VERB	_	196	conj	_	TokenRange=1165:1175
213-214	do	_	_	_	_	_	_	_	TokenRange=1176:1178
213	de	de	ADP	ADP	_	215	case	_	_
214	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	215	det	_	_
215	hospital	hospital	NOUN	NOUN	_	212	nmod	_	TokenRange=1179:1187
216	santa	santo	ADJ	ADJ	_	217	amod	_	TokenRange=1188:1193
217	rosa	rosa	NOUN	NOUN	_	215	appos	_	TokenRange=1194:1198
218	de	de	ADP	ADP	_	219	case	_	TokenRange=1199:1201
219	lima	lima	NOUN	NOUN	_	217	nmod	_	TokenRange=1202:1206
220	em	em	ADP	ADP	_	221	case	_	TokenRange=1207:1209
221	sao	sao	NOUN	NOUN	_	212	nmod	_	TokenRange=1210:1213
222	paulo	paulo	NOUN	NOUN	_	221	flat	_	TokenRange=1214:1219
223	a	o	DET	DET	_	224	det	_	TokenRange=1220:1221
224	enfermeira	enfermeiro	NOUN	NOUN	_	212	nsubj:pass	_	TokenRange=1222:1232
225	renata	renata	NOUN	NOUN	_	224	appos	_	TokenRange=1233:1239
226	rodrigues	_	NOUN	NOUN	_	225	flat	_	TokenRange=1240:1249
227	e	e	CCONJ	CONJ	_	229	cc	_	TokenRange=1250:1251
228	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	229	det	_	TokenRange=1252:1253
229	recepcionista	recepcionista	NOUN	NOUN	_	224	conj	_	TokenRange=1254:1267
230	adrielli	_	NOUN	NOUN	_	229	appos	_	TokenRange=1268:1276
231	conti	contir	VERB	VERB	_	229	appos	_	TokenRange=1277:1282

