# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = acredite se quiser grupo ligado a lula e ao pt conseguiu sumir com dois navios sonda a relacao entre schahin e lula o representante da receita federal roberto leonel revelou na coletiva de imprensa que o grupo schahin conseguiu retirar sumir escafeder do brasil dois naviossonda operados pela petrobras e que estavam sob bloqueio judicial procuradoria da fazenda e receita federal determinaram o bloqueio de bens do grupo schahin inclusive os dois navios sonda avaliados em us 200 milhoes cada leonel disse que um grupo de advogados representando as offshores da schahin ingressaram com acao na justica de sao paulo pedindo a reintegracao de posse dos navios sertao e cerrado e impressionante mas mesmo sem autorizacao legal eles conseguiram retirar os navios do pais alem disso eles desligaram os transponders das sondas para impedir a localizacao via estadao na ultima segunda 15 o ministerio publico federal denunciou 11 pessoas por envolvimento no esquema de corrupcao da petrobras entre os acusados estao o pecuarista e amigo do expresidente lula jose carlos bumlai e joao vaccari neto extesoureiro do pt o grupo e suspeito de participar de um esquema de propinas na contratacao da schahin engenharia em 2009 como operadora do naviosonda vitoria 10000 como as investigacoes indicam um desvio de r 18 milhoes pelo grupo para abastecer os cofres do partido dos trabalhadores bumlai esta preso em curitiba desde 24 de novembro o procurador da republica deltan dallagnol coordenador da forca tarefa da lavajato afirmou que bumlai nao e o centro da investigacao bumlai nada mais e do que operador de um partido politico ele e operador do partido dos trabalhadores disse entre os outros acusados estao o filho do pecuarista mauricio de barros bumlai e sua nora cristiane barbosa dodero bumlai nestor cervero jorge zelada ambos exdiretores da aera internacional da petrobras o exgerente da estatal eduardo musa o lobista fernando baiano e os executivos do banco schahin salim schahin milton schahin e fernando schahin o pt por sua vez afirma desde o inicio das investigacoes que as doacoes recebidas pelo partido aconteceram estritamente dentro da legalidade e foram posteriormente declaradas a justica eleitoral
1	acredite	acreditar	VERB	VERB	_	0	root	_	TokenRange=0:8
48	brasil	brasil	NOUN	NOUN	_	45	nmod	_	TokenRange=255:261
49	dois	_	NUM	NUM	NumType=Card	50	nummod	_	TokenRange=262:266
50	naviossonda	_	NOUN	NOUN	_	101	obj	_	TokenRange=267:278
51	operados	operar	VERB	VERB	_	50	acl	_	TokenRange=279:287
52-53	pela	_	_	_	_	_	_	_	TokenRange=288:292
52	por	por	ADP	ADP	_	54	case	_	_
53	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	54	det	_	_
54	petrobras	petrobra	NOUN	NOUN	_	51	nmod	_	TokenRange=293:302
55	e	e	CCONJ	CONJ	_	57	cc	_	TokenRange=303:304
56	que	_	PRON	PRON	_	57	nsubj	_	TokenRange=305:308
57	estavam	estar	VERB	VERB	_	226	conj	_	TokenRange=309:316
58	sob	_	ADP	ADP	_	59	case	_	TokenRange=317:320
59	bloqueio	bloqueio	NOUN	NOUN	_	57	nmod	_	TokenRange=321:329
60	judicial	judicial	ADJ	ADJ	_	59	amod	_	TokenRange=330:338
61	procuradoria	procuradoria	NOUN	NOUN	_	380	nsubj	_	TokenRange=339:351
62-63	da	_	_	_	_	_	_	_	TokenRange=352:354
62	de	de	ADP	ADP	_	64	case	_	_
63	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	64	det	_	_
64	fazenda	fazenda	NOUN	NOUN	_	61	nmod	_	TokenRange=355:362
65	e	e	CCONJ	CONJ	_	66	cc	_	TokenRange=363:364
66	receita	receita	NOUN	NOUN	_	61	conj	_	TokenRange=365:372
67	federal	federal	ADJ	ADJ	_	66	amod	_	TokenRange=373:380
68	determinaram	determinar	VERB	VERB	_	89	ccomp	_	TokenRange=381:393
69	o	o	DET	DET	_	70	det	_	TokenRange=394:395
70	bloqueio	bloqueio	NOUN	NOUN	_	101	obj	_	TokenRange=396:404
71	de	de	ADP	ADP	_	72	case	_	TokenRange=405:407
72	bens	bem	NOUN	NOUN	_	70	nmod	_	TokenRange=408:412
73-74	do	_	_	_	_	_	_	_	TokenRange=413:415
73	de	de	ADP	ADP	_	75	case	_	_
74	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	75	det	_	_
75	grupo	grupo	NOUN	NOUN	_	311	nmod	_	TokenRange=416:421
76	schahin	_	NOUN	NOUN	_	75	appos	_	TokenRange=422:429
77	inclusive	inclusive	ADV	ADV	_	380	advmod	_	TokenRange=430:439
78	os	o	DET	DET	_	80	det	_	TokenRange=440:442
79	dois	_	NUM	NUM	NumType=Card	80	nummod	_	TokenRange=443:447
80	navios	navio	NOUN	NOUN	_	380	nsubj	_	TokenRange=448:454
81	sonda	sonda	NOUN	NOUN	_	80	amod	_	TokenRange=455:460
82	avaliados	avaliar	VERB	VERB	_	80	acl	_	TokenRange=461:470
83	em	em	ADP	ADP	_	84	case	_	TokenRange=471:473
84	us	_	NOUN	NOUN	_	82	nmod	_	TokenRange=474:476
85	200	_	NUM	NUM	NumType=Card	86	nummod	_	TokenRange=477:480
86	milhoes	_	NUM	NUM	NumType=Card	84	nummod	_	TokenRange=481:488
87	cada	_	DET	DET	_	88	det	_	TokenRange=489:493
88	leonel	leonel	NOUN	NOUN	_	270	nsubj	_	TokenRange=494:500
89	disse	dizer	VERB	VERB	_	1	parataxis	_	TokenRange=501:506
90	que	que	CCONJ	CONJ	_	101	mark	_	TokenRange=507:510
91	um	um	DET	DET	_	92	det	_	TokenRange=511:513
92	grupo	grupo	NOUN	NOUN	_	101	nsubj	_	TokenRange=514:519
93	de	de	ADP	ADP	_	94	case	_	TokenRange=520:522
94	advogados	advogado	NOUN	NOUN	_	92	nmod	_	TokenRange=523:532
95	representando	representar	VERB	VERB	_	92	acl	_	TokenRange=533:546
96	as	o	DET	DET	_	97	det	_	TokenRange=547:549
97	offshores	_	NOUN	NOUN	_	95	obj	_	TokenRange=550:559
98-99	da	_	_	_	_	_	_	_	TokenRange=560:562
98	de	de	ADP	ADP	_	100	case	_	_
99	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	100	det	_	_
100	schahin	_	NOUN	NOUN	_	97	nmod	_	TokenRange=563:570
101	ingressaram	ingressar	VERB	VERB	_	89	ccomp	_	TokenRange=571:582
102	com	com	ADP	ADP	_	103	case	_	TokenRange=583:586
103	acao	acao	NOUN	NOUN	_	101	nmod	_	TokenRange=587:591
104-105	na	_	_	_	_	_	_	_	TokenRange=592:594
104	em	em	ADP	ADP	_	106	case	_	_
105	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	106	det	_	_
106	justica	_	NOUN	NOUN	_	103	nmod	_	TokenRange=595:602
107	de	de	ADP	ADP	_	108	case	_	TokenRange=603:605
108	sao	sao	NOUN	NOUN	_	106	nmod	_	TokenRange=606:609
109	paulo	paulo	NOUN	NOUN	_	108	flat	_	TokenRange=610:615
110	pedindo	pedir	VERB	VERB	_	101	acl	_	TokenRange=616:623
111	a	o	DET	DET	_	112	det	_	TokenRange=624:625
112	reintegracao	reintegracao	NOUN	NOUN	_	110	obj	_	TokenRange=626:638
113	de	de	ADP	ADP	_	114	case	_	TokenRange=639:641
114	posse	posse	NOUN	NOUN	_	112	nmod	_	TokenRange=642:647
115-116	dos	_	_	_	_	_	_	_	TokenRange=648:651
115	de	de	ADP	ADP	_	117	case	_	_
116	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	117	det	_	_
117	navios	navio	NOUN	NOUN	_	114	nmod	_	TokenRange=652:658
118	sertao	sertao	ADJ	ADJ	_	117	amod	_	TokenRange=659:665
119	e	e	CCONJ	CONJ	_	120	cc	_	TokenRange=666:667
120	cerrado	cerrado	ADJ	ADJ	_	118	conj	_	TokenRange=668:675
121	e	e	CCONJ	CONJ	_	122	cc	_	TokenRange=676:677
122	impressionante	impressionante	ADJ	ADJ	_	118	conj	_	TokenRange=678:692
123	mas	mas	CCONJ	CONJ	_	366	cc	_	TokenRange=693:696
124	mesmo	mesmo	ADV	ADV	_	126	advmod	_	TokenRange=697:702
125	sem	_	ADP	ADP	_	126	case	_	TokenRange=703:706
126	autorizacao	autorizacao	NOUN	NOUN	_	366	nmod	_	TokenRange=707:718
127	legal	legal	ADJ	ADJ	_	126	amod	_	TokenRange=719:724
128	eles	_	PRON	PRON	_	129	nsubj	_	TokenRange=725:729
129	conseguiram	conseguir	VERB	VERB	_	42	conj	_	TokenRange=730:741
130	retirar	retirar	VERB	VERB	_	129	xcomp	_	TokenRange=742:749
131	os	o	DET	DET	_	132	det	_	TokenRange=750:752
132	navios	navio	NOUN	NOUN	_	130	obj	_	TokenRange=753:759
133-134	do	_	_	_	_	_	_	_	TokenRange=760:762
133	de	de	ADP	ADP	_	135	case	_	_
134	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	135	det	_	_
135	pais	_	NOUN	NOUN	_	132	nmod	_	TokenRange=763:767
136	alem	alem	ADV	ADV	_	139	advmod	_	TokenRange=768:772
137	disso	_	X	ADPPRON	_	136	fixed	_	TokenRange=773:778
138	eles	_	PRON	PRON	_	139	nsubj	_	TokenRange=779:783
139	desligaram	desligar	VERB	VERB	_	270	ccomp	_	TokenRange=784:794
140	os	o	DET	DET	_	141	det	_	TokenRange=795:797
141	transponders	transponder	NOUN	NOUN	_	139	obj	_	TokenRange=798:810
142-143	das	_	_	_	_	_	_	_	TokenRange=811:814
142	de	de	ADP	ADP	_	144	case	_	_
143	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	144	det	_	_
144	sondas	sonda	NOUN	NOUN	_	141	nmod	_	TokenRange=815:821
145	para	_	ADP	ADP	_	146	mark	_	TokenRange=822:826
146	impedir	impedir	VERB	VERB	_	139	advcl	_	TokenRange=827:834
147	a	o	DET	DET	_	148	det	_	TokenRange=835:836
148	localizacao	localizacao	NOUN	NOUN	_	146	obj	_	TokenRange=837:848
149	via	_	ADP	ADP	_	150	case	_	TokenRange=849:852
150	estadao	estadao	NOUN	NOUN	_	148	nmod	_	TokenRange=853:860
151-152	na	_	_	_	_	_	_	_	TokenRange=861:863
151	em	em	ADP	ADP	_	154	case	_	_
152	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	154	det	_	_
153	ultima	_	ADJ	ADJ	_	154	amod	_	TokenRange=864:870
154	segunda	_	PROPN	PNOUN	_	146	nmod	_	TokenRange=871:878
155	15	_	NUM	NUM	NumType=Card	154	nmod	_	TokenRange=879:881
156	o	o	DET	DET	_	157	det	_	TokenRange=882:883
157	ministerio	ministerio	NOUN	NOUN	_	247	nsubj	_	TokenRange=884:894
158	publico	_	ADJ	ADJ	_	157	amod	_	TokenRange=895:902
159	federal	federal	ADJ	ADJ	_	157	amod	_	TokenRange=903:910
160	denunciou	denunciar	VERB	VERB	_	89	ccomp	_	TokenRange=911:920
161	11	_	NUM	NUM	NumType=Card	162	nummod	_	TokenRange=921:923
162	pessoas	pessoa	NOUN	NOUN	_	380	obj	_	TokenRange=924:931
163	por	por	ADP	ADP	_	164	case	_	TokenRange=932:935
164	envolvimento	envolvimento	NOUN	NOUN	_	380	nmod	_	TokenRange=936:948
165-166	no	_	_	_	_	_	_	_	TokenRange=949:951
165	em	em	ADP	ADP	_	167	case	_	_
166	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	167	det	_	_
167	esquema	esquema	NOUN	NOUN	_	164	nmod	_	TokenRange=952:959
168	de	de	ADP	ADP	_	169	case	_	TokenRange=960:962
169	corrupcao	corrupcao	NOUN	NOUN	_	167	nmod	_	TokenRange=963:972
170-171	da	_	_	_	_	_	_	_	TokenRange=973:975
170	de	de	ADP	ADP	_	172	case	_	_
171	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	172	det	_	_
172	petrobras	petrobra	NOUN	NOUN	_	242	nmod	_	TokenRange=976:985
173	entre	_	ADP	ADP	_	175	case	_	TokenRange=986:991
174	os	o	DET	DET	_	175	det	_	TokenRange=992:994
175	acusados	acusado	NOUN	NOUN	_	226	nmod	_	TokenRange=995:1003
176	estao	_	VERB	VERB	_	89	ccomp	_	TokenRange=1004:1009
177	o	o	DET	DET	_	178	det	_	TokenRange=1010:1011
178	pecuarista	pecuarista	NOUN	NOUN	_	101	nsubj	_	TokenRange=1012:1022
179	e	e	CCONJ	CONJ	_	180	cc	_	TokenRange=1023:1024
180	amigo	amigo	NOUN	NOUN	_	178	conj	_	TokenRange=1025:1030
181-182	do	_	_	_	_	_	_	_	TokenRange=1031:1033
181	de	de	ADP	ADP	_	183	case	_	_
182	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	183	det	_	_
183	expresidente	expresidente	NOUN	NOUN	_	228	nmod	_	TokenRange=1034:1046
184	lula	lula	ADJ	ADJ	_	183	amod	_	TokenRange=1047:1051
185	jose	jose	NOUN	NOUN	_	178	appos	_	TokenRange=1052:1056
186	carlos	carlo	NOUN	NOUN	_	185	flat	_	TokenRange=1057:1063
187	bumlai	bumlai	NOUN	NOUN	_	185	flat	_	TokenRange=1064:1070
188	e	e	CCONJ	CONJ	_	189	cc	_	TokenRange=1071:1072
189	joao	joao	NOUN	NOUN	_	178	conj	_	TokenRange=1073:1077
190	vaccari	vaccar	NOUN	NOUN	_	189	flat	_	TokenRange=1078:1085
191	neto	neto	ADJ	NOUN	_	189	flat	_	TokenRange=1086:1090
192	extesoureiro	extesoureiro	NOUN	NOUN	_	189	appos	_	TokenRange=1091:1103
193-194	do	_	_	_	_	_	_	_	TokenRange=1104:1106
193	de	de	ADP	ADP	_	195	case	_	_
194	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	195	det	_	_
195	pt	_	NOUN	NOUN	_	192	nmod	_	TokenRange=1107:1109
196	o	o	DET	DET	_	197	det	_	TokenRange=1110:1111
197	grupo	grupo	NOUN	NOUN	_	42	nsubj	_	TokenRange=1112:1117
198	e	e	CCONJ	CONJ	_	199	cc	_	TokenRange=1118:1119
199	suspeito	suspeito	ADJ	ADJ	_	178	conj	_	TokenRange=1120:1128
200	de	_	ADP	ADP	_	201	mark	_	TokenRange=1129:1131
201	participar	participar	VERB	VERB	_	199	nmod	_	TokenRange=1132:1142
202	de	de	ADP	ADP	_	204	case	_	TokenRange=1143:1145
203	um	um	DET	DET	_	204	det	_	TokenRange=1146:1148
204	esquema	esquema	NOUN	NOUN	_	201	nmod	_	TokenRange=1149:1156
205	de	de	ADP	ADP	_	206	case	_	TokenRange=1157:1159
206	propinas	propina	NOUN	NOUN	_	204	nmod	_	TokenRange=1160:1168
207-208	na	_	_	_	_	_	_	_	TokenRange=1169:1171
207	em	em	ADP	ADP	_	209	case	_	_
208	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	209	det	_	_
209	contratacao	contratacao	NOUN	NOUN	_	70	nmod	_	TokenRange=1172:1183
210-211	da	_	_	_	_	_	_	_	TokenRange=1184:1186
210	de	de	ADP	ADP	_	212	case	_	_
211	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	212	det	_	_
212	schahin	schahin	NOUN	NOUN	_	209	nmod	_	TokenRange=1187:1194
213	engenharia	engenharia	NOUN	NOUN	_	212	flat	_	TokenRange=1195:1205
214	em	em	ADP	ADP	_	215	case	_	TokenRange=1206:1208
215	2009	_	NUM	NUM	NumType=Card	212	nmod	_	TokenRange=1209:1213
216	como	como	ADP	ADP	_	217	case	_	TokenRange=1214:1218
217	operadora	operador	NOUN	NOUN	_	237	nmod	_	TokenRange=1219:1228
218-219	do	_	_	_	_	_	_	_	TokenRange=1229:1231
218	de	de	ADP	ADP	_	220	case	_	_
219	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	220	det	_	_
220	naviosonda	_	NOUN	NOUN	_	217	nmod	_	TokenRange=1232:1242
221	vitoria	vitoria	NOUN	NOUN	_	220	appos	_	TokenRange=1243:1250
222	10000	_	NUM	NUM	NumType=Card	220	appos	_	TokenRange=1251:1256
223	como	_	CCONJ	CONJ	_	226	mark	_	TokenRange=1257:1261
224	as	o	DET	DET	_	225	det	_	TokenRange=1262:1264
225	investigacoes	investigacoe	NOUN	NOUN	_	226	nsubj	_	TokenRange=1265:1278
226	indicam	indicar	VERB	VERB	_	270	advcl	_	TokenRange=1279:1286
227	um	um	DET	DET	_	228	det	_	TokenRange=1287:1289
228	desvio	desvio	NOUN	NOUN	_	226	obj	_	TokenRange=1290:1296
229	de	de	ADP	ADP	_	230	case	_	TokenRange=1297:1299
230	r	r	NOUN	NOUN	_	228	nmod	_	TokenRange=1300:1301
231	18	_	NUM	NUM	NumType=Card	232	nummod	_	TokenRange=1302:1304
232	milhoes	_	NUM	NUM	NumType=Card	230	nummod	_	TokenRange=1305:1312
233-234	pelo	_	_	_	_	_	_	_	TokenRange=1313:1317
233	por	por	ADP	ADP	_	235	case	_	_
234	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	235	det	_	_
235	grupo	grupo	NOUN	NOUN	_	228	nmod	_	TokenRange=1318:1323
236	para	_	ADP	ADP	_	237	mark	_	TokenRange=1324:1328
237	abastecer	abastecer	VERB	VERB	_	228	nmod	_	TokenRange=1329:1338
238	os	o	DET	DET	_	239	det	_	TokenRange=1339:1341
239	cofres	cofre	NOUN	NOUN	_	237	obj	_	TokenRange=1342:1348
240-241	do	_	_	_	_	_	_	_	TokenRange=1349:1351
240	de	de	ADP	ADP	_	242	case	_	_
241	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	242	det	_	_
242	partido	partido	NOUN	NOUN	_	239	nmod	_	TokenRange=1352:1359
243-244	dos	_	_	_	_	_	_	_	TokenRange=1360:1363
243	de	de	ADP	ADP	_	245	case	_	_
244	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	245	det	_	_
245	trabalhadores	trabalhador	NOUN	NOUN	_	242	nmod	_	TokenRange=1364:1377
246	bumlai	bumlai	NOUN	NOUN	_	245	appos	_	TokenRange=1378:1384
247	esta	_	VERB	VERB	_	270	ccomp	_	TokenRange=1385:1389
248	preso	preso	ADJ	ADJ	_	247	xcomp	_	TokenRange=1390:1395
249	em	em	ADP	ADP	_	250	case	_	TokenRange=1396:1398
250	curitiba	curitiba	NOUN	NOUN	_	248	nmod	_	TokenRange=1399:1407
251	desde	_	ADP	ADP	_	252	case	_	TokenRange=1408:1413
252	24	_	NUM	NUM	NumType=Card	101	nmod	_	TokenRange=1414:1416
253	de	de	ADP	ADP	_	254	case	_	TokenRange=1417:1419
254	novembro	_	PROPN	PNOUN	_	252	nmod	_	TokenRange=1420:1428
255	o	o	DET	DET	_	256	det	_	TokenRange=1429:1430
256	procurador	procurador	NOUN	NOUN	_	247	nsubj	_	TokenRange=1431:1441
257-258	da	_	_	_	_	_	_	_	TokenRange=1442:1444
257	de	de	ADP	ADP	_	259	case	_	_
258	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	259	det	_	_
259	republica	_	NOUN	NOUN	_	256	nmod	_	TokenRange=1445:1454
260	deltan	_	PROPN	PNOUN	_	308	appos	_	TokenRange=1455:1461
261	dallagnol	dallagnol	ADJ	ADJ	_	260	amod	_	TokenRange=1462:1471
262	coordenador	coordenador	NOUN	NOUN	_	260	appos	_	TokenRange=1472:1483
263-264	da	_	_	_	_	_	_	_	TokenRange=1484:1486
263	de	de	ADP	ADP	_	265	case	_	_
264	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	265	det	_	_
265	forca	forca	NOUN	NOUN	_	262	nmod	_	TokenRange=1487:1492
266	tarefa	tarefa	NOUN	NOUN	_	265	flat	_	TokenRange=1493:1499
267-268	da	_	_	_	_	_	_	_	TokenRange=1500:1502
267	de	de	ADP	ADP	_	269	case	_	_
268	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	269	det	_	_
269	lavajato	lavajato	NOUN	NOUN	_	265	nmod	_	TokenRange=1503:1511
270	afirmou	afirmar	VERB	VERB	_	89	parataxis	_	TokenRange=1512:1519
271	que	que	CCONJ	CONJ	_	380	mark	_	TokenRange=1520:1523
272	bumlai	_	NOUN	NOUN	_	276	nsubj	_	TokenRange=1524:1530
273	nao	nao	ADV	ADV	Polarity=Neg	276	advmod	_	TokenRange=1531:1534
274	e	e	CCONJ	CONJ	_	276	cop	_	TokenRange=1535:1536
275	o	o	DET	DET	_	276	det	_	TokenRange=1537:1538
276	centro	centro	NOUN	NOUN	_	270	ccomp	_	TokenRange=1539:1545
277-278	da	_	_	_	_	_	_	_	TokenRange=1546:1548
277	de	de	ADP	ADP	_	279	case	_	_
278	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	279	det	_	_
279	investigacao	investigacao	NOUN	NOUN	_	276	nmod	_	TokenRange=1549:1561
280	bumlai	_	ADJ	VERB	_	331	appos	_	TokenRange=1562:1568
281	nada	_	PRON	PRON	_	280	appos	_	TokenRange=1569:1573
282	mais	mais	ADV	ADV	_	345	advmod	_	TokenRange=1574:1578
283	e	e	CCONJ	CONJ	_	389	cc	_	TokenRange=1579:1580
284-285	do	_	_	_	_	_	_	_	TokenRange=1581:1583
284	de	de	ADP	ADP	_	287	case	_	_
285	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	287	det	_	_
286	que	_	ADP	ADP	_	284	fixed	_	TokenRange=1584:1587
287	operador	operador	NOUN	NOUN	_	178	conj	_	TokenRange=1588:1596
288	de	de	ADP	ADP	_	290	case	_	TokenRange=1597:1599
289	um	um	DET	DET	_	290	det	_	TokenRange=1600:1602
290	partido	partido	NOUN	NOUN	_	287	nmod	_	TokenRange=1603:1610
291	politico	politico	ADJ	ADJ	_	290	amod	_	TokenRange=1611:1619
292	ele	_	PRON	PRON	_	294	nsubj	_	TokenRange=1620:1623
293	e	e	CCONJ	CONJ	_	294	cc	_	TokenRange=1624:1625
294	operador	operador	NOUN	NOUN	_	260	conj	_	TokenRange=1626:1634
295-296	do	_	_	_	_	_	_	_	TokenRange=1635:1637
