# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = comecou a baderna apoiadores de lula sao pegos com facoes e foices em curitiba bolivianos invadindo o brasil para protestar durante uma entrevista coletiva em curitiba o secretario estadual de seguranca publica do parana relatou que a pm apreendeu armas brancas facas e foices em um dos onibus que seguia para a capital paranaense wagner mesquita disse sao materiais que nao combinam com uma manifestacao democratica vamos fiscalizar tudo e todos nao abriremos mao dessa prerrogativa ja passou da hora da policia sentar a borracha nesse bando de desocupados um trabalhador honesto que luta para sustentar sua familia jamais deixaria seu emprego para ficar andando atras de politico envolvido em escandalo de corrupcao o pt nao faz manifestacao democratica e sim terrorismo neste exato momento 1600 hs a pf com sua tropa de choque esta se deslocando para o local onde a turma vermelha esta acampada o lugar e conhecido como boca maldita a informacao e de bernardo barbosa do uol / curitiba no video abaixo postado nas redes sociais pelo deputado e exdelegado da pf fernando francischini um morador do parana flagrou alguns onibus vindos da bolivia indo para curitiba protestar a favor de lula
1	comecou	comecar	VERB	VERB	_	0	root	_	TokenRange=0:7
54	a	o	DET	DET	_	55	det	_	TokenRange=310:311
55	capital	capital	NOUN	NOUN	_	52	nmod	_	TokenRange=312:319
56	paranaense	paranaense	ADJ	ADJ	_	55	amod	_	TokenRange=320:330
57	wagner	wagner	NOUN	NOUN	_	59	nsubj	_	TokenRange=331:337
58	mesquita	mesquita	NOUN	NOUN	_	57	flat	_	TokenRange=338:346
59	disse	dizer	VERB	VERB	_	36	conj	_	TokenRange=347:352
60	sao	_	VERB	VERB	_	59	ccomp	_	TokenRange=353:356
61	materiais	material	NOUN	NOUN	_	59	obj	_	TokenRange=357:366
62	que	_	PRON	PRON	_	64	nsubj	_	TokenRange=367:370
63	nao	nao	ADV	ADV	Polarity=Neg	64	advmod	_	TokenRange=371:374
64	combinam	combinar	VERB	VERB	_	61	acl:relcl	_	TokenRange=375:383
65	com	com	ADP	ADP	_	67	case	_	TokenRange=384:387
66	uma	um	DET	DET	_	67	det	_	TokenRange=388:391
67	manifestacao	manifestacao	NOUN	NOUN	_	64	nmod	_	TokenRange=392:404
68	democratica	democratico	ADJ	ADJ	_	67	amod	_	TokenRange=405:416
69	vamos	ir	AUX	AUX	_	70	aux	_	TokenRange=417:422
70	fiscalizar	fiscalizar	VERB	VERB	_	144	acl:relcl	_	TokenRange=423:433
71	tudo	_	PRON	PRON	_	70	obj	_	TokenRange=434:438
72	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=439:440
73	todos	_	PRON	PRON	_	75	nsubj	_	TokenRange=441:446
74	nao	nao	ADV	ADV	Polarity=Neg	75	advmod	_	TokenRange=447:450
75	abriremos	abrir	VERB	VERB	_	70	conj	_	TokenRange=451:460
76	mao	mao	NOUN	NOUN	_	75	obj	_	TokenRange=461:464
77	dessa	_	ADP	ADP	_	78	case	_	TokenRange=465:470
78	prerrogativa	prerrogativa	NOUN	NOUN	_	75	nmod	_	TokenRange=471:483
79	ja	ja	ADV	ADV	_	80	advmod	_	TokenRange=484:486
80	passou	passar	VERB	VERB	_	59	conj	_	TokenRange=487:493
81-82	da	_	_	_	_	_	_	_	TokenRange=494:496
81	de	de	ADP	ADP	_	83	case	_	_
82	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	83	det	_	_
83	hora	hora	NOUN	NOUN	_	80	nmod	_	TokenRange=497:501
84-85	da	_	_	_	_	_	_	_	TokenRange=502:504
84	de	de	ADP	ADP	_	87	case	_	_
85	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
86	policia	policia	NOUN	NOUN	_	87	nsubj	_	TokenRange=505:512
87	sentar	sentar	VERB	VERB	_	83	nmod	_	TokenRange=513:519
88	a	o	DET	DET	_	89	det	_	TokenRange=520:521
89	borracha	borracha	NOUN	NOUN	_	87	obj	_	TokenRange=522:530
90	nesse	_	ADP	ADP	_	91	case	_	TokenRange=531:536
91	bando	bando	NOUN	NOUN	_	87	nmod	_	TokenRange=537:542
92	de	de	ADP	ADP	_	93	case	_	TokenRange=543:545
93	desocupados	desocupado	NOUN	NOUN	_	91	nmod	_	TokenRange=546:557
94	um	um	DET	DET	_	95	det	_	TokenRange=558:560
95	trabalhador	trabalhador	NOUN	NOUN	_	91	appos	_	TokenRange=561:572
96	honesto	honesto	ADJ	ADJ	_	95	amod	_	TokenRange=573:580
97	que	_	PRON	PRON	_	98	nsubj	_	TokenRange=581:584
98	luta	lutar	VERB	VERB	_	95	acl:relcl	_	TokenRange=585:589
99	para	_	ADP	ADP	_	100	mark	_	TokenRange=590:594
100	sustentar	sustentar	VERB	VERB	_	98	advcl	_	TokenRange=595:604
101	sua	_	DET	DET	_	102	det:poss	_	TokenRange=605:608
102	familia	familia	NOUN	NOUN	_	100	obj	_	TokenRange=609:616
103	jamais	jamais	ADV	ADV	_	104	advmod	_	TokenRange=617:623
104	deixaria	deixar	VERB	VERB	_	87	advcl	_	TokenRange=624:632
105	seu	_	DET	DET	_	106	det:poss	_	TokenRange=633:636
106	emprego	emprego	NOUN	NOUN	_	104	obj	_	TokenRange=637:644
107	para	_	ADP	ADP	_	109	mark	_	TokenRange=645:649
108	ficar	ficar	AUX	AUX	_	109	aux	_	TokenRange=650:655
109	andando	andar	VERB	VERB	_	196	advcl	_	TokenRange=656:663
110	atras	atras	ADV	ADV	_	109	advmod	_	TokenRange=664:669
111	de	de	ADP	ADP	_	112	case	_	TokenRange=670:672
112	politico	politico	NOUN	NOUN	_	110	nmod	_	TokenRange=673:681
113	envolvido	envolver	VERB	VERB	_	112	acl	_	TokenRange=682:691
114	em	em	ADP	ADP	_	115	case	_	TokenRange=692:694
115	escandalo	escandalo	NOUN	NOUN	_	113	nmod	_	TokenRange=695:704
116	de	de	ADP	ADP	_	117	case	_	TokenRange=705:707
117	corrupcao	corrupcao	NOUN	NOUN	_	115	nmod	_	TokenRange=708:717
118	o	o	DET	DET	_	119	det	_	TokenRange=718:719
119	pt	_	NOUN	NOUN	_	104	nsubj	_	TokenRange=720:722
120	nao	nao	ADV	ADV	Polarity=Neg	121	advmod	_	TokenRange=723:726
121	faz	fazer	VERB	VERB	_	36	advcl	_	TokenRange=727:730
122	manifestacao	manifestacao	NOUN	NOUN	_	121	obj	_	TokenRange=731:743
123	democratica	democratico	ADJ	ADJ	_	122	amod	_	TokenRange=744:755
124	e	e	CCONJ	CONJ	_	126	cc	_	TokenRange=756:757
125	sim	sim	ADV	ADV	_	126	advmod	_	TokenRange=758:761
126	terrorismo	terrorismo	NOUN	NOUN	_	122	conj	_	TokenRange=762:772
127	neste	_	ADP	ADP	_	129	case	_	TokenRange=773:778
128	exato	exato	ADJ	ADJ	_	129	amod	_	TokenRange=779:784
129	momento	momento	NOUN	NOUN	_	121	nmod	_	TokenRange=785:792
130	1600	_	NUM	NUM	NumType=Card	131	nummod	_	TokenRange=793:797
131	hs	_	NOUN	NOUN	_	109	nmod	_	TokenRange=798:800
132	a	o	DET	DET	_	133	det	_	TokenRange=801:802
133	pf	_	NOUN	NOUN	_	121	nsubj	_	TokenRange=803:805
134	com	com	ADP	ADP	_	136	case	_	TokenRange=806:809
135	sua	_	DET	DET	_	136	det:poss	_	TokenRange=810:813
136	tropa	tropa	NOUN	NOUN	_	133	nmod	_	TokenRange=814:819
137	de	de	ADP	ADP	_	138	case	_	TokenRange=820:822
138	choque	choque	NOUN	NOUN	_	136	nmod	_	TokenRange=823:829
139	esta	_	AUX	AUX	_	141	aux	_	TokenRange=830:834
140	se	_	PRON	PRON	_	141	obj	_	TokenRange=835:837
141	deslocando	deslocar	VERB	VERB	_	36	ccomp	_	TokenRange=838:848
142	para	para	ADP	ADP	_	144	case	_	TokenRange=849:853
143	o	o	DET	DET	_	144	det	_	TokenRange=854:855
144	local	local	NOUN	NOUN	_	141	nmod	_	TokenRange=856:861
145	onde	onde	ADV	ADV	_	149	advmod	_	TokenRange=862:866
146	a	o	DET	DET	_	147	det	_	TokenRange=867:868
147	turma	turma	NOUN	NOUN	_	149	nsubj	_	TokenRange=869:874
148	vermelha	vermelho	ADJ	ADJ	_	147	amod	_	TokenRange=875:883
149	esta	_	VERB	VERB	_	144	acl:relcl	_	TokenRange=884:888
150	acampada	acampado	ADJ	ADJ	_	149	xcomp	_	TokenRange=889:897
151	o	o	DET	DET	_	152	det	_	TokenRange=898:899
152	lugar	lugar	NOUN	NOUN	_	150	nsubj	_	TokenRange=900:905
153	e	e	CCONJ	CONJ	_	154	cc	_	TokenRange=906:907
154	conhecido	conhecer	VERB	VERB	_	149	conj	_	TokenRange=908:917
155	como	como	ADP	ADP	_	156	case	_	TokenRange=918:922
156	boca	boca	NOUN	NOUN	_	154	nmod	_	TokenRange=923:927
157	maldita	maldito	ADJ	ADJ	_	156	amod	_	TokenRange=928:935
158	a	o	DET	DET	_	159	det	_	TokenRange=936:937
159	informacao	informacao	NOUN	NOUN	_	154	nsubj:pass	_	TokenRange=938:948
160	e	e	CCONJ	CONJ	_	162	cc	_	TokenRange=949:950
161	de	de	ADP	ADP	_	162	case	_	TokenRange=951:953
162	bernardo	bernardo	NOUN	NOUN	_	159	conj	_	TokenRange=954:962
163	barbosa	barboso	ADJ	ADJ	_	162	amod	_	TokenRange=963:970
164-165	do	_	_	_	_	_	_	_	TokenRange=971:973
164	de	de	ADP	ADP	_	166	case	_	_
165	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	166	det	_	_
166	uol	_	NOUN	NOUN	_	162	nmod	_	TokenRange=974:977
167	/	/	PUNCT	.	_	166	punct	_	TokenRange=978:979
168	curitiba	curitiba	NOUN	NOUN	_	166	flat	_	TokenRange=980:988
169-170	no	_	_	_	_	_	_	_	TokenRange=989:991
169	em	em	ADP	ADP	_	171	case	_	_
170	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	171	det	_	_
171	video	video	NOUN	NOUN	_	59	nmod	_	TokenRange=992:997
172	abaixo	abaixo	ADV	ADV	_	173	advmod	_	TokenRange=998:1004
173	postado	postar	VERB	VERB	_	171	acl	_	TokenRange=1005:1012
174-175	nas	_	_	_	_	_	_	_	TokenRange=1013:1016
174	em	em	ADP	ADP	_	176	case	_	_
175	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	176	det	_	_
176	redes	rede	NOUN	NOUN	_	173	nmod	_	TokenRange=1017:1022
177	sociais	social	ADJ	ADJ	_	176	amod	_	TokenRange=1023:1030
178-179	pelo	_	_	_	_	_	_	_	TokenRange=1031:1035
178	por	por	ADP	ADP	_	180	case	_	_
179	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	180	det	_	_
180	deputado	deputado	NOUN	NOUN	_	173	nmod	_	TokenRange=1036:1044
181	e	e	CCONJ	CONJ	_	182	cc	_	TokenRange=1045:1046
182	exdelegado	exdelegado	NOUN	NOUN	_	180	conj	_	TokenRange=1047:1057
183-184	da	_	_	_	_	_	_	_	TokenRange=1058:1060
183	de	de	ADP	ADP	_	185	case	_	_
184	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	185	det	_	_
185	pf	_	NOUN	NOUN	_	180	nmod	_	TokenRange=1061:1063
186	fernando	fernando	NOUN	NOUN	_	180	appos	_	TokenRange=1064:1072
187	francischini	_	NOUN	NOUN	_	186	flat	_	TokenRange=1073:1085
188	um	um	DET	DET	_	189	det	_	TokenRange=1086:1088
189	morador	morador	NOUN	NOUN	_	193	nsubj	_	TokenRange=1089:1096
190-191	do	_	_	_	_	_	_	_	TokenRange=1097:1099
190	de	de	ADP	ADP	_	192	case	_	_
191	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	192	det	_	_
192	parana	parana	NOUN	NOUN	_	189	nmod	_	TokenRange=1100:1106
193	flagrou	flagrar	VERB	VERB	_	59	ccomp	_	TokenRange=1107:1114
194	alguns	_	DET	DET	_	195	det	_	TokenRange=1115:1121
195	onibus	onibu	NOUN	NOUN	_	193	obj	_	TokenRange=1122:1128
196	vindos	vir	VERB	VERB	_	195	acl	_	TokenRange=1129:1135
197-198	da	_	_	_	_	_	_	_	TokenRange=1136:1138
197	de	de	ADP	ADP	_	199	case	_	_
198	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	199	det	_	_
199	bolivia	bolivia	NOUN	NOUN	_	196	nmod	_	TokenRange=1139:1146
200	indo	ir	VERB	VERB	_	193	acl	_	TokenRange=1147:1151
201	para	para	ADP	ADP	_	202	case	_	TokenRange=1152:1156
202	curitiba	curitiba	NOUN	NOUN	_	200	nmod	_	TokenRange=1157:1165
203	protestar	protestar	VERB	VERB	_	193	xcomp	_	TokenRange=1166:1175
204	a	_	ADP	ADP	_	205	case	_	TokenRange=1176:1177
205	favor	favor	NOUN	NOUN	_	203	nmod	_	TokenRange=1178:1183
206	de	de	ADP	ADP	_	207	case	_	TokenRange=1184:1186
207	lula	lula	NOUN	NOUN	_	205	nmod	_	TokenRange=1187:1191

