# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = aprendeu com o mestre lula sabatella saiu as ruas para provocar e depois bancar a vitima imagine so uma torcedora botafoguense passeando sem querer no meio da torcida do flamengo e gritando vai fogao entenderam a atriz leticia sabatella publicou em video em seu instagram dizendo que foi xingada por um grupo de manifestantes proimpeachment no centro de curitiba ontem 01 realmente a atriz foi foi xingada por uma mulher que a chamava de semvergonha e gritava chora petista um grupo de manifestantes e varios pms a protegeram na hora em que os animos estavam mais exaltados uma dessas pessoas exaltadas chegou a chamala de p voce e p coisa que nao de faz sabatella disse que nao foi ao protesto para se autopromover e que simplesmente passava pela praca pouco antes de comecar a manifestacao quando pasou para conversar com uma senhora ela disse preocupa esta falta de democracia no nosso brasil eles nao sabem o que fazem a atriz com cara de boazinha disse que estava simplesmente passando pelo local como assim ele estava com a cara pintada pessoas comuns costumam andar por ai com a cara pintada de verde e amarelo pelas imagens de um video publicado na internet da pra ver que ela nao estava somente passando pelo local ela foi ao local para provocar as pessoas coisa tipica de petista provoca e depois banca a vitima todas as pessoas tem o direito de ir e vir mas e ai que entra algo chamado bom senso o brasil tem mais de 10 milhoes de quilometros quadrados mas a petista quis exercer seu direito de ir e vir justamente nos quarteiroes onde as pessoas se manifestavam contra dilma imagine so uma torcedora botafoguense passeando sem querer no meio da torcida do flamengo e gritando vai fogao entenderam o video mostra a policia militar agindo com toda prudencia e paciencia pedindo gentilmente para a dignissima atriz petista deixar o local para proteger sua integridade o que ela fez se recusou a sair e ainda registrou um bo por injuria no 1 distrito da policia civil do parana de acordo com informacoes do g1 leia tambem tenho acompanhado a situacao do brasil atraves dos noticiarios mundiais e tenho plena confianca nas instituicoes brasileiras como o ministerio publico a policia federal e o poder judiciario
1	aprendeu	aprender	VERB	VERB	_	0	root	_	TokenRange=0:8
28-29	da	_	_	_	_	_	_	_	TokenRange=156:158
28	de	de	ADP	ADP	_	30	case	_	_
29	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	30	det	_	_
30	torcida	torcida	NOUN	NOUN	_	27	nmod	_	TokenRange=159:166
31-32	do	_	_	_	_	_	_	_	TokenRange=167:169
31	de	de	ADP	ADP	_	33	case	_	_
32	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	33	det	_	_
33	flamengo	flamengo	NOUN	NOUN	_	30	nmod	_	TokenRange=170:178
34	e	e	CCONJ	CONJ	_	35	cc	_	TokenRange=179:180
35	gritando	gritar	VERB	VERB	_	11	conj	_	TokenRange=181:189
36	vai	ir	AUX	AUX	_	37	advmod	_	TokenRange=190:193
37	fogao	fogao	NOUN	NOUN	_	35	nmod	_	TokenRange=194:199
38	entenderam	entender	VERB	VERB	_	1	conj	_	TokenRange=200:210
39	a	o	DET	DET	_	40	det	_	TokenRange=211:212
40	atriz	_	NOUN	NOUN	_	38	nsubj	_	TokenRange=213:218
41	leticia	leticia	NOUN	NOUN	_	40	appos	_	TokenRange=219:226
42	sabatella	_	NOUN	NOUN	_	41	flat	_	TokenRange=227:236
43	publicou	publicar	VERB	VERB	_	1	conj	_	TokenRange=237:245
44	em	em	ADP	ADP	_	45	case	_	TokenRange=246:248
45	video	video	NOUN	NOUN	_	43	nmod	_	TokenRange=249:254
46	em	em	ADP	ADP	_	161	case	_	TokenRange=255:257
47	seu	_	DET	DET	_	161	det:poss	_	TokenRange=258:261
48	instagram	instagram	NOUN	NOUN	_	43	nmod	_	TokenRange=262:271
49	dizendo	dizer	VERB	VERB	_	43	acl	_	TokenRange=272:279
50	que	que	CCONJ	CONJ	_	52	mark	_	TokenRange=280:283
51	foi	_	AUX	AUX	_	52	aux:pass	_	TokenRange=284:287
52	xingada	xingar	VERB	VERB	_	49	ccomp	_	TokenRange=288:295
53	por	por	ADP	ADP	_	55	case	_	TokenRange=296:299
54	um	um	DET	DET	_	55	det	_	TokenRange=300:302
55	grupo	grupo	NOUN	NOUN	_	52	nmod	_	TokenRange=303:308
56	de	de	ADP	ADP	_	57	case	_	TokenRange=309:311
57	manifestantes	manifestante	NOUN	NOUN	_	55	nmod	_	TokenRange=312:325
58	proimpeachment	_	ADJ	ADJ	_	57	amod	_	TokenRange=326:340
59-60	no	_	_	_	_	_	_	_	TokenRange=341:343
59	em	em	ADP	ADP	_	61	case	_	_
60	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	61	det	_	_
61	centro	centro	NOUN	NOUN	_	52	nmod	_	TokenRange=344:350
62	de	de	ADP	ADP	_	63	case	_	TokenRange=351:353
63	curitiba	curitiba	NOUN	NOUN	_	61	nmod	_	TokenRange=354:362
64	ontem	ontem	ADV	ADV	_	240	advmod	_	TokenRange=363:368
65	01	_	NUM	NUM	NumType=Card	64	appos	_	TokenRange=369:371
66	realmente	realmente	ADV	ADV	_	71	advmod	_	TokenRange=372:381
67	a	o	DET	DET	_	68	det	_	TokenRange=382:383
68	atriz	_	NOUN	NOUN	_	71	nsubj:pass	_	TokenRange=384:389
69	foi	_	AUX	AUX	_	71	aux:pass	_	TokenRange=390:393
70	foi	_	AUX	AUX	_	71	aux:pass	_	TokenRange=394:397
71	xingada	xingar	VERB	VERB	_	49	ccomp	_	TokenRange=398:405
72	por	por	ADP	ADP	_	74	case	_	TokenRange=406:409
73	uma	um	DET	DET	_	74	det	_	TokenRange=410:413
74	mulher	mulher	NOUN	NOUN	_	71	nmod	_	TokenRange=414:420
75	que	_	PRON	PRON	_	77	nsubj	_	TokenRange=421:424
76	a	_	PRON	PRON	_	77	obj	_	TokenRange=425:426
77	chamava	chamar	VERB	VERB	_	74	acl:relcl	_	TokenRange=427:434
78	de	de	ADP	ADP	_	79	case	_	TokenRange=435:437
79	semvergonha	semvergonha	NOUN	NOUN	_	77	nmod	_	TokenRange=438:449
80	e	e	CCONJ	CONJ	_	81	cc	_	TokenRange=450:451
81	gritava	gritar	VERB	VERB	_	71	conj	_	TokenRange=452:459
82	chora	chora	NOUN	NOUN	_	81	obj	_	TokenRange=460:465
83	petista	petista	NOUN	NOUN	_	82	amod	_	TokenRange=466:473
84	um	um	DET	DET	_	85	det	_	TokenRange=474:476
85	grupo	grupo	NOUN	NOUN	_	71	nsubj:pass	_	TokenRange=477:482
86	de	de	ADP	ADP	_	87	case	_	TokenRange=483:485
87	manifestantes	manifestante	NOUN	NOUN	_	85	nmod	_	TokenRange=486:499
88	e	e	CCONJ	CONJ	_	90	cc	_	TokenRange=500:501
89	varios	_	DET	DET	_	90	det	_	TokenRange=502:508
90	pms	_	NOUN	NOUN	_	85	conj	_	TokenRange=509:512
91	a	_	PRON	PRON	_	92	obj	_	TokenRange=513:514
92	protegeram	proteger	VERB	VERB	_	253	conj	_	TokenRange=515:525
93-94	na	_	_	_	_	_	_	_	TokenRange=526:528
93	em	em	ADP	ADP	_	95	case	_	_
94	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	95	det	_	_
95	hora	hora	NOUN	NOUN	_	92	nmod	_	TokenRange=529:533
96	em	em	ADP	ADP	_	97	case	_	TokenRange=534:536
97	que	_	PRON	PRON	_	294	nmod	_	TokenRange=537:540
98	os	o	DET	DET	_	99	det	_	TokenRange=541:543
99	animos	animo	NOUN	NOUN	_	294	nsubj	_	TokenRange=544:550
100	estavam	estar	VERB	VERB	_	289	acl:relcl	_	TokenRange=551:558
101	mais	mais	ADV	ADV	_	102	advmod	_	TokenRange=559:563
102	exaltados	exaltado	ADJ	ADJ	_	100	xcomp	_	TokenRange=564:573
103	uma	_	PRON	PRON	_	350	nsubj	_	TokenRange=574:577
104	dessas	_	ADP	ADP	_	105	case	_	TokenRange=578:584
105	pessoas	pessoa	NOUN	NOUN	_	103	nmod	_	TokenRange=585:592
106	exaltadas	exaltado	ADJ	ADJ	_	105	amod	_	TokenRange=593:602
107	chegou	chegar	AUX	AUX	_	109	aux	_	TokenRange=603:609
108	a	_	ADP	ADP	_	109	case	_	TokenRange=610:611
109	chamala	chamala	NOUN	NOUN	_	209	acl:relcl	_	TokenRange=612:619
110	de	de	ADP	ADP	_	111	case	_	TokenRange=620:622
111	p	_	NOUN	NOUN	_	109	nmod	_	TokenRange=623:624
112	voce	voce	NOUN	NOUN	_	111	flat	_	TokenRange=625:629
113	e	e	CCONJ	CONJ	_	114	cc	_	TokenRange=630:631
114	p	_	NOUN	NOUN	_	111	conj	_	TokenRange=632:633
115	coisa	coisa	NOUN	NOUN	_	260	nsubj	_	TokenRange=634:639
116	que	_	PRON	PRON	_	294	nsubj	_	TokenRange=640:643
117	nao	nao	ADV	ADV	Polarity=Neg	115	advmod	_	TokenRange=644:647
118	de	_	ADP	ADP	_	119	mark	_	TokenRange=648:650
119	faz	fazer	VERB	VERB	_	374	nmod	_	TokenRange=651:654
120	sabatella	_	NOUN	NOUN	_	350	nsubj	_	TokenRange=655:664
121	disse	dizer	VERB	VERB	_	43	parataxis	_	TokenRange=665:670
122	que	que	CCONJ	CONJ	_	124	mark	_	TokenRange=671:674
123	nao	nao	ADV	ADV	Polarity=Neg	124	advmod	_	TokenRange=675:678
124	foi	_	VERB	VERB	_	121	ccomp	_	TokenRange=679:682
125-126	ao	_	_	_	_	_	_	_	TokenRange=683:685
125	a	a	ADP	ADP	_	127	case	_	_
126	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	127	det	_	_
127	protesto	protesto	NOUN	NOUN	_	124	nmod	_	TokenRange=686:694
128	para	_	ADP	ADP	_	130	mark	_	TokenRange=695:699
129	se	_	PRON	PRON	_	130	obj	_	TokenRange=700:702
130	autopromover	autopromover	VERB	VERB	_	124	advcl	_	TokenRange=703:715
131	e	e	CCONJ	CONJ	_	134	cc	_	TokenRange=716:717
132	que	que	CCONJ	CONJ	_	134	mark	_	TokenRange=718:721
133	simplesmente	simplesmente	ADV	ADV	_	134	advmod	_	TokenRange=722:734
134	passava	passar	VERB	VERB	_	52	conj	_	TokenRange=735:742
135-136	pela	_	_	_	_	_	_	_	TokenRange=743:747
135	por	por	ADP	ADP	_	137	case	_	_
136	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	137	det	_	_
137	praca	praca	NOUN	NOUN	_	134	nmod	_	TokenRange=748:753
138	pouco	pouco	ADV	ADV	_	139	advmod	_	TokenRange=754:759
139	antes	antes	ADV	ADV	_	141	mark	_	TokenRange=760:765
140	de	_	ADP	ADP	_	139	fixed	_	TokenRange=766:768
141	comecar	comecar	VERB	VERB	_	134	advcl	_	TokenRange=769:776
142	a	o	DET	DET	_	143	det	_	TokenRange=777:778
143	manifestacao	manifestacao	NOUN	NOUN	_	141	obj	_	TokenRange=779:791
144	quando	_	CCONJ	CONJ	_	145	mark	_	TokenRange=792:798
145	pasou	pasar	VERB	VERB	_	240	advcl	_	TokenRange=799:804
146	para	_	ADP	ADP	_	147	mark	_	TokenRange=805:809
147	conversar	conversar	VERB	VERB	_	145	advcl	_	TokenRange=810:819
148	com	com	ADP	ADP	_	150	case	_	TokenRange=820:823
149	uma	um	DET	DET	_	150	det	_	TokenRange=824:827
150	senhora	senhor	NOUN	NOUN	_	147	nmod	_	TokenRange=828:835
151	ela	_	PRON	PRON	_	152	nsubj	_	TokenRange=836:839
152	disse	dizer	VERB	VERB	_	43	advcl	_	TokenRange=840:845
153	preocupa	preocupar	VERB	VERB	_	152	xcomp	_	TokenRange=846:854
154	esta	_	DET	DET	_	155	det	_	TokenRange=855:859
155	falta	_	NOUN	NOUN	_	153	obj	_	TokenRange=860:865
156	de	de	ADP	ADP	_	157	case	_	TokenRange=866:868
157	democracia	democracia	NOUN	NOUN	_	155	nmod	_	TokenRange=869:879
158-159	no	_	_	_	_	_	_	_	TokenRange=880:882
158	em	em	ADP	ADP	_	161	case	_	_
159	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	161	det	_	_
160	nosso	_	DET	DET	_	161	det:poss	_	TokenRange=883:888
161	brasil	brasil	NOUN	NOUN	_	155	nmod	_	TokenRange=889:895
162	eles	_	PRON	PRON	_	71	nsubj:pass	_	TokenRange=896:900
163	nao	nao	ADV	ADV	Polarity=Neg	164	advmod	_	TokenRange=901:904
164	sabem	saber	VERB	VERB	_	209	acl:relcl	_	TokenRange=905:910
165	o	_	PRON	PRON	_	92	obj	_	TokenRange=911:912
166	que	_	PRON	PRON	_	167	obj	_	TokenRange=913:916
167	fazem	fazer	VERB	VERB	_	165	acl:relcl	_	TokenRange=917:922
168	a	o	DET	DET	_	169	det	_	TokenRange=923:924
169	atriz	_	NOUN	NOUN	_	192	nsubj	_	TokenRange=925:930
170	com	com	ADP	ADP	_	171	case	_	TokenRange=931:934
171	cara	cara	NOUN	NOUN	_	169	nmod	_	TokenRange=935:939
172	de	de	ADP	ADP	_	173	case	_	TokenRange=940:942
173	boazinha	boazinha	NOUN	NOUN	_	171	nmod	_	TokenRange=943:951
174	disse	dizer	VERB	VERB	_	49	ccomp	_	TokenRange=952:957
175	que	que	CCONJ	CONJ	_	178	mark	_	TokenRange=958:961
176	estava	estar	AUX	AUX	_	178	aux	_	TokenRange=962:968
177	simplesmente	simplesmente	ADV	ADV	_	178	advmod	_	TokenRange=969:981
178	passando	passar	VERB	VERB	_	174	ccomp	_	TokenRange=982:990
179-180	pelo	_	_	_	_	_	_	_	TokenRange=991:995
179	por	por	ADP	ADP	_	181	case	_	_
180	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	181	det	_	_
181	local	local	NOUN	NOUN	_	193	nmod	_	TokenRange=996:1001
182	como	_	CCONJ	CONJ	_	185	mark	_	TokenRange=1002:1006
183	assim	assim	ADV	ADV	_	185	advmod	_	TokenRange=1007:1012
184	ele	_	PRON	PRON	_	185	nsubj	_	TokenRange=1013:1016
185	estava	estar	VERB	VERB	_	52	advcl	_	TokenRange=1017:1023
186	com	com	ADP	ADP	_	188	case	_	TokenRange=1024:1027
187	a	o	DET	DET	_	188	det	_	TokenRange=1028:1029
188	cara	cara	NOUN	NOUN	_	185	nmod	_	TokenRange=1030:1034
189	pintada	pintado	ADJ	ADJ	_	188	amod	_	TokenRange=1035:1042
190	pessoas	pessoa	NOUN	NOUN	_	192	nsubj	_	TokenRange=1043:1050
191	comuns	comum	ADJ	ADJ	_	190	amod	_	TokenRange=1051:1057
192	costumam	costumar	VERB	VERB	_	49	ccomp	_	TokenRange=1058:1066
193	andar	andar	VERB	VERB	_	192	xcomp	_	TokenRange=1067:1072
194	por	_	ADP	ADP	_	195	mark	_	TokenRange=1073:1076
195	ai	ai	ADV	ADV	_	193	nmod	_	TokenRange=1077:1079
196	com	com	ADP	ADP	_	198	case	_	TokenRange=1080:1083
197	a	o	DET	DET	_	198	det	_	TokenRange=1084:1085
198	cara	cara	NOUN	NOUN	_	193	nmod	_	TokenRange=1086:1090
199	pintada	pintado	ADJ	ADJ	_	198	amod	_	TokenRange=1091:1098
200	de	de	ADP	ADP	_	201	case	_	TokenRange=1099:1101
201	verde	verde	NOUN	NOUN	_	77	nmod	_	TokenRange=1102:1107
202	e	e	CCONJ	CONJ	_	203	cc	_	TokenRange=1108:1109
203	amarelo	amarelo	NOUN	NOUN	_	201	conj	_	TokenRange=1110:1117
204-205	pelas	_	_	_	_	_	_	_	TokenRange=1118:1123
204	por	por	ADP	ADP	_	206	case	_	_
205	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	206	det	_	_
206	imagens	imagem	NOUN	NOUN	_	71	nmod	_	TokenRange=1124:1131
207	de	de	ADP	ADP	_	209	case	_	TokenRange=1132:1134
208	um	um	DET	DET	_	209	det	_	TokenRange=1135:1137
209	video	video	NOUN	NOUN	_	206	nmod	_	TokenRange=1138:1143
210	publicado	publicar	VERB	VERB	_	209	acl	_	TokenRange=1144:1153
211-212	na	_	_	_	_	_	_	_	TokenRange=1154:1156
211	em	em	ADP	ADP	_	213	case	_	_
212	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	213	det	_	_
213	internet	_	PROPN	PNOUN	_	210	nmod	_	TokenRange=1157:1165
214-215	da	_	_	_	_	_	_	_	TokenRange=1166:1168
214	de	de	ADP	ADP	_	217	case	_	_
215	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	217	det	_	_
216	pra	_	ADP	ADP	_	217	mark	_	TokenRange=1169:1172
217	ver	ver	VERB	VERB	_	71	advcl	_	TokenRange=1173:1176
218	que	que	CCONJ	CONJ	_	228	mark	_	TokenRange=1177:1180
219	ela	_	PRON	PRON	_	223	nsubj	_	TokenRange=1181:1184
220	nao	nao	ADV	ADV	Polarity=Neg	223	advmod	_	TokenRange=1185:1188
221	estava	estar	AUX	AUX	_	223	aux	_	TokenRange=1189:1195
222	somente	somente	ADV	ADV	_	223	advmod	_	TokenRange=1196:1203
223	passando	passar	VERB	VERB	_	240	ccomp	_	TokenRange=1204:1212
224-225	pelo	_	_	_	_	_	_	_	TokenRange=1213:1217
224	por	por	ADP	ADP	_	226	case	_	_
225	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	226	det	_	_
226	local	local	NOUN	NOUN	_	223	nmod	_	TokenRange=1218:1223
227	ela	_	PRON	PRON	_	228	nsubj	_	TokenRange=1224:1227
228	foi	_	VERB	VERB	_	71	ccomp	_	TokenRange=1228:1231
229-230	ao	_	_	_	_	_	_	_	TokenRange=1232:1234
229	a	a	ADP	ADP	_	231	case	_	_
230	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	231	det	_	_
231	local	local	NOUN	NOUN	_	228	nmod	_	TokenRange=1235:1240
232	para	_	ADP	ADP	_	233	mark	_	TokenRange=1241:1245
233	provocar	provocar	VERB	VERB	_	52	advcl	_	TokenRange=1246:1254
234	as	o	DET	DET	_	235	det	_	TokenRange=1255:1257
235	pessoas	pessoa	NOUN	NOUN	_	233	obj	_	TokenRange=1258:1265
236	coisa	coisa	NOUN	NOUN	_	52	nsubj:pass	_	TokenRange=1266:1271
237	tipica	tipico	ADJ	ADJ	_	236	amod	_	TokenRange=1272:1278
238	de	de	ADP	ADP	_	239	case	_	TokenRange=1279:1281
239	petista	petista	NOUN	NOUN	_	236	nmod	_	TokenRange=1282:1289
240	provoca	provocar	VERB	VERB	_	209	acl:relcl	_	TokenRange=1290:1297
241	e	e	CCONJ	CONJ	_	243	cc	_	TokenRange=1298:1299
242	depois	depois	ADV	ADV	_	243	advmod	_	TokenRange=1300:1306
243	banca	bancar	VERB	VERB	_	240	conj	_	TokenRange=1307:1312
244	a	o	DET	DET	_	245	det	_	TokenRange=1313:1314
245	vitima	vitima	NOUN	NOUN	_	243	obj	_	TokenRange=1315:1321
246	todas	_	DET	DET	_	248	det	_	TokenRange=1322:1327
247	as	o	DET	DET	_	248	det	_	TokenRange=1328:1330
248	pessoas	pessoa	NOUN	NOUN	_	228	nsubj	_	TokenRange=1331:1338
249	tem	ter	VERB	VERB	_	174	ccomp	_	TokenRange=1339:1342
250	o	o	DET	DET	_	251	det	_	TokenRange=1343:1344
251	direito	direito	NOUN	NOUN	_	249	obj	_	TokenRange=1345:1352
252	de	_	ADP	ADP	_	253	mark	_	TokenRange=1353:1355
253	ir	ir	VERB	VERB	_	251	nmod	_	TokenRange=1356:1358
254	e	e	CCONJ	CONJ	_	255	cc	_	TokenRange=1359:1360
255	vir	_	VERB	VERB	_	253	conj	_	TokenRange=1361:1364
256	mas	mas	CCONJ	CONJ	_	71	cc	_	TokenRange=1365:1368
257	e	e	CCONJ	CONJ	_	260	cc	_	TokenRange=1369:1370
258	ai	_	ADV	ADV	_	240	advmod	_	TokenRange=1371:1373
259	que	que	CCONJ	CONJ	_	260	mark	_	TokenRange=1374:1377
260	entra	entrar	VERB	VERB	_	164	conj	_	TokenRange=1378:1383
261	algo	_	PRON	PRON	_	260	nsubj	_	TokenRange=1384:1388
262	chamado	chamar	VERB	VERB	_	236	acl	_	TokenRange=1389:1396
263	bom	bom	ADJ	ADJ	_	264	amod	_	TokenRange=1397:1400
264	senso	senso	NOUN	NOUN	_	262	obj	_	TokenRange=1401:1406
265	o	o	DET	DET	_	266	det	_	TokenRange=1407:1408
266	brasil	brasil	NOUN	NOUN	_	267	nsubj	_	TokenRange=1409:1415
267	tem	ter	VERB	VERB	_	71	conj	_	TokenRange=1416:1419
268	mais	mais	ADV	ADV	_	271	advmod	_	TokenRange=1420:1424
269	de	de	ADP	ADP	_	268	case	_	TokenRange=1425:1427
270	10	_	NUM	NUM	NumType=Card	271	nummod	_	TokenRange=1428:1430
271	milhoes	_	NUM	NUM	NumType=Card	273	nummod	_	TokenRange=1431:1438
272	de	de	ADP	ADP	_	273	case	_	TokenRange=1439:1441
273	quilometros	quilometro	NOUN	NOUN	_	267	obj	_	TokenRange=1442:1453
274	quadrados	quadrado	ADJ	ADJ	_	273	amod	_	TokenRange=1454:1463
275	mas	mas	CCONJ	CONJ	_	278	cc	_	TokenRange=1464:1467
276	a	o	DET	DET	_	277	det	_	TokenRange=1468:1469
277	petista	petista	NOUN	NOUN	_	278	nsubj	_	TokenRange=1470:1477
278	quis	querer	VERB	VERB	_	321	conj	_	TokenRange=1478:1482
279	exercer	exercer	VERB	VERB	_	278	xcomp	_	TokenRange=1483:1490
280	seu	_	DET	DET	_	281	det:poss	_	TokenRange=1491:1494
281	direito	direito	NOUN	NOUN	_	279	obj	_	TokenRange=1495:1502
282	de	_	ADP	ADP	_	283	mark	_	TokenRange=1503:1505
283	ir	ir	VERB	VERB	_	281	nmod	_	TokenRange=1506:1508
284	e	e	CCONJ	CONJ	_	285	cc	_	TokenRange=1509:1510
285	vir	_	VERB	VERB	_	253	conj	_	TokenRange=1511:1514
286	justamente	justamente	ADV	ADV	_	289	advmod	_	TokenRange=1515:1525
287-288	nos	_	_	_	_	_	_	_	TokenRange=1526:1529
287	em	em	ADP	ADP	_	289	case	_	_
288	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	289	det	_	_
289	quarteiroes	quarteiroe	NOUN	NOUN	_	381	nmod	_	TokenRange=1530:1541
290	onde	onde	ADV	ADV	_	294	advmod	_	TokenRange=1542:1546
291	as	o	DET	DET	_	292	det	_	TokenRange=1547:1549
292	pessoas	pessoa	NOUN	NOUN	_	294	nsubj	_	TokenRange=1550:1557
293	se	_	PRON	PRON	_	294	expl:pv	_	TokenRange=1558:1560
294	manifestavam	manifestar	VERB	VERB	_	289	acl:relcl	_	TokenRange=1561:1573
295	contra	_	ADP	ADP	_	296	case	_	TokenRange=1574:1580
296	dilma	dilma	NOUN	NOUN	_	294	nmod	_	TokenRange=1581:1586
297	imagine	imagine	NOUN	NOUN	_	381	nsubj	_	TokenRange=1587:1594
298	so	_	ADV	ADV	_	300	advmod	_	TokenRange=1595:1597
299	uma	um	DET	DET	_	300	det	_	TokenRange=1598:1601
300	torcedora	torcedor	NOUN	NOUN	_	192	nsubj	_	TokenRange=1602:1611
301	botafoguense	botafoguense	ADJ	ADJ	_	300	amod	_	TokenRange=1612:1624
302	passeando	passear	VERB	VERB	_	300	acl	_	TokenRange=1625:1634
303	sem	_	ADP	ADP	_	304	mark	_	TokenRange=1635:1638
304	querer	querer	VERB	VERB	_	302	nmod	_	TokenRange=1639:1645
305-306	no	_	_	_	_	_	_	_	TokenRange=1646:1648
305	em	em	ADP	ADP	_	307	case	_	_
306	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	307	det	_	_
307	meio	meio	NOUN	NOUN	_	193	nmod	_	TokenRange=1649:1653
308-309	da	_	_	_	_	_	_	_	TokenRange=1654:1656
308	de	de	ADP	ADP	_	310	case	_	_
