# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na espanha messi e condenado a 21 meses de prisao por fraude fiscal lionel messi seu pai jorge horacio messi foram condenados a 21 meses de prisao por crime fiscal na espanha o jogador e seu pai utilizavam empresas em paraisos fiscais para burlar a receita espanhola de acordo com o processo ambos sonegaram 4 1 milhoes de euros em impostos messi foi considerado culpado de tres acusacoes de fraude fiscal disse o tribunal em comunicado horacio messi pai do jogador tambem foi condenado pelos mesmos crimes a lei espanhola permite que uma sentenca de prisao menor que dois anos possa ser servida sob condicional o que significa que messi e seu pai provavelmente nao irao a prisao messi tera que pagar uma multa de 2 milhoes de euros e seu pai 1 5 milhao pelos crimes cabe recurso contra a sentenca junto a suprema corte da espanha
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
32	em	em	ADP	ADP	_	34	case	_	_
33	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	34	det	_	_
34	espanha	espanha	NOUN	NOUN	_	23	nmod	_	TokenRange=167:174
35	o	o	DET	DET	_	36	det	_	TokenRange=175:176
36	jogador	jogador	NOUN	NOUN	_	40	nsubj	_	TokenRange=177:184
37	e	e	CCONJ	CONJ	_	39	cc	_	TokenRange=185:186
38	seu	_	DET	DET	_	39	det:poss	_	TokenRange=187:190
39	pai	pai	NOUN	NOUN	_	36	conj	_	TokenRange=191:194
40	utilizavam	utilizar	VERB	VERB	_	23	conj	_	TokenRange=195:205
41	empresas	empresa	NOUN	NOUN	_	40	obj	_	TokenRange=206:214
42	em	em	ADP	ADP	_	43	case	_	TokenRange=215:217
43	paraisos	paraiso	NOUN	NOUN	_	40	nmod	_	TokenRange=218:226
44	fiscais	fiscal	ADJ	ADJ	_	43	amod	_	TokenRange=227:234
45	para	_	ADP	ADP	_	46	mark	_	TokenRange=235:239
46	burlar	burlar	VERB	VERB	_	40	advcl	_	TokenRange=240:246
47	a	o	DET	DET	_	48	det	_	TokenRange=247:248
48	receita	receita	NOUN	NOUN	_	46	obj	_	TokenRange=249:256
49	espanhola	espanhol	ADJ	ADJ	_	48	amod	_	TokenRange=257:266
50	de	de	ADP	ADP	_	51	case	_	TokenRange=267:269
51	acordo	acordo	NOUN	NOUN	_	143	nmod	_	TokenRange=270:276
52	com	com	ADP	ADP	_	54	case	_	TokenRange=277:280
53	o	o	DET	DET	_	54	det	_	TokenRange=281:282
54	processo	processo	NOUN	NOUN	_	51	nmod	_	TokenRange=283:291
55	ambos	_	PRON	PRON	_	56	nsubj	_	TokenRange=292:297
56	sonegaram	sonegar	VERB	VERB	_	54	acl:relcl	_	TokenRange=298:307
57	4	_	NUM	NUM	NumType=Card	59	nummod	_	TokenRange=308:309
58	1	_	NUM	NUM	NumType=Card	59	nummod	_	TokenRange=310:311
59	milhoes	_	NUM	NUM	NumType=Card	61	nummod	_	TokenRange=312:319
60	de	de	ADP	ADP	_	61	case	_	TokenRange=320:322
61	euros	euro	NOUN	NOUN	_	56	obj	_	TokenRange=323:328
62	em	em	ADP	ADP	_	63	case	_	TokenRange=329:331
63	impostos	imposto	NOUN	NOUN	_	56	nmod	_	TokenRange=332:340
64	messi	_	PRON	PRON	_	67	nsubj:pass	_	TokenRange=341:346
65	foi	_	AUX	AUX	_	67	aux:pass	_	TokenRange=347:350
66	considerado	considerar	AUX	AUX	_	23	aux:pass	_	TokenRange=351:362
67	culpado	culpar	VERB	VERB	_	23	parataxis	_	TokenRange=363:370
68	de	de	ADP	ADP	_	70	case	_	TokenRange=371:373
69	tres	_	NUM	NUM	NumType=Card	70	nummod	_	TokenRange=374:378
70	acusacoes	acusacoe	NOUN	NOUN	_	67	nmod	_	TokenRange=379:388
71	de	de	ADP	ADP	_	72	case	_	TokenRange=389:391
72	fraude	fraude	NOUN	NOUN	_	70	nmod	_	TokenRange=392:398
73	fiscal	fiscal	ADJ	ADJ	_	72	amod	_	TokenRange=399:405
74	disse	dizer	VERB	VERB	_	23	parataxis	_	TokenRange=406:411
75	o	o	DET	DET	_	76	det	_	TokenRange=412:413
76	tribunal	tribunal	NOUN	NOUN	_	74	nsubj	_	TokenRange=414:422
77	em	em	ADP	ADP	_	78	case	_	TokenRange=423:425
78	comunicado	comunicado	NOUN	NOUN	_	74	nmod	_	TokenRange=426:436
79	horacio	horacio	NOUN	NOUN	_	78	appos	_	TokenRange=437:444
80	messi	_	NOUN	NOUN	_	79	flat	_	TokenRange=445:450
81	pai	pai	NOUN	NOUN	_	79	appos	_	TokenRange=451:454
82-83	do	_	_	_	_	_	_	_	TokenRange=455:457
82	de	de	ADP	ADP	_	84	case	_	_
83	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	84	det	_	_
84	jogador	jogador	NOUN	NOUN	_	81	nmod	_	TokenRange=458:465
85	tambem	tambem	ADV	ADV	_	87	advmod	_	TokenRange=466:472
86	foi	_	AUX	AUX	_	87	aux:pass	_	TokenRange=473:476
87	condenado	condenar	VERB	VERB	_	74	parataxis	_	TokenRange=477:486
88-89	pelos	_	_	_	_	_	_	_	TokenRange=487:492
88	por	por	ADP	ADP	_	91	case	_	_
89	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	91	det	_	_
90	mesmos	mesmo	ADJ	ADJ	_	91	amod	_	TokenRange=493:499
91	crimes	crime	NOUN	NOUN	_	87	nmod	_	TokenRange=500:506
92	a	o	DET	DET	_	93	det	_	TokenRange=507:508
93	lei	lei	NOUN	NOUN	_	87	nsubj:pass	_	TokenRange=509:512
94	espanhola	espanhol	ADJ	ADJ	_	93	amod	_	TokenRange=513:522
95	permite	permitir	VERB	VERB	_	74	ccomp	_	TokenRange=523:530
96	que	que	CCONJ	CONJ	_	107	mark	_	TokenRange=531:534
97	uma	um	DET	DET	_	98	det	_	TokenRange=535:538
98	sentenca	_	NOUN	NOUN	_	107	nsubj:pass	_	TokenRange=539:547
99	de	de	ADP	ADP	_	100	case	_	TokenRange=548:550
100	prisao	prisao	NOUN	NOUN	_	98	nmod	_	TokenRange=551:557
101	menor	menor	ADJ	ADJ	_	100	amod	_	TokenRange=558:563
102	que	_	ADP	ADP	_	104	case	_	TokenRange=564:567
103	dois	_	NUM	NUM	NumType=Card	104	nummod	_	TokenRange=568:572
104	anos	ano	NOUN	NOUN	_	101	nmod	_	TokenRange=573:577
105	possa	_	AUX	AUX	_	107	aux	_	TokenRange=578:583
106	ser	ser	AUX	AUX	_	107	aux:pass	_	TokenRange=584:587
107	servida	servir	VERB	VERB	_	95	ccomp	_	TokenRange=588:595
108	sob	_	ADP	ADP	_	109	case	_	TokenRange=596:599
109	condicional	condicional	NOUN	NOUN	_	107	nmod	_	TokenRange=600:611
110	o	o	DET	DET	_	111	det	_	TokenRange=612:613
111	que	_	PRON	PRON	_	112	nsubj	_	TokenRange=614:617
112	significa	significar	VERB	VERB	_	95	parataxis	_	TokenRange=618:627
113	que	que	CCONJ	CONJ	_	120	mark	_	TokenRange=628:631
114	messi	_	NOUN	NOUN	_	120	nsubj	_	TokenRange=632:637
115	e	e	CCONJ	CONJ	_	117	cc	_	TokenRange=638:639
116	seu	_	DET	DET	_	117	det:poss	_	TokenRange=640:643
117	pai	pai	NOUN	NOUN	_	114	conj	_	TokenRange=644:647
118	provavelmente	provavelmente	ADV	ADV	_	120	advmod	_	TokenRange=648:661
119	nao	nao	ADV	ADV	Polarity=Neg	120	advmod	_	TokenRange=662:665
120	irao	_	VERB	VERB	_	112	ccomp	_	TokenRange=666:670
121	a	_	ADP	ADP	_	122	case	_	TokenRange=671:672
122	prisao	prisao	NOUN	NOUN	_	120	nmod	_	TokenRange=673:679
123	messi	_	PROPN	PNOUN	_	126	nsubj	_	TokenRange=680:685
124	tera	terar	AUX	AUX	_	126	aux	_	TokenRange=686:690
125	que	que	CCONJ	CONJ	_	126	mark	_	TokenRange=691:694
126	pagar	pagar	VERB	VERB	_	95	ccomp	_	TokenRange=695:700
127	uma	um	DET	DET	_	128	det	_	TokenRange=701:704
128	multa	multa	NOUN	NOUN	_	126	obj	_	TokenRange=705:710
129	de	de	ADP	ADP	_	133	case	_	TokenRange=711:713
130	2	_	NUM	NUM	NumType=Card	131	nummod	_	TokenRange=714:715
131	milhoes	_	NUM	NUM	NumType=Card	133	nummod	_	TokenRange=716:723
132	de	de	ADP	ADP	_	133	case	_	TokenRange=724:726
133	euros	euro	NOUN	NOUN	_	128	nmod	_	TokenRange=727:732
134	e	e	CCONJ	CONJ	_	143	cc	_	TokenRange=733:734
135	seu	_	DET	DET	_	136	det:poss	_	TokenRange=735:738
136	pai	pai	NOUN	NOUN	_	143	nsubj	_	TokenRange=739:742
137	1	_	NUM	NUM	NumType=Card	139	nummod	_	TokenRange=743:744
138	5	_	NUM	NUM	NumType=Card	139	nummod	_	TokenRange=745:746
139	milhao	_	NUM	NUM	NumType=Card	136	nummod	_	TokenRange=747:753
140-141	pelos	_	_	_	_	_	_	_	TokenRange=754:759
140	por	por	ADP	ADP	_	142	case	_	_
141	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	142	det	_	_
142	crimes	crime	NOUN	NOUN	_	143	nmod	_	TokenRange=760:766
143	cabe	caber	VERB	VERB	_	95	conj	_	TokenRange=767:771
144	recurso	recurso	NOUN	NOUN	_	143	obj	_	TokenRange=772:779
145	contra	_	ADP	ADP	_	147	case	_	TokenRange=780:786
146	a	o	DET	DET	_	147	det	_	TokenRange=787:788
147	sentenca	_	NOUN	NOUN	_	144	nmod	_	TokenRange=789:797
148	junto	junto	ADV	ADV	_	143	advmod	_	TokenRange=798:803
149	a	_	ADP	ADP	_	151	case	_	TokenRange=804:805
150	suprema	supremo	ADJ	ADJ	_	151	amod	_	TokenRange=806:813
151	corte	corte	NOUN	NOUN	_	148	nmod	_	TokenRange=814:819
152-153	da	_	_	_	_	_	_	_	TokenRange=820:822
152	de	de	ADP	ADP	_	154	case	_	_
153	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	154	det	_	_
154	espanha	espanha	NOUN	NOUN	_	151	nmod	_	TokenRange=823:830

