# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = saiba quem e o presidenciavel que mais esta conquistando votos entre eleitores com ensino superior o instituto parana pesquisas surpreendeu os analistas politicos com a revelacao do presidenciavel que mais esta conquistando os eleitores com ensino superior o surpreendente resultado pode indicar uma reviravolta em todos os outros grupos o exministro do supremo tribunal federal joaquim barbosa e o preferido para as eleicoes presidenciais de 2018 entre eleitores com ensino superior e o que mostra um estudo inedito pelo instituto parana pesquisas segundo o levantamento barbosa tem 173 das intencoes de voto desta parcela da populacao lula vem em segundo com 161 e jair bolsonaro em terceiro com 145 em quarto aecio neves com 119 a pesquisa e surpreendente por revelar que o deputado jair bolsonaro tambem esta crescendo entre os eleitores com nivel superior antes seu crescimento so era percebido entre eleitores com escolaridade media e fundamental e importante destacar que bolsonaro tambem esta bem a frente de politicos que participaram de outras disputas eleitorais tais como dilma rousseff marina silva ciro gomes cristovam buarque e ronaldo caiado joaquim barbosa foi fortemente cotado para ser vicepresidente na chapa de marina silva pela rede sustentabilidade no entanto com sua ascensao vertiginosa ele pode vir como candidato a presidente e sem a companhia da ambientalista ja derrotada em duas eleicoes analistas politicos apontam articulacoes entre joaquim barbosa e sergio moro para virem juntos em uma chapa com chances de conquistar a eleicao em primeiro turno a pesquisa foi feita com 2002 eleitores e e estimulada isto e traz nomes apresentados pelo instituto
1	saiba	saber	VERB	VERB	_	0	root	_	TokenRange=0:5
79	estudo	estudo	NOUN	NOUN	_	77	obj	_	TokenRange=502:508
80	inedito	inedito	ADJ	ADJ	_	79	amod	_	TokenRange=509:516
81-82	pelo	_	_	_	_	_	_	_	TokenRange=517:521
81	por	por	ADP	ADP	_	83	case	_	_
82	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	83	det	_	_
83	instituto	instituto	NOUN	NOUN	_	257	nmod	_	TokenRange=522:531
84	parana	parana	ADJ	ADJ	_	83	amod	_	TokenRange=532:538
85	pesquisas	pesquisa	NOUN	NOUN	_	83	appos	_	TokenRange=539:548
86	segundo	_	ADP	ADP	_	88	case	_	TokenRange=549:556
87	o	o	DET	DET	_	88	det	_	TokenRange=557:558
88	levantamento	levantamento	NOUN	NOUN	_	257	nmod	_	TokenRange=559:571
89	barbosa	barboso	ADJ	ADJ	_	88	amod	_	TokenRange=572:579
90	tem	ter	VERB	VERB	_	103	parataxis	_	TokenRange=580:583
91	173	_	NUM	NUM	NumType=Card	266	obj	_	TokenRange=584:587
92-93	das	_	_	_	_	_	_	_	TokenRange=588:591
92	de	de	ADP	ADP	_	94	case	_	_
93	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	94	det	_	_
94	intencoes	_	NOUN	NOUN	_	91	nmod	_	TokenRange=592:601
95	de	de	ADP	ADP	_	96	case	_	TokenRange=602:604
96	voto	voto	NOUN	NOUN	_	94	nmod	_	TokenRange=605:609
97	desta	_	ADP	ADP	_	98	case	_	TokenRange=610:615
98	parcela	parcela	NOUN	NOUN	_	94	nmod	_	TokenRange=616:623
99-100	da	_	_	_	_	_	_	_	TokenRange=624:626
99	de	de	ADP	ADP	_	101	case	_	_
100	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	101	det	_	_
101	populacao	populacao	NOUN	NOUN	_	98	nmod	_	TokenRange=627:636
102	lula	_	ADJ	NOUN	_	101	appos	_	TokenRange=637:641
103	vem	vir	VERB	VERB	_	1	parataxis	_	TokenRange=642:645
104	em	em	ADP	ADP	_	105	case	_	TokenRange=646:648
105	segundo	segundo	NOUN	NOUN	_	103	nmod	_	TokenRange=649:656
106	com	com	ADP	ADP	_	107	case	_	TokenRange=657:660
107	161	_	NUM	NUM	NumType=Card	103	nmod	_	TokenRange=661:664
108	e	e	CCONJ	CONJ	_	109	cc	_	TokenRange=665:666
109	jair	jair	VERB	VERB	_	103	conj	_	TokenRange=667:671
110	bolsonaro	bolsonaro	NOUN	NOUN	_	109	obj	_	TokenRange=672:681
111	em	em	ADP	ADP	_	112	case	_	TokenRange=682:684
112	terceiro	terceiro	NOUN	NOUN	_	109	nmod	_	TokenRange=685:693
113	com	com	ADP	ADP	_	114	case	_	TokenRange=694:697
114	145	_	NUM	NUM	NumType=Card	109	nmod	_	TokenRange=698:701
115	em	em	ADP	ADP	_	116	case	_	TokenRange=702:704
116	quarto	_	NOUN	NOUN	_	114	nmod	_	TokenRange=705:711
117	aecio	_	NOUN	NOUN	_	174	appos	_	TokenRange=712:717
118	neves	_	PROPN	PNOUN	_	117	flat	_	TokenRange=718:723
119	com	com	ADP	ADP	_	120	case	_	TokenRange=724:727
120	119	_	NUM	NUM	NumType=Card	117	nmod	_	TokenRange=728:731
121	a	o	DET	DET	_	122	det	_	TokenRange=732:733
122	pesquisa	pesquisa	NOUN	NOUN	_	43	nsubj	_	TokenRange=734:742
123	e	e	CCONJ	CONJ	_	124	cc	_	TokenRange=743:744
124	surpreendente	surpreendente	ADJ	ADJ	_	43	conj	_	TokenRange=745:758
125	por	_	ADP	ADP	_	126	mark	_	TokenRange=759:762
126	revelar	revelar	VERB	VERB	_	124	nmod	_	TokenRange=763:770
127	que	que	CCONJ	CONJ	_	134	mark	_	TokenRange=771:774
128	o	o	DET	DET	_	129	det	_	TokenRange=775:776
129	deputado	deputado	NOUN	NOUN	_	134	nsubj	_	TokenRange=777:785
130	jair	jair	NOUN	NOUN	_	129	appos	_	TokenRange=786:790
131	bolsonaro	bolsonaro	ADJ	ADJ	_	130	amod	_	TokenRange=791:800
132	tambem	tambem	ADV	ADV	_	134	advmod	_	TokenRange=801:807
133	esta	_	AUX	AUX	_	134	aux	_	TokenRange=808:812
134	crescendo	crescer	VERB	VERB	_	126	ccomp	_	TokenRange=813:822
135	entre	_	ADP	ADP	_	137	case	_	TokenRange=823:828
136	os	o	DET	DET	_	137	det	_	TokenRange=829:831
137	eleitores	eleitor	NOUN	NOUN	_	134	nmod	_	TokenRange=832:841
138	com	com	ADP	ADP	_	139	case	_	TokenRange=842:845
139	nivel	nivel	NOUN	NOUN	_	137	nmod	_	TokenRange=846:851
140	superior	superior	ADJ	ADJ	_	139	amod	_	TokenRange=852:860
141	antes	antes	ADV	ADV	_	146	mark	_	TokenRange=861:866
142	seu	_	DET	DET	_	143	det:poss	_	TokenRange=867:870
143	crescimento	crescimento	NOUN	NOUN	_	146	nsubj:pass	_	TokenRange=871:882
144	so	so	ADV	ADV	_	146	advmod	_	TokenRange=883:885
145	era	_	AUX	AUX	_	146	aux:pass	_	TokenRange=886:889
146	percebido	perceber	VERB	VERB	_	134	advcl	_	TokenRange=890:899
147	entre	_	ADP	ADP	_	148	case	_	TokenRange=900:905
148	eleitores	eleitor	NOUN	NOUN	_	146	nmod	_	TokenRange=906:915
149	com	com	ADP	ADP	_	150	case	_	TokenRange=916:919
150	escolaridade	escolaridade	NOUN	NOUN	_	148	nmod	_	TokenRange=920:932
151	media	medio	ADJ	ADJ	_	150	amod	_	TokenRange=933:938
152	e	e	CCONJ	CONJ	_	153	cc	_	TokenRange=939:940
153	fundamental	fundamental	ADJ	ADJ	_	151	conj	_	TokenRange=941:952
154	e	e	CCONJ	CONJ	_	231	cc	_	TokenRange=953:954
155	importante	importante	ADJ	ADJ	_	231	conj	_	TokenRange=955:965
156	destacar	destacar	VERB	VERB	_	231	xcomp	_	TokenRange=966:974
157	que	que	CCONJ	CONJ	_	160	mark	_	TokenRange=975:978
158	bolsonaro	bolsonaro	NOUN	NOUN	_	160	nsubj	_	TokenRange=979:988
159	tambem	tambem	ADV	ADV	_	160	advmod	_	TokenRange=989:995
160	esta	_	VERB	VERB	_	126	ccomp	_	TokenRange=996:1000
161	bem	bem	ADV	ADV	_	160	advmod	_	TokenRange=1001:1004
162	a	_	ADP	ADP	_	163	case	_	TokenRange=1005:1006
163	frente	frente	NOUN	NOUN	_	160	nmod	_	TokenRange=1007:1013
164	de	de	ADP	ADP	_	165	case	_	TokenRange=1014:1016
165	politicos	politico	NOUN	NOUN	_	163	nmod	_	TokenRange=1017:1026
166	que	_	PRON	PRON	_	167	nsubj	_	TokenRange=1027:1030
167	participaram	participar	VERB	VERB	_	165	acl:relcl	_	TokenRange=1031:1043
168	de	de	ADP	ADP	_	170	case	_	TokenRange=1044:1046
169	outras	_	DET	DET	_	170	det	_	TokenRange=1047:1053
170	disputas	disputa	NOUN	NOUN	_	167	nmod	_	TokenRange=1054:1062
171	eleitorais	eleitoral	ADJ	ADJ	_	170	amod	_	TokenRange=1063:1073
172	tais	_	PRON	PRON	_	174	appos	_	TokenRange=1074:1078
173	como	como	ADP	ADP	_	174	case	_	TokenRange=1079:1083
174	dilma	dilma	NOUN	NOUN	_	167	nmod	_	TokenRange=1084:1089
175	rousseff	rousseff	NOUN	NOUN	_	174	flat	_	TokenRange=1090:1098
176	marina	_	NOUN	NOUN	_	174	appos	_	TokenRange=1099:1105
177	silva	silva	NOUN	NOUN	_	176	flat	_	TokenRange=1106:1111
178	ciro	ciro	NOUN	NOUN	_	174	appos	_	TokenRange=1112:1116
179	gomes	gome	NOUN	NOUN	_	178	flat	_	TokenRange=1117:1122
180	cristovam	cristovar	VERB	VERB	_	174	acl:relcl	_	TokenRange=1123:1132
181	buarque	buarque	NOUN	NOUN	_	180	obj	_	TokenRange=1133:1140
182	e	e	CCONJ	CONJ	_	183	cc	_	TokenRange=1141:1142
183	ronaldo	ronaldo	NOUN	NOUN	_	174	conj	_	TokenRange=1143:1150
184	caiado	caiado	ADJ	ADJ	_	183	amod	_	TokenRange=1151:1157
185	joaquim	joaquim	PROPN	PNOUN	_	189	nsubj:pass	_	TokenRange=1158:1165
186	barbosa	_	NOUN	NOUN	_	185	flat	_	TokenRange=1166:1173
187	foi	_	AUX	AUX	_	189	aux:pass	_	TokenRange=1174:1177
188	fortemente	fortemente	ADV	ADV	_	189	advmod	_	TokenRange=1178:1188
189	cotado	cotar	VERB	VERB	_	43	conj	_	TokenRange=1189:1195
190	para	_	ADP	ADP	_	192	mark	_	TokenRange=1196:1200
191	ser	ser	AUX	AUX	_	192	cop	_	TokenRange=1201:1204
192	vicepresidente	vicepresidente	NOUN	NOUN	_	189	nmod	_	TokenRange=1205:1219
193-194	na	_	_	_	_	_	_	_	TokenRange=1220:1222
193	em	em	ADP	ADP	_	195	case	_	_
194	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	195	det	_	_
195	chapa	chapa	NOUN	NOUN	_	192	nmod	_	TokenRange=1223:1228
196	de	de	ADP	ADP	_	197	case	_	TokenRange=1229:1231
197	marina	marina	NOUN	NOUN	_	195	nmod	_	TokenRange=1232:1238
198	silva	silva	ADJ	ADJ	_	197	flat	_	TokenRange=1239:1244
199-200	pela	_	_	_	_	_	_	_	TokenRange=1245:1249
199	por	por	ADP	ADP	_	201	case	_	_
200	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	201	det	_	_
201	rede	rede	NOUN	NOUN	_	195	nmod	_	TokenRange=1250:1254
202	sustentabilidade	sustentabilidade	NOUN	NOUN	_	201	flat	_	TokenRange=1255:1271
203-204	no	_	_	_	_	_	_	_	TokenRange=1272:1274
203	em	em	ADP	ADP	_	205	case	_	_
204	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	205	det	_	_
205	entanto	entanto	ADV	ADV	_	212	nmod	_	TokenRange=1275:1282
206	com	com	ADP	ADP	_	208	case	_	TokenRange=1283:1286
207	sua	_	DET	DET	_	208	det:poss	_	TokenRange=1287:1290
208	ascensao	ascensao	NOUN	NOUN	_	212	nmod	_	TokenRange=1291:1299
209	vertiginosa	vertiginoso	ADJ	ADJ	_	208	amod	_	TokenRange=1300:1311
210	ele	_	PRON	PRON	_	212	nsubj	_	TokenRange=1312:1315
211	pode	_	AUX	AUX	_	212	aux	_	TokenRange=1316:1320
212	vir	_	VERB	VERB	_	43	conj	_	TokenRange=1321:1324
213	como	como	ADP	ADP	_	214	case	_	TokenRange=1325:1329
214	candidato	candidato	NOUN	NOUN	_	212	nmod	_	TokenRange=1330:1339
215	a	_	ADP	ADP	_	216	case	_	TokenRange=1340:1341
216	presidente	presidente	NOUN	NOUN	_	214	nmod	_	TokenRange=1342:1352
217	e	e	CCONJ	CONJ	_	231	cc	_	TokenRange=1353:1354
218	sem	_	ADP	ADP	_	220	case	_	TokenRange=1355:1358
219	a	o	DET	DET	_	220	det	_	TokenRange=1359:1360
220	companhia	companhia	NOUN	NOUN	_	231	nmod	_	TokenRange=1361:1370
221-222	da	_	_	_	_	_	_	_	TokenRange=1371:1373
221	de	de	ADP	ADP	_	223	case	_	_
222	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	223	det	_	_
223	ambientalista	ambientalista	NOUN	NOUN	_	220	nmod	_	TokenRange=1374:1387
224	ja	ja	ADV	ADV	_	225	advmod	_	TokenRange=1388:1390
225	derrotada	derrotar	VERB	VERB	_	223	acl	_	TokenRange=1391:1400
226	em	em	ADP	ADP	_	228	case	_	TokenRange=1401:1403
227	duas	_	NUM	NUM	NumType=Card	228	nummod	_	TokenRange=1404:1408
228	eleicoes	eleicoe	NOUN	NOUN	_	225	nmod	_	TokenRange=1409:1417
229	analistas	analista	NOUN	NOUN	_	231	nsubj	_	TokenRange=1418:1427
230	politicos	politico	ADJ	ADJ	_	229	amod	_	TokenRange=1428:1437
231	apontam	apontar	VERB	VERB	_	43	conj	_	TokenRange=1438:1445
232	articulacoes	articulacoe	NOUN	NOUN	_	231	obj	_	TokenRange=1446:1458
233	entre	_	ADP	ADP	_	234	case	_	TokenRange=1459:1464
234	joaquim	joaquim	NOUN	NOUN	_	232	nmod	_	TokenRange=1465:1472
235	barbosa	barboso	NOUN	NOUN	_	234	flat	_	TokenRange=1473:1480
236	e	e	CCONJ	CONJ	_	237	cc	_	TokenRange=1481:1482
237	sergio	sergio	NOUN	NOUN	_	234	conj	_	TokenRange=1483:1489
238	moro	moro	NOUN	NOUN	_	237	flat	_	TokenRange=1490:1494
239	para	_	ADP	ADP	_	240	mark	_	TokenRange=1495:1499
240	virem	_	VERB	VERB	_	231	advcl	_	TokenRange=1500:1505
241	juntos	junto	ADJ	ADJ	_	240	xcomp	_	TokenRange=1506:1512
242	em	em	ADP	ADP	_	244	case	_	TokenRange=1513:1515
243	uma	um	DET	DET	_	244	det	_	TokenRange=1516:1519
244	chapa	chapa	NOUN	NOUN	_	241	nmod	_	TokenRange=1520:1525
245	com	com	ADP	ADP	_	246	case	_	TokenRange=1526:1529
246	chances	chance	NOUN	NOUN	_	244	nmod	_	TokenRange=1530:1537
247	de	_	ADP	ADP	_	248	mark	_	TokenRange=1538:1540
248	conquistar	conquistar	VERB	VERB	_	246	nmod	_	TokenRange=1541:1551
249	a	o	DET	DET	_	250	det	_	TokenRange=1552:1553
250	eleicao	eleicao	NOUN	NOUN	_	248	obj	_	TokenRange=1554:1561
251	em	em	ADP	ADP	_	253	case	_	TokenRange=1562:1564
252	primeiro	primeiro	ADJ	ADJ	_	253	amod	_	TokenRange=1565:1573
253	turno	turno	NOUN	NOUN	_	248	nmod	_	TokenRange=1574:1579
254	a	o	DET	DET	_	255	det	_	TokenRange=1580:1581
255	pesquisa	pesquisa	NOUN	NOUN	_	257	nsubj:pass	_	TokenRange=1582:1590
256	foi	_	AUX	AUX	_	257	aux:pass	_	TokenRange=1591:1594
257	feita	_	VERB	VERB	_	231	parataxis	_	TokenRange=1595:1600
258	com	com	ADP	ADP	_	260	case	_	TokenRange=1601:1604
259	2002	_	NUM	NUM	NumType=Card	260	nummod	_	TokenRange=1605:1609
260	eleitores	eleitor	NOUN	NOUN	_	257	nmod	_	TokenRange=1610:1619
261	e	e	CCONJ	CONJ	_	263	cc	_	TokenRange=1620:1621
262	e	e	CCONJ	CONJ	_	263	cc	_	TokenRange=1622:1623
263	estimulada	estimular	VERB	VERB	_	257	conj	_	TokenRange=1624:1634
264	isto	_	PRON	PRON	_	263	nsubj:pass	_	TokenRange=1635:1639
265	e	e	CCONJ	CONJ	_	266	cc	_	TokenRange=1640:1641
266	traz	trazer	VERB	VERB	_	257	conj	_	TokenRange=1642:1646
267	nomes	nome	NOUN	NOUN	_	266	obj	_	TokenRange=1647:1652
268	apresentados	apresentar	VERB	VERB	_	267	acl	_	TokenRange=1653:1665
269-270	pelo	_	_	_	_	_	_	_	TokenRange=1666:1670
269	por	por	ADP	ADP	_	271	case	_	_
270	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	271	det	_	_
271	instituto	instituto	NOUN	NOUN	_	268	nmod	_	TokenRange=1671:1680

